year,dernier_ADJ or_NOUN,dernier_ADJ bord_NOUN
1800,0.0,0.0
1801,2.3811825844433088e-09,1.904946067554647e-08
1802,4.475680270843441e-09,1.3427040812530322e-08
1803,0.0,5.851017803593095e-08
1804,0.0,2.4718509461507665e-09
1805,2.842877711017877e-09,5.685755422035754e-09
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,4.5321479902327155e-09,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,0.0
1811,5.0141535368197765e-09,1.0028307073639553e-08
1812,0.0,0.0
1813,1.1502966579257645e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,2.697223555614414e-09
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,0.0,4.826307531402563e-08
1818,1.1921177378582115e-09,7.152706427149269e-09
1819,4.140420006848444e-09,3.1053151161586356e-09
1820,2.3732962262101864e-09,1.898636980968149e-08
1821,9.861488070583846e-09,0.0
1822,0.0,3.0076847679083585e-09
1823,6.917880934764753e-09,1.9765373338032077e-08
1824,8.421112696055388e-10,1.6842225392110777e-09
1825,2.641632912414593e-09,1.2327619813845558e-08
1826,1.7615968683770689e-09,7.0463874735082754e-09
1827,9.217273055917019e-10,1.6591091167583727e-08
1828,0.0,2.8434133270138773e-08
1829,4.286588028978855e-09,3.8579290873030914e-08
1830,1.0436835840010872e-09,8.349468672008697e-09
1831,3.1182412207897414e-09,7.795603274018958e-09
1832,1.3529969367098715e-09,5.411987746839486e-09
1833,4.6334514003376626e-09,9.266902800675325e-09
1834,9.334530925997342e-10,4.667265685043276e-09
1835,1.5126175867408165e-09,7.563087933704082e-09
1836,2.016224964762614e-09,1.0753200108126748e-08
1837,6.957890930081589e-10,3.1310509740478665e-08
1838,1.8936485712828244e-09,7.574594285131298e-09
1839,4.894032734625853e-09,3.4957374772659477e-09
1840,1.9109065441114126e-09,2.7389662093924017e-08
1841,6.420548537278137e-09,8.988767952189392e-09
1842,4.024959032733477e-09,1.408735705865638e-08
1843,5.906911071384968e-10,1.5357969118667825e-08
1844,1.097712254427563e-09,3.841992946007622e-09
1845,1.6740683839167048e-09,1.4508592549589139e-08
1846,1.2294452567118697e-08,6.439951683034906e-09
1847,1.0786447290911383e-09,4.853901280910122e-09
1848,4.02261068899179e-09,0.0
1849,2.513824481908955e-09,2.0948537127196687e-08
1850,1.425689166723032e-08,1.6972489191857676e-08
1851,6.449438760824933e-10,1.0319102017319892e-08
1852,4.557382027314816e-09,3.385483537954315e-08
1853,6.569124799682413e-09,1.970737528722566e-08
1854,3.6369650624479277e-09,1.0391328686409906e-08
1855,1.0083180512765466e-08,1.5920811335945473e-08
1856,1.0354378465748937e-09,1.3978411317339123e-08
1857,1.4644527812635033e-09,2.39193944651106e-08
1858,1.468102750479261e-09,8.808616946964776e-09
1859,5.092173349652285e-10,2.1387128512628806e-08
1860,1.830873536112776e-09,5.492620580582752e-09
1861,2.357981809808507e-09,8.488735048217677e-09
1862,3.1625904395315985e-09,5.421583626485926e-09
1863,9.989241656072068e-10,2.9967726078439227e-09
1864,1.102787416940032e-08,4.315255264231155e-09
1865,5.177528850097701e-09,6.589582213223366e-09
1866,1.9462452205409875e-09,8.271541673821048e-09
1867,4.85281148598915e-10,1.2132028714972876e-08
1868,4.93987406535723e-10,6.421836395986702e-09
1869,2.441759683335931e-09,3.4184632902167778e-09
1870,1.7202146374017957e-09,5.734048791339319e-09
1871,5.3105884134652115e-09,8.496941816815706e-09
1872,1.8142017887967654e-09,1.269941218851045e-08
1873,2.3944017879529156e-09,1.1972009161809183e-08
1874,3.5847653734322193e-09,1.0754296120296658e-08
1875,5.721527140956084e-10,4.577221712764867e-09
1876,0.0,9.673623679873344e-09
1877,1.2369631985365004e-09,8.658742167710898e-09
1878,4.831270938865373e-09,9.058632954861423e-09
1879,0.0,1.832797580370027e-09
1880,1.9253538763308597e-09,6.417846254436199e-10
1881,0.0,6.972507571312292e-10
1882,1.9966155395678697e-09,1.1314154946262533e-08
1883,1.2638677882037541e-09,1.3902545781263598e-08
1884,3.300848483434038e-09,1.2543224237049344e-08
1885,6.445635691854079e-10,9.023890079618013e-09
1886,1.2906927748801422e-09,6.4534639854230136e-09
1887,2.6115699047757346e-09,7.1818169189441505e-09
1888,5.07249175996094e-09,3.804368819970705e-09
1889,1.2530273485467092e-09,5.012109394186837e-09
1890,2.6217545912032847e-09,7.209825181320184e-09
1891,0.0,3.1871101313640793e-09
1892,1.2537024751679837e-09,2.5074049503359674e-09
1893,1.2316833108982905e-09,0.0
1894,5.671385361338821e-09,9.452309157609307e-09
1895,7.22233739480771e-09,7.824199066419624e-09
1896,4.1279202278587945e-09,5.307326134129653e-09
1897,1.7480140668268973e-09,5.2440420894583895e-09
1898,1.6975064687230201e-09,3.960848538042683e-09
1899,2.2110313580014918e-09,5.527578395003729e-10
1900,3.114631885736685e-09,1.038210628578895e-09
1901,5.588738916095792e-10,2.235495566438317e-09
1902,1.9641135384773634e-09,7.856454153909453e-09
1903,1.6200660812870638e-09,7.560307935250421e-09
1904,1.0749250378694342e-09,2.6873125946735854e-09
1905,5.676834835544042e-09,7.2250627702885595e-09
1906,2.0576737536082135e-09,6.6874399351490865e-09
1907,3.5999904168804164e-09,9.257117739025489e-09
1908,4.911389073214423e-10,1.1787333775714615e-08
1909,2.2003934230241384e-09,1.0451868703853506e-08
1910,1.6032452032632705e-09,5.34415089958884e-09
1911,3.1922244847493175e-09,1.276889793899727e-08
1912,2.083768435579003e-09,5.2094213387476884e-09
1913,1.590896969716482e-09,3.71209285532359e-09
1914,6.6967438816512015e-09,9.37544086809794e-09
1915,0.0,3.534228465440492e-09
1916,5.493731025651982e-09,2.6369908923129515e-08
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,2.2972752589112133e-09,2.2972752589112133e-09
1919,0.0,1.012863304339362e-08
1920,7.572231730534895e-10,4.543339038320937e-09
1921,1.5145494858259667e-09,2.120369302360814e-08
1922,6.6401419362982494e-09,1.9920426197472807e-08
1923,0.0,7.431163684401554e-09
1924,1.289162443462999e-09,1.2891624656674594e-08
1925,1.0998177923937646e-09,8.798542339150117e-09
1926,3.343841648018042e-09,4.458455382660986e-09
1927,0.0,1.2264147031260109e-08
1928,2.2852082448565625e-09,1.1426041446327417e-08
1929,3.342121912552898e-09,3.342121912552898e-09
1930,0.0,7.352522590764465e-09
1931,0.0,1.3686427990933225e-08
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,5.990790086229936e-09
1935,2.393656828303392e-09,5.98414207075848e-09
1936,1.2124714565686645e-09,1.091224355320719e-08
1937,0.0,6.295559185076627e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,0.0,4.588215141154706e-09
1940,2.5357829169792012e-09,1.2678914806940611e-08
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,0.0,1.742803235060819e-08
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,1.0728784083369192e-08
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,0.0,7.853606653895895e-09
1950,3.190608444114673e-09,1.914365022059883e-08
1951,6.396841278899501e-09,6.396841278899501e-09
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,2.815682353940474e-09,6.569925492527773e-09
1956,0.0,1.744228317335228e-09
1957,8.835037701437898e-10,3.534015080575159e-09
1958,2.481673033738474e-09,5.790570245522986e-09
1959,0.0,7.750747821333448e-10
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,4.86371165564492e-09,5.55852741612739e-09
1962,2.5367825617905737e-09,1.9025869768540815e-09
1963,2.5864212993553792e-09,3.2330267352165265e-09
1964,6.083968329129164e-10,2.4335873316516654e-09
1965,0.0,4.377634699181954e-09
1966,5.539074754423723e-10,4.985167390003653e-09
1967,1.4791006197611978e-09,3.944268467392931e-09
1968,4.4914158503495116e-10,4.491415683816058e-09
1969,2.725054598640142e-09,1.8167031212712459e-09
1970,9.197450023812337e-10,9.197450023812337e-10
1971,4.110718099248345e-09,2.569198631618974e-09
1972,2.0520587451500205e-09,2.0520587451500205e-09
1973,1.6539611902288698e-09,6.064523994098181e-09
1974,0.0,7.313243344242437e-09
1975,1.1422960355389478e-09,3.4268881066168433e-09
1976,2.285410749536254e-09,5.713526873840635e-10
1977,0.0,3.526069214387917e-09
1978,2.3762365408686037e-09,1.3663360221016774e-08
1979,1.1703946700691858e-09,4.096381456264453e-09
1980,5.685150683554241e-10,7.390696055153967e-09
1981,3.795329828193417e-09,1.2651099057237047e-09
1982,6.207502289967692e-10,1.8622506869903077e-09
1983,0.0,0.0
1984,5.799008495621649e-10,1.739702604197646e-09
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,1.7983456390702202e-09,1.7983456945813714e-09
1987,6.110816852533674e-10,3.6664902225425067e-09
1988,2.398621523624911e-09,3.597932174415064e-09
1989,0.0,4.390497743145261e-09
1990,2.179460389939436e-09,5.448650863826288e-09
1991,1.1722930404189924e-09,2.344586080837985e-09
1992,4.4079553340736766e-09,1.65298330578878e-09
1993,0.0,3.877445031719162e-09
1994,0.0,2.637463358823311e-09
1995,4.337960657352369e-09,2.7112254663563817e-09
1996,2.135236876199542e-09,2.135236876199542e-09
1997,4.79489448146353e-10,1.917957792585412e-09
1998,1.9072516899143466e-09,2.86087753487152e-09
1999,9.140402323914998e-10,2.7421207526856506e-09
2000,2.2090157481002848e-09,8.836062992401139e-10
2001,1.3143635346768434e-09,1.7524847129024579e-09
2002,1.752488598683044e-09,3.066854992184176e-09
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,1.3214373761893938e-09,1.7619165015858584e-09
2005,2.251874686720612e-09,4.954124666056714e-09
2006,8.235779835885637e-10,7.000412693969338e-09
2007,1.1983438408247338e-09,2.3966877371606188e-09
2008,8.514879357157668e-10,2.9802078582719105e-09
2009,1.430457752249481e-09,2.384096253749135e-09
2010,4.723793023408973e-10,3.7790344187271785e-09
2011,1.91198598620268e-09,2.6767803529281764e-09
2012,3.4042526575461807e-09,6.468080293586809e-09
2013,1.3945624655065103e-09,5.020424964641279e-09
2014,6.496335691608124e-10,4.7639794331644225e-09
2015,2.21657536769726e-09,3.989835573037226e-09
2016,8.285360453275104e-10,5.178350193091319e-09
2017,7.546833991067814e-10,3.2702947017071438e-09
2018,2.5814667625745358e-09,4.904786798931582e-09
2019,1.7856913725466939e-09,1.53059265262101e-09
