year,premier_ADJ ail_NOUN,premier_ADJ bail_NOUN
1856,0.0,3.9346637947801355e-08
1857,9.763018171682347e-10,3.221796163188628e-08
1858,4.893676019968041e-10,4.991549573674092e-08
1859,5.092173349652285e-10,7.791025069536772e-08
1860,0.0,2.1055045706930287e-08
1861,4.715963730639317e-10,4.480165571862926e-08
1862,1.3553959066214816e-09,2.0330938710344526e-08
1863,0.0,4.345320192555846e-08
1864,0.0,5.130359070903978e-08
1865,4.706844358715045e-10,2.8241066374334878e-08
1866,9.731225825149181e-10,5.400830360713371e-08
1867,9.7056229719783e-10,2.6690463172940326e-08
1868,0.0,2.766329387782207e-08
1869,0.0,2.4417595945180892e-08
1870,0.0,4.873941605865184e-08
1871,1.0621177271019633e-09,2.2304472935275044e-08
1872,0.0,3.688877114882416e-08
1873,1.1972008939764578e-09,2.21482157058972e-08
1874,0.0,1.7923827755339516e-08
1875,0.0,3.089624556196213e-08
1876,0.0,1.5115036333668286e-08
1877,0.0,4.5149157301693776e-08
1878,0.0,8.635896620035055e-08
1879,0.0,4.154341226580982e-08
1880,6.417846254436199e-10,2.631317030932223e-08
1881,0.0,3.834879080955034e-08
1882,0.0,4.059785041476971e-08
1883,0.0,7.014466518739937e-08
1884,0.0,3.234831424947515e-08
1885,6.445635691854079e-10,6.445635847285303e-08
1886,1.2906927748801422e-09,5.420909587883216e-08
1887,1.3057849246322917e-09,8.095866377288985e-08
1888,6.340614699951175e-10,3.61415040117663e-08
1889,6.265136742733546e-10,3.195219644425151e-08
1890,0.0,4.129263331265065e-08
1891,0.0,5.418086956865409e-08
1892,1.2537024751679837e-09,5.955086734843462e-08
1893,0.0,5.480990594719515e-08
1894,0.0,4.0960006941759275e-08
1895,6.018614495673091e-10,3.5509824414248214e-08
1896,0.0,2.94851449922362e-08
1897,5.826713556089658e-10,3.3212266714599536e-08
1898,2.26334195829736e-09,3.225262190653666e-08
1899,0.0,1.6582735185011188e-08
1900,5.191053142894475e-10,4.1009318607621026e-08
1901,0.0,3.7444550571308355e-08
1902,9.820567692386817e-10,6.530677865157486e-08
1903,5.400220270956879e-10,2.9161189019077938e-08
1904,0.0,3.117282609821359e-08
1905,0.0,3.50931602111082e-08
1906,0.0,3.806696469155213e-08
1907,1.5428529565042481e-09,3.342848020615463e-08
1908,0.0,2.3083527977973972e-08
1909,0.0,2.9155213354670195e-08
1910,0.0,2.2445432179551972e-08
1911,0.0,4.362706818028528e-08
1912,1.0418842455450772e-09,4.740573444905749e-08
1913,1.060597942803554e-09,3.34088352538231e-08
1914,6.696743715117748e-10,2.0759906349532287e-08
1915,0.0,5.0657277483878715e-08
1916,0.0,1.2086208478478966e-08
1917,0.0,2.9609346086090227e-08
1918,0.0,2.756730310693456e-08
1919,1.8415696745321952e-09,2.5781975665495338e-08
1920,0.0,2.953170330499688e-08
1921,0.0,5.83101567031008e-08
1922,0.0,3.098733003525922e-08
1923,0.0,2.3355084977083607e-08
1924,0.0,3.2229060309418855e-08
1925,0.0,3.299453510408057e-08
1926,0.0,3.566764306128789e-08
1927,2.2298449753321847e-09,3.9022285847067906e-08
1928,0.0,3.7705934374798744e-08
1929,0.0,3.119313873867213e-08
1930,2.100720708497761e-09,1.8906487042613662e-08
1931,0.0,1.2545892325022123e-08
1932,0.0,2.301502632917618e-08
1933,0.0,4.014731880275235e-08
1934,0.0,1.7972370258689807e-08
1935,0.0,2.393656828303392e-08
1936,0.0,1.4549657478823974e-08
1937,0.0,3.5255130370615007e-08
1938,0.0,4.148868626430158e-08
1939,0.0,2.2941076593951948e-08
1940,2.5357829169792012e-09,2.7893612752905028e-08
1941,0.0,1.7709016475464523e-08
1942,0.0,1.8205270180260413e-08
1943,0.0,6.387117679196308e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,1.3071024262956144e-08
1946,0.0,1.9489545977080525e-08
1947,1.1920870957027319e-09,1.1324827653425018e-07
1948,0.0,8.697510267552389e-09
1949,0.0,1.7670615193310368e-08
1950,0.0,2.9779013033248702e-08
1951,0.0,6.610068936652169e-08
1952,0.0,2.319856839960721e-08
1953,0.0,3.232148060305917e-08
1954,0.0,2.5408594339637602e-08
1955,0.0,1.783265446420046e-08
1956,0.0,1.4825940475304833e-08
1957,0.0,1.6786572132332367e-08
1958,0.0,2.8125628048769613e-08
1959,0.0,2.2477168570844697e-08
1960,0.0,1.4533750203327145e-08
1961,0.0,1.945484662257968e-08
1962,0.0,2.4099433559854333e-08
1963,0.0,2.0691370394843034e-08
1964,0.0,2.068549243006146e-08
1965,0.0,2.5171399187229326e-08
1966,0.0,2.8803189500159476e-08
1967,0.0,2.7609879604817422e-08
1968,0.0,1.661823828547071e-08
1969,0.0,1.589615195030092e-08
1970,0.0,1.5635665207014426e-08
1971,0.0,2.723350611688602e-08
1972,0.0,2.8215808356435446e-08
1973,0.0,2.0398854161385316e-08
1974,5.625571675160757e-10,4.331690206527128e-08
1975,0.0,7.767613396936213e-08
1976,0.0,2.399681336973103e-08
1977,5.876781838942691e-10,2.056873604772136e-08
1978,0.0,4.3960375895046866e-08
1979,0.0,3.803782533395861e-08
1980,0.0,1.762396628635088e-08
1981,0.0,2.340453342242199e-08
1982,6.207502289967692e-10,2.9175261317959666e-08
1983,0.0,2.2103606056589342e-08
1984,0.0,2.7835241667162336e-08
1985,0.0,3.128090142467954e-08
1986,0.0,2.038125046510686e-08
1987,0.0,3.360949207831254e-08
1988,0.0,2.6984492862425213e-08
1989,0.0,3.237991919036176e-08
1990,5.44865097484859e-10,2.397406362319998e-08
1991,5.861465202094962e-10,2.2273567878983158e-08
1992,0.0,2.8651709560456595e-08
1993,0.0,1.4401939196773128e-08
1994,0.0,2.479215588380157e-08
1995,0.0,2.2232049090575856e-08
1996,0.0,2.5089033073300016e-08
1997,0.0,2.4453962410575514e-08
1998,0.0,3.099284029417504e-08
1999,0.0,2.0565904534919355e-08
2000,0.0,1.3695897749244068e-08
2001,0.0,1.927733225826067e-08
2002,8.76244299341522e-10,1.3143664545633982e-08
2003,0.0,1.583430631058036e-08
2004,0.0,1.9381081628466745e-08
2005,0.0,2.1167622321627277e-08
2006,0.0,1.8530505130343045e-08
2007,3.994479469415779e-10,1.3581230362547103e-08
2008,0.0,1.4475294740634581e-08
2009,0.0,1.2874119548200724e-08
2010,0.0,6.140930874920514e-09
2011,0.0,8.795135286732148e-09
2012,0.0,1.0893608681783462e-08
2013,0.0,1.1993237514218436e-08
2014,0.0,1.1260315346817151e-08
2015,0.0,1.6180999651282946e-08
2016,0.0,1.4292246497404903e-08
2017,7.54683426862357e-10,3.144514337805049e-08
2018,0.0,6.711813327342497e-09
2019,0.0,1.403043281555938e-08
