year,premier_ADJ office_NOUN,premier beau - fils
1942,4.551317789314169e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,8.496165726512572e-08,0.0
1946,3.062642939255511e-08,0.0
1947,3.3378440233988727e-08,0.0
1948,3.0441286158477965e-08,0.0
1949,3.2396128224476683e-08,0.0
1950,4.4668516441248585e-08,0.0
1951,4.904244921277723e-08,0.0
1952,2.6362009464264702e-08,0.0
1953,3.9863160883335524e-08,0.0
1954,2.834035428556092e-08,0.0
1955,2.4402579956728232e-08,0.0
1956,1.831439710997529e-08,0.0
1957,4.3291686346869085e-08,0.0
1958,3.5570646705895825e-08,0.0
1959,4.3404188465601123e-08,0.0
1960,3.321999841876533e-08,0.0
1961,3.960450667417348e-08,0.0
1962,3.805173864890321e-08,0.0
1963,3.814971527571487e-08,0.0
1964,4.745495174596215e-08,0.0
1965,3.5021076261188e-08,6.033863408916318e-10
1966,2.880318916709257e-08,1.222114964782861e-09
1967,2.5637744482942537e-08,0.0
1968,2.605021254264983e-08,0.0
1969,6.58554863974814e-08,0.0
1970,5.51847002816519e-08,0.0
1971,3.751030164256264e-08,0.0
1972,1.8468528706350185e-08,0.0
1973,2.260413589638688e-08,1.8279844304913695e-09
1974,3.150320293521247e-08,0.0
1975,3.1413140089142644e-08,0.0
1976,2.2282754752467326e-08,0.0
1977,2.9383908473068487e-08,0.0
1978,4.039602197192238e-08,6.543469655007073e-10
1979,5.2667758931868036e-08,0.0
1980,2.842575363981581e-08,1.2523334591563184e-09
1981,3.0362638292480426e-08,0.0
1982,5.338451958269985e-08,0.0
1983,2.2103605612500132e-08,0.0
1984,2.841514074036766e-08,0.0
1985,2.8874677870938115e-08,0.0
1986,2.8174081290188724e-08,0.0
1987,2.933192111420624e-08,2.01410399469637e-09
1988,4.857208651953826e-08,6.585813561166276e-10
1989,2.6342986125804657e-08,0.0
1990,3.378163687672853e-08,0.0
1991,4.3374841940391207e-08,0.0
1992,6.336435626197456e-08,6.035035804430322e-10
1993,3.8774450872303134e-08,1.8198214046805106e-09
1994,2.9012095836833396e-08,5.77337011531398e-10
1995,3.036572504555579e-08,0.0
1996,4.804283015857891e-08,1.7500596527497692e-09
1997,5.274383940712113e-08,0.0
1998,3.719140939661969e-08,5.202560049433202e-10
1999,2.8792267597888e-08,9.970285708149618e-10
2000,3.8436874461034165e-08,0.0
2001,4.074527079622747e-08,0.0
2002,6.308959132894643e-08,0.0
2003,2.4168153034409556e-08,0.0
2004,4.360743274811618e-08,0.0
2005,3.6029997430020444e-08,0.0
2006,4.488499988353212e-08,0.0
2007,3.874645115864439e-08,0.0
2008,4.172290987702887e-08,4.6488379812359426e-10
2009,3.576144447237084e-08,0.0
2010,2.8815138275462004e-08,1.0353725654610457e-09
2011,2.562061196531573e-08,0.0
2012,3.5404226939039773e-08,0.0
2013,2.705451312978724e-08,0.0
2014,2.8150786729463917e-08,2.395155185297426e-10
2015,3.6351835014380995e-08,7.354249431656967e-10
2016,2.796309095387528e-08,2.2924880049846053e-10
2017,2.9432651871275084e-08,2.78901984840374e-10
2018,4.7498985966676344e-08,0.0
2019,2.602007592722444e-08,5.665002356103344e-10
