year,dernier_ADJ an_NOUN,dernier_ADJ banc_NOUN
1858,6.361778659424999e-09,2.495774786837046e-08
1859,5.601390462572908e-09,3.1571474323754956e-08
1860,8.696649511641397e-09,2.9751696217772405e-08
1861,2.357981809808507e-09,3.772770895693611e-08
1862,9.939570166928036e-09,3.885468302655681e-08
1863,3.995696662428827e-09,2.0477944673302773e-08
1864,5.753673426589501e-09,2.0617330065419992e-08
1865,1.6003271596787272e-08,4.3773653146672586e-08
1866,9.731225603104576e-09,2.3841502994059738e-08
1867,9.7056229719783e-09,2.4749338578544666e-08
1868,1.975949626142892e-09,2.0253484223076157e-08
1869,2.9301114867763545e-09,4.248661511496721e-08
1870,4.587239033071455e-09,5.9060702994884196e-08
1871,2.1242354542039266e-09,3.080141297573391e-08
1872,6.0473394070115205e-09,2.7213026498884574e-08
1873,2.3944017879529156e-09,1.1972009161809183e-08
1874,6.572069999322139e-09,3.0470506118263074e-08
1875,1.716458086775674e-09,3.6045619822289154e-08
1876,7.859819461941697e-09,3.264847947548333e-08
1877,4.9478527941460015e-09,1.793596560162314e-08
1878,9.058632954861423e-09,2.959153455606156e-08
1879,2.443730107160036e-09,3.4823152361695975e-08
1880,1.9253538763308597e-09,5.647704881539539e-08
1881,5.5780060570498335e-09,5.299105865219644e-08
1882,5.989846840748214e-09,4.19289278852375e-08
1883,3.791603475633565e-09,3.4124429504345244e-08
1884,7.2618666635548834e-09,3.036780782394999e-08
1885,6.445635580831777e-09,7.928132106371777e-08
1886,9.034849313138693e-09,2.452316216761119e-08
1887,6.528924512139156e-09,3.590908548289917e-08
1888,3.804368819970705e-09,4.057993407968752e-08
1889,2.5060546970934183e-09,3.947036120166558e-08
1890,7.209825181320184e-09,3.6704562944578356e-08
1891,1.0198752065093686e-08,4.971891698346553e-08
1892,5.014809900671935e-09,5.8924015888806025e-08
1893,3.695050043717174e-09,6.712674149866871e-08
1894,5.041231432301174e-09,6.175508815431385e-08
1895,5.416753268150387e-09,3.49079627426363e-08
1896,4.717623180994224e-09,5.130415203780103e-08
1897,3.496028022631492e-09,6.875522018390257e-08
1898,7.921697076085366e-09,4.639851169940812e-08
1899,4.9748205555033564e-09,4.919544949189003e-08
1900,5.710158568206225e-09,4.152842336679896e-08
1901,3.912117296778206e-09,1.676621685930968e-08
1902,4.910283735171106e-09,2.3078333910575566e-08
1903,7.560307935250421e-09,4.3741785304973746e-08
1904,5.374625189347171e-09,2.579820090886642e-08
1905,2.0643036169332163e-09,2.3223416079076742e-08
1906,2.0576738091193647e-09,3.806696469155213e-08
1907,1.5428529565042481e-09,2.0571373937627868e-08
1908,5.893666887857307e-09,4.0273391732625896e-08
1909,2.7504918342913243e-09,2.53045246978445e-08
1910,1.068830135508847e-09,4.9700602744451317e-08
1911,4.25629931299909e-09,4.149891807969652e-08
1912,1.041884239993962e-08,3.1777467768279166e-08
1913,4.242391771214216e-09,3.075734156254839e-08
1914,6.696743604095445e-09,3.0135346662518714e-08
1915,9.424609537234119e-09,2.4739600590351074e-08
1916,5.493731025651982e-09,1.8678685265172135e-08
1917,3.289927441585405e-09,9.869782324756216e-09
1918,5.743188147278033e-09,4.020231614276781e-08
1919,2.762354567309444e-09,3.6831394822911534e-08
1920,3.028892692213958e-09,3.33178178379967e-08
1921,2.2718242842501013e-09,3.4077363153528495e-08
1922,2.951174193910333e-09,4.352981974875547e-08
1923,5.307974060286824e-09,5.201814445854325e-08
1924,5.156649773851996e-09,4.383152329978657e-08
1925,8.798542339150117e-09,6.488924952918751e-08
1926,6.687683296036084e-09,4.124071395494866e-08
1927,3.3447675740205796e-09,4.5711821883287485e-08
1928,4.570416489713125e-09,2.9707706517001498e-08
1929,4.4561625500705304e-09,3.230717737778832e-08
1930,5.2518016602221e-09,3.361153133596417e-08
1931,4.5621426636444085e-09,4.790249619190945e-08
1932,1.0959536611565568e-09,7.123698964051073e-08
1933,9.176529758292418e-09,4.3588517684156614e-08
1934,2.3963160344919743e-09,5.152079296522061e-08
1935,4.787313656606784e-09,4.4282650435434334e-08
1936,3.6374143697059935e-09,4.607391446143083e-08
1937,1.0072894518486919e-08,4.0291578073947676e-08
1938,3.8895642262559704e-09,5.575042294481136e-08
1939,4.588215141154706e-09,3.364691281149135e-08
1940,0.0,6.593035806190528e-08
1941,0.0,8.559357667081713e-08
1942,0.0,6.371844563091145e-08
1943,2.9032352077962287e-09,8.129058670647282e-08
1944,3.2131861615880553e-09,8.675602458652065e-08
1945,8.714016175304096e-09,1.0674669681520754e-07
1946,2.7842208538686464e-09,4.454753366189834e-08
1947,1.1920870957027319e-09,4.52993091926146e-08
1948,2.174377566888097e-09,5.6533817627268945e-08
1949,2.945102384188658e-09,4.712163814701853e-08
1950,4.2541445921528975e-09,7.87016745107394e-08
1951,1.0661401761424827e-09,5.970385075215745e-08
1952,3.1634410646574906e-09,6.537778318715937e-08
1953,3.232148326759443e-09,6.8952495269059e-08
1954,2.9317608341017376e-09,6.449873524161376e-08
1955,2.815682353940474e-09,6.851493594695057e-08
1956,1.744228317335228e-09,7.064124929456739e-08
1957,5.301022731885041e-09,8.481636371016066e-08
1958,2.4816730892496253e-09,6.535072571978162e-08
1959,7.750747821333448e-10,7.053180439697826e-08
1960,0.0,9.965999936412118e-08
1961,1.3896318540318475e-09,9.102088682766407e-08
1962,5.073564957047694e-09,7.800606027785761e-08
1963,0.0,5.948768944108451e-08
1964,5.475571496216247e-09,5.353892262860427e-08
1965,3.2832261354087677e-09,6.292849974443016e-08
1966,2.7695373772118614e-09,6.979234257187272e-08
1967,3.944268467392931e-09,7.987143391119389e-08
1968,7.186265332803643e-09,4.8058151236318736e-08
1969,3.1792304344691047e-09,4.814263121488693e-08
1970,4.598724956395017e-09,7.03604925433865e-08
1971,3.083038491169532e-09,5.652237078379585e-08
1972,3.0780880067027283e-09,6.66919106606656e-08
1973,2.7566018356850464e-09,3.087394162548662e-08
1974,4.500457451150908e-09,5.62557183059198e-08
1975,3.4268881066168433e-09,3.084199207137317e-08
1976,1.7140580066410394e-09,3.428116102099921e-08
1977,4.11374712072643e-09,3.2322301279918975e-08
1978,0.0,4.158414057542359e-08
1979,1.1703946700691858e-09,3.920822067016161e-08
1980,1.7055452605774235e-09,7.390696055153967e-08
1981,1.8976649140967083e-09,2.783241725978769e-08
1982,4.345251713999687e-09,4.345251625181845e-08
1983,3.157658134966823e-09,5.1785590926556324e-08
1984,2.3196033982486597e-09,4.291266364475632e-08
1985,1.2031116103372597e-09,4.6319797775140614e-08
1986,2.9972427317837003e-09,2.7574632355253925e-08
1987,3.0554083707556856e-09,2.199894133525504e-08
1988,5.996553809062277e-10,5.097070854276353e-08
1989,1.0976244357863152e-09,5.2137160366783064e-08
1990,3.8140557934163155e-09,5.6665971470692966e-08
1991,1.7584395606284886e-09,4.10302547493302e-08
1992,1.1019888335184191e-09,2.589673719910479e-08
1993,3.323524566667402e-09,3.43430848204207e-08
1994,1.5824779264761446e-09,2.3737170451454404e-08
1995,5.422450821690461e-10,1.572510655023507e-08
1996,4.804283193493575e-09,4.3238546965085334e-08
1997,1.917957792585412e-09,2.7330898433319817e-08
1998,4.768129224785866e-10,4.482041404685333e-08
1999,4.570201106446348e-09,4.4787970665538523e-08
2000,2.2090156370779823e-09,3.269343196166119e-08
2001,2.1906058911280724e-09,2.2782300490575835e-08
2002,4.38122149670761e-10,3.9430993581390794e-08
2003,4.1669229178253886e-10,2.5001536840818517e-08
2004,2.642874807889939e-09,2.1583476339515073e-08
2005,3.602999676388663e-09,1.4862373554080932e-08
2006,2.0589449589714093e-09,1.93540827808647e-08
2007,1.1983438685803094e-09,1.9572949483404045e-08
2008,0.0,1.7455501932772677e-08
2009,1.430457752249481e-09,2.574823909640145e-08
2010,9.447586046817946e-10,2.3146585093059002e-08
2011,0.0,2.7532598423363197e-08
2012,1.7021263287730903e-09,3.6425504390535934e-08
2013,1.6734750252211938e-09,4.183687707381978e-08
2014,2.1654451842767486e-10,3.529675751678951e-08
2015,1.773260274728905e-09,3.147536986602972e-08
2016,1.4499380585064614e-09,3.5627049754793916e-08
2017,1.509366853724714e-09,2.9181091321106578e-08
2018,5.162933414126769e-10,3.5882386839602987e-08
2019,1.02039510174734e-09,2.7805766578126168e-08
