year,vos_DET airs_NOUN,vos_DET chères_ADJ
1800,2.2009151834367913e-08,3.144164484325529e-09
1801,3.5717737434382e-08,0.0
1802,3.3567602031325805e-08,6.713520406265161e-09
1803,5.265915836716317e-08,1.950339267864365e-08
1804,1.359518080334965e-07,9.887403784603066e-09
1805,4.548604315424143e-08,5.685755422035754e-09
1806,1.0374009207225754e-07,8.645007376628655e-09
1807,1.7081730252499483e-08,5.693910232196231e-09
1808,4.75875534533543e-08,4.5321479902327155e-09
1809,1.3554183553310395e-08,4.969867006821005e-08
1810,1.0530570193623134e-07,3.2761775514700275e-08
1811,8.774768467390004e-08,1.7549536934780008e-08
1812,6.134578844907423e-08,5.3344164641089264e-09
1813,6.039057609541487e-08,1.7254450312975678e-08
1814,9.125363398254649e-08,9.440030979135372e-09
1815,1.8880564667256294e-08,1.3486118000116676e-08
1816,3.0128852301913867e-08,3.0128852301913867e-08
1817,7.472992091805963e-08,2.6466848268569265e-08
1818,5.0068943213688044e-08,2.5034472272977837e-08
1819,5.175524897538253e-08,2.3807414706311647e-08
1820,7.950542535439808e-08,1.4239777357261119e-08
1821,6.015507691969901e-08,2.2681422073844715e-08
1822,2.5064039732569654e-08,2.5064039732569654e-08
1823,5.731958552246397e-08,8.499110748516614e-08
1824,3.8737119290033206e-08,3.705289586264371e-08
1825,5.459374818883589e-08,3.3460683113162304e-08
1826,2.8185549894033102e-08,2.3781558056157337e-08
1827,2.0278000945062047e-08,1.6591091167583727e-08
1828,5.3199348259980184e-08,2.4765213879618386e-08
1829,3.0006116702452346e-08,9.430493719264632e-09
1830,6.575206312753323e-08,2.1917355041978226e-08
1831,3.2741533706470705e-08,2.182768810143898e-08
1832,4.058990832334075e-08,1.6235963684607668e-08
1833,4.749287596528262e-08,1.6217079235048004e-08
1834,2.893704542650255e-08,2.0535968259238757e-08
1835,5.218530674255817e-08,5.218530674255817e-08
1836,2.822714967321005e-08,5.040562456315456e-08
1837,1.8090516529234435e-08,1.7394727436226276e-08
1838,3.787297009338886e-08,3.724175656749651e-08
1839,2.6567605448946097e-08,3.355908262392404e-08
1840,3.375935120342177e-08,3.05745047057826e-08
1841,3.5955072252846776e-08,3.0818632978935057e-08
1842,6.439934541191406e-08,2.683306021822318e-08
1843,3.7804230856863796e-08,2.1855571574747046e-08
1844,3.56756482688958e-08,3.512679214168202e-08
1845,5.6918324276011845e-08,5.5802278353667134e-08
1846,4.9763260845381296e-08,4.3323311160747835e-08
1847,3.020205241455187e-08,4.2067142658197554e-08
1848,5.5512030749937935e-08,4.18351535080852e-08
1849,3.854530761238095e-08,5.865590679832167e-09
1850,5.159636806695289e-08,1.425689166723032e-08
1851,2.4507867735223954e-08,3.353708066811123e-08
1852,4.5573818718835923e-08,3.255272873481374e-08
1853,4.060913649794884e-08,2.8068079416243563e-08
1854,6.33871053423718e-08,4.9878380092849284e-08
1855,8.278822249963014e-08,5.73149208094037e-08
1856,3.572260576234498e-08,1.2580570485365428e-07
1857,5.272029879321849e-08,5.027954230740761e-08
1858,5.1872966366772744e-08,4.306434936429682e-08
1859,4.786642771037464e-08,8.300242604342145e-08
1860,6.087654602637826e-08,1.0252892224116295e-07
1861,4.810282866474225e-08,7.309744126660078e-08
1862,3.885468324860142e-08,1.3011801103246512e-07
1863,5.044567208400963e-08,6.493007076446844e-08
1864,6.856460954551835e-08,6.089304205314505e-08
1865,4.7068444919418084e-08,1.284968464965175e-07
1866,5.1575495207956124e-08,1.376968428168368e-07
1867,5.386620571812273e-08,9.948263723913442e-08
1868,5.236266353847441e-08,4.2482916740027576e-08
1869,7.325278961189952e-08,6.641586258737675e-08
1870,2.8670243512607385e-08,5.504686884094667e-08
1871,2.549082545044712e-08,9.877695106297324e-08
1872,3.9307707089264454e-08,1.868627829137992e-07
1873,2.9930021461233025e-08,5.6268442349960424e-08
1874,3.5847653734322193e-08,8.125468298203486e-08
1875,3.37570102426632e-08,1.035596426390839e-07
1876,5.6832537564943664e-08,6.892457093954363e-08
1877,6.865146029433333e-08,5.566334237983028e-08
1878,3.442280499532657e-08,6.763779392127134e-08
1879,6.048231937505477e-08,7.819936420627727e-08
1880,3.3372801855335865e-08,5.0059200340513144e-08
1881,1.8128519629900808e-08,1.1504637342785173e-07
1882,5.923292589748996e-08,6.455723422504889e-08
1883,4.613117443597048e-08,4.044376772371905e-08
1884,3.4328825115892414e-08,9.110341991913629e-08
1885,1.4180398411056672e-08,4.38303209282509e-08
1886,2.5813855941692054e-08,6.25986018576441e-08
1887,2.7421483972389638e-08,4.8314041434238675e-08
1888,3.4873380627686856e-08,6.657645368335352e-08
1889,2.7566601445982997e-08,5.262715008225172e-08
1890,1.8352282582512203e-08,5.3090529583688095e-08
1891,4.971891465199718e-08,5.609313813437211e-08
1892,3.635737289009455e-08,7.146104419319954e-08
1893,2.2170299485146927e-08,4.434059874824925e-08
1894,2.6466465019581165e-08,6.616616365917594e-08
1895,2.407445731655855e-08,7.884385033740671e-08
1896,3.715128332748563e-08,7.312315591923024e-08
1897,3.43776108691074e-08,6.409384956107544e-08
1898,1.697506502029711e-08,7.016360303868652e-08
1899,2.65323762960179e-08,9.673261835985159e-08
1900,3.426095018799202e-08,1.084930141281859e-07
1901,3.409130766574009e-08,6.42704948150552e-08
1902,2.1114220427609354e-08,7.021705600296357e-08
1903,1.4580595175672784e-08,8.316339261682515e-08
1904,2.0961038238453966e-08,5.535863945027586e-08
1905,1.3934049136743454e-08,8.257214556550707e-08
1906,3.806696413644062e-08,7.973485915968581e-08
1907,3.394276593127188e-08,7.508551180812617e-08
1908,2.7503778587956162e-08,7.170627913666294e-08
1909,3.13556076103616e-08,1.0561888730276081e-07
1910,5.076943265791556e-08,1.0260769300884931e-07
1911,3.724261787851901e-08,8.459395006710224e-08
1912,3.2298411722919695e-08,5.053138707467042e-08
1913,3.606033122105501e-08,8.007514651353631e-08
1914,3.616241528447972e-08,6.830678866975859e-08
1915,2.1205371236732162e-08,1.2369799751166255e-07
1916,2.8567401111345703e-08,9.559092251087975e-08
1917,2.8512703309502285e-08,1.359836696579464e-07
1918,6.087779347296873e-08,5.972916028440522e-08
1919,3.314825391953491e-08,5.156395022076765e-08
1920,2.8017257847068322e-08,5.073395215049459e-08
1921,3.634918815942356e-08,7.79993014621283e-08
1922,5.976127831486266e-08,9.296198599795247e-08
1923,4.352538862661959e-08,6.900365967510425e-08
1924,5.0277336072213075e-08,7.863890860715372e-08
1925,4.2892892793133797e-08,6.268961527666761e-08
1926,3.78968714187522e-08,6.35329868714507e-08
1927,5.9090890403012963e-08,6.132073826492501e-08
1928,3.313552077166548e-08,6.055801882176581e-08
1929,6.461435875237953e-08,4.9017788938954254e-08
1930,3.7812974085227324e-08,6.302162214311124e-08
1931,2.8513392535955973e-08,5.24646406319107e-08
1932,2.6302887090601246e-08,2.3015026551220785e-08
1933,3.211785326584504e-08,5.0470915446965137e-08
1934,1.677421224144382e-08,4.7926320689839486e-08
1935,2.393656828303392e-08,6.582556011380802e-08
1936,2.0612015205756506e-08,3.758661648589623e-08
1937,3.651424218542587e-08,3.1477796369472344e-08
1938,2.2040865133021725e-08,5.186085871855539e-08
1939,3.6705721129237645e-08,6.8823228005499e-08
1940,4.3108308034334186e-08,3.296517903095264e-08
1941,2.6563523380929155e-08,2.066051862925633e-08
1942,2.7307905936524435e-08,6.978687139280737e-08
1943,5.8064703711835364e-08,6.677441222180391e-08
1944,3.213186161588055e-08,8.354284197764628e-08
1945,1.5249527862692958e-08,5.010559434026618e-08
1946,6.125285700875338e-08,3.6194869323935563e-08
1947,4.0530959921625254e-08,8.463818357284936e-08
1948,2.9354097819123126e-08,4.566193068100688e-08
1949,2.552422073698324e-08,1.6688914139528777e-08
1950,3.19060831088791e-08,3.2969621477363376e-08
1951,1.7058242818279723e-08,4.584402590879222e-08
1952,2.741649041126948e-08,3.9015773722894664e-08
1953,2.693456835345387e-08,3.2321482601460616e-08
1954,2.8340354951694735e-08,4.9839932625417305e-08
1955,3.378819002364253e-08,4.598947844769441e-08
1956,2.8779766569897447e-08,3.052399510927728e-08
1957,2.6505112771246786e-08,3.2689638773675256e-08
1958,3.7225095728121715e-08,3.0607301415574995e-08
1959,3.7978666100890734e-08,3.0227917280356564e-08
1960,4.0832916214927906e-08,4.498541628095154e-08
1961,2.640300600376122e-08,5.0721561339894805e-08
1962,3.107558699255719e-08,2.917299912752469e-08
1963,3.879631949033069e-08,3.2330266463986845e-08
1964,2.9203048756976102e-08,3.8937397306426647e-08
1965,3.994591679656878e-08,4.049311996823235e-08
1966,4.7636043332133227e-08,3.821961513938987e-08
1967,4.9303355398322424e-08,5.472672426343195e-08
1968,4.2668450106475575e-08,4.671072459383474e-08
1969,3.860494268703718e-08,1.4533625303236875e-08
1970,2.3453497643988186e-08,4.046877891128453e-08
1971,2.620582706391872e-08,7.553444447694346e-08
1972,2.4111690422046195e-08,5.6431615991225925e-08
1973,7.718485461882807e-09,4.6310912049651876e-08
1974,1.9689501584707614e-08,2.418995764807974e-08
1975,1.313640396460869e-08,3.541117532535054e-08
1976,2.1140049488721502e-08,1.9997344002931072e-08
1977,1.763034590540613e-08,2.11564152863275e-08
1978,2.316830594040198e-08,2.4356424432880885e-08
1979,2.867466974976196e-08,1.8726315165196183e-08
1980,1.5349907178663358e-08,2.558317835354984e-08
1981,3.099519241267501e-08,2.5934753011824796e-08
1982,9.9320033308814e-09,2.1726258125909226e-08
1983,3.410270732473464e-08,3.726036368334462e-08
1984,2.899504214504134e-08,3.421415178950227e-08
1985,2.225756545737312e-08,3.7898015059489865e-08
1986,2.2779044428489215e-08,8.692003833354889e-08
1987,1.8332450224534114e-08,2.749867533680117e-08
1988,1.1993107784658008e-08,3.418035632307692e-08
1989,1.2622680567453415e-08,3.786804469996241e-08
1990,1.47113579651581e-08,1.471135746555774e-08
1991,2.0515127652220855e-08,1.992898113201136e-08
1992,2.1488782808720686e-08,4.518154184118828e-08
1993,1.717154241021035e-08,2.3264671966671813e-08
1994,1.7407257746349103e-08,7.859640738239193e-08
1995,1.626735279813829e-08,5.314001860767803e-08
1996,1.7615704006601618e-08,4.911044682032184e-08
1997,1.8220598585472203e-08,4.698996491914187e-08
1998,1.2873949017944142e-08,4.1482722812347106e-08
1999,9.597422329088445e-09,4.2959889867688617e-08
2000,1.5021306976059634e-08,2.915900798594606e-08
2001,1.533424159871899e-08,2.9354119662761136e-08
2002,2.2782351449812666e-08,3.198291853578894e-08
2003,1.4584229823810801e-08,3.0001844397720134e-08
2004,2.2904915297772277e-08,3.523832906027202e-08
2005,1.711424801875694e-08,5.4495370882534644e-08
2006,2.017765970974139e-08,3.006059756671675e-08
2007,2.5165220352008077e-08,3.2355284007579144e-08
2008,2.639612536881053e-08,4.257439689681064e-08
2009,2.288732470212551e-08,3.862235931073599e-08
2010,4.2986517012622016e-08,4.015224019937591e-08
2011,3.823972066774317e-08,4.282848720116306e-08
2012,5.7531869934734914e-08,4.4255285214234164e-08
2013,6.387096518345459e-08,4.239470052791461e-08
2014,7.665676071688665e-08,7.947183600087726e-08
2015,7.403361701463496e-08,4.699139677377673e-08
2016,7.726098316673813e-08,7.353257336362162e-08
2017,4.779661522125167e-08,3.3206068394964205e-08
2018,6.815071795784888e-08,4.904786843340503e-08
2019,5.892781684835313e-08,7.219295183880092e-08
