year,mêmes_ADJ ans_NOUN,mêmes_ADJ champs_NOUN
1871,4.248470908407853e-09,4.6733180880664804e-08
1872,1.2094678591978436e-09,3.930770375859538e-08
1873,5.986004469882289e-10,6.285304721131979e-08
1874,0.0,5.138164027584935e-08
1875,1.716458086775674e-09,3.776207790906483e-08
1876,6.04601479992084e-10,5.1995726835230016e-08
1877,1.2369631985365004e-09,5.937423486201965e-08
1878,6.039088673581716e-10,3.200716847118201e-08
1879,5.498392741110081e-09,4.3376211067425174e-08
1880,6.417846254436199e-10,4.4924924225142604e-08
1881,0.0,4.6018548971460405e-08
1882,0.0,4.192892744114829e-08
1883,1.8958017378167824e-09,2.4013487420759816e-08
1884,1.3203393933736152e-09,4.885255577846692e-08
1885,1.9336907075562237e-09,5.414334053321923e-08
1886,1.2906927748801422e-09,4.1947515683204983e-08
1887,0.0,6.463635093822973e-08
1888,0.0,4.375024076352929e-08
1889,2.5060546970934183e-09,3.8217333020451605e-08
1890,6.554386478008212e-10,4.260351271767604e-08
1891,5.0993759215245404e-09,4.525696217783093e-08
1892,1.8805537127519756e-09,4.199903269608285e-08
1893,4.310891532632866e-09,2.586534897375259e-08
1894,6.301539290376468e-10,5.5453547531669756e-08
1895,3.611168697403855e-09,3.8519132772307785e-08
1896,2.94851448812139e-09,1.5332274894142017e-08
1897,4.07869948926276e-09,3.962165284754349e-08
1898,4.52668391659472e-09,2.4896761985360172e-08
1899,2.7637891975018647e-09,4.919544949189003e-08
1900,3.114631885736685e-09,3.89329001260208e-08
1901,1.1177477832191585e-09,5.365189204020737e-08
1902,1.4730852093691738e-09,4.370152739685551e-08
1903,2.1600881083827517e-09,4.1041675613584516e-08
1904,5.374625189347171e-10,3.869730136329963e-08
1905,6.708986699521802e-09,4.69629064525634e-08
1906,1.5432553568395235e-09,5.349951948119269e-08
1907,1.5428530120153994e-09,1.9542804707839423e-08
1908,1.4734167219643268e-09,4.7640472899956876e-08
1909,1.1001967115120692e-09,5.44597359986021e-08
1910,2.137660271017694e-09,8.176550769789515e-08
1911,2.128149656499545e-09,5.3203742300667045e-08
1912,1.5628263683176158e-09,5.990834317515237e-08
1913,0.0,5.1969297309995e-08
1914,3.348371913070025e-09,1.1719301290513684e-07
1915,0.0,2.1323178600596293e-07
1916,7.69122321386817e-09,1.6481192477435513e-07
1917,4.3865698851064394e-09,1.3817694866080643e-07
1918,0.0,1.320933336046437e-07
1919,2.762354567309444e-09,9.852397475640373e-08
1920,5.300562211374427e-09,1.0071067935157885e-07
1921,5.300923255902035e-09,5.679560605154066e-08
1922,3.688967686876765e-09,7.377935418162451e-08
1923,5.307974060286824e-09,5.307974149104666e-08
1924,1.289162443462999e-09,5.0277336072213075e-08
1925,2.1996355847875293e-09,4.6192347724627325e-08
1926,0.0,6.241837358089697e-08
1927,3.3447675740205796e-09,6.020581566623662e-08
1928,3.4278122562625413e-09,4.113374696412819e-08
1929,1.1140406375176326e-09,3.78773812315103e-08
1930,1.0503603542488804e-09,3.781297108762516e-08
1931,3.4216069977333063e-09,3.5356606531422585e-08
1932,0.0,2.849479585620429e-08
1933,5.735331320977366e-09,3.785318525295622e-08
1934,1.1981580172459871e-09,4.7926320689839486e-08
1935,3.590485242455088e-09,4.6676308151916146e-08
1936,0.0,3.516167046413443e-08
1937,1.2591118148108649e-09,5.791914503561202e-08
1938,2.5930428915188486e-09,3.8895642262559704e-08
1939,4.588215141154706e-09,3.8235126176289214e-08
1940,0.0,7.353770570261986e-08
1941,0.0,2.6563522936839945e-08
1942,3.034211770724937e-09,6.978687139280737e-08
1943,0.0,6.67744117777147e-08
1944,3.2131861615880553e-09,8.996921252446555e-08
1945,0.0,5.664110602765504e-08
1946,1.3921104269343232e-09,3.897909195416105e-08
1947,0.0,3.8146785952264395e-08
1948,4.348755133776194e-09,2.9354097375033916e-08
1949,1.9634016634739737e-09,5.3011845579931105e-08
1950,2.1270722960764488e-09,2.8715476219076663e-08
1951,1.0661401761424827e-09,4.691016919355917e-08
1952,1.0544803918932644e-09,4.112473561690422e-08
1953,2.1547654771580937e-09,6.572035005092403e-08
1954,2.9317608341017376e-09,4.202190595492539e-08
1955,2.815682353940474e-09,4.1296673192192657e-08
1956,1.744228317335228e-09,3.662879421995058e-08
1957,2.6505113659425206e-09,4.59421976017893e-08
1958,4.136121778408608e-09,2.1507833736222892e-08
1959,4.650448914844674e-09,3.1778064624177205e-08
1960,1.3841666701708277e-09,3.5296250477934166e-08
1961,6.948159270159238e-10,4.3078587086409215e-08
1962,6.341956404476434e-10,6.659053897184464e-08
1963,6.466053248388448e-10,6.142750663684637e-08
1964,2.433587276140514e-09,3.1636636366183524e-08
1965,1.0944086747954884e-09,4.8153983300824876e-08
1966,2.769537488234164e-09,7.034624616153451e-08
1967,1.972134178185314e-09,4.782425555571734e-08
1968,0.0,3.45839012982907e-08
1969,2.2708788738334817e-09,4.0421645808308426e-08
1970,1.8394900047624674e-09,2.2533753002429435e-08
1971,1.0276794970565106e-09,3.2885744127852945e-08
1972,5.130146862875051e-10,4.463227937234748e-08
1973,0.0,4.245166840277648e-08
1974,1.1251143350321513e-09,4.556712968062371e-08
1975,1.7134440533084216e-09,3.3126585918807905e-08
1976,5.713526873840635e-10,3.8280629999221105e-08
1977,1.1753563677885381e-09,4.466354330823208e-08
1978,5.940591352171509e-10,4.633661232489317e-08
1979,4.096381456264453e-09,3.511184165638781e-08
1980,1.1370301367108482e-09,4.0933086364880467e-08
1981,3.795329717171114e-09,4.617651111482601e-08
1982,1.2415004579935385e-09,3.4141263371978425e-08
1983,1.2630632095778083e-09,3.220811239934562e-08
1984,2.8995042478108246e-09,4.5812167392966785e-08
1985,6.015558051686298e-10,3.1280901091612634e-08
1986,1.1988970927134801e-09,3.776525780985196e-08
1987,6.110816852533674e-10,3.972030954146888e-08
1988,0.0,3.7778288497491985e-08
1989,1.0976244357863152e-09,4.5002600090882083e-08
1990,2.1794604454505873e-09,4.576866730054974e-08
1991,0.0,4.454713425916523e-08
1992,1.65298330578878e-09,6.611933001110515e-08
1993,1.1078414852150331e-09,4.320581875605356e-08
1994,5.274926606624319e-10,3.323203751071091e-08
1995,5.422450821690461e-10,6.073144920293316e-08
1996,1.067618438099771e-09,3.9501883764003765e-08
1997,0.0,5.322332796708906e-08
1998,0.0,3.814503202193009e-08
1999,9.140402323914998e-10,4.570201186937517e-08
2000,8.836062992401139e-10,4.373851181238564e-08
2001,0.0,4.2497753399706184e-08
2002,8.76244299341522e-10,4.468846004357374e-08
2003,8.333845835650777e-10,3.708561413517941e-08
2004,1.7619165015858584e-09,5.2857493326730065e-08
2005,0.0,4.4136747590073355e-08
2006,4.1178899179428186e-10,4.1178897791649405e-08
2007,0.0,4.034424208598786e-08
2008,0.0,5.06635322028437e-08
2009,0.0,4.434419076382312e-08
2010,0.0,4.582079382586812e-08
2011,3.82397197240536e-10,3.747492444139411e-08
2012,0.0,4.119145902148347e-08
2013,5.578250084070646e-10,3.6537537662084674e-08
2014,8.661780737106994e-10,4.2875814565412895e-08
2015,2.2165753954528356e-10,3.4800235249043965e-08
2016,2.0713400439298368e-10,3.686985350359606e-08
2017,0.0,3.44638764193661e-08
2018,0.0,4.052902602413866e-08
2019,0.0,2.6530272811964295e-08
