year,dix_DET arts_NOUN,dix_DET chars_NOUN
1930,2.100720708497761e-09,5.2518016602221e-09
1931,0.0,1.1405356659111021e-09
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,1.0771455727365264e-08
1936,2.424942913137329e-09,4.849885826274658e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,3.8895642262559704e-09,1.0372171566075394e-08
1939,0.0,3.058810094103137e-09
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,0.0,1.517105907566929e-08
1943,0.0,8.709705623388686e-09
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,0.0,2.178504088234945e-08
1946,0.0,4.1763312808029696e-09
1947,1.1920870957027319e-09,1.7881305991451768e-08
1948,1.0871887834440486e-09,1.087188805648509e-08
1949,2.945102384188658e-09,8.835307596655184e-09
1950,1.0635361480382244e-09,1.4889505850490536e-08
1951,4.264560704569931e-09,9.595261474260042e-09
1952,4.2179215675730575e-09,6.326882462381889e-09
1953,2.1547654771580937e-09,6.464296653518886e-09
1954,9.772536113672459e-10,6.840775057526116e-09
1955,9.385607846468247e-10,2.815682353940474e-09
1956,8.72114158667614e-10,8.721141808720745e-09
1957,1.7670075402875796e-09,3.534015080575159e-09
1958,8.272243445794913e-10,1.4062814024384807e-08
1959,3.8753737996444215e-09,5.425523585955716e-09
1960,2.076250060767393e-09,4.152500121534786e-09
1961,6.948159270159238e-10,6.25334317660986e-09
1962,1.9025869768540815e-09,1.1415521861124489e-08
1963,6.466053248388448e-10,8.405868889838075e-09
1964,1.2167936658258327e-09,1.399312732353053e-08
1965,5.472043373977442e-10,1.2038495200705768e-08
1966,1.6617224263271169e-09,7.754704434148607e-09
1967,1.9721342336964653e-09,9.367637221480152e-09
1968,2.6948494546985557e-09,9.88111459321317e-09
1969,0.0,1.1808570010707342e-08
1970,9.197450023812337e-10,9.197449912790034e-09
1971,0.0,6.166076982339064e-09
1972,2.0520587451500205e-09,7.695220183290274e-09
1973,1.102640756478479e-09,1.1577728220579786e-08
1974,1.6876715580593782e-09,9.000914735768362e-09
1975,0.0,9.138368284311582e-09
1976,5.713526873840635e-10,3.9994687561772935e-09
1977,5.876781838942691e-10,5.289103821581875e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,1.7555920051037788e-09,7.60756546647201e-09
1980,1.1370301367108482e-09,8.527726191864815e-09
1981,1.2651099057237047e-09,9.488323904349727e-09
1982,2.483000915987077e-09,4.345251713999687e-09
1983,1.89459470334441e-09,6.315316158911344e-09
1984,1.739702604197646e-09,1.159801704675445e-08
1985,3.609334831011779e-09,9.023336966507145e-09
1986,2.3977941854269602e-09,4.7955883708539204e-09
1987,2.4443267410134695e-09,1.8332451112712533e-09
1988,2.398621523624911e-09,3.597932174415064e-09
1989,2.1952488715726304e-09,6.585746614717891e-09
1990,2.179460389939436e-09,8.717841171179685e-09
1991,1.7584396161396398e-09,6.447611611282156e-09
1992,3.856960972825618e-09,1.1019888612739948e-08
1993,2.2156829704300662e-09,7.200969598386564e-09
1994,3.164955852952289e-09,1.3714808844156323e-08
1995,1.626735190995987e-09,5.964695737326053e-09
1996,1.6014276571496566e-09,6.939520069693117e-09
1997,2.3974471297094624e-09,6.7128524960935465e-09
1998,2.3840645013706308e-09,3.337690568372409e-09
1999,9.140402323914998e-10,5.027221222642098e-09
2000,3.5344251969604557e-09,7.952456582138723e-09
2001,1.3143635069212678e-09,7.448060113102173e-09
2002,2.1906108038649563e-09,7.448076377869484e-09
2003,3.333538334260311e-09,4.583615265119079e-09
2004,8.809582507929292e-10,3.9643119897903034e-09
2005,9.007499190971657e-10,1.0358624180639708e-08
2006,1.2353669198716943e-09,4.529679020759403e-09
2007,7.988958938831558e-10,4.393927444112933e-09
2008,4.257439678578834e-10,4.257439817356712e-09
2009,1.430457752249481e-09,1.621185408140491e-08
2010,3.3066551718974324e-09,1.0392344318432833e-08
2011,2.6767803529281764e-09,7.647944028077447e-09
2012,6.808505426114664e-10,5.446804340891731e-09
2013,5.578250084070646e-10,8.646287852354106e-09
2014,4.330890368553497e-10,9.527958977351147e-09
2015,0.0,4.211493265238175e-09
2016,6.214020409345267e-10,7.456824324680866e-09
2017,5.031222660711876e-10,2.6413918746692744e-08
2018,0.0,7.48625367252842e-09
2019,0.0,6.887667047816848e-09
