year,beaux_ADJ arts_NOUN,beaux_ADJ chars_NOUN
1845,5.144970032233687e-07,0.0
1846,6.451660565787165e-07,1.1709002656346001e-09
1847,4.438622918101487e-07,3.775256551818984e-09
1848,5.382253465135989e-07,4.82713291560799e-09
1849,4.591919378071907e-07,0.0
1850,8.336887145077299e-07,1.2899092460827433e-08
1851,5.611011555384238e-07,1.096404567135778e-08
1852,6.119912479007894e-07,1.3021090872200602e-09
1853,5.464317460734947e-07,3.5831591027601917e-09
1854,4.941076721109994e-07,1.0391328908454511e-09
1855,5.073432127744582e-07,2.1227748447927297e-09
1856,4.6698245981247055e-07,1.0354378465748937e-09
1857,4.925442880221453e-07,0.0
1858,4.830058113469704e-07,1.468102750479261e-09
1859,4.873210164291208e-07,1.1202780925145817e-08
1860,4.5039488261178207e-07,6.408057640072684e-09
1861,3.782202864233142e-07,2.8295783494058924e-09
1862,3.4201155418855933e-07,3.6143890103090826e-09
1863,3.900798830613894e-07,5.9935452156878455e-09
1864,4.732396390316751e-07,0.0
1865,3.991403936254301e-07,9.41368871743009e-10
1866,4.0141306811847244e-07,1.4596839292835284e-09
1867,4.3481190914462786e-07,1.94112459439566e-09
1868,3.8333422214265056e-07,2.9639244392143382e-09
1869,3.989835164475153e-07,2.9301114867763545e-09
1870,4.39801542739815e-07,1.834895613228582e-08
1871,3.239459056558758e-07,0.0
1872,3.4772200141475196e-07,1.2094679036067646e-08
1873,4.41168531373215e-07,2.9930022904522957e-09
1874,3.2621365786411616e-07,5.974609140757536e-10
1875,4.57150028054798e-07,0.0
1876,3.2829860385774623e-07,1.209202959984168e-09
1877,4.477806889724434e-07,7.421779191219002e-09
1878,4.4628865225604386e-07,1.2078177347163432e-09
1879,4.3742767630305934e-07,3.665595160740054e-09
1880,4.0560788594490305e-07,7.701415505323439e-09
1881,5.417638244686884e-07,7.669758161910067e-09
1882,4.192892752996613e-07,1.1979693681496428e-08
1883,6.382532595772261e-07,9.479008689083912e-09
1884,4.839044001059278e-07,3.9610181801208455e-09
1885,6.484309551524348e-07,4.511945039809007e-09
1886,5.556432469688843e-07,1.936039106809062e-09
1887,5.64099094768622e-07,1.3057849246322917e-09
1888,4.755461067151856e-07,1.268122939990235e-09
1889,4.254027885508549e-07,1.2530273485467092e-09
1890,3.788435434803894e-07,8.520702365899524e-09
1891,2.9512637933493124e-07,1.9122659011827636e-09
1892,2.783219494872924e-07,6.268512375839919e-10
1893,2.4448914404118227e-07,3.079208221734575e-09
1894,2.58993253510198e-07,8.192000855444803e-09
1895,2.846804649792034e-07,4.814891596538473e-09
1896,2.5652076374171884e-07,5.89702897624278e-10
1897,2.429739676124143e-07,0.0
1898,2.5858682128898636e-07,1.13167097914868e-09
1899,2.5039929774095526e-07,4.4220627160029835e-09
1900,2.3204007959520823e-07,2.07642125715779e-09
1901,2.3752140543287226e-07,5.588738916095792e-10
1902,2.970721690864764e-07,9.820567692386817e-10
1903,2.705510375733411e-07,4.860198465905796e-09
1904,2.5314484730643017e-07,2.1498500757388683e-09
1905,2.920989476962177e-07,4.64468330463319e-09
1906,2.6338224701216717e-07,0.0
1907,2.1959941243210324e-07,1.028568674676933e-09
1908,2.4164033574081145e-07,2.4556945366072114e-09
1909,2.486444674598687e-07,1.1001967115120692e-09
1910,2.3353938827241905e-07,5.878565634276356e-09
1911,2.3728868581152085e-07,5.852411444351446e-09
1912,2.3338207277845413e-07,4.167536982180309e-09
1913,3.224217701713883e-07,1.060597942803554e-09
1914,2.933173810504286e-07,6.696743715117748e-10
1915,2.1912217018638103e-07,1.1780761921542648e-09
1916,2.2744046335176904e-07,7.69122365795738e-09
1917,2.5771096190396747e-07,7.676496771580332e-09
1918,2.492543638155098e-07,6.89182577673364e-09
1919,2.9649272825782447e-07,8.287063479883727e-09
1920,4.240449804626678e-07,3.786115865267448e-09
1921,2.991235119598201e-07,1.5145494858259667e-09
1922,2.1100895608583414e-07,2.2133805899215986e-09
1923,2.4947477683667785e-07,2.1231896241147297e-09
1924,2.965073679916941e-07,1.289162443462999e-09
1925,2.727548233938393e-07,2.1996355847875293e-09
1926,2.062035655558958e-07,2.229227691330493e-09
1927,3.233275092107135e-07,3.3447675740205796e-09
1928,3.062178968171736e-07,2.2852082448565625e-09
1929,2.551153079899393e-07,2.2280812750352652e-09
1930,2.95151274087857e-07,0.0
1931,2.782906927123463e-07,5.7026783295555106e-09
1932,2.3672599036572706e-07,2.1919073223131136e-09
1933,2.3056030951096318e-07,2.2941324395731044e-09
1934,2.024886995855013e-07,1.1981580172459871e-09
1935,2.0106716824841442e-07,0.0
1936,2.667437080106083e-07,2.424942913137329e-09
1937,2.1530812144288092e-07,5.0364472592434595e-09
1938,2.593042900400633e-07,3.8895642262559704e-09
1939,1.9882265434034707e-07,0.0
1940,3.651527364922913e-07,2.5357829169792012e-09
1941,2.567807175779535e-07,8.854508237732261e-09
1942,3.2769487745554216e-07,3.034211770724937e-09
1943,6.300020489735658e-07,8.709705845433291e-09
1944,1.221010741403461e-07,0.0
1945,1.6556630555442098e-07,1.742803235060819e-08
1946,1.8793490497159837e-07,1.3921104269343232e-09
1947,1.883497553478719e-07,2.3841741914054637e-09
1948,1.8482209274139905e-07,5.435944139264848e-09
1949,1.8063295614823005e-07,9.817008317369869e-10
1950,1.882458933177844e-07,0.0
1951,1.8124383260875732e-07,3.1984206394497505e-09
1952,1.729347776091572e-07,1.0544803918932644e-09
1953,2.9412548041563014e-07,1.0773827385790469e-09
1954,2.4040437862637987e-07,9.772536113672459e-10
1955,2.121147377742716e-07,6.569925492527773e-09
1956,2.354708241725234e-07,0.0
1957,1.6256469459463574e-07,2.6505113659425206e-09
1958,1.6792653934061263e-07,3.3088973783179654e-09
1959,3.1855572757422124e-07,6.200598257066758e-09
1960,2.0624082708309288e-07,6.2287499602575735e-09
1961,2.800108207523522e-07,1.3896318540318475e-09
1962,2.187974903478107e-07,8.244543714397423e-09
1963,2.405371741787121e-07,7.1126584622049904e-09
1964,3.315762668876232e-07,6.083968329129164e-10
1965,2.7141335223745955e-07,2.73602163147757e-09
1966,3.9493603054552295e-07,1.6617224263271169e-09
1967,4.6936794717566954e-07,4.437302081328198e-09
1968,3.449407373068425e-07,3.5931326802796093e-09
1969,3.02481069525129e-07,3.1792304344691047e-09
1970,3.720368653148398e-07,3.219107425067591e-09
1971,4.347084328060191e-07,5.138397485282553e-10
1972,4.514529408083945e-07,2.0520587451500205e-09
1973,5.325754983687148e-07,2.7566018356850464e-09
1974,2.2221008677547616e-07,5.625571675160757e-10
1975,2.415956048551493e-07,2.2845920710778955e-09
1976,2.959607048325097e-07,4.570821499072508e-09
1977,2.5740303932764164e-07,4.7014254711541525e-09
1978,2.59603840646605e-07,2.3762365408686037e-09
1979,3.2888089052107716e-07,1.7555920051037788e-09
1980,3.1040924142189397e-07,2.8425752862659692e-09
1981,2.5238943468508523e-07,6.325549417596221e-09
1982,2.2967757828951108e-07,2.483000915987077e-09
1983,2.59559476134541e-07,2.5261264191556165e-09
1984,2.7023379622903576e-07,5.219107812592938e-09
1985,2.1595853638700646e-07,3.609334831011779e-09
1986,2.517683848068941e-07,2.997242676272549e-09
1987,3.030965203265623e-07,1.8332451112712533e-09
1988,3.14219432695495e-07,5.396898483667201e-09
1989,3.0513959359268483e-07,5.488122178931576e-10
1990,2.457341565786919e-07,5.44865097484859e-10
1991,2.2449412107050648e-07,1.1722930404189924e-09
1992,3.058018940294005e-07,1.65298330578878e-09
1993,3.257054075334054e-07,5.539207426075166e-10
1994,2.8062609302992314e-07,0.0
1995,2.6624233839811495e-07,5.964695848348356e-09
1996,2.2847034664152943e-07,2.6690460952494277e-09
1997,2.867346786672442e-07,2.3974471297094624e-09
1998,3.35199478840309e-07,2.86087753487152e-09
1999,3.546476001758947e-07,2.7421207526856506e-09
2000,2.6243106177048503e-07,3.5344251969604557e-09
2001,2.9441742910307767e-07,3.943090742808408e-09
2002,2.3614783373204773e-07,1.3143663935011318e-09
2003,2.2751399342268996e-07,6.667076668520622e-09
2004,2.413825654912216e-07,1.3214374039449694e-09
2005,2.450039833234996e-07,1.8014998381943315e-09
2006,3.0142955331768917e-07,4.1178899179428186e-10
2007,2.2249250442030188e-07,1.5977917877663117e-09
2008,2.5587212348909816e-07,1.7029758714315335e-09
2009,2.3602553156365502e-07,1.430457752249481e-09
2010,1.5305089462458454e-07,2.3618964561933353e-09
2011,1.0477683254350723e-07,1.529588788962144e-09
2012,1.1574459346519461e-07,5.1063788752969685e-09
2013,8.423157682457827e-08,6.414987652192394e-09
2014,8.250345828741956e-08,4.7639794331644225e-09
2015,8.622478064879147e-08,3.103205470367243e-09
2016,1.0998815858087596e-07,3.1070099826280284e-09
2017,6.9179308725964e-08,2.7671724911471074e-09
2018,6.06644681155899e-08,6.711813327342497e-09
2019,5.1785050469987937e-08,4.591778068885333e-09
