year,les_DET ans_NOUN,les_DET champs_NOUN
1929,5.891046839678893e-06,1.1597163165788515e-05
1930,5.328477982402546e-06,1.1510899412314757e-05
1931,5.560111276281532e-06,1.2444384424270538e-05
1932,5.027139650337631e-06,1.1396822173992405e-05
1933,4.939267000736436e-06,1.1709251509728347e-05
1934,5.011895154893864e-06,1.1763515260554414e-05
1935,5.340248208085541e-06,1.2861118307228026e-05
1936,4.579504548019031e-06,1.2228987486651022e-05
1937,4.5453934944816865e-06,1.218316572249023e-05
1938,4.676552634919062e-06,1.2499762931383884e-05
1939,4.670802809414454e-06,1.1938536090383423e-05
1940,4.412262114783516e-06,1.726614584640629e-05
1941,3.825147359748371e-06,1.5158917562985152e-05
1942,4.308580628276104e-06,1.5729354117866023e-05
1943,4.105174411961343e-06,1.750941152067753e-05
1944,3.6662454476754647e-06,1.5182304935024149e-05
1945,3.224186002626084e-06,1.566997957525018e-05
1946,3.3104386147897458e-06,1.3616231910873466e-05
1947,3.6847411593043944e-06,1.2391745599416026e-05
1948,3.527927674440434e-06,1.229936674462806e-05
1949,3.9680348891124595e-06,1.2289912604046549e-05
1950,4.111630914849229e-06,1.241678427277293e-05
1951,4.114234798180405e-06,1.312631803784825e-05
1952,3.5504353945725597e-06,1.2250952863723796e-05
1953,3.6727976748807123e-06,1.2117323990423756e-05
1954,3.7956531286909012e-06,1.215801216858381e-05
1955,3.6472472402238054e-06,1.0846946565834514e-05
1956,4.090215497853933e-06,1.1818890811809979e-05
1957,3.8370567381207366e-06,1.2163196743131266e-05
1958,3.7183733638812555e-06,1.1659727135793219e-05
1959,3.6630033264373196e-06,1.108279474237861e-05
1960,3.618903747337754e-06,1.1269884737430402e-05
1961,3.8020327792764874e-06,1.1283116123195214e-05
1962,3.980846031481633e-06,1.1657150196242583e-05
1963,4.063268079335103e-06,1.1457199718734046e-05
1964,4.051923042425187e-06,1.1942221419758425e-05
1965,3.946985088987276e-06,1.1262559212354972e-05
1966,3.998104148195125e-06,1.1556171841675678e-05
1967,4.4999173951509874e-06,1.142605270842978e-05
1968,4.706554591393797e-06,1.1782780347857624e-05
1969,5.346103080228204e-06,1.0471930579569744e-05
1970,4.393161816551583e-06,1.03062025118561e-05
1971,4.0300451473740395e-06,1.0814785582624609e-05
1972,4.065128450747579e-06,1.0153073560559278e-05
1973,4.028498096886324e-06,1.0595275398372905e-05
1974,3.973341335949954e-06,9.591037269274238e-06
1975,3.6307878872321453e-06,1.0253249570268963e-05
1976,3.633231699495809e-06,9.702711338377412e-06
1977,3.6729886687680846e-06,9.844196938502137e-06
1978,3.816235675913049e-06,1.0179797243381472e-05
1979,3.885710157192079e-06,9.498922850070812e-06
1980,3.6618055219150847e-06,1.0260559633934463e-05
1981,3.5764658150583273e-06,1.048902635147897e-05
1982,3.7611255265801447e-06,1.0418051147098595e-05
1983,3.298489673397853e-06,1.055920841963598e-05
1984,3.4475106076570228e-06,1.106450861243502e-05
1985,3.517296818245086e-06,9.883561688184272e-06
1986,3.406066753086634e-06,1.0306918682090327e-05
1987,3.5094421946268994e-06,1.0451330126670655e-05
1988,3.40424367095693e-06,9.70662142663059e-06
1989,3.7884508401475614e-06,1.0229859867649793e-05
1990,3.3607279874559026e-06,1.0471217478880135e-05
1991,3.2032908166002017e-06,1.022591209220991e-05
1992,3.353351985424524e-06,1.0402223892924667e-05
1993,3.5124114674545126e-06,1.0352778417654918e-05
1994,3.367513045304804e-06,1.0756630274499912e-05
1995,3.470368483249331e-06,1.0613904862566415e-05
1996,3.361930566825322e-06,1.0001449254559702e-05
1997,3.134422513539903e-06,1.0748714942110382e-05
1998,3.479303813946899e-06,1.0749747161753476e-05
1999,3.5309374197822763e-06,1.0597382527066657e-05
2000,3.3987917049671523e-06,1.0916956057371863e-05
2001,3.2508592084923293e-06,1.106694065811098e-05
2002,3.469489229246392e-06,1.1737292709312896e-05
2003,3.536467374942731e-06,1.1526958985541569e-05
2004,3.4000584037130466e-06,1.100316848123839e-05
2005,3.3805144994403236e-06,1.1250817010477476e-05
2006,3.566916348063387e-06,1.1758634343550511e-05
2007,3.7528134271269664e-06,1.177852129785606e-05
2008,4.069260739925085e-06,1.189273234558641e-05
2009,4.024354439025046e-06,1.2113116156342585e-05
2010,3.916497007594444e-06,1.269424910788075e-05
2011,4.301968601794215e-06,1.296364706604436e-05
2012,4.583145255310228e-06,1.3012415479352057e-05
2013,4.036142854602076e-06,1.2647287690015219e-05
2014,4.123224243812729e-06,1.3335894550436933e-05
2015,4.473713943298208e-06,1.2892710572032229e-05
2016,4.857292424276238e-06,1.3052963311110943e-05
2017,3.7947997952869628e-06,1.2413535785071872e-05
2018,3.977265805588104e-06,1.2237700673267682e-05
2019,4.157599960308289e-06,1.1914898095710669e-05
