year,les_DET airs_NOUN,les_DET chers_ADJ
1800,1.3324968762162825e-05,3.772997558826319e-08
1801,9.998585923653991e-06,5.9529565277216534e-08
1802,9.871112979453756e-06,5.594600338554301e-08
1803,1.2858586558195384e-05,4.4857802805609026e-08
1804,1.5327947807008968e-05,9.393033550963992e-08
1805,1.2190259582212093e-05,4.832892108730391e-08
1806,1.3604359764940455e-05,4.3225035106786436e-08
1807,9.542993836930691e-06,4.839823830593559e-08
1808,1.1763189775138017e-05,1.0423940466353088e-07
1809,9.46985633731856e-06,5.1957702140725814e-08
1810,1.557588387868236e-05,4.9142661495693574e-08
1811,1.0391833313860843e-05,5.766276700569506e-08
1812,1.0028703343323286e-05,5.601137242905452e-08
1813,1.183942828220097e-05,8.914799209946977e-08
1814,1.101022309057953e-05,5.664018942752591e-08
1815,8.515134723552364e-06,7.552225778084676e-08
1816,7.467319932175087e-06,7.879853214376453e-08
1817,9.496927731333926e-06,7.940054658206464e-08
1818,1.0029286769963619e-05,1.1682753586761407e-07
1819,9.241417828320664e-06,7.556266190533734e-08
1820,1.0386730480149708e-05,4.9839221638592335e-08
1821,9.884169799079245e-06,1.1439326108586556e-07
1822,9.61155804191094e-06,1.0627152846609533e-07
1823,8.369647432004967e-06,1.1958051437943595e-07
1824,9.600068523241134e-06,6.989523360090288e-08
1825,1.0828053007116978e-05,9.862096117529973e-08
1826,9.133879913747478e-06,6.429828713905295e-08
1827,6.846590473230663e-06,8.203372825477118e-08
1828,7.461666939434508e-06,5.319934581748953e-08
1829,8.055356147451675e-06,6.001223074036943e-08
1830,9.430724787762301e-06,7.410153557430021e-08
1831,8.018557679179139e-06,1.2940700955255124e-07
1832,9.112434710800699e-06,1.2447572039775423e-07
1833,1.0465808713888691e-05,5.212632991913324e-08
1834,8.686714238592685e-06,7.374279720195887e-08
1835,8.70738324465492e-06,6.352993864311429e-08
1836,8.332386045140083e-06,9.341842499566155e-08
1837,7.959827073023007e-06,1.1132625754584069e-07
1838,7.293702950050829e-06,1.0667553240750749e-07
1839,7.055097526631471e-06,1.0836786668022569e-07
1840,6.677344650540817e-06,8.153201758176465e-08
1841,7.537724059147877e-06,1.4189412445020366e-07
1842,6.920917101638224e-06,8.989075439558292e-08
1843,7.585655282582593e-06,9.628265074113074e-08
1844,7.089025793050041e-06,8.397498607592979e-08
1845,6.053989366705537e-06,1.0379223880363497e-07
1846,5.999107713705598e-06,1.2235908020130637e-07
1847,5.701716169426163e-06,9.22241234491139e-08
1848,6.272859550904286e-06,1.0539240768991931e-07
1849,6.230932918072085e-06,9.468738926265985e-08
1850,6.899656739278726e-06,9.776154019647265e-08
1851,6.306261127519974e-06,6.90089954069606e-08
1852,6.749482395207451e-06,1.0156450791498628e-07
1853,6.968049916622476e-06,6.5094056367343e-08
1854,6.6852613400669725e-06,1.1378505337944489e-07
1855,7.634559651137351e-06,1.4063383346751834e-07
1856,6.480805353703545e-06,1.5169164324646545e-07
1857,7.01619282494903e-06,1.2643108249221768e-07
1858,6.3020758886978e-06,1.0668213512587954e-07
1859,6.959473168421937e-06,1.2832276397034548e-07
1860,7.022773090170631e-06,1.5104706818647173e-07
1861,7.099411860167493e-06,1.3864933601226426e-07
1862,6.448973493888843e-06,1.287626085755278e-07
1863,6.414591609882336e-06,1.6831872784450752e-07
1864,6.506445842546782e-06,1.577465535973488e-07
1865,5.8444885695507764e-06,1.6850503037346698e-07
1866,5.933615113917767e-06,1.3137155185916072e-07
1867,6.235862642256507e-06,1.3927568609517493e-07
1868,5.725807923795401e-06,1.9611300494659645e-07
1869,5.786481651171016e-06,2.1292142804441028e-07
1870,6.216282130822037e-06,1.3016290800749175e-07
1871,5.228805733281661e-06,2.0923719645793426e-07
1872,5.312587347816589e-06,2.0198113581670896e-07
1873,4.743908711191125e-06,1.951437447189619e-07
1874,5.086184728497756e-06,1.6967890559271837e-07
1875,5.059546225538725e-06,1.8423317271754058e-07
1876,5.622189149789847e-06,1.2152489681227507e-07
1877,5.453770590690965e-06,1.8307055249522364e-07
1878,5.661645488430622e-06,1.6788665835321126e-07
1879,4.9705468612160075e-06,1.7411577069026407e-07
1880,5.092560776631672e-06,2.060128601044653e-07
1881,4.6862222120580554e-06,2.1545048412008327e-07
1882,4.654776411427974e-06,2.1829662699701657e-07
1883,4.673151266842979e-06,1.6872634667208786e-07
1884,4.776327870104069e-06,2.5746619058963915e-07
1885,4.115538224880311e-06,1.927245065758143e-07
1886,4.749103958090473e-06,1.6649936362966855e-07
1887,4.286238905137907e-06,2.1349583434471242e-07
1888,4.136617135941378e-06,2.3206649579776695e-07
1889,4.393740184127637e-06,1.729177707687768e-07
1890,3.71699246670687e-06,2.0056423011283186e-07
1891,3.5829491729089114e-06,1.867646419739799e-07
1892,3.7648685022872996e-06,2.300544039712804e-07
1893,3.584814301405004e-06,2.118495263658815e-07
1894,3.7456348422892916e-06,1.7518279804562553e-07
1895,3.4932039127966164e-06,2.6120787310901505e-07
1896,3.2740304334311077e-06,2.1877977474105137e-07
1897,3.1312759176671534e-06,2.2957251744060159e-07
1898,3.361628749587453e-06,2.68771847444782e-07
1899,3.362978596044286e-06,2.4210792837209283e-07
1900,3.5008463044050586e-06,1.9933644068714784e-07
1901,3.4393098715668202e-06,2.3808027904692608e-07
1902,3.139144510555525e-06,1.905190156747949e-07
1903,3.284413992332702e-06,3.3319358649919195e-07
1904,2.8754244212336744e-06,2.9184215577515715e-07
1905,2.86680175776155e-06,2.017856761682424e-07
1906,2.9651078818915266e-06,2.566948040794159e-07
1907,3.1772486011050205e-06,2.2422797485432966e-07
1908,3.5833495246606617e-06,2.750377881000077e-07
1909,3.83418556992865e-06,2.750491905345598e-07
1910,4.158283601896073e-06,3.169081388421091e-07
1911,3.5673109337608366e-06,3.0326133426683555e-07
1912,3.4496786867066476e-06,2.5474070319830844e-07
1913,3.7995920649791515e-06,2.2484676875933474e-07
1914,3.5224870913452833e-06,3.355068507460146e-07
1915,3.3504486083302254e-06,5.148193089610231e-07
1916,3.2621775183372392e-06,5.416818993353445e-07
1917,3.5257055444049e-06,5.35161525760941e-07
1918,3.842192910497033e-06,4.77833246748105e-07
1919,3.598427042561525e-06,4.0698688863471943e-07
1920,3.47338261974528e-06,2.998603694237545e-07
1921,3.3978916675891924e-06,2.4762884187623513e-07
1922,3.2521939488106e-06,2.3461834786075997e-07
1923,3.3121758917786792e-06,2.8981538591210665e-07
1924,3.4781603801548044e-06,2.655674684604037e-07
1925,3.682189920084511e-06,2.4635919260163064e-07
1926,3.2412969517281454e-06,2.2626661078106736e-07
1927,3.245539367924266e-06,2.82075387048053e-07
1928,3.1455890976417322e-06,2.5137291004284634e-07
1929,3.111515525233699e-06,2.2837833668631902e-07
1930,3.3779589330151794e-06,1.9641738724374136e-07
1931,2.9756575230521776e-06,1.6081553155800066e-07
1932,2.972226369024611e-06,1.8521617484168473e-07
1933,2.59695791271497e-06,1.4223621036535405e-07
1934,2.801293334186994e-06,1.653458099326599e-07
1935,2.5468508866310913e-06,2.022640011034582e-07
1936,3.1948622023492135e-06,1.8065824392010654e-07
1937,2.445195036671066e-06,1.8886677821683406e-07
1938,2.598229063011104e-06,2.178156037757617e-07
1939,2.720811654199906e-06,1.697639593345457e-07
1940,2.842612751408069e-06,1.5721854040862127e-07
1941,3.3233918941277807e-06,1.6528414548133696e-07
1942,3.5469934971388284e-06,2.5183958030083886e-07
1943,3.6464634760591252e-06,2.0322646676618206e-07
1944,3.6148344975117652e-06,2.795472013872313e-07
1945,3.5596755836309057e-06,2.483494654370588e-07
1946,3.1893250564962727e-06,2.0324812055605435e-07
1947,2.9229974742861486e-06,2.1457567456195648e-07
1948,3.0191232767151632e-06,2.3265840098929402e-07
1949,2.5946352124606165e-06,1.2663941006962887e-07
1950,2.7098902108946277e-06,1.935635722816187e-07
1951,2.9883909462569136e-06,2.2175715130856588e-07
1952,2.2639694776671604e-06,1.9191542932617267e-07
1953,2.347617026998705e-06,1.5514311790809643e-07
1954,2.7832183491227624e-06,1.6124684876217543e-07
1955,2.5031416512888427e-06,1.9052784594464356e-07
1956,2.667797218691703e-06,1.5523631269331872e-07
1957,2.60545267138923e-06,1.6079768272447836e-07
1958,2.5495054600810363e-06,1.4145536653131785e-07
1959,2.1237049807609765e-06,1.3641316165546868e-07
1960,2.7551836652150996e-06,1.54334591329075e-07
1961,2.3227696104299866e-06,1.2367723556394594e-07
1962,2.598933818376281e-06,1.1605780159129608e-07
1963,2.8651081862562933e-06,1.3708032753356747e-07
1964,2.677554412855443e-06,1.59399970556251e-07
1965,2.7135862268323763e-06,1.3242344820696417e-07
1966,2.6227519995813964e-06,1.5454018509331036e-07
1967,3.0997019209166865e-06,1.567846723560251e-07
1968,3.874295273931239e-06,1.6708066574722125e-07
1969,2.6033354814103404e-06,1.2262746196256558e-07
1970,2.76521328146373e-06,1.2600506771320852e-07
1971,3.0943429010221735e-06,1.9423142738617116e-07
1972,3.6531776146375705e-06,1.2414955463668775e-07
1973,2.7147015728701263e-06,1.273550083169539e-07
1974,2.1073391138770603e-06,1.0463563526741382e-07
1975,2.064700005632858e-06,1.2222567669084583e-07
1976,2.120289774865114e-06,1.028434866157113e-07
1977,2.1050632454944207e-06,1.1224653206909352e-07
1978,2.7017809429707995e-06,1.3366330620101508e-07
1979,2.590083479248051e-06,1.059207166420606e-07
1980,2.4861163652190044e-06,1.455398592753454e-07
1981,2.3834669704569933e-06,1.1765522422990671e-07
1982,2.230976434702825e-06,1.3966879919280473e-07
1983,2.3897155401186865e-06,1.4904145650973533e-07
1984,2.6808815292156396e-06,8.640522786151905e-08
1985,2.4356993861829324e-06,9.805359635350896e-08
1986,2.50089924236363e-06,1.0850018838937103e-07
1987,2.3923847791706976e-06,1.1243903230706564e-07
1988,2.2888845663260327e-06,1.0673865968868768e-07
1989,2.4295917810945866e-06,1.1305531710803507e-07
1990,2.481860441605477e-06,9.862058369947135e-08
1991,2.812917117012148e-06,1.371582847298214e-07
1992,2.4552311685965833e-06,1.1074987682491155e-07
1993,2.629461711478598e-06,9.85978942935617e-08
1994,2.501897675699638e-06,1.1182844694701544e-07
1995,2.6591697732669672e-06,9.923085286800415e-08
1996,2.4144190717834135e-06,1.3772277895895968e-07
1997,2.427655047654298e-06,1.3665449394295592e-07
1998,2.6777814383649456e-06,1.0346840717545547e-07
