year,grands_ADJ arts_NOUN,grands_ADJ chars_NOUN
1800,9.432493897065797e-09,3.144164484325529e-09
1801,1.904946067554647e-08,0.0
1802,2.0140561218795483e-08,0.0
1803,1.950339223455444e-09,0.0
1804,1.9774807569206132e-08,1.4831105232815389e-08
1805,2.842877711017877e-09,2.842877711017877e-09
1806,0.0,2.5935023018064385e-08
1807,0.0,0.0
1808,6.798221985349073e-09,4.305540457494317e-08
1809,2.259030518203531e-09,3.388545621874073e-08
1810,0.0,0.0
1811,2.5070767684098882e-09,1.0028307073639553e-08
1812,1.0668832484128643e-08,5.3344164641089264e-09
1813,1.150296680130225e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,1.556873407970727e-09
1818,3.5763532135746345e-09,0.0
1819,7.245735234029382e-09,0.0
1820,0.0,1.1866481131050932e-09
1821,2.7612166775270452e-08,0.0
1822,0.0,7.017931125119503e-09
1823,6.917880934764753e-09,1.087095569118901e-08
1824,8.421112696055388e-10,8.421112696055388e-10
1825,8.805443041381977e-10,7.924898959288385e-09
1826,0.0,2.642395191543301e-09
1827,2.1199728195142598e-08,1.8434546111834038e-09
1828,2.2013523448549677e-08,9.172301251858528e-10
1829,1.714635211591542e-09,5.143905745796928e-09
1830,1.3567886369969528e-08,9.39315203396518e-09
1831,1.091384405071949e-08,3.1182412207897414e-09
1832,1.3529969367098715e-09,1.352996914505411e-08
1833,5.560141858040879e-08,1.0425265983826648e-08
1834,3.9205030333278046e-08,2.8003592777992026e-09
1835,1.8151411040889798e-08,3.025235173481633e-09
1836,2.2178475944656384e-08,8.064899859050456e-09
1837,4.383471363667013e-08,2.0873671680021744e-09
1838,2.7142295522253335e-08,1.2624323808552163e-08
1839,3.0063343814390464e-08,4.194885327990505e-09
1840,5.987507023519356e-08,3.05745047057826e-08
1841,4.044945711711989e-08,2.1829865914924085e-08
1842,5.1653639587811995e-08,2.683306021822318e-09
1843,4.3120451209688326e-08,1.594865928211675e-08
1844,3.1833653935109396e-08,1.2623690537338916e-08
1845,7.812318791877715e-09,7.254296274794569e-09
1846,1.5221703009160592e-08,8.781752214304106e-09
1847,1.941560512364049e-08,3.235934187273415e-09
1848,9.65426583121598e-09,9.65426583121598e-09
1849,2.513824526317876e-08,2.513824481908955e-09
1850,8.146795238417326e-09,1.2220192857625989e-08
1851,2.4507867735223954e-08,6.384944128967618e-08
1852,1.3021090872200602e-08,4.6224872818356744e-08
1853,2.09017620989016e-08,1.851298847554972e-08
1854,3.117398605922972e-08,4.1565315633818045e-09
1855,1.9104973603134567e-08,1.5920811335945473e-08
1856,2.019103817474388e-08,1.8120163147727908e-08
1857,1.0739319655783675e-08,2.0502337605421417e-08
1858,2.300027723833864e-08,2.3489644007668176e-08
1859,3.208069188076479e-08,2.0877910955618972e-08
1860,2.471679233506663e-08,1.5104706818647173e-08
1861,2.5466203368296192e-08,1.9335450573976232e-08
1862,1.0843167252971853e-08,8.132375661773494e-09
1863,1.39849385405455e-08,2.8968800691586694e-08
1864,3.404256787575832e-08,3.9796240969280916e-08
1865,3.812543880599151e-08,5.554076309977063e-08
1866,1.216403244796993e-08,6.617233339056838e-08
1867,2.426405742994575e-08,3.591080499631971e-08
1868,3.013323279787983e-08,4.989272639477349e-08
1869,5.3718711257033647e-08,1.70923168951731e-08
1870,3.55511033944822e-08,1.2614907340946502e-08
1871,2.8677177965619194e-08,1.1683295220166201e-08
1872,3.205089882385437e-08,1.269941218851045e-08
1873,1.6760813181804224e-08,1.1972009161809183e-08
1874,3.1067965977626955e-08,1.0156835372754358e-08
1875,2.0597497041308088e-08,1.716458086775674e-08
1876,6.227395488167531e-08,1.9951848173604958e-08
1877,3.216104360603822e-08,1.855444864418132e-08
1878,2.8383716710322915e-08,2.1740719446938783e-08
1879,3.604501941367744e-08,1.2829582729523281e-08
1880,1.0910338410496934e-08,2.6954953824542827e-08
1881,4.113779411563101e-08,1.8825771164188154e-08
1882,2.3959387362992857e-08,1.0648616211028639e-08
1883,4.233957034971425e-08,2.338155447034751e-08
1884,2.772712726084592e-08,1.386356363042296e-08
1885,3.674012216681177e-08,3.222817923642651e-08
1886,1.8069698626277386e-08,3.291266637006629e-08
1887,2.285123557044244e-08,2.6768590899450828e-08
1888,2.599652049184442e-08,1.8387781963724592e-08
1889,2.6313573542324775e-08,1.8168895721260014e-08
1890,8.520702365899524e-09,3.6704562944578356e-08
1891,1.211101796627645e-08,2.5496881050912634e-08
1892,1.1910173958185055e-08,2.6327752422616868e-08
1893,1.7243566574620672e-08,3.571881634911733e-08
1894,1.3233232287745977e-08,1.764431090123253e-08
1895,2.2870734417423932e-08,3.4306101071024386e-08
1896,1.592197840238896e-08,9.435246361988447e-09
1897,1.4566784223291052e-08,2.5637540090883704e-08
1898,1.3014216371232123e-08,1.9238406423482957e-08
1899,1.4371703827009696e-08,3.814029270188257e-08
1900,1.142031713641245e-08,3.4780054392058446e-08
1901,1.3412973842719111e-08,2.179608138419553e-08
1902,1.5712908307818907e-08,2.7006560543441083e-08
1903,1.296052865029651e-08,3.94216073118514e-08
1904,1.9348650681649815e-08,1.7198800605910947e-08
1905,1.3934049469810361e-08,2.115911179600971e-08
1906,2.3148830408104004e-08,4.423998589686562e-08
1907,1.337139288182243e-08,3.085705913008496e-08
1908,2.2101250385375693e-08,3.045061092166179e-08
1909,2.3654230019154454e-08,2.4204327431220918e-08
1910,1.870452770447173e-08,4.702852507421085e-08
1911,1.276889793899727e-08,3.458243114096149e-08
1912,1.4586379215586476e-08,2.3963337980603683e-08
1913,1.4318072560914885e-08,3.818152549683873e-08
1914,1.4063162190325329e-08,3.683209115479258e-08
1915,1.1780761921542648e-09,4.476689596799588e-08
1916,7.69122365795738e-09,2.8567400889301098e-08
1917,7.676496771580332e-09,3.289927263949721e-08
1918,1.1486376294556067e-08,3.675640414257941e-08
1919,1.749491218561161e-08,2.762354434082681e-08
1920,9.086678076641874e-09,4.619061400035207e-08
1921,8.330022005509363e-09,2.4232791773215467e-08
1922,2.2133805899215986e-08,4.205423209668879e-08
1923,1.9108706617032567e-08,4.0340601970001444e-08
1924,2.1915761649893284e-08,8.121723737986031e-08
1925,5.499089184013428e-09,5.829034321891413e-08
1926,2.2292276136148814e-08,4.7928395474627905e-08
1927,1.5608915049369898e-08,3.4562596340492746e-08
1928,2.0566874425753667e-08,2.0566874425753667e-08
1929,2.1166771446701205e-08,1.6710609784809094e-08
1930,1.6805765667982087e-08,2.7309368988426286e-08
1931,1.4826963656844327e-08,4.219981875053236e-08
1932,1.4247397484012936e-08,4.822195975862087e-08
1933,3.4411986149507356e-08,2.867665571670841e-08
1934,2.036868629318178e-08,3.1152108448395666e-08
1935,1.3165112555668657e-08,4.188899538348778e-08
1936,7.274828739411987e-09,3.273672888326473e-08
1937,7.554670666820584e-09,1.888667711114067e-08
1938,2.5930429359277696e-08,1.6854778905894818e-08
1939,2.2941076593951948e-08,3.976452944698394e-08
1940,2.2822046474857416e-08,4.81798743123818e-08
1941,1.4757512545315876e-08,2.9515025090631752e-08
1942,6.068423541449874e-09,3.034211815133858e-08
1943,8.709705845433291e-09,8.129058670647282e-08
1944,2.2492303131116387e-08,3.534504600111177e-08
1945,1.742803190651898e-08,3.921307367704685e-08
1946,1.6705326011390298e-08,5.4292307538617024e-08
1947,2.1457568166738383e-08,6.07964452115084e-08
1948,1.7395020757149382e-08,3.370285384107774e-08
1949,3.2396128224476683e-08,1.8652315247891238e-08
1950,3.509669355139522e-08,3.084254984742074e-08
1951,2.1322803078760444e-08,2.3455083209000804e-08
1952,3.690681538159879e-08,2.8470971358274255e-08
1953,2.2625037843226892e-08,1.939288907237824e-08
1954,2.6385848173049453e-08,1.4658803948464083e-08
1955,1.9709776921672528e-08,2.7218263198847126e-08
1956,2.7907653077363648e-08,1.1337483840634377e-08
1957,3.35731449863097e-08,2.5621609722747962e-08
1958,1.4890038535497752e-08,2.0680609225109947e-08
1959,3.100299039715537e-08,1.9376869886400527e-08
1960,2.2146666722733244e-08,1.868625076895114e-08
1961,1.32015025577914e-08,2.014966149488373e-08
1962,2.029426049432459e-08,1.2049716779927166e-08
1963,2.9743845164631466e-08,3.427008365974871e-08
1964,9.125952438182594e-09,1.8251904876365188e-08
1965,1.3132904541635071e-08,1.2038495533772675e-08
1966,2.0494576702390077e-08,1.38476865529924e-08
1967,1.4297973249810525e-08,2.8102911997507363e-08
1968,1.7067380397861598e-08,2.6050212653672133e-08
1969,1.816703096291228e-08,2.815889921237158e-08
1970,1.609553734738256e-08,1.977451802304131e-08
1971,2.1581270104320538e-08,2.569198720436816e-08
1972,1.692948464748767e-08,1.0773308467548759e-08
1973,1.2129048487796723e-08,1.4885650045926013e-08
1974,1.2376257352286757e-08,1.2938814464291681e-08
1975,1.8847885030481848e-08,1.7134439644905797e-08
1976,1.3712464830284432e-08,2.171140245366132e-08
1977,1.9981057530760182e-08,1.469195431980097e-08
1978,2.257424647211792e-08,2.7326720442033547e-08
1979,1.0533551808578068e-08,1.462993370893173e-08
1980,1.364436125195212e-08,1.2507331170752423e-08
1981,1.8976649196478235e-08,7.590659656386833e-09
1982,1.1794254684005523e-08,9.932003663948308e-09
1983,1.3893695527400496e-08,1.5788289786655696e-08
1984,1.1598016769198694e-08,9.278413592994639e-09
1985,1.3835783185811579e-08,2.6468455871508922e-08
1986,1.6185110141009318e-08,7.1933827783254856e-09
1987,1.4054879038383206e-08,7.332980445085013e-09
1988,1.739000587974715e-08,9.594486094499644e-09
1989,2.359892548042808e-08,3.2928731741321826e-08
1990,1.52562225630426e-08,1.1442167213715493e-08
1991,1.1136784217047335e-08,4.10302547493302e-09
1992,2.3692759532067953e-08,1.7631821336294706e-08
1993,8.308811416668505e-09,7.754890063438324e-09
1994,1.3714808788645172e-08,1.2132331583813993e-08
1995,1.4640617607142303e-08,8.133675954979935e-09
1996,2.4555223188116315e-08,1.1209993822092201e-08
1997,1.2946214766884623e-08,1.102825741838842e-08
1998,1.2397135762398648e-08,3.814503379828693e-09
1999,1.3710603319339043e-08,1.6452723627935484e-08
2000,1.0161472552283612e-08,6.627047355323157e-09
2001,1.0076787404500465e-08,9.638665865452367e-09
2002,1.3143664823189738e-08,7.886198361006791e-09
2003,1.7917768602160322e-08,1.0000615446870142e-08
2004,2.8631143678126136e-08,6.166707589017051e-09
