year,grands_ADJ arts_NOUN,grands_ADJ chars_NOUN
2005,9.007498968927052e-09,8.106749049829887e-09
2006,1.2765459078689645e-08,7.823991232669414e-09
2007,1.3181782249072072e-08,7.190063211481856e-09
2008,1.2346575317678798e-08,8.51487946817997e-09
2009,7.629108011997232e-09,4.76819250749827e-09
2010,9.919965293647692e-09,6.140930874920514e-09
2011,1.0324724186716594e-08,9.177532511728259e-09
2012,6.468080293586809e-09,9.19148224198807e-09
2013,3.904775169871755e-09,1.1156499724052082e-08
2014,8.445236510112863e-09,1.4941571535587173e-08
2015,7.093041265449074e-09,1.2634480128781433e-08
2016,1.1806638333666797e-08,1.7192121504194802e-08
2017,6.792150397672003e-09,6.289028409156572e-09
2018,1.4714360396794746e-08,9.035133530232997e-09
2019,8.673358642408147e-09,8.16316081397872e-09
