year,autres_ADJ ans_NOUN,autres_ADJ champs_NOUN
1864,9.109982990196386e-09,7.959248193856183e-08
1865,6.589581991178761e-09,1.0166783681597735e-07
1866,4.865612801552288e-09,9.585257743083275e-08
1867,9.220341823379385e-09,3.591080499631971e-08
1868,6.9158236915001225e-09,7.409811075831385e-08
1869,9.767038733343725e-09,7.374114119329533e-08
1870,4.013834153937523e-09,7.396923251690168e-08
1871,3.18635318130589e-09,1.2214353262152144e-07
1872,3.0236697590169115e-09,5.442605299776915e-08
1873,4.1902030178953e-09,7.542365665358375e-08
1874,9.559374625212058e-09,8.66318359271645e-08
1875,5.149374426860476e-09,6.865832347102696e-08
1876,9.06902175579205e-09,7.497058618355368e-08
1877,1.0514186854493346e-08,6.555904974447913e-08
1878,6.039088784604019e-09,5.737134145533673e-08
1879,1.649517855639715e-08,7.147910707772098e-08
1880,1.4761046163158653e-08,5.968597349692573e-08
1881,6.275256869692214e-09,9.27343535295222e-08
1882,5.324307883469714e-09,9.117877652897732e-08
1883,6.319339107552224e-09,8.847074184359371e-08
1884,3.9610181801208455e-09,9.638477393991707e-08
1885,7.734762830224895e-09,7.799219231552357e-08
1886,3.2267319372003556e-09,7.421483466663048e-08
1887,5.223139754040318e-09,8.357023834060229e-08
1888,2.53624587998047e-09,8.813454144274147e-08
1889,3.132568371366773e-09,7.016953418315097e-08
1890,3.2771931834929546e-09,6.816562003741922e-08
1891,3.1871101313640793e-09,9.688814617270225e-08
1892,1.0656470816883257e-08,9.778879217492431e-08
1893,8.621783287310336e-09,1.2132080939863954e-07
1894,6.301539290376468e-09,1.0208493961272325e-07
1895,3.611168697403855e-09,9.268666190109798e-08
1896,4.717623180994224e-09,8.96348403833791e-08
1897,5.244042311502994e-09,1.0779420023254715e-07
1898,2.26334195829736e-09,1.1599627214309294e-07
1899,4.9748205555033564e-09,9.673262013620842e-08
1900,3.6337372000261325e-09,1.7130474816440255e-07
1901,2.794369402536745e-09,1.2462887261088795e-07
1902,1.178468167495339e-08,1.3159561262909847e-07
1903,4.860198243861191e-09,1.263651512317665e-07
1904,7.524475265086039e-09,1.2254145076440182e-07
1905,6.708986810544104e-09,1.0682771289793891e-07
1906,5.144184633820714e-09,1.2706135521511897e-07
1907,4.6285588695127444e-09,1.1571397351417545e-07
1908,3.929111258571538e-09,9.233411146780668e-08
1909,5.5009836685826485e-09,1.0671907801906855e-07
1910,6.412980702030779e-09,9.61947108635286e-08
1911,7.44852390877071e-09,1.2024045203951061e-07
1912,1.5107321338359014e-08,1.3179835889332026e-07
1913,9.015082513830208e-09,1.32044440770418e-07
1914,5.357394972094198e-09,1.6407021929953913e-07
1915,2.3561523843085297e-09,2.485740639990297e-07
1916,1.0987462051303964e-09,1.96675571828564e-07
1917,6.579854550103903e-09,2.1274863115650078e-07
1918,2.2972752589112133e-09,2.3776799196184584e-07
1919,5.524709134618888e-09,1.9336481887899382e-07
1920,1.514446346106979e-09,1.393290602891284e-07
1921,3.7863738810983705e-09,1.4918312274403434e-07
1922,5.902348387820666e-09,1.1288241097417995e-07
1923,1.5923922180860473e-08,1.1465223792583856e-07
1924,3.867487330388997e-09,1.3536206067144008e-07
1925,8.798542117105512e-09,1.51774850021269e-07
1926,4.458455382660986e-09,1.5270209952067404e-07
1927,4.4596899506643695e-09,1.3379070218366707e-07
1928,7.998228745975666e-09,1.416829124023522e-07
1929,4.4561625500705304e-09,1.6153588888734305e-07
1930,3.1510810627466412e-09,1.0923747650881666e-07
1931,3.4216069977333063e-09,1.3914535657022498e-07
1932,6.575721966939341e-09,1.249387224788734e-07
1933,3.4411986593596566e-09,1.8467766849106226e-07
1934,9.585264137967897e-09,1.3419369615519372e-07
1935,3.590485242455088e-09,1.8191792605648516e-07
1936,6.0623572828433225e-09,1.7580836697561608e-07
1937,7.554670666820584e-09,1.724983195172669e-07
1938,2.5930428915188486e-09,1.8540256974119984e-07
1939,3.058810094103137e-09,1.5294050115244318e-07
1940,3.0429395447839624e-08,1.5468275194052694e-07
1941,0.0,1.9184767552360427e-07
1942,3.034211770724937e-09,1.8205270180260413e-07
1943,5.806470415592457e-09,1.7129087837020052e-07
1944,0.0,2.249230277584502e-07
1945,6.535512131478072e-09,1.9388686212096218e-07
1946,6.960552134671616e-09,2.1856134324593768e-07
1947,1.0728784083369192e-08,1.5139505649131024e-07
1948,3.2615663503321457e-09,1.6525269241896012e-07
1949,2.945102384188658e-09,1.5510873652146984e-07
1950,1.2762433776458693e-08,1.7867407109406486e-07
1951,7.462981121975076e-09,1.7058242385292743e-07
1952,1.2653764702719172e-08,1.4868174191828842e-07
1953,8.619062019654677e-09,1.7669076557425e-07
1954,9.772535891627854e-09,1.4854254315466164e-07
1955,6.569925492527773e-09,1.6706381789077795e-07
1956,5.232684952005684e-09,1.6831802662764517e-07
1957,1.3252556385623393e-08,1.4489461364064482e-07
1958,3.3088974338291166e-09,1.5386373403147857e-07
1959,2.3252243464000344e-09,1.8834316561910924e-07
1960,8.305000021024966e-09,1.9516750326964427e-07
1961,9.727423089245235e-09,1.5285950816235072e-07
1962,3.170978202238217e-09,1.705986328315312e-07
1963,3.233026624194224e-09,1.8557572623034702e-07
1964,3.0419841645645818e-09,1.8312744898274502e-07
1965,9.84967779560364e-09,1.6963334081854242e-07
1966,7.20079718075084e-09,1.3903077267229946e-07
1967,7.395503320850594e-09,1.6319411266785266e-07
1968,1.2575964603023237e-08,1.6169097116769393e-07
1969,9.991866833924945e-09,1.503321808982161e-07
1970,7.81783243697376e-09,1.4394009895113413e-07
1971,4.110718099248345e-09,1.515827254827684e-07
1972,5.643161493651405e-09,1.8314623839721378e-07
1973,2.756601946707349e-09,2.19976834747726e-07
1974,3.937900283634832e-09,1.7045481742750113e-07
1975,4.569184142155791e-09,2.5473201059611483e-07
1976,1.7140580066410394e-09,2.3139784477432812e-07
1977,0.0,2.656305493897726e-07
1978,1.1881182704343018e-09,2.702969021939339e-07
1979,6.437170796402825e-09,2.3290854223034785e-07
1980,5.1166357817322705e-09,2.6890763127340733e-07
1981,3.795329828193417e-09,2.821195064228732e-07
1982,4.345251602977385e-09,3.078921029242565e-07
1983,6.315316269933646e-09,3.6881446696668263e-07
1984,2.3196033982486597e-09,3.73456143010209e-07
1985,4.210890747202711e-09,3.3446501745970636e-07
1986,4.196139880008332e-09,2.7994246565299363e-07
1987,1.2221633705067347e-09,3.2998411825246876e-07
1988,2.398621523624911e-09,3.292108057273424e-07
1989,5.488122289953878e-09,3.4410526306150047e-07
1990,5.9935161278446e-09,3.5634177880661255e-07
1991,1.1722930404189924e-09,3.868566942344387e-07
1992,3.3059665005552574e-09,4.898340293379988e-07
1993,3.323524566667402e-09,4.0214645236069657e-07
1994,1.5824779819872958e-09,4.721059205792244e-07
1995,2.7112254663563817e-09,5.362803676689509e-07
1996,3.736664311304594e-09,4.991116107078142e-07
1997,8.151320507465698e-09,5.801822311468641e-07
1998,4.7681290027412615e-09,5.507189104747567e-07
1999,3.1991408688814005e-09,5.708181234354015e-07
2000,3.97622823555821e-09,6.083629244812983e-07
2001,1.3143635069212678e-09,5.989116784732573e-07
2002,2.190610692842654e-09,6.510495191847099e-07
2003,2.083461403401543e-09,7.01709817363394e-07
2004,5.726228824443069e-09,6.54111482312203e-07
2005,9.007499190971657e-10,6.215174175316918e-07
2006,4.11788997345397e-09,6.625684860761538e-07
2007,7.988958938831558e-10,6.243371608594117e-07
2008,1.2772318758180745e-09,5.909326206143817e-07
2009,9.53638501499654e-10,5.855340425853228e-07
2010,4.723793023408973e-10,5.602418449157653e-07
2011,1.911985902935953e-09,5.556231491565811e-07
2012,6.808505426114664e-10,4.663826258521908e-07
2013,1.6734750252211938e-09,4.423552439902778e-07
2014,8.661780737106994e-10,3.835003439256468e-07
2015,1.329945265027277e-09,3.7770445548979126e-07
2016,8.285360175719347e-10,3.293430768103178e-07
2017,1.509366853724714e-09,3.969634687628343e-07
2018,1.5488800242380307e-09,3.619216373262901e-07
2019,2.04079020349468e-09,3.244856393025408e-07
