year,tes_DET airs_NOUN,tes_DET chères_ADJ
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,7.143547975374531e-09
1802,2.0140561218795483e-08,0.0
1803,7.801356893821776e-09,3.900678446910888e-09
1804,2.4718509461507665e-09,0.0
1805,1.1371510622026904e-08,0.0
1806,8.645007376628655e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739507074368e-08,1.3596443970698147e-08
1809,6.7770917766551975e-09,0.0
1810,7.020380365929668e-08,0.0
1811,2.2563690471599784e-08,0.0
1812,1.0668832928217853e-08,0.0
1813,5.751483289628823e-09,0.0
1814,6.293354282149721e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.71256075987003e-08,0.0
1818,1.5497530370112145e-08,0.0
1819,1.1386155129855524e-08,3.1053151161586356e-09
1820,1.3053129244156025e-08,1.1866481131050932e-09
1821,1.577838126820552e-08,0.0
1822,6.015369535816717e-09,0.0
1823,2.569498536164616e-08,0.0
1824,2.86317822784099e-08,0.0
1825,8.805443485471187e-09,0.0
1826,1.2331177745572575e-08,7.927186018719112e-09
1827,8.295545583791863e-09,0.0
1828,2.0179061976932644e-08,0.0
1829,6.001223074036943e-09,8.57317605795771e-10
1830,1.2524203008013046e-08,0.0
1831,1.5591206103948707e-09,0.0
1832,1.7588959622116818e-08,1.3529969367098715e-09
1833,1.737544208513242e-08,3.4750886612755494e-09
1834,8.401078055442213e-09,9.334530925997342e-10
1835,1.5126175867408165e-08,0.0
1836,5.376600054063374e-09,0.0
1837,1.0436836728189292e-08,6.957890930081589e-10
1838,1.1361891871786156e-08,6.312161904276081e-10
1839,1.11863602825224e-08,6.9914751765765e-10
1840,1.1465439264668476e-08,6.369688665408546e-10
1841,1.4767262079828924e-08,3.2102742686390684e-09
1842,1.6770663080478698e-08,0.0
1843,9.451057714215949e-09,2.953455535692484e-09
1844,1.2623690537338916e-08,0.0
1845,1.0602432709561072e-08,0.0
1846,1.4636253320432502e-08,1.1709002656346001e-09
1847,8.089835468183537e-09,2.1572894581822766e-09
1848,3.218088684420195e-09,8.045221711050488e-10
1849,1.759677159540729e-08,0.0
1850,1.9009189777818847e-08,4.073397619208663e-09
1851,1.2253933867611977e-08,0.0
1852,2.0833745395520964e-08,3.906327261660181e-09
1853,1.911018188138769e-08,0.0
1854,5.195664343204953e-09,1.558699391779328e-09
1855,1.8043586180738203e-08,0.0
1856,8.28350277259915e-09,5.177189232874468e-10
1857,1.2203773158692144e-08,4.393358121745905e-09
1858,1.0276719919488642e-08,5.3830437884982985e-09
1859,1.833182472488204e-08,7.129042689513199e-09
1860,3.066713105681629e-08,2.288591982591015e-09
1861,2.2165029811560544e-08,2.3579819208308095e-09
1862,2.5300723294208183e-08,4.517986429419807e-09
1863,1.3984937929922836e-08,9.989241656072068e-10
1864,1.9658385475018747e-08,0.0
1865,1.1767110619231858e-08,0.0
1866,8.75810357570117e-09,1.4596838737723772e-09
1867,9.220341823379385e-09,1.552899675516528e-08
1868,1.0867722721741302e-08,1.975949626142892e-09
1869,1.3673853160867111e-08,1.953407657850903e-09
1870,1.9495765002375265e-08,4.013834153937523e-09
1871,3.292564798584863e-08,2.1242354542039266e-09
1872,1.5118348239973045e-08,6.652073114565837e-09
1873,1.616221290134945e-08,4.1902030178953e-09
1874,5.377148060148329e-09,1.7923826867161097e-09
1875,1.6020276105699338e-08,2.2886108563824337e-09
1876,6.04601479992084e-09,3.627608879952504e-09
1877,2.040989244278535e-08,6.184815992682502e-10
1878,1.5701630218245555e-08,1.1474268646338714e-08
1879,7.331190210457805e-09,4.27652757650776e-09
1880,1.5402831010646878e-08,1.9253538763308597e-09
1881,1.1156012114099667e-08,2.789003084036068e-09
1882,1.7969540300200038e-08,1.9966155395678697e-09
1883,1.2006744321002571e-08,2.5277356319186595e-09
1884,1.9144920315739e-08,5.941527270181268e-09
1885,1.9336907408629145e-08,3.867381359601296e-09
1886,1.0325542199041138e-08,1.936039106809062e-09
1887,1.3057849523878673e-08,1.3057849246322917e-09
1888,1.268122939990235e-08,8.87686080197625e-09
1889,2.5060547415023393e-08,7.51816386923565e-09
1890,1.0487018642368895e-08,6.554386366985909e-09
1891,1.0198752065093686e-08,1.912266012205066e-09
1892,8.775917548220491e-09,4.387958441043338e-09
1893,1.0469308087124318e-08,4.310891643655168e-09
1894,5.041231432301174e-09,1.3863386882917439e-08
1895,1.3842813118003505e-08,1.2037228991346183e-08
1896,1.592197795829975e-08,1.1204354777305525e-08
1897,8.740070001067579e-09,9.322741356676545e-09
1898,1.1882545059016536e-08,2.150174804871341e-08
1899,1.713549302451156e-08,9.949641111006713e-09
1900,2.0245107479333058e-08,4.671947717582725e-09
1901,1.2854099118442264e-08,8.941982265753268e-09
1902,1.276673788908056e-08,2.455141867585553e-09
1903,1.836074847716418e-08,2.1600881083827517e-09
1904,1.4511488011237361e-08,2.1498500757388683e-09
1905,1.6514428768932277e-08,4.128607344888735e-09
1906,1.8519063615940468e-08,4.629766126029722e-09
1907,1.1314255643490867e-08,7.1999805006939255e-09
1908,1.964555629285769e-08,6.875944702500192e-09
1909,8.801573692096554e-09,4.950885035270858e-09
1910,2.4048677604859847e-08,4.809735720812114e-09
1911,6.916486494645824e-09,2.128149656499545e-09
1912,1.250261111307438e-08,6.772247429509548e-09
1913,1.5378670781274195e-08,1.1136278788015375e-08
1914,2.142958016593255e-08,2.678697486047099e-09
1915,5.890381071793627e-09,2.709575319670421e-08
1916,1.8678685265172135e-08,4.394984820521586e-09
1917,1.3159709100207806e-08,1.315970976634162e-08
1918,3.790504266021344e-08,5.743188147278033e-09
1919,2.4861190051073123e-08,1.289098744416961e-08
1920,1.514446346106979e-08,3.028892692213958e-09
1921,2.1960968377143786e-08,1.8931869405491852e-08
1922,2.360939327372691e-08,8.853522359686394e-09
1923,1.5923921736771263e-08,8.492758496458919e-09
1924,7.734974660777993e-09,2.9650736976805092e-08
1925,3.7393804941388e-08,1.759708534443405e-08
1926,3.4553027994377317e-08,4.458455493683289e-09
1927,4.2367055641534535e-08,6.689535148041159e-09
1928,2.742249805010033e-08,5.713020501119104e-09
1929,2.33948540540041e-08,1.1140405931087116e-08
1930,1.2604324695075775e-08,1.0503603542488804e-09
1931,1.1405356659111021e-08,4.5621426636444085e-09
1932,1.753525868952721e-08,1.0959536611565568e-09
