year,tes_DET airs_NOUN,tes_DET chères_ADJ
1933,1.7205992852709073e-08,1.1470662197865522e-09
1934,1.9170528275935794e-08,0.0
1935,2.5133396697185617e-08,1.196828414151696e-08
1936,1.33371855781661e-08,1.8187071404440758e-08
1937,2.1404900962807005e-08,2.5182236296217297e-09
1938,1.2965214124527336e-08,5.186085783037697e-09
1939,2.141167065872196e-08,7.647025235257843e-09
1940,2.5357829613881222e-08,0.0
1941,2.6563523380929155e-08,0.0
1942,6.068423519245414e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,0.0
1945,4.1391576388605245e-08,6.535512131478072e-09
1946,3.480275978517966e-08,6.960552134671616e-09
1947,4.053096236411591e-08,2.3841741247920822e-08
1948,2.3918154123947488e-08,3.2615663503321457e-09
1949,2.0615717910565934e-08,3.9268033269479474e-09
1950,2.9779013033248702e-08,2.1270722960764488e-09
1951,2.452122438434401e-08,0.0
1952,3.0579932142060784e-08,8.435843135146115e-09
1953,3.5553629373907825e-08,1.2928592862948562e-08
1954,2.443134050622575e-08,9.772536335717064e-09
1955,1.3139851429144755e-08,4.6928039232341234e-09
1956,2.3547082950159393e-08,2.616342476002842e-09
1957,2.3854601516326568e-08,8.835037701437898e-10
1958,3.391619785020339e-08,2.4816730892496253e-09
1959,2.4802393583378546e-08,6.200598257066758e-09
1960,2.9759583741739704e-08,2.076250060767393e-09
1961,2.0844478476611528e-08,1.042223907177231e-08
1962,2.1562651220108364e-08,6.976152100435229e-09
1963,2.9097239950814924e-08,4.526237162849611e-09
1964,2.2510682873289056e-08,1.8251904432275978e-09
1965,1.9699356812452606e-08,3.2832261354087677e-09
1966,2.4371929474575893e-08,4.431259803538978e-09
1967,2.120044340081506e-08,5.4233690871541285e-09
1968,2.5601070541281246e-08,6.737123525724087e-09
1969,2.452549263676218e-08,3.1792304344691047e-09
1970,1.7475155905666284e-08,2.29936253370866e-09
1971,1.8498230724972586e-08,6.166076982339064e-09
1972,2.000757282072385e-08,8.208234980600082e-09
1973,1.2129048099218664e-08,3.3079223804577396e-09
1974,1.9689500752040345e-08,1.1251143350321513e-09
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,1.7711933197883667e-08,6.2848797277581525e-09
1977,1.5279632892273298e-08,5.289103488514968e-09
1978,2.495048279094192e-08,4.158413835497754e-09
1979,1.872631405497316e-08,3.511183899185255e-09
1980,2.1035058139773355e-08,1.364436125195212e-08
1981,1.3916208629893845e-08,1.897664858585557e-09
1982,1.489800538490016e-08,2.483000915987077e-09
1983,1.894594880980094e-08,4.420721344544631e-09
1984,1.9136728035551442e-08,4.639206907519622e-09
1985,1.804667348892508e-08,6.015557829641693e-09
1986,1.798345583559069e-08,4.196139768986029e-09
1987,1.5277042575423394e-08,1.2221633705067347e-09
1988,1.9188972133488136e-08,2.3986214681137596e-09
1989,1.5915554207879268e-08,1.6464366536794728e-09
1990,9.262707045820662e-09,1.6345953479657283e-09
1991,2.1101273894874595e-08,4.103025752488776e-09
1992,1.3774860363469088e-08,1.1019888335184191e-09
1993,1.8279383895425383e-08,2.2156830259412175e-09
1994,1.318731612798274e-08,1.6352272202979634e-08
1995,1.4640617329586547e-08,1.138714678106112e-08
1996,1.7615704006601618e-08,2.6690460952494277e-09
1997,1.6302641236976e-08,1.917957792585412e-09
1998,1.764207879784152e-08,7.629006759657386e-09
1999,1.8280805230697084e-08,3.1991407301035224e-09
2000,2.474097726690161e-08,4.418031274155965e-09
2001,1.708672597855454e-08,1.3143635346768434e-09
2002,1.0953053575235572e-08,1.3143663935011318e-09
2003,2.083461492219385e-08,3.750230681554001e-09
2004,1.8059643919210444e-08,3.0833537945085254e-09
2005,1.6213498099659773e-08,4.503749706508131e-09
2006,2.388376207917986e-08,5.7650459961422484e-09
2007,2.995859560428471e-08,5.1928234212628155e-09
2008,3.916844448781376e-08,4.257439734089985e-09
2009,3.862235842255757e-08,2.860915504498962e-09
2010,3.967986084152386e-08,1.8895172093635892e-09
2011,4.091650127047153e-08,2.6767803529281764e-09
2012,5.991484919309897e-08,1.2595734733000796e-08
2013,6.833356436253268e-08,6.136074981455408e-09
2014,8.055455813504864e-08,8.878325546968213e-09
2015,8.13483167494411e-08,1.5737685155059467e-08
2016,7.808952240395683e-08,1.2428040485623626e-08
2017,7.446209449035734e-08,4.024978267347379e-09
2018,8.286508235144652e-08,4.646640072714092e-09
2019,8.520298888647915e-08,6.8876669923056966e-09
