year,ces_DET arts_NOUN,ces_DET chars_NOUN
1930,3.4031675077983436e-07,5.987054230160993e-08
1931,2.0529642696942574e-07,3.9918747418710154e-08
1932,2.3015026151540496e-07,7.781271005313783e-08
1933,2.053248508993022e-07,7.111810784721229e-08
1934,2.7198187702026644e-07,3.71428985346256e-08
1935,2.7168005711786236e-07,5.0266794282549654e-08
1936,1.939954277219158e-07,6.183604339682347e-08
1937,2.392312515864248e-07,9.695161296008337e-08
1938,2.1911212755298948e-07,6.093650739558143e-08
1939,2.0341087658692913e-07,7.035263216437215e-08
1940,2.713287707845069e-07,1.2425336137766863e-07
1941,2.8039274768687505e-07,1.5938114472646703e-07
1942,1.941895497736823e-07,1.3957374278561474e-07
1943,1.1903264218737775e-07,1.3935529397102187e-07
1944,1.8636479914846404e-07,2.6348126525022053e-07
1945,1.568522947081874e-07,3.3984662195507553e-07
1946,2.672852046359253e-07,7.656607081685252e-08
1947,2.5629872157928446e-07,2.5629872624222116e-07
1948,2.9788973376909667e-07,1.0002136718867405e-07
1949,2.1302908503884055e-07,8.933477779748955e-08
1950,2.775829415213593e-07,9.252764776590539e-08
1951,3.155774925822641e-07,2.132280378930318e-07
1952,1.8137063473311343e-07,1.4024589489736172e-07
1953,1.788455358253671e-07,1.2713116070983688e-07
1954,2.374726204568134e-07,6.449873968250586e-08
1955,2.1399185579085156e-07,7.508486277174597e-08
1956,2.2064487659179122e-07,8.633930104195997e-08
1957,2.880222220724704e-07,1.0071943012945894e-07
1958,2.0432441483198005e-07,5.707847927638454e-08
1959,2.394981017950215e-07,5.348016074435691e-08
1960,1.8063374485066674e-07,8.85866633382193e-08
1961,2.2720480996607506e-07,5.28060102311656e-08
1962,2.1879749567688123e-07,8.181123600792262e-08
1963,2.5928873981229117e-07,7.371300903002975e-08
1964,2.4822590205531014e-07,9.247631727049566e-08
1965,2.8290465436953127e-07,7.934462686876032e-08
1966,2.791693649584204e-07,6.092982207661635e-08
1967,3.579423744071164e-07,8.529480499674946e-08
1968,3.633555429871649e-07,9.387058774734669e-08
1969,2.402589815986289e-07,1.1490647011669353e-07
1970,3.0673494588739914e-07,7.449934535941338e-08
1971,2.9699936909821645e-07,5.3953174372622925e-08
1972,3.093478415649997e-07,8.054330447038183e-08
1973,2.3155455775025757e-07,8.214673741235856e-08
1974,1.7720551515054694e-07,7.031964877057817e-08
1975,1.6677522562957847e-07,5.9399393848025284e-08
1976,2.2339889849121164e-07,6.799096841092478e-08
1977,1.7571578236896812e-07,5.582942730342211e-08
1978,2.0316822535448864e-07,5.762373689321976e-08
1979,2.2003420152572062e-07,6.729769275182207e-08
1980,2.1546720807563702e-07,5.457744833847755e-08
1981,2.024175866921496e-07,5.9460165680036425e-08
1982,2.2160783830216246e-07,1.0801053740294719e-07
1983,2.1661534077566102e-07,7.830992032609174e-08
1984,2.2326182236298564e-07,1.0322235155513226e-07
1985,2.1174764697207138e-07,6.556958265235835e-08
1986,2.014147084672402e-07,6.354154713505977e-08
1987,2.0593453164963194e-07,7.210764163545491e-08
1988,1.9368868997560185e-07,4.9771396781750354e-08
1989,2.3489162526146856e-07,6.256459350595378e-08
1990,2.6916334450177715e-07,7.682598202052304e-08
1991,1.998759568966335e-07,8.088822234242343e-08
1992,2.496004709584554e-07,7.05272844570004e-08
1993,2.559113800870705e-07,7.644106503335024e-08
1994,2.500315154918553e-07,8.387133298981553e-08
1995,2.559396801160574e-07,7.211859731626191e-08
1996,2.396803377990864e-07,5.711758799264999e-08
1997,2.0953689094938e-07,6.329260848758622e-08
1998,2.6367755667777715e-07,5.4833487528327396e-08
1999,2.623295518588975e-07,4.844413270532755e-08
2000,2.672908929746143e-07,5.522539359148482e-08
2001,2.3483295574777685e-07,4.6440846279693915e-08
2002,2.3264286586055505e-07,4.994592384122143e-08
2003,2.7751707420975436e-07,5.2086535085038577e-08
2004,3.105377901491124e-07,5.8143243997221816e-08
2005,3.2742259081786074e-07,4.728936975340048e-08
2006,2.7795757162607515e-07,5.065004682336394e-08
2007,2.844069437735186e-07,4.234148409665295e-08
2008,2.3969385676281263e-07,4.470311854021247e-08
2009,2.4031689527248545e-07,7.1522885392028e-08
2010,2.1209830691759635e-07,4.298651479217597e-08
2011,1.9808174189783756e-07,4.206369341730465e-08
2012,1.6068072727914995e-07,6.26382496982103e-08
2013,1.6260598767470213e-07,6.944921349116839e-08
2014,1.823304780490531e-07,6.323099999150372e-08
2015,1.9483697466515792e-07,5.984753759236128e-08
2016,2.1169095476558653e-07,6.586861189816773e-08
2017,1.2779305669230467e-07,3.1193580163346724e-08
2018,1.7915378203170462e-07,4.93060143824664e-08
2019,1.5765104333098634e-07,5.25503471848765e-08
