year,ses_DET eaux_NOUN,ses_DET chauds_ADJ
1872,3.4149324648069523e-06,1.5723081503438152e-08
1873,3.577834775114752e-06,1.855661402316855e-08
1874,3.416281614931904e-06,1.5533983876991897e-08
1875,3.694962131817192e-06,1.830888685105947e-08
1876,4.102220998447592e-06,1.9951848173604958e-08
1877,4.404207629704615e-06,2.3502301216282717e-08
1878,3.4531508958934864e-06,1.872117572077059e-08
1879,3.714469713145263e-06,2.7491963261461194e-08
1880,3.897558059406947e-06,1.4761046607247863e-08
1881,4.195357604430683e-06,1.8128519130300447e-08
1882,3.5526445998357303e-06,4.592215629983798e-08
1883,3.6816469730638346e-06,3.222862821061767e-08
1884,3.677145201663734e-06,1.650424152899177e-08
1885,3.5670148719191275e-06,2.578254254537171e-08
1886,3.4713181236156743e-06,1.1616235084943582e-08
1887,3.410710263551664e-06,1.4363634337488662e-08
1888,3.1373361650821607e-06,2.53624587998047e-08
1889,3.5454407765200813e-06,3.195219733242993e-08
1890,3.3938612631345677e-06,2.5562107097698572e-08
1891,2.7708734151588033e-06,2.995883363610119e-08
1892,3.497203081792577e-06,2.2566644997112917e-08
1893,3.103226063672082e-06,1.4780200174868696e-08
1894,3.398420233224897e-06,1.9534772022211655e-08
1895,3.113429173140503e-06,2.046328972937772e-08
1896,3.1112725480397785e-06,2.181900704556483e-08
1897,2.7851690589386635e-06,1.5732126712464378e-08
1898,2.899906910158734e-06,2.2633418694795182e-08
1899,2.7765027112991447e-06,2.2110313580014918e-08
1900,2.951113614813039e-06,3.062721387614431e-08
1901,2.8262253195521225e-06,2.0678333711998675e-08
1902,2.4242071816615862e-06,1.7677022512430085e-08
1903,3.0840658098441054e-06,3.132127801563911e-08
1904,2.8206032425259764e-06,1.5586412160928376e-08
1905,2.8337727684402125e-06,2.4771643958310108e-08
1906,2.9260121863217137e-06,1.18316245689698e-08
1907,2.5642215888410647e-06,7.71426478252124e-09
1908,2.8972284695782946e-06,1.5716445034286153e-08
1909,2.320314870019047e-06,1.3752458727367411e-08
1910,2.7249824228192665e-06,1.710128205711925e-08
1911,2.569208696456826e-06,2.287760891839241e-08
1912,2.618776001384049e-06,1.82329742415277e-08
1913,2.3577093415383388e-06,9.545381374209683e-09
1914,2.5983365787851653e-06,1.6072185360371805e-08
1915,2.2100709529127016e-06,2.238344753990873e-08
1916,2.2831945756252026e-06,2.9666147094431494e-08
1917,2.443319353062634e-06,3.61891991929042e-08
1918,2.103155537724888e-06,8.040463406189247e-09
1919,2.2982788436820556e-06,2.3940405213807026e-08
1920,2.448859746095877e-06,1.8930579770426448e-08
1921,2.3513379758810515e-06,5.300923255902035e-09
1922,2.1145162705238363e-06,1.180469710870824e-08
1923,2.1221280803729314e-06,1.4862327368803108e-08
1924,2.1902869633549926e-06,1.1602462102189293e-08
1925,2.725348473120448e-06,1.3197813952814386e-08
1926,1.9550327365891462e-06,8.916910765321973e-09
1927,2.1863631118890225e-06,7.804457524684949e-09
1928,2.4554561974809985e-06,4.570416489713125e-09
1929,2.4709420358703937e-06,6.684243825105796e-09
1930,2.214159593449949e-06,9.453243521306831e-09
1931,2.197812243309727e-06,1.710803587684495e-08
1932,2.552476132677839e-06,8.767629289252454e-09
1933,1.956894983834445e-06,5.735331320977366e-09
1934,2.2213849817376286e-06,5.990790086229936e-09
1935,2.008278102039185e-06,1.196828414151696e-08
1936,2.0769636392969915e-06,1.33371855781661e-08
1937,1.9440685932181623e-06,1.6368453259474336e-08
1938,2.1094404232258057e-06,6.482607339819424e-09
1939,1.858227179241112e-06,9.176430282309411e-09
1940,2.0260905699842624e-06,2.5357829169792012e-09
1941,1.7000654892740386e-06,2.9515025978810172e-09
1942,1.8387323379442932e-06,6.068423541449874e-09
1943,1.6577472834455875e-06,8.709705845433291e-09
1944,1.783318339221296e-06,9.639558484764166e-09
1945,1.8735134901248784e-06,1.3071024262956144e-08
1946,1.7234327032156216e-06,1.80974355501462e-08
1947,1.5330240614730428e-06,8.344609447874518e-09
1948,1.5677261941959841e-06,6.523132700664291e-09
1949,1.8554145384541698e-06,2.945102384188658e-09
1950,1.976050256757844e-06,1.0635361036293034e-08
1951,1.6365252193395463e-06,9.595261474260042e-09
1952,1.5732847913341175e-06,4.2179215675730575e-09
1953,1.616074058574668e-06,6.464296653518886e-09
1954,1.5655602823017034e-06,8.795282724349818e-09
1955,1.4294280532567427e-06,5.631364707880948e-09
1956,1.5654448972668433e-06,4.360570571293465e-09
1957,1.4162565378228464e-06,6.184526335495377e-09
1958,1.6072968875846527e-06,1.1581140491045971e-08
1959,1.2881742819104147e-06,4.650448914844674e-09
1960,1.353022931027681e-06,1.1073333361366622e-08
1961,1.3423843441273675e-06,6.948159103625784e-09
1962,1.3108823324614605e-06,6.976152100435229e-09
1963,1.252474504553902e-06,4.526237162849611e-09
1964,1.482663080309976e-06,3.041984220075733e-09
1965,1.319309681946379e-06,7.1136563306595235e-09
1966,1.3615045659776115e-06,9.416427082520329e-09
1967,1.3188647791650965e-06,5.916402479044791e-09
1968,1.6663153132867592e-06,7.63540694559417e-09
1969,1.4615376286997162e-06,4.087581828571274e-09
1970,1.5516098272883028e-06,2.2993625059530842e-09
1971,1.2311600414705026e-06,3.083038491169532e-09
1972,1.3800095075566787e-06,1.2825367434743384e-08
1973,1.226687846411778e-06,8.269805285010534e-09
1974,1.2229992556456182e-06,2.812785782069227e-09
1975,1.2930791015719478e-06,6.282628195464213e-09
1976,1.1124236749537886e-06,3.9994687561772935e-09
1977,1.1160008810406907e-06,6.464460078348111e-09
1978,1.3057420282791554e-06,5.346532105932056e-09
1979,1.1212380819358714e-06,8.777959692451986e-09
1980,1.391156338570454e-06,6.253665696398514e-09
1981,1.22019844894794e-06,1.0120879023745033e-08
1982,1.0589999241972237e-06,4.345251713999687e-09
1983,1.0496054976272262e-06,4.420721344544631e-09
1984,1.101811591297519e-06,5.219107812592938e-09
1985,1.1940882806982245e-06,3.609334831011779e-09
1986,9.878912443639365e-07,2.3977942409381114e-09
1987,1.0467829305582654e-06,3.6664902225425067e-09
1988,9.50453763692849e-07,5.396898483667201e-09
1989,1.2298881983952015e-06,3.2928733073589456e-09
1990,1.0777432066788606e-06,5.993516016822298e-09
1991,1.041582315508549e-06,5.8614650910726596e-09
1992,1.056807288790651e-06,7.162927584403178e-09
1993,1.1050718882188448e-06,2.7696036575264316e-09
1994,1.2522676300363855e-06,3.692448680148175e-09
1995,1.0329769111194764e-06,5.4224509327127635e-09
1996,1.050002737201794e-06,5.871901187504136e-09
1997,1.0798102181297509e-06,5.753873377756236e-09
1998,9.397982623227108e-07,9.059445305048541e-09
1999,1.1420932963801533e-06,5.941261704833778e-09
2000,9.98033311105928e-07,4.418031274155965e-09
2001,1.0506145642352749e-06,4.8193329327261836e-09
2002,1.0339682354754132e-06,1.752488598683044e-09
2003,1.0467310360695592e-06,6.667076668520622e-09
2004,9.373395570833054e-07,6.166707589017051e-09
2005,9.782144125836112e-07,8.106749049829887e-09
2006,1.122124949404224e-06,4.11788997345397e-09
2007,1.0421596847720593e-06,5.1928234212628155e-09
2008,1.1908058326071114e-06,5.5346713878634546e-09
2009,1.2955178974038972e-06,1.2874119992289934e-08
2010,1.2584184929664843e-06,9.447586379884854e-09
2011,1.4829362982027305e-06,8.795135231220996e-09
2012,1.6663816495565698e-06,1.8382964372953836e-08
2013,1.2525960357834265e-06,1.2272150518022329e-08
2014,1.4077558816438795e-06,1.5374660988776157e-08
2015,1.7109745584775737e-06,1.884089169401637e-08
2016,2.066575945036675e-06,2.651315300639112e-08
2017,1.3310100044350293e-06,1.710615760153189e-08
2018,1.5052531807668856e-06,2.013543992651634e-08
2019,1.4831442882723422e-06,1.3010037824834342e-08
