year,vieux_ADJ ans_NOUN,vieux_ADJ chants_NOUN
1870,1.2500225921030506e-07,1.0894692659135785e-07
1871,1.317025919433945e-07,8.496942016655851e-08
1872,1.088521059955383e-07,5.9868661139717e-08
1873,8.260686001904105e-08,8.619846203483661e-08
1874,9.14115219075029e-08,9.619120500126144e-08
1875,1.2701789842139988e-07,9.554950253232164e-08
1876,6.892457093954363e-08,1.1789728660005494e-07
1877,1.4534317926973017e-07,9.153527713579024e-08
1878,1.2863259257756e-07,1.0930750327098337e-07
1879,1.0508039594014917e-07,1.0935691896474253e-07
1880,1.2386443870582298e-07,7.765593657005354e-08
1881,9.831235558976914e-08,8.157833519817359e-08
1882,9.716862336972554e-08,1.0715169906916344e-07
1883,1.371296605157113e-07,7.962366971314694e-08
1884,6.667713847718915e-08,6.073561298336472e-08
1885,5.414333870135124e-08,7.992588280103519e-08
1886,1.0196472999268735e-07,7.550552844071134e-08
1887,5.027272109714431e-08,7.508263166755569e-08
1888,1.2998259535379475e-07,7.291707149192916e-08
1889,1.0086870361192268e-07,8.207328860976304e-08
1890,7.537544632896243e-08,6.619930409401675e-08
1891,5.5455714687013824e-08,6.501704430394994e-08
1892,9.089342967172342e-08,5.0148098784674744e-08
1893,9.545545509581643e-08,1.0592476235027348e-07
1894,6.679631781025819e-08,8.0029551874361e-08
1895,5.838056083007359e-08,7.583454220139174e-08
1896,5.366296207398591e-08,8.314811100751385e-08
1897,6.5259193604561e-08,7.749529162826008e-08
1898,6.846609323929442e-08,1.1090375306999078e-07
1899,4.366786754417262e-08,6.633094251640159e-08
1900,7.527027179321522e-08,6.85218983775826e-08
1901,5.86817598957623e-08,7.097698451197232e-08
1902,4.959386856739911e-08,5.990546231293692e-08
1903,5.022204874194358e-08,7.722314965263877e-08
1904,5.0521478556220245e-08,8.868131384787148e-08
1905,5.934872859825191e-08,6.347733583211834e-08
1906,4.2696733260072506e-08,7.510509075769889e-08
1907,8.279977947722728e-08,7.765693332828505e-08
1908,5.746325371092098e-08,5.0587308342286974e-08
1909,6.161101850921114e-08,4.8958752940642114e-08
1910,6.733630186772643e-08,6.145772935006732e-08
1911,5.001151848205154e-08,6.06522637669471e-08
1912,6.042928646365908e-08,6.772247596043002e-08
1913,5.3560196278112926e-08,4.825720623102825e-08
1914,6.562808607668558e-08,9.978148085565408e-08
1915,4.947920118070215e-08,5.0657277039789506e-08
1916,2.966614687238689e-08,1.0218339641099305e-07
1917,5.483212106582869e-08,8.224818515145671e-08
1918,5.513460621386912e-08,7.006689628497043e-08
1919,8.379142002468143e-08,9.760318941953727e-08
1920,3.9375606775138294e-08,6.66356356759934e-08
1921,7.118382683302116e-08,6.588290091258386e-08
1922,4.0578644444622114e-08,4.795657915224183e-08
1923,9.129715294875496e-08,5.8387713774976646e-08
1924,7.34822620529485e-08,9.153053071031536e-08
1925,8.248633776020142e-08,8.798542538990262e-08
1926,5.127223801082437e-08,1.4378518464752688e-07
1927,6.243566019747959e-08,8.473410695319927e-08
1928,5.255979118601317e-08,6.284322706662238e-08
1929,5.904415445456834e-08,8.689516906024153e-08
1930,3.676261073337628e-08,8.717990773732254e-08
1931,3.9918749195066994e-08,7.071321483920201e-08
1932,4.055028668403793e-08,7.452485228931494e-08
1933,3.9000251916831985e-08,4.244145102028085e-08
1934,5.6313425034204556e-08,5.391711255242626e-08
1935,3.351119559624749e-08,4.906996586839796e-08
1936,5.33487423126644e-08,5.092379984361628e-08
1937,3.1477796369472344e-08,1.0450628007419027e-07
1938,3.5006078036303734e-08,7.260519896412632e-08
1939,2.7529290846928234e-08,5.6587986740908036e-08
1940,3.296517903095264e-08,7.353770570261986e-08
1941,3.836953510472085e-08,1.0625409219144899e-07
1942,2.730790527039062e-08,5.461581054078124e-08
1943,5.516146828199453e-08,6.967764698551093e-08
1944,4.819779064746399e-08,8.675602458652065e-08
1945,3.921307367704685e-08,7.406913615781718e-08
1946,4.733175273941015e-08,7.65660743695662e-08
1947,3.814678706248742e-08,4.649139739854036e-08
1948,4.566192757238241e-08,4.348755311411878e-08
1949,3.337782672474532e-08,4.221313509855662e-08
1950,4.679559140186029e-08,1.265608062794854e-07
1951,3.731490494374157e-08,4.477788650980585e-08
1952,2.5307528517259925e-08,3.374337198547295e-08
1953,2.5857186614075545e-08,3.98631598841348e-08
1954,4.397641362174909e-08,6.254423112750374e-08
1955,2.7218263198847126e-08,2.7218263198847126e-08
1956,3.9245136917998025e-08,4.6222051963695776e-08
1957,2.47381048978923e-08,3.0922631233387676e-08
1958,4.715178647529683e-08,4.715178647529683e-08
1959,3.5653439312000046e-08,7.440718263751478e-08
1960,2.6991250123842292e-08,2.4914999841030294e-08
1961,4.168895628708924e-08,3.682524507553353e-08
1962,3.9320131151043825e-08,3.0441391629665304e-08
1963,4.978861056770256e-08,3.685650340479185e-08
1964,5.2322128851756133e-08,3.285343014303166e-08
1965,5.1984411442163037e-08,4.268193842804635e-08
1966,2.99110034518435e-08,4.763604399826704e-08
1967,7.346199737412462e-08,3.9935716955596945e-08
1968,8.66843237190551e-08,7.500664267467982e-08
1969,5.313856732414024e-08,6.721801865117172e-08
1970,4.828661204214768e-08,4.092865141247515e-08
1971,6.217460679636133e-08,4.419021981671989e-08
1972,4.3093233870195036e-08,4.463227937234748e-08
1973,2.0398854161385316e-08,3.638714535236787e-08
1974,2.025205780853412e-08,3.937900316941523e-08
1975,2.627280792921738e-08,3.484002775167028e-08
1976,1.9425991482080462e-08,3.313845553520878e-08
1977,3.290997696581144e-08,4.760193128561241e-08
1978,3.089107636355948e-08,4.2178198156328506e-08
1979,2.808947208166046e-08,3.862302344614932e-08
1980,3.467942022439274e-08,3.9796056450214223e-08
1981,3.226030287351023e-08,4.7441621797705835e-08
1982,2.855450986771757e-08,3.289976169273956e-08
1983,2.0209011353244932e-08,4.041802159626684e-08
1984,2.2616132966390978e-08,2.0876431250371752e-08
1985,2.5265343595037848e-08,2.8273122509858695e-08
1986,2.997242631863628e-08,4.61575365706679e-08
1987,1.8943532964499354e-08,4.3997882059887417e-08
1988,3.358070088665954e-08,3.358070088665954e-08
1989,2.6342986458871565e-08,3.183110985904847e-08
1990,1.5801088437683575e-08,2.942271493111548e-08
1991,2.8721180100887977e-08,3.106576651479287e-08
1992,2.589673719910479e-08,3.085568700544883e-08
1993,1.661762283333701e-08,1.994114740000441e-08
1994,1.793475057354499e-08,3.2177052078363744e-08
1995,1.8978578708583882e-08,3.0365723879821616e-08
1996,1.7615704450690828e-08,5.071187736405136e-08
1997,1.5823152565985765e-08,3.9318132971644104e-08
1998,3.2900093316357015e-08,2.8131962537258914e-08
1999,1.690974471557638e-08,3.0620347646337365e-08
2000,2.9159007652879154e-08,3.40188432979005e-08
2001,2.2782300490575835e-08,3.3297209073301914e-08
2002,1.927737436346888e-08,2.4534839937473407e-08
2003,1.5417615628621206e-08,1.9584538435424292e-08
2004,1.5416770082765652e-08,2.598826878696947e-08
2005,2.2068373795036678e-08,1.891574741286206e-08
2006,1.2765458912156191e-08,2.8825228759465915e-08
2007,2.2768533725070483e-08,2.95591473520318e-08
2008,1.7881246705542253e-08,1.8306989868488444e-08
2009,2.813233557219519e-08,2.241050434115266e-08
2010,1.7005655550406118e-08,2.3146585093059002e-08
2011,7.647943611743813e-09,2.7532597424162475e-08
2012,2.0765941854961056e-08,2.9957423902660096e-08
2013,2.5938863501551168e-08,2.3707563134856002e-08
2014,3.572984397237633e-08,3.291476813327421e-08
2015,5.14245499516619e-08,2.948045259298926e-08
2016,6.338300551078646e-08,3.5005645326879886e-08
2017,1.1320251402935355e-08,2.0628013075452145e-08
2018,2.090988004965766e-08,2.529837428433268e-08
2019,5.30605461790401e-08,2.4489481609268893e-08
