year,ces_DET airs_NOUN,ces_DET chers_ADJ
1866,3.649209681100274e-07,3.98493693154478e-07
1867,3.3532926302370925e-07,3.6735784192387655e-07
1868,3.665386465456777e-07,4.2186525206489023e-07
1869,4.2193605054308136e-07,3.5063668590851194e-07
1870,2.712205091626174e-07,3.49776964725379e-07
1871,2.655294260023311e-07,4.471515708814877e-07
1872,3.319989190231354e-07,3.9247230709804626e-07
1873,3.3162464418978743e-07,3.142652289511716e-07
1874,3.0231522352153206e-07,2.963406000588975e-07
1875,2.4888642258247273e-07,2.3000538895701084e-07
1876,2.6844305978102057e-07,2.908132969992039e-07
1877,3.117147393538744e-07,3.822216356752506e-07
1878,3.907290277993525e-07,3.049739873972612e-07
1879,3.097427843101741e-07,3.0302254572234233e-07
1880,2.5350492194320395e-07,3.311608622880158e-07
1881,3.249188438303463e-07,3.63267641745324e-07
1882,2.622221639825284e-07,2.988267837622516e-07
1883,2.4076681448548243e-07,2.995366550351264e-07
1884,3.129204415586173e-07,3.333856994913731e-07
1885,2.391330813367176e-07,2.842525326229861e-07
1886,3.175104374975035e-07,2.9363259912429385e-07
1887,2.872726856395502e-07,2.722561500689835e-07
1888,2.460158547989977e-07,2.61867382889136e-07
1889,3.0887123614320444e-07,2.9132885082105986e-07
1890,2.5758738786407775e-07,3.1657687493691355e-07
1891,2.2373512464923806e-07,2.485945866936845e-07
1892,2.3506920854288182e-07,3.171867142270912e-07
1893,1.9460596156761767e-07,2.629643933715897e-07
1894,2.350474090917487e-07,2.709662023647752e-07
1895,2.4194829784107696e-07,2.5338368025984437e-07
1896,2.1642096648122333e-07,2.5887957022519004e-07
1897,2.1966709518039806e-07,2.522966973117491e-07
1898,2.2633420115880654e-07,3.01590301177157e-07
1899,2.5150482407809704e-07,2.5813791459938784e-07
1900,2.3515470104484848e-07,2.3515471347934636e-07
1901,2.1851968501351848e-07,2.4199239945232875e-07
1902,1.9935752160193942e-07,1.698958236318049e-07
1903,2.694710055095584e-07,2.597506085777468e-07
1904,1.9348650681649815e-07,1.913366531880456e-07
1905,1.9610884827159225e-07,2.2139655619923815e-07
1906,1.8879157437368121e-07,2.474352829295867e-07
1907,2.000566077242638e-07,2.1702799024581054e-07
1908,2.681618447297751e-07,2.3771122670268596e-07
1909,2.2884090888908304e-07,2.46444068707774e-07
1910,2.933938674232195e-07,2.0414655832468043e-07
1911,2.0270625533669318e-07,2.3409645777405785e-07
1912,2.9745795515623286e-07,2.2035851543478202e-07
1913,2.6196769375985696e-07,2.396951277461312e-07
1914,2.270196119980028e-07,2.692091030098709e-07
1915,1.684648918143239e-07,3.640255332726383e-07
1916,1.4173825491070602e-07,3.5819127575109633e-07
1917,2.5771097966753587e-07,3.3008937805334426e-07
1918,2.63038021586226e-07,3.124294387646387e-07
1919,2.2282992784283806e-07,3.3148254274806277e-07
1920,2.559414298275442e-07,2.4306863544154567e-07
1921,3.612200565328294e-07,1.870468686604454e-07
1922,3.1430005975607855e-07,2.2133805988033828e-07
1923,2.6964508137439225e-07,1.5923921914406947e-07
1924,3.0166401998599213e-07,2.4494086225956835e-07
1925,3.1894715490921044e-07,2.3316137287565653e-07
1926,3.35498771875109e-07,1.40441341223152e-07
1927,3.7015426102016136e-07,1.8730698414515246e-07
1928,2.685119735446051e-07,1.8624446873616307e-07
1929,3.130454260258375e-07,1.97185185513149e-07
1930,3.445182059635954e-07,1.5965477651036508e-07
1931,2.919771411313832e-07,1.357237469079564e-07
1932,2.1590287069273018e-07,1.337063411099848e-07
1933,2.2253084708268034e-07,1.38795011928039e-07
1934,2.1447027975796118e-07,1.449771183104076e-07
1935,2.5492445665520336e-07,1.2806064209058832e-07
1936,3.0918022098092024e-07,1.4307162476967505e-07
1937,1.586480848914107e-07,1.359840711145921e-07
1938,1.970712553145404e-07,1.3094866702090258e-07
1939,1.529405118105842e-07,1.0705835684632348e-07
1940,1.3946805843545462e-07,1.3946805665909778e-07
1941,3.5418031529843574e-07,1.1806010080661622e-07
1942,1.8205270713167465e-07,2.5790799540459375e-07
1943,1.9451676003257035e-07,1.7129087925837894e-07
1944,2.7954719428180397e-07,2.3777578306294345e-07
1945,2.091363882072983e-07,1.154607112141548e-07
1946,2.0324812055605435e-07,1.642690330427854e-07
1947,1.8954184177744082e-07,1.8238932497638416e-07
1948,2.58750922910167e-07,1.4133454051545868e-07
1949,2.130290823743053e-07,1.1191389681641795e-07
1950,1.7441992206101986e-07,1.446409196859122e-07
1951,2.1855874088316796e-07,1.162092830853112e-07
1952,1.6660790080891275e-07,1.3497348660962416e-07
1953,1.853098279269716e-07,9.696444980278329e-08
1954,2.277000969996834e-07,1.0065712352513856e-07
1955,2.017905682549781e-07,7.320773853791707e-08
1956,2.2936601773437815e-07,1.0552581208855827e-07
1957,1.899533081939353e-07,6.979679634255831e-08
1958,1.7537156615787808e-07,1.0174859799150227e-07
1959,1.8524288059040828e-07,9.688434943200264e-08
1960,2.159299992143815e-07,9.689166580173492e-08
1961,1.9732772749136984e-07,1.153394419972642e-07
1962,1.953322588121864e-07,9.512934617816882e-08
1963,2.3342452060148844e-07,1.118627235285885e-07
1964,1.898198114247407e-07,1.2898012791140445e-07
1965,1.931631334883832e-07,1.0287441298828526e-07
1966,1.9275980278621319e-07,1.2130573701085723e-07
1967,2.760987953820404e-07,9.76206431246851e-08
1968,3.265259405083043e-07,1.1138711553115854e-07
1969,1.7349514536135757e-07,8.901845394149177e-08
1970,1.9590568989258372e-07,9.151462876388905e-08
1971,2.3585244868229438e-07,9.557419300421088e-08
1972,3.539801411989174e-07,8.977756760231159e-08
1973,1.6429347304836028e-07,8.159541664554126e-08
1974,1.4176440465973883e-07,6.300640364997889e-08
1975,1.2565256346519504e-07,9.423942248787398e-08
1976,1.142705370327235e-07,7.313314132062487e-08
1977,1.3575366342166717e-07,9.285315449858444e-08
1978,1.841583285866477e-07,9.801975675571839e-08
1979,1.4805492387637287e-07,9.772795195317485e-08
1980,1.4553986193988067e-07,9.72160734136196e-08
1981,1.3030631418331495e-07,8.412980534444614e-08
1982,1.502215489779246e-07,6.828252629986764e-08
1983,1.591459621863578e-07,8.904595460990095e-08
1984,2.1456332177649529e-07,1.1424046597596771e-07
1985,1.3715471602893103e-07,1.0767848657167178e-07
1986,1.492626822141574e-07,8.212445301580829e-08
1987,1.796580146873339e-07,9.471766304613993e-08
1988,1.3192418135687944e-07,7.615623243140135e-08
1989,1.388494963450171e-07,1.3061730896879453e-07
1990,1.422097835046543e-07,9.262706335277926e-08
1991,1.9460065026066786e-07,1.45950483698698e-07
1992,1.3885059324536542e-07,1.1570882918476855e-07
1993,1.5066644287742292e-07,1.1798512034033592e-07
1994,1.329281484885314e-07,1.0549853435293244e-07
1995,1.5887781223966613e-07,8.513247973240823e-08
1996,1.564061022918395e-07,1.3505373175348723e-07
1997,1.3138010679369927e-07,8.678758867119996e-08
1998,1.320771794155462e-07,8.630314063395872e-08
1999,1.5584385515410304e-07,8.546275864773634e-08
2000,1.586073281600875e-07,9.719669424868016e-08
2001,1.349413158990842e-07,1.0120599469587432e-07
2002,1.5991459179076628e-07,9.244376997230574e-08
2003,1.6084323029019743e-07,7.542130475712838e-08
2004,1.6870350627584685e-07,7.311953797994875e-08
2005,1.4186810837202302e-07,8.196824197170827e-08
2006,1.8365789244967345e-07,8.812284679748927e-08
2007,1.633742110485059e-07,8.548186247736567e-08
2008,1.8775308419094472e-07,9.451516014280514e-08
2009,1.7165492316451036e-07,1.1062206439760303e-07
2010,1.620261036450188e-07,1.0864723787307184e-07
2011,1.5181169388256421e-07,9.67464917067673e-08
2012,1.9846793719580091e-07,1.4161691375136343e-07
2013,1.676264123062765e-07,1.3248343755378755e-07
2014,2.7154682591401524e-07,1.3230870088420943e-07
2015,2.4138505594351045e-07,1.6181000361825681e-07
2016,2.479394041188243e-07,2.1997631804993034e-07
2017,1.5395541641538557e-07,9.559323110863716e-08
2018,2.1632690661022025e-07,1.4869247877413727e-07
2019,2.522926862980057e-07,1.2984527586468175e-07
