year,jeunes_ADJ armes_NOUN,jeunes_ADJ charmes_NOUN
1978,0.0,1.1881182704343018e-09
1979,2.925986564150662e-09,2.3407893401383717e-09
1980,5.685150683554241e-10,1.1370301367108482e-09
1981,0.0,1.8976649140967083e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,0.0,3.78918940668882e-09
1984,5.799008495621649e-10,2.3196033982486597e-09
1985,6.015558051686298e-10,3.0077789148208467e-09
1986,0.0,2.997242676272549e-09
1987,0.0,0.0
1988,0.0,2.398621523624911e-09
1989,1.6464366536794728e-09,4.390497743145261e-09
1990,5.44865097484859e-10,1.634595292454577e-09
1991,0.0,2.9307325455363298e-09
1992,0.0,2.2039776670368383e-09
1993,5.539207426075166e-10,1.1078414852150331e-09
1994,1.5824779264761446e-09,4.2199412852994556e-09
1995,5.422450821690461e-10,1.0844901643380922e-09
1996,0.0,1.067618438099771e-09
1997,0.0,2.3974471297094624e-09
1998,0.0,1.43043876743576e-09
1999,0.0,0.0
2000,0.0,1.7672125984802278e-09
2001,0.0,3.943090742808408e-09
2002,4.38122149670761e-10,4.381221607729913e-09
2003,0.0,8.333845835650777e-10
2004,0.0,4.404791253964646e-10
2005,0.0,9.007499190971657e-10
2006,1.6471559671771274e-09,2.0589449589714093e-09
2007,3.994479469415779e-10,3.1955835755326234e-09
2008,0.0,2.1287198670449925e-09
2009,0.0,4.76819250749827e-10
2010,1.4171379625338432e-09,3.3066551718974324e-09
2011,0.0,7.64794394481072e-10
2012,0.0,2.382976926895708e-09
2013,2.789125042035323e-10,5.578250084070646e-10
2014,8.661780737106994e-10,1.0827225782605865e-09
2015,2.2165753954528356e-10,2.881548111233201e-09
2016,2.0713400439298368e-10,2.2784739928116693e-09
2017,2.515611330355938e-10,5.031222660711876e-10
2018,5.162933414126769e-10,3.0977600484760615e-09
2019,2.55098775436835e-10,5.1019755087367e-10
