year,aux_ADP airs_NOUN,aux_ADP chères_ADJ
1941,1.9184767552360427e-07,5.9030051957620344e-09
1942,1.5474480608013153e-07,2.4273694165799498e-08
1943,8.419382258040287e-08,2.9032352077962287e-09
1944,1.2210107591670294e-07,1.6065930807940276e-08
1945,1.219962295628818e-07,1.089252021913012e-08
1946,1.1972149405181653e-07,5.568441707737293e-09
1947,1.0728783705893363e-07,2.1457568166738383e-08
1948,1.06544502331829e-07,1.7395020535104777e-08
1949,1.0995049448681016e-07,5.890204768377316e-09
1950,1.2230665924484185e-07,7.444752814222966e-09
1951,1.3113524643948438e-07,6.396841278899501e-09
1952,8.96308345321728e-08,8.435843135146115e-09
1953,1.0342874157132087e-07,3.232148326759443e-09
1954,1.2508846047865063e-07,5.863521668203475e-09
1955,1.2764426982059263e-07,9.385607846468247e-09
1956,1.552363162460324e-07,4.360570571293465e-09
1957,9.718541371661615e-08,1.0602045463770082e-08
1958,8.603133344609049e-08,3.3088973783179654e-09
1959,8.525822625671253e-08,6.975673039200103e-09
1960,1.0727291965828556e-07,1.1073333361366622e-08
1961,1.0908610048598888e-07,4.86371165564492e-09
1962,1.1098423446931349e-07,1.1415521528057582e-08
1963,1.1832877122586183e-07,1.3578711488548834e-08
1964,8.517555871723204e-08,1.8251905320454398e-08
1965,1.1491290985432556e-07,1.2038495533772675e-08
1966,1.2739872157219168e-07,3.8773522170743036e-09
1967,1.1980715464154912e-07,1.1832804958089582e-08
1968,1.6797895230347137e-07,1.6169096617169032e-08
1969,8.720174657361746e-08,6.812636649256021e-09
1970,1.0439106001847165e-07,3.6789800095249348e-09
1971,1.346260187773396e-07,8.22143619849669e-09
1972,1.3697492673436784e-07,5.130146973897354e-09
1973,9.31731425346527e-08,6.615844760915479e-09
1974,6.075617275946854e-08,5.625571564138454e-09
1975,8.224531455880424e-08,8.567220266542108e-09
1976,9.998671690603089e-08,2.856763492431469e-09
1977,9.344082807505316e-08,6.464460078348111e-09
1978,9.504946363314559e-08,7.722768757822962e-09
1979,9.772795150908564e-08,4.681578791299046e-09
1980,9.835310998962399e-08,8.527726080842513e-09
1981,9.867857464485041e-08,5.69299452024552e-09
1982,9.497478570263951e-08,8.069752865935698e-09
1983,7.767838539063376e-08,1.073603728141137e-08
1984,1.3627670258919977e-07,8.698512410365566e-09
1985,9.083492735761922e-08,9.624892882698077e-09
1986,1.1689246526280783e-07,9.591176797218992e-09
1987,1.1549443801328607e-07,8.555143260480236e-09
1988,8.215278701761974e-08,4.797243047249822e-09
1989,1.1909225272610513e-07,7.134558721588746e-09
1990,1.0951788154134334e-07,8.172976573295188e-09
1991,1.2250461961516024e-07,8.7921980806982e-09
1992,1.1405584365853372e-07,6.060938417817852e-09
1993,1.3903410955862228e-07,7.754890063438324e-09
1994,1.0497104285800418e-07,1.3714808844156323e-08
1995,1.3664575782001975e-07,4.3379608238858225e-09
1996,1.1797184074069378e-07,1.2811421035152648e-08
1997,1.2179031649850458e-07,6.7128524960935465e-09
1998,1.2397135984443253e-07,6.198567881199324e-09
1999,1.2385245440338366e-07,5.4842413388378475e-09
2000,1.3784258490190382e-07,9.277865697931986e-09
2001,1.2355017253717904e-07,4.381211837767296e-09
2002,1.58162092089853e-07,3.504977197366088e-09
2003,1.7001045560238737e-07,9.167230530238157e-09
2004,1.5064385938678981e-07,1.0571499231559756e-08
2005,1.5582973145189527e-07,6.7556245042510454e-09
2006,1.7583389411157668e-07,9.471146533712727e-09
2007,1.9652838578743115e-07,5.592271090648637e-09
2008,2.494859703272567e-07,9.79211112195344e-09
2009,2.3364142820447853e-07,4.291373478793048e-09
2010,2.5225053845723266e-07,1.1809482280966677e-08
2011,3.6518933521634267e-07,6.118355100337425e-09
2012,3.5744652374103403e-07,5.4468044519140335e-09
2013,3.2521199094803777e-07,7.530637446961919e-09
2014,3.5123521820168424e-07,7.362513668174309e-09
2015,3.5598200205655406e-07,1.086121984017474e-08
2016,3.657986657190637e-07,1.843492675179803e-08
2017,3.569652507473542e-07,5.282783821503045e-09
2018,4.2852346959776355e-07,7.228107001822082e-09
2019,5.130036373479641e-07,9.693753688644335e-09
