year,très_ADV armé_VERB,très_ADV charmé_VERB
1980,5.116635559687666e-09,6.822181042309694e-09
1981,4.427884725544118e-09,7.590659656386833e-09
1982,6.207502289967692e-10,4.345251713999687e-09
1983,2.5261264191556165e-09,8.841442245000053e-09
1984,6.378909400694965e-09,4.639206796497319e-09
1985,4.812446441349039e-09,3.0077789148208467e-09
1986,5.395036861699509e-09,5.994485463567401e-10
1987,1.8332451112712533e-09,4.888653315493485e-09
1988,2.398621523624911e-09,1.798966087207532e-09
1989,2.1952488715726304e-09,4.939309850016116e-09
1990,3.814055737905164e-09,4.903785877363731e-09
1991,3.5168792322792797e-09,1.3481369798284959e-08
1992,2.7549720282848966e-09,5.509944056569793e-09
1993,7.754890063438324e-09,5.539207315052863e-09
1994,2.1099706426497278e-09,1.2132331583813993e-08
1995,2.7112254663563817e-09,4.337960657352369e-09
1996,2.6690460952494277e-09,2.6690460952494277e-09
1997,9.58978896292706e-10,3.835915585170824e-09
1998,3.814503379828693e-09,3.814503379828693e-09
1999,4.570201161957499e-10,5.484241505371301e-09
2000,8.836062992401139e-10,3.5344251969604557e-09
2001,1.3143635069212678e-09,4.3812117822561447e-10
2002,2.1906108038649563e-09,5.257465574004527e-09
2003,2.5001538617175356e-09,5.000307723435071e-09
2004,2.642874807889939e-09,1.0571498898492848e-08
2005,0.0,4.053374524914943e-09
2006,1.6471559671771274e-09,8.235780057930242e-09
2007,2.7961355453243186e-09,2.7961355453243186e-09
2008,2.554463751636149e-09,4.257439734089985e-09
2009,4.76819250749827e-10,5.721831008997924e-09
2010,9.447586046817946e-10,1.4171379625338432e-09
2011,2.2943831279320648e-09,2.294383100176489e-09
2012,5.1063788752969685e-09,5.446804340891731e-09
2013,3.0680376017500066e-09,2.2313000336282585e-09
2014,2.815078836704288e-09,3.2481677347817595e-09
2015,3.103205470367243e-09,7.979671146074452e-09
2016,4.142679976837371e-09,3.935546250000144e-09
2017,2.0124890642847504e-09,2.7671724911471074e-09
2018,2.581466596041082e-09,4.3884935685412074e-09
2019,3.06118530524202e-09,6.377469219387422e-09
