year,très_ADV armé_VERB,très_ADV charmé_VERB
1800,0.0,6.288328968651058e-09
1801,0.0,7.143547975374531e-09
1802,0.0,0.0
1803,0.0,7.801356893821776e-09
1804,0.0,9.887403784603066e-09
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,8.540865792383556e-09
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,5.3344164641089264e-09
1813,0.0,5.751483289628823e-09
1814,0.0,3.1466771410748606e-09
1815,0.0,2.697223555614414e-09
1816,0.0,2.3176038865813098e-09
1817,0.0,4.670620334934483e-09
1818,0.0,7.152706427149269e-09
1819,0.0,4.140420006848444e-09
1820,0.0,2.3732962262101864e-09
1821,0.0,1.972297702934611e-08
1822,0.0,1.1028177482330648e-08
1823,9.882686891060644e-10,3.9530747564242574e-09
1824,0.0,1.6842225392110777e-09
1825,0.0,2.0252519661312363e-08
1826,0.0,1.2331177856594877e-08
1827,0.0,2.6730091917670507e-08
1828,0.0,1.1006761724274838e-08
1829,0.0,8.573175946935407e-09
1830,0.0,2.2961039292113128e-08
1831,0.0,2.3386808933878456e-08
1832,0.0,2.3000948701223933e-08
1833,0.0,3.70676112027013e-08
1834,0.0,1.5868701908061666e-08
1835,0.0,3.932805725526123e-08
1836,0.0,2.6883001047472987e-08
1837,0.0,1.1132625488130543e-08
1838,0.0,6.312161904276081e-10
1839,0.0,9.788065469251706e-09
1840,0.0,6.3696887764308485e-09
1841,0.0,9.630822361827995e-09
1842,0.0,1.341653010911159e-08
1843,0.0,1.7720733769266417e-09
1844,4.9397050894128824e-09,2.195424508855126e-09
1845,2.7901139176833567e-09,5.022205318283568e-09
1846,2.9272506640865004e-09,1.5221703009160592e-08
1847,2.6966118227278457e-09,2.1572894581822766e-09
1848,0.0,0.0
1849,0.0,7.54147322368226e-09
1850,0.0,5.431196825611551e-09
1851,0.0,0.0
1852,6.510545436100301e-10,7.161600201754936e-09
1853,0.0,2.388772735173461e-09
1854,0.0,1.1430461910322265e-08
1855,5.306937111981824e-10,2.653468555990912e-09
1856,0.0,4.659470143053568e-09
1857,0.0,8.78671624349181e-09
1858,1.9574704079872163e-09,9.787352039936081e-10
1859,0.0,3.5645213447565993e-09
1860,0.0,1.4189270369779905e-08
1861,0.0,6.6023493339173456e-09
1862,0.0,1.8071945051545413e-09
1863,0.0,4.994620828036034e-10
1864,0.0,9.589455896019672e-10
1865,0.0,0.0
1866,0.0,3.8924903300596725e-09
1867,0.0,4.85281148598915e-10
1868,0.0,0.0
1869,0.0,3.4184632902167778e-09
1870,0.0,4.587239033071455e-09
1871,0.0,3.18635318130589e-09
1872,0.0,1.8142017887967654e-09
1873,0.0,7.183205141814142e-09
1874,0.0,8.961913877669758e-09
1875,0.0,2.2886108563824337e-09
1876,0.0,3.02300739996042e-09
1877,0.0,4.329371083855449e-09
1878,0.0,5.435179861734696e-09
1879,6.10932526790009e-10,3.665595160740054e-09
1880,1.2835692508872398e-09,8.984985200299889e-09
1881,0.0,8.367008919041297e-09
1882,3.9932310791357395e-09,5.324308105514319e-09
1883,3.791603475633565e-09,2.8437025179073316e-08
1884,4.621187876807653e-09,1.1222884843675729e-08
1885,6.445635691854079e-10,7.7347630522695e-09
1886,6.453463874400711e-10,1.0325542199041138e-08
1887,1.9586774424595887e-09,7.834709769838355e-09
1888,6.340614699951175e-09,1.268122939990235e-09
1889,1.2530273485467092e-09,2.6313573542324775e-08
1890,3.2771931834929546e-09,1.7041404731799048e-08
1891,7.649063604731055e-09,1.6572972327821844e-08
1892,6.268512375839919e-09,1.2537024751679837e-08
1893,1.4164357686752282e-08,1.1085149687062312e-08
1894,5.671385139294216e-09,3.0247388593807045e-08
1895,3.611168697403855e-09,1.8055843042930064e-08
1896,3.5382172747233653e-09,1.47425724961181e-08
1897,6.409385022720926e-09,1.2236098356765979e-08
1898,8.487532454637403e-09,7.921697076085366e-09
1899,3.8693048765026106e-09,2.04520400615138e-08
1900,7.26747462209687e-09,1.4015843485815083e-08
1901,7.824234593556412e-09,1.0618603774048552e-08
1902,8.347482705062248e-09,1.5221879978710717e-08
1903,8.640352433531007e-09,1.0800440541913758e-08
1904,5.912087708281888e-09,1.0749250378694342e-08
1905,2.0126959654476195e-08,1.2901897328276846e-08
1906,2.0576738091193647e-09,1.388929860013377e-08
1907,1.9542804707839423e-08,2.6228501592839848e-08
1908,1.3260750719723546e-08,2.8486056180554442e-08
1909,9.901770070541716e-09,2.4204327431220918e-08
1910,7.481810726517324e-09,2.351426231506082e-08
1911,4.788336838146279e-09,1.276889793899727e-08
1912,9.897900277167082e-09,1.614920641657136e-08
1913,5.833288518886093e-09,1.3787773589513108e-08
1914,6.027069510139427e-09,1.4732836284281348e-08
1915,1.1780761921542648e-09,2.0027295377644805e-08
1916,1.0987462051303964e-09,1.7579939282086343e-08
1917,3.289927441585405e-09,1.0966424213165737e-08
1918,8.040463406189247e-09,8.040463406189247e-09
1919,1.012863304339362e-08,4.603924241841639e-09
1920,3.786115865267448e-09,2.0445026560622637e-08
1921,6.815472630705699e-09,2.2718242842501013e-09
1922,0.0,2.2133805899215986e-08
1923,2.1231896241147297e-09,8.492758496458919e-09
1924,1.289162443462999e-09,6.445812106292692e-09
1925,3.299453377181294e-09,4.399271169575059e-09
1926,0.0,3.343841648018042e-09
1927,8.919379901328739e-09,1.7838760246746688e-08
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,2.2280812750352652e-09,7.798284684668033e-09
1930,1.575540586884472e-08,4.201441416995522e-09
1931,4.5621426636444085e-09,1.8248570654577634e-08
1932,4.383814644626227e-09,1.4247397928102146e-08
1933,5.735331320977366e-09,8.02946331646126e-09
1934,7.188948103475923e-09,1.5576054224197833e-08
1935,2.393656828303392e-09,1.555876938397205e-08
1936,0.0,4.849885826274658e-09
1937,2.5182236296217297e-09,8.813782592653752e-09
1938,0.0,7.779128452511941e-09
1939,0.0,7.647025235257843e-09
1940,0.0,0.0
1941,0.0,2.066051862925633e-08
1942,3.034211770724937e-09,2.1239483061208375e-08
1943,0.0,2.9032352077962287e-09
1944,1.2852744646352221e-08,0.0
1945,0.0,1.089252066321933e-08
1946,0.0,1.1136883415474585e-08
1947,7.152522574216391e-09,5.960435700558264e-09
1948,1.0871888278529696e-08,8.697510267552389e-09
1949,4.908504269707237e-09,1.0798709482173763e-08
1950,0.0,6.381216888229346e-09
1951,4.264560704569931e-09,7.462981344019681e-09
1952,8.435843135146115e-09,7.381362632230548e-09
1953,5.386913581872932e-09,1.4005975934594517e-08
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,2.616342476002842e-09,1.1337483840634377e-08
1957,4.417518795207798e-09,1.8553580005686854e-08
1958,0.0,1.0753916868111446e-08
1959,1.5501495642666896e-09,1.007597205671118e-08
1960,5.536666680683311e-09,8.305000243069571e-09
1961,5.55852741612739e-09,3.47407969059077e-09
1962,1.2049716779927166e-08,1.0781326054143392e-08
1963,1.939815863494232e-09,4.526237162849611e-09
1964,6.083968329129164e-10,1.034274621503073e-08
1965,5.472043373977442e-10,2.0246559984116175e-08
1966,1.1078149508847446e-09,4.431259803538978e-09
1967,2.9582012395223956e-09,3.451234853457663e-09
1968,5.838840522187638e-09,5.3896989093971115e-09
1969,4.087581828571274e-09,8.175164045720607e-09
1970,8.7375777724219e-09,7.817832381462608e-09
1971,3.5968783507200897e-09,4.1107179882260425e-09
1972,5.643161493651405e-09,4.104117490300041e-09
1973,2.205281512956958e-09,4.9618833486420044e-09
1974,2.812785782069227e-09,3.937900228123681e-09
1975,1.7134440533084216e-09,6.282628195464213e-09
1976,2.856763492431469e-09,1.1427053969725876e-08
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,1.1881182704343018e-09,3.5643548113029055e-09
1979,5.266775904289034e-09,1.0533552030622673e-08
