year,jeunes_ADJ ans_NOUN,jeunes_ADJ champs_NOUN
1800,3.678672442219977e-07,0.0
1801,7.357854201472946e-07,0.0
1802,5.437951813291875e-07,0.0
1803,3.5496174177751527e-07,0.0
1804,5.314479381013371e-07,0.0
1805,3.1840230008128856e-07,0.0
1806,3.7749865100522584e-07,0.0
1807,3.7010417486271763e-07,0.0
1808,3.693700705298397e-07,2.2660739951163578e-09
1809,2.936739633696561e-07,0.0
1810,4.914266469313588e-07,0.0
1811,5.114436589792604e-07,1.0028307073639553e-08
1812,4.2141888911828573e-07,0.0
1813,6.211602112671244e-07,5.751483289628823e-09
1814,4.688548926878866e-07,0.0
1815,2.697223635550472e-07,0.0
1816,2.595716352971067e-07,0.0
1817,4.810738687410776e-07,0.0
1818,5.114185341881239e-07,0.0
1819,5.113418524160807e-07,0.0
1820,6.621496595471399e-07,0.0
1821,5.709801484954369e-07,0.0
1822,5.173217800802377e-07,0.0
1823,6.611517733290384e-07,0.0
1824,6.92215451181255e-07,0.0
1825,4.922242737848137e-07,0.0
1826,4.958895374329586e-07,0.0
1827,3.742212868473871e-07,0.0
1828,3.3020285172824515e-07,0.0
1829,3.0949166784921545e-07,0.0
1830,3.3084768347180216e-07,0.0
1831,3.1338325356955465e-07,0.0
1832,3.166012731981027e-07,0.0
1833,3.950017344322987e-07,0.0
1834,2.9217082442301034e-07,0.0
1835,3.1084292118066514e-07,0.0
1836,4.0929367628450564e-07,0.0
1837,3.1519246590505645e-07,0.0
1838,3.3265092724832357e-07,0.0
1839,2.9084537800372345e-07,0.0
1840,2.1211063483406178e-07,0.0
1841,2.6645275852388295e-07,0.0
1842,2.810762964600144e-07,0.0
1843,2.0378843146318104e-07,0.0
1844,2.069187559072816e-07,1.6465684371524958e-09
1845,1.8637960863543412e-07,0.0
1846,2.0900569097648258e-07,0.0
1847,1.7258315665458213e-07,0.0
1848,2.4055213998508407e-07,0.0
1849,2.1954066653506743e-07,0.0
1850,2.1521117332667927e-07,0.0
1851,2.128314804394904e-07,0.0
1852,1.7838894450505904e-07,0.0
1853,2.591818315522687e-07,0.0
1854,2.2341356498145615e-07,0.0
1855,2.855132095191948e-07,5.306937111981824e-10
1856,2.3090264278380346e-07,0.0
1857,2.6116074991477944e-07,0.0
1858,2.0700250047411828e-07,0.0
1859,2.6530221930443076e-07,0.0
1860,2.0643099674089171e-07,0.0
1861,2.2023550627636723e-07,1.4147891747029462e-09
1862,2.2183311898515967e-07,0.0
1863,2.1227138802260015e-07,0.0
1864,2.3398271764563106e-07,0.0
1865,1.953340387217395e-07,0.0
1866,2.0143637868841324e-07,0.0
1867,1.5626052629613696e-07,0.0
1868,2.252582618211818e-07,0.0
1869,2.4515264840374584e-07,0.0
1870,1.651406051905724e-07,0.0
1871,1.9861602140736068e-07,0.0
1872,1.614639586478006e-07,0.0
1873,1.8137593826850207e-07,0.0
1874,1.8760272268991685e-07,0.0
1875,2.60329471757359e-07,2.2886108563824337e-09
1876,2.2370254271208978e-07,0.0
1877,2.2636426422195655e-07,0.0
1878,1.8117266620265582e-07,0.0
1879,2.1016079188029835e-07,0.0
1880,2.5350493615405867e-07,0.0
1881,1.994137193150891e-07,0.0
1882,1.597292396127159e-07,0.0
1883,1.6493474674916797e-07,0.0
1884,1.5646021722659498e-07,0.0
1885,1.7596585166756995e-07,0.0
1886,1.5101105077519605e-07,0.0
1887,1.4885948473875033e-07,5.223139698529167e-09
1888,1.572472427824323e-07,6.340614699951175e-10
1889,1.4535116577008012e-07,0.0
1890,1.291214175580535e-07,0.0
1891,1.338586201882208e-07,2.5496880162734215e-09
1892,1.4417578597658576e-07,0.0
1893,1.0284555429507236e-07,0.0
1894,1.1972925051395578e-07,0.0
1895,1.3842813473274873e-07,0.0
1896,1.1263325205845831e-07,0.0
1897,6.75898803592645e-08,0.0
1898,1.0524539817424738e-07,1.13167097914868e-09
1899,1.111043275159318e-07,5.527578395003729e-10
1900,1.0226374769217728e-07,0.0
1901,1.0786266102513764e-07,0.0
1902,1.0066082012372135e-07,3.928227076954727e-09
1903,1.62546626825133e-07,0.0
1904,9.781818022247535e-08,1.0749250378694342e-09
1905,1.1405277433595984e-07,1.5482277682110634e-09
1906,1.04941364043043e-07,0.0
1907,1.0594257560114784e-07,5.142843373384665e-10
1908,1.0313917186977051e-07,0.0
1909,1.4852655283448257e-07,0.0
1910,1.282596144847048e-07,3.740905363258662e-09
1911,1.2981712416149094e-07,0.0
1912,1.7868315183022787e-07,0.0
1913,1.219687675302339e-07,0.0
1914,1.1317496984020181e-07,0.0
1915,8.246533411693235e-08,3.062998032987707e-08
1916,8.570220444426013e-08,7.69122365795738e-09
1917,1.0637431557825039e-07,0.0
1918,9.533692235663693e-08,0.0
1919,1.2246438529928128e-07,0.0
1920,1.309996093823429e-07,0.0
1921,1.2419306472111202e-07,0.0
1922,1.541988581266196e-07,1.4755870969551665e-09
1923,1.3800732290292217e-07,0.0
1924,1.6243447475972062e-07,2.578324886925998e-09
1925,1.3967685674742825e-07,0.0
1926,1.393267297089551e-07,6.687683296036084e-09
1927,1.572040702058075e-07,0.0
1928,1.1426040913420366e-07,1.1426041224282812e-09
1929,1.325708325339292e-07,0.0
1930,1.2184180775420828e-07,0.0
1931,9.466445760608622e-08,2.2810713318222042e-09
1932,1.216508564994001e-07,1.0959536611565568e-09
1933,8.144170493551428e-08,2.2941324395731044e-09
1934,1.1382500986201194e-07,0.0
1935,1.077145554972958e-07,1.196828414151696e-09
1936,1.3215938565735996e-07,4.849885826274658e-09
1937,5.5400921183945684e-08,5.0364472592434595e-09
1938,1.0761127811065307e-07,1.2965214457594243e-09
1939,1.2541121918729914e-07,9.176430282309411e-09
1940,8.114505334333444e-08,7.607348528892999e-09
1941,1.3576911328527785e-07,0.0
1942,8.49579322448335e-08,0.0
1943,8.129058670647282e-08,0.0
1944,1.799384250489311e-07,0.0
1945,7.406913482554955e-08,0.0
1946,1.0719250553847814e-07,1.1136883415474585e-08
1947,1.3232167361820757e-07,0.0
1948,8.262635020628295e-08,5.435944139264848e-09
1949,7.755436826073492e-08,9.817008317369869e-10
1950,1.0954422435816014e-07,1.0635361480382244e-09
1951,1.247384062708079e-07,1.0661401761424827e-09
1952,7.592258555177978e-08,3.1634410646574906e-09
1953,9.265491485166422e-08,1.0773827385790469e-09
1954,1.1140691213995524e-07,3.9090144454689835e-09
1955,8.447047150639264e-08,1.0324168187025862e-08
1956,8.023449993288523e-08,7.849027205963921e-09
1957,8.039884136223918e-08,7.951533653738352e-09
1958,1.2739255339511146e-07,4.1361216673863055e-09
1959,6.123090656728891e-08,4.650448914844674e-09
1960,1.1696208446210221e-07,4.152500121534786e-09
1961,9.241051657227217e-08,6.948159270159238e-10
1962,8.371382165250907e-08,3.805173953708163e-09
1963,1.2414821526363085e-07,0.0
1964,1.3445570345993474e-07,6.083968329129164e-10
1965,1.1436570446221594e-07,0.0
1966,8.917910321315503e-08,1.1078149508847446e-09
1967,1.3163996470666461e-07,9.860671168482327e-10
1968,1.612418287777473e-07,0.0
1969,9.719362026316958e-08,1.3625273131978588e-09
1970,1.0485093326906281e-07,0.0
1971,1.258907360579542e-07,0.0
1972,8.567345588517128e-08,0.0
1973,5.402939606824475e-08,5.513203782392395e-10
1974,6.356896165016224e-08,5.625571675160757e-10
1975,7.13935008889166e-08,2.2845920710778955e-09
1976,5.999203267492703e-08,0.0
1977,3.937443793233797e-08,5.876781838942691e-10
1978,5.405938097169383e-08,5.346532105932056e-09
1979,5.910493072747158e-08,0.0
1980,5.571447658780926e-08,5.685150683554241e-10
1981,6.641827354769703e-08,1.8976649140967083e-09
1982,5.959202198368985e-08,0.0
1983,4.9890996223211914e-08,6.315316047889041e-10
1984,5.9149886766363124e-08,0.0
1985,4.331201708396293e-08,0.0
1986,4.136195030923773e-08,0.0
1987,6.355249837497468e-08,0.0
1988,5.217001941559829e-08,0.0
1989,4.006329135108899e-08,1.0976244357863152e-09
1990,4.6858399826987807e-08,0.0
1991,6.50622666853451e-08,5.861465202094962e-10
1992,4.1324582866764104e-08,0.0
1993,5.096070765375771e-08,5.539207426075166e-10
1994,4.6946848186735224e-08,0.0
1995,6.669614549537073e-08,0.0
1996,4.6441403611652277e-08,1.6014276571496566e-09
1997,4.842843281949172e-08,9.58978896292706e-10
1998,6.198568058835008e-08,0.0
1999,5.529943436499707e-08,4.570201161957499e-10
2000,4.550572541006659e-08,4.4180314962005696e-10
2001,4.337399772680328e-08,1.3143635069212678e-09
2002,5.739400066318012e-08,4.38122149670761e-10
2003,4.2502612984662846e-08,8.333845835650777e-10
2004,3.876216325693349e-08,1.7619165015858584e-09
2005,4.548786947111694e-08,4.5037495954858286e-10
2006,2.594270576139479e-08,0.0
2007,6.351222481271179e-08,0.0
2008,3.874270149140102e-08,1.2772318758180745e-09
2009,3.337734710839868e-08,0.0
2010,3.873510223684207e-08,2.3618964561933353e-09
2011,2.332622983658439e-08,7.64794394481072e-10
2012,4.085103100237575e-08,6.808505426114664e-10
2013,4.295252509223246e-08,1.1156500168141292e-09
2014,3.789529046116513e-08,4.330890368553497e-10
2015,4.787802865280355e-08,2.2165753954528356e-10
2016,8.699628040176322e-08,2.0713400439298368e-10
2017,1.6603035390971854e-08,7.54683426862357e-10
2018,3.614053412093199e-08,1.290733298020541e-09
2019,4.61728788536675e-08,2.55098775436835e-10
