year,petits_ADJ ans_NOUN,petits_ADJ champs_NOUN
1800,0.0,7.86041156608519e-08
1801,4.7623651688866175e-09,9.28661236798689e-08
1802,0.0,8.280008501060365e-08
1803,0.0,5.655983770225248e-08
1804,0.0,5.932442159739537e-08
1805,0.0,1.2792949455331382e-07
1806,0.0,6.916005901302924e-08
1807,0.0,9.39495183871486e-08
1808,0.0,9.064296024874352e-08
1809,0.0,7.906606613872214e-08
1810,2.3401267590372754e-09,4.680253340438867e-08
1811,0.0,4.763445815569867e-08
1812,0.0,2.9339290108509886e-08
1813,0.0,8.627224934443234e-09
1814,0.0,5.664018853934749e-08
1815,0.0,2.4275012222574333e-08
1816,0.0,8.111613958305952e-08
1817,1.556873407970727e-09,9.185552851675993e-08
1818,0.0,3.576353191370174e-08
1819,0.0,3.726378139390363e-08
1820,0.0,4.034603495739475e-08
1821,0.0,2.5639869782878577e-08
1822,0.0,7.318699601910339e-08
1823,0.0,4.150728605267773e-08
1824,0.0,4.968456490672679e-08
1825,0.0,5.0191025557921876e-08
1826,0.0,4.932471142637951e-08
1827,0.0,7.189473316682182e-08
1828,0.0,6.695779575238703e-08
1829,8.57317605795771e-10,5.57256459865485e-08
1830,0.0,1.3672254972618703e-07
1831,0.0,5.76874619184764e-08
1832,0.0,3.5177919244233635e-08
1833,0.0,8.108539673035153e-08
1834,0.0,1.0081293089214682e-07
1835,0.0,1.2100940693926532e-07
1836,2.688300027031687e-09,8.804182316524134e-08
1837,0.0,4.8705236954660336e-08
1838,1.2624323808552163e-09,7.953323777343257e-08
1839,6.9914751765765e-10,6.362242332969004e-08
1840,0.0,6.242294992020447e-08
1841,6.420548537278137e-10,9.630823116779652e-08
1842,6.708265054555795e-10,4.226206984370151e-08
1843,0.0,8.033398846141182e-08
1844,1.097712254427563e-09,7.519328626415245e-08
1845,5.580227946389016e-10,5.636030353528554e-08
1846,0.0,6.674131514117221e-08
1847,0.0,4.5842402762730217e-08
1848,0.0,5.712107498112573e-08
1849,8.379414939696517e-10,6.871120383777907e-08
1850,0.0,9.504594178366688e-08
1851,0.0,6.513933215046563e-08
1852,0.0,5.6641745960206435e-08
1853,5.971931837933653e-10,6.151089726458281e-08
1854,0.0,5.091751265062783e-08
1855,0.0,5.306937111981824e-08
1856,0.0,5.643136419264394e-08
1857,0.0,4.637433548282388e-08
1858,4.893676019968041e-10,6.655399564792219e-08
1859,0.0,9.52236403062301e-08
1860,0.0,8.650877436622295e-08
1861,0.0,8.583053778821181e-08
1862,0.0,6.099281457672134e-08
1863,0.0,9.289994684635872e-08
1864,9.589455896019672e-10,4.9385699418813545e-08
1865,0.0,4.42443357506761e-08
1866,0.0,7.736324320051224e-08
1867,4.85281148598915e-10,9.705622616706933e-08
1868,0.0,6.273639807652387e-08
1869,0.0,7.227608622706327e-08
1870,0.0,5.2753250656678574e-08
1871,1.0621177271019633e-09,7.64724736868061e-08
1872,0.0,6.470652968992852e-08
1873,0.0,1.0355787427585028e-07
1874,0.0,6.990292877873117e-08
1875,0.0,8.982797328194181e-08
1876,6.04601479992084e-10,8.343500601526443e-08
1877,0.0,7.236234722540758e-08
1878,0.0,1.0085277768467904e-07
1879,0.0,6.598071022878571e-08
1880,6.417846254436199e-10,6.67456026004487e-08
1881,0.0,5.9266315410866355e-08
1882,0.0,8.585447131004287e-08
1883,0.0,4.044376922252013e-08
1884,6.601696966868076e-10,7.261866752372725e-08
1885,0.0,6.703461252755005e-08
1886,6.453463874400711e-10,1.2261581017192213e-07
1887,0.0,1.5995865254581076e-07
1888,0.0,6.784458062014664e-08
1889,0.0,9.209751161698421e-08
1890,6.554386478008212e-10,1.081473750552675e-07
1891,6.374220040683554e-10,6.055508927627073e-08
1892,6.268512375839919e-10,6.832678711710116e-08
1893,0.0,1.0222971313922358e-07
1894,0.0,9.767385877879065e-08
1895,0.0,8.426060427169091e-08
1896,1.179405795248556e-09,1.0732592631290672e-07
1897,0.0,1.188649600969427e-07
1898,5.6583548957434e-10,7.41244472468594e-08
1899,0.0,1.0004917072592434e-07
1900,1.5573159428683425e-09,1.0953121876156047e-07
1901,0.0,8.327220912818234e-08
1902,0.0,7.8073515652477e-08
1903,1.0800440541913758e-09,1.1070451244599155e-07
1904,0.0,1.1017981904615226e-07
1905,0.0,1.0321518023603815e-07
1906,5.144184522798412e-10,1.1162880725335e-07
1907,5.142843373384665e-10,1.0182829640603686e-07
1908,9.822778146428846e-10,1.635492621332446e-07
1909,0.0,1.2102163648997077e-07
1910,0.0,1.1436482594273656e-07
1911,0.0,1.665277111762009e-07
1912,1.5628263128064646e-09,1.807669232078979e-07
1913,5.30298971401777e-10,7.530245604847607e-08
1914,0.0,8.638799597893154e-08
1915,0.0,9.306802040143225e-08
1916,0.0,9.339342810221751e-08
1917,1.0966424435210342e-09,1.4914337076454842e-07
1918,0.0,1.5047152412961395e-07
1919,0.0,8.010828317361884e-08
1920,7.572231730534895e-10,1.0525401972216741e-07
1921,7.572747429129834e-10,1.3025125156218564e-07
1922,0.0,1.475587030341785e-07
1923,0.0,1.4968487471733738e-07
1924,0.0,1.3407289833899938e-07
1925,0.0,1.1328123572518223e-07
1926,1.1146138456652466e-09,1.5270209952067404e-07
1927,0.0,1.7504282523450598e-07
1928,0.0,8.226749392825639e-08
1929,1.1140406375176326e-09,1.0249173953980062e-07
1930,0.0,1.323453991952661e-07
1931,0.0,1.1177249703564485e-07
1932,0.0,1.490497012479608e-07
1933,1.1470662197865522e-09,1.3764794459802943e-07
1934,0.0,2.0368686470817465e-07
1935,2.393656828303392e-09,1.4481623900053364e-07
1936,0.0,1.3822174027566803e-07
1937,1.2591118148108649e-09,1.485751965901727e-07
1938,0.0,1.2187301834387654e-07
1939,0.0,2.2023432144635535e-07
1940,0.0,1.5721853485750614e-07
1941,0.0,1.6233263977483148e-07
1942,0.0,2.3363430545764174e-07
1943,0.0,1.8580705329895864e-07
1944,0.0,1.895779853100521e-07
1945,0.0,1.0238969139209075e-07
1946,0.0,1.9489546598805418e-07
1947,1.1920870957027319e-09,1.525871489160835e-07
1948,1.0871887834440486e-09,1.6090393883949616e-07
1949,0.0,1.9241336857156455e-07
1950,0.0,1.7441992117284144e-07
1951,0.0,1.3539980003862695e-07
1952,0.0,1.782071876732516e-07
1953,0.0,1.7669076457504929e-07
1954,9.772536113672459e-10,2.0913227793961653e-07
1955,0.0,2.299473988998102e-07
1956,0.0,2.363429378871018e-07
1957,0.0,1.307585535403888e-07
1958,8.272243445794913e-10,1.910888189349258e-07
1959,0.0,1.278873353882659e-07
1960,6.920833350854139e-10,1.4464541409076048e-07
1961,0.0,1.8551584862747106e-07
1962,1.2683912808952869e-09,1.636224767342931e-07
1963,0.0,1.7135041119331618e-07
1964,0.0,1.7521829270839007e-07
1965,5.472043373977442e-10,2.2325936521738754e-07
1966,1.6617224263271169e-09,8.696347664205462e-08
1967,0.0,1.2325839487958845e-07
1968,0.0,1.549538498624159e-07
1969,0.0,1.1581482250999642e-07
1970,0.0,1.0255156654426223e-07
1971,0.0,1.1510010466952991e-07
1972,0.0,1.0568102765118326e-07
1973,0.0,1.0861011490170824e-07
1974,0.0,1.0632330660342859e-07
1975,0.0,1.1879878591969373e-07
1976,5.713526873840635e-10,1.2055541598332553e-07
1977,0.0,1.087204628547056e-07
1978,2.970295565063452e-09,8.673263440783785e-08
1979,5.851973350345929e-10,1.1586907089355947e-07
1980,0.0,1.1029192076295047e-07
1981,0.0,1.1512500297516937e-07
1982,0.0,9.000878486986608e-08
1983,0.0,9.662433242407786e-08
1984,5.799008495621649e-10,1.1250076381585927e-07
1985,6.015558051686298e-10,1.1429560486941881e-07
1986,1.1988970927134801e-09,8.692003589105823e-08
1987,6.110816852533674e-10,9.34954954567857e-08
1988,5.996553809062277e-10,7.195864476505776e-08
1989,5.488122178931576e-10,8.23218309076168e-08
1990,5.44865097484859e-10,7.682598113234462e-08
1991,1.7584396161396398e-09,7.50267542537486e-08
1992,0.0,7.603722962379322e-08
1993,5.539207426075166e-10,1.0302925856908729e-07
1994,5.274926606624319e-10,7.965139253718334e-08
1995,1.0844901643380922e-09,5.8562467819545105e-08
1996,0.0,7.846995719873462e-08
1997,0.0,8.007473939475318e-08
1998,0.0,6.341611613613907e-08
1999,4.570201161957499e-10,7.175216087951242e-08
2000,0.0,6.008522934752847e-08
2001,0.0,6.922314410573449e-08
2002,4.38122149670761e-10,6.790893614105897e-08
2003,4.1669229178253886e-10,8.458853245629783e-08
2004,4.404791253964646e-10,7.003617952250352e-08
2005,4.5037495954858286e-10,9.77313669991986e-08
2006,1.2353669198716943e-09,6.918054712423682e-08
2007,0.0,5.9118296757976196e-08
2008,8.514879357157668e-10,6.726754847585781e-08
2009,4.76819250749827e-10,8.392018946423718e-08
2010,9.447586046817946e-10,7.180165728648547e-08
2011,0.0,5.353560880716479e-08
2012,3.404252713057332e-10,6.399995411410231e-08
2013,2.789125042035323e-10,6.052401402278917e-08
2014,1.0827225782605865e-09,7.167623908288512e-08
2015,0.0,6.00691908714257e-08
2016,2.0713399884186856e-09,5.7997522479036334e-08
2017,2.515611330355938e-10,5.68528151501102e-08
2018,0.0,6.453666800965152e-08
2019,1.02039510174734e-09,5.6887028143659535e-08
