year,les_DET oies_NOUN,les_DET choix_NOUN
1939,4.863508173968967e-07,4.0529235434405564e-07
1940,3.52473818132637e-07,5.19835502643673e-07
1941,1.345885138448466e-06,4.161618605280637e-07
1942,5.006449459443729e-07,4.733370317921981e-07
1943,6.532279093196536e-07,4.296788223001613e-07
1944,4.530592363494179e-07,2.7954719428180397e-07
1945,4.6837837075486277e-07,4.5748586430249816e-07
1946,4.705333092047681e-07,5.512757184078509e-07
1947,3.7193117963241207e-07,4.374959559072522e-07
1948,5.175018493730477e-07,5.359840642427116e-07
1949,3.16107669373622e-07,1.3871432571477271e-06
1950,4.094614123317797e-07,4.828454223115841e-07
1951,4.040671335303614e-07,5.522606159047427e-07
1952,4.112473401818306e-07,6.537778673987305e-07
1953,3.8247087186249473e-07,7.423166934472647e-07
1954,4.3780963210338086e-07,1.1414322713676484e-06
1955,3.144178606362402e-07,7.527257395167908e-07
1956,3.1657744337110216e-07,8.686257046974788e-07
1957,3.454499761801344e-07,7.439101779027624e-07
1958,4.309838868010729e-07,1.1208889958425061e-06
1959,6.960171283765249e-07,1.154086305632518e-06
1960,4.429333402278246e-07,1.0173624858111907e-06
1961,4.2383771337028975e-07,1.3528066489243429e-06
1962,3.640283017247725e-07,1.4332821223206338e-06
1963,3.633921794587991e-07,1.7264361815705342e-06
1964,3.814648197320025e-07,1.7102035059224363e-06
1965,3.2175616215823766e-07,1.7893581798489322e-06
1966,3.5505469142549373e-07,2.1192499559674616e-06
1967,3.3033247959224354e-07,2.0480613613926835e-06
1968,3.876091891896749e-07,2.434796641637149e-06
1969,5.173062227470382e-07,2.796360320189706e-06
1970,3.3386743991670187e-07,2.99239044920796e-06
1971,3.2834358609790115e-07,3.190944937614404e-06
1972,3.303814661848037e-07,3.3489598081359873e-06
1973,2.84481314949403e-07,3.456778699728602e-06
1974,3.200950375870093e-07,3.890645302817575e-06
1975,2.918566441856285e-07,4.047154902764305e-06
1976,2.7653470180410977e-07,4.363991934042133e-06
1977,3.7846475819947045e-07,4.714354304269364e-06
1978,4.829700692710048e-07,4.411483246258285e-06
1979,3.388292570960516e-07,4.8097367084665166e-06
1980,3.54753392883822e-07,4.760745071052952e-06
1981,3.554958780682682e-07,5.587358145930921e-06
1982,3.401711134998209e-07,5.757458609423338e-06
1983,3.5555230404327176e-07,6.2850027120475715e-06
1984,3.815747575686146e-07,5.874395753835415e-06
1985,3.332619105123058e-07,6.341601249459927e-06
1986,3.2909725256047295e-07,6.21807959078069e-06
1987,3.7337091995937044e-07,6.469521849794546e-06
1988,3.4240321689082975e-07,6.700549249671894e-06
1989,3.1227413765932965e-07,6.534158444537752e-06
1990,3.154768948299136e-07,6.7072895149067335e-06
1991,3.950627576188026e-07,7.235392672555463e-06
1992,3.845941041191736e-07,7.301226844447228e-06
1993,3.788817872774075e-07,7.661277606985095e-06
1994,3.8559713733121725e-07,7.687677793910552e-06
1995,3.3185399583857134e-07,7.869060596021882e-06
1996,3.763354907704297e-07,8.202512276511698e-06
1997,4.1331989386605983e-07,8.585737987232278e-06
1998,3.943242976589545e-07,8.678471544953936e-06
1999,3.934943126893131e-07,8.685667694408039e-06
2000,3.088204154622076e-07,9.056081012204231e-06
2001,4.359305627588128e-07,8.763299661040946e-06
2002,4.714194483668166e-07,8.848753054735425e-06
2003,3.7752320558581687e-07,9.373493185194093e-06
2004,3.255140867963746e-07,9.520515732219792e-06
2005,3.5804809073169963e-07,9.752419714459393e-06
2006,3.446673750850948e-07,9.52138509546785e-06
2007,3.4592192310611836e-07,8.994369864012697e-06
2008,3.533675041467177e-07,8.640473879495403e-06
2009,4.0672683043752045e-07,8.448760240753472e-06
2010,3.561739898572114e-07,8.453699820165639e-06
2011,7.32673059999911e-07,7.3902082249333034e-06
2012,4.592336786402029e-07,6.195058915636764e-06
2013,5.667502041006856e-07,6.1896265037830744e-06
2014,5.31833337813481e-07,5.273292231322557e-06
2015,5.257716888529274e-07,5.210725419146911e-06
2016,7.146123239820668e-07,4.931860587475967e-06
2017,4.170883656229307e-07,5.476485739563941e-06
2018,4.773131925261964e-07,5.2599964419641765e-06
2019,5.255034762896571e-07,5.1029958285653265e-06
