year,pas_ADV eu_VERB,pas_ADV chu_VERB
1800,2.0210689399391413e-05,0.0
1801,2.2166428607306443e-05,0.0
1802,2.083876825054176e-05,0.0
1803,1.9162082026014104e-05,0.0
1804,2.4147511794581078e-05,0.0
1805,2.196407331211958e-05,0.0
1806,2.296978527738247e-05,2.881669125542885e-09
1807,2.6012628950411454e-05,0.0
1808,2.215087260992732e-05,0.0
1809,2.2766509573557414e-05,0.0
1810,2.537633372412529e-05,0.0
1811,2.044521170319058e-05,0.0
1812,2.512510218366515e-05,0.0
1813,2.4501317966496572e-05,0.0
1814,2.291724922542926e-05,0.0
1815,2.3665439584874548e-05,0.0
1816,2.2508569600176997e-05,0.0
1817,2.2201014871825464e-05,0.0
1818,2.2368896679836325e-05,0.0
1819,2.2470059775514528e-05,0.0
1820,2.3604803573107347e-05,0.0
1821,2.441605829517357e-05,0.0
1822,2.275012775498908e-05,0.0
1823,2.273709833389148e-05,9.882686891060644e-10
1824,2.192099782405421e-05,0.0
1825,2.2650241589872167e-05,0.0
1826,2.1821781047037803e-05,0.0
1827,2.4740082153584808e-05,9.217273055917019e-10
1828,2.553660306148231e-05,0.0
1829,2.551805846451316e-05,0.0
1830,2.533228871470783e-05,0.0
1831,2.6118388632312417e-05,0.0
1832,2.672980735951569e-05,0.0
1833,2.3818256522645243e-05,0.0
1834,2.4819584723445587e-05,0.0
1835,2.3432714442606084e-05,0.0
1836,2.2404292394639924e-05,0.0
1837,2.3403561499435455e-05,0.0
1838,2.2798265490564518e-05,0.0
1839,2.3339642211794853e-05,6.9914751765765e-10
1840,2.4296539777424186e-05,6.369688665408546e-10
1841,2.450209649396129e-05,0.0
1842,2.4369785023736767e-05,6.708265054555795e-10
1843,2.3371874704025686e-05,5.906911071384968e-10
1844,2.384340768912807e-05,0.0
1845,2.402567224635277e-05,0.0
1846,2.443903031235095e-05,5.854501328173001e-10
1847,2.4589324311818928e-05,0.0
1848,2.550013414293062e-05,0.0
1849,2.829728509823326e-05,0.0
1850,2.563253292464651e-05,0.0
1851,2.5477862436673604e-05,0.0
1852,2.4818849851726554e-05,0.0
1853,2.3702597900410183e-05,5.971931837933653e-10
1854,2.4187896997318603e-05,0.0
1855,2.4087656129267998e-05,0.0
1856,2.4798737285891548e-05,0.0
1857,2.434701491438318e-05,4.881509085841174e-10
1858,2.5688374080345966e-05,0.0
1859,2.5129875211860053e-05,5.092173349652285e-10
1860,2.4018314434215426e-05,0.0
1861,2.4906890757847577e-05,0.0
1862,2.463386772433296e-05,0.0
1863,2.477481757523492e-05,0.0
1864,2.532575308578089e-05,3.3563094525845827e-09
1865,2.5237157387891784e-05,0.0
1866,2.4979570298455656e-05,0.0
1867,2.5342351364088245e-05,0.0
1868,2.45813080255175e-05,0.0
1869,2.582746856205631e-05,0.0
1870,2.4851367925293744e-05,5.734048791339319e-10
1871,2.818754182953853e-05,0.0
1872,2.734183544816915e-05,6.047339295989218e-10
1873,2.6412048100610264e-05,0.0
1874,2.6748923119157553e-05,0.0
1875,2.5674780772533268e-05,0.0
1876,2.497850618965458e-05,0.0
1877,2.4468368792440742e-05,0.0
1878,2.4206479793065228e-05,0.0
1879,2.5364695829921402e-05,0.0
1880,2.4315293558174744e-05,3.2089231272180996e-09
1881,2.434241832816042e-05,0.0
1882,2.5305771487182938e-05,0.0
1883,2.4984770789160393e-05,0.0
1884,2.4729957658564672e-05,6.601696966868076e-10
1885,2.518438850529492e-05,0.0
1886,2.3946868168422952e-05,0.0
1887,2.5392946554347873e-05,6.528924623161458e-10
1888,2.525276613596361e-05,0.0
1889,2.504175245121587e-05,0.0
1890,2.6125129807041958e-05,0.0
1891,2.4647833924973384e-05,0.0
1892,2.4835846488713287e-05,0.0
1893,2.5230416213162243e-05,0.0
1894,2.5523755539325066e-05,6.301539290376468e-10
1895,2.457400296407286e-05,0.0
1896,2.4874258087947965e-05,0.0
1897,2.4384213247685693e-05,1.1653427112179315e-09
1898,2.5205141355399974e-05,0.0
1899,2.5254952561226673e-05,0.0
1900,2.3609429263160564e-05,0.0
1901,2.4198121536755934e-05,5.588738916095792e-10
1902,2.1113239199621603e-05,0.0
1903,2.3992639398784377e-05,1.6200660812870638e-09
1904,2.376928023295477e-05,0.0
1905,2.4114162442856468e-05,0.0
1906,2.3862328816903755e-05,0.0
1907,2.3410737412632443e-05,5.142843373384665e-10
1908,2.4200870029744692e-05,9.822778146428846e-10
1909,2.4386410586885177e-05,0.0
1910,2.4151286197593436e-05,5.344150677544235e-10
1911,2.340858191018924e-05,0.0
1912,2.350334580114577e-05,0.0
1913,2.2921642084838822e-05,0.0
1914,2.4128366931108758e-05,0.0
1915,2.7030957426177338e-05,1.1780761921542648e-09
1916,2.694015893212054e-05,1.0987462051303964e-09
1917,2.6286519641871564e-05,4.386569774084137e-09
1918,2.4879491320461966e-05,1.1486376294556067e-09
1919,2.4569302695454098e-05,0.0
1920,2.3614004021510482e-05,1.514446346106979e-09
1921,2.3516409783042036e-05,0.0
1922,2.3708995286142454e-05,7.377935484775833e-10
1923,2.3796708774170838e-05,0.0
1924,2.4705508621991612e-05,0.0
1925,2.3816553948563524e-05,1.0998177923937646e-09
1926,2.268685057060793e-05,0.0
1927,2.4869461412890814e-05,1.1149224876660924e-09
1928,2.3196005713543855e-05,0.0
1929,2.3902855900814757e-05,1.1140406375176326e-09
1930,2.3310647520702332e-05,0.0
1931,2.3117518139770254e-05,2.2810713318222042e-09
1932,2.271363882755395e-05,1.0959536611565568e-09
1933,2.2199172235559672e-05,1.1470662197865522e-09
1934,2.14949541259557e-05,0.0
1935,2.1290381482685916e-05,0.0
1936,2.128736196027603e-05,0.0
1937,2.184936784033198e-05,1.2591118148108649e-09
1938,2.0969937395420857e-05,0.0
1939,2.1348965674405918e-05,0.0
1940,1.9761357179959305e-05,0.0
1941,2.0935007341904566e-05,0.0
1942,2.124251659552101e-05,9.102635090130207e-09
1943,2.1359101083362475e-05,8.709705845433291e-09
1944,2.2498728867503814e-05,0.0
1945,2.395918818365317e-05,4.357008087652048e-09
1946,2.3086759028956294e-05,0.0
1947,2.409446460660547e-05,5.960435700558264e-09
1948,2.156873779313173e-05,0.0
1949,2.0943605704815127e-05,9.817008317369869e-10
1950,2.17429333133623e-05,0.0
1951,2.2511549104820006e-05,0.0
1952,2.1100153389852494e-05,0.0
1953,2.1344028937164694e-05,0.0
1954,2.290878001076635e-05,0.0
1955,2.1391677364590578e-05,1.8771215692936494e-09
1956,2.145139114873018e-05,0.0
1957,2.04221887543099e-05,3.534015080575159e-09
1958,2.082537321257405e-05,0.0
1959,2.0315485016908497e-05,7.750747821333448e-10
1960,2.063515603367705e-05,6.920833350854139e-10
1961,2.09084009838989e-05,1.3896318540318475e-09
1962,2.077942008327227e-05,6.341956404476434e-10
1963,1.978482941922266e-05,1.939815863494232e-09
1964,2.1115629351697862e-05,0.0
1965,1.994997546717059e-05,5.472043373977442e-10
1966,2.039708851953037e-05,1.6617224263271169e-09
1967,2.0927302102791145e-05,4.930335584241163e-10
1968,2.0972665879526176e-05,1.7965663401398047e-09
1969,2.053419484582264e-05,4.5417578031781147e-10
1970,2.0312569176894613e-05,0.0
1971,1.9351718947291374e-05,0.0
1972,1.9020531908608973e-05,5.130146862875051e-10
1973,1.8959908629767597e-05,0.0
1974,1.8663959053810686e-05,2.2502286700643026e-09
1975,1.7639906218391843e-05,0.0
1976,1.8913488020189106e-05,0.0
1977,1.866348429757636e-05,0.0
1978,1.9030683688470162e-05,4.752473081737207e-09
1979,1.9392855392652564e-05,1.1703946700691858e-09
1980,1.9475621229503304e-05,1.1370301367108482e-09
1981,1.9886261725332588e-05,6.325549528618524e-10
1982,1.980503657250665e-05,3.7245013739806154e-09
1983,1.9389282897464e-05,6.315316047889041e-10
1984,1.980419438041281e-05,1.1598016991243298e-09
1985,1.9112028894596733e-05,3.609334831011779e-09
1986,2.1014267986174673e-05,2.3977941854269602e-09
1987,1.988154326681979e-05,1.8332451112712533e-09
1988,2.0351704733911902e-05,1.1993107618124554e-09
1989,2.106780266331043e-05,0.0
1990,1.981619789148681e-05,1.6345953479657283e-09
1991,2.0682180547737516e-05,1.7584396161396398e-09
1992,1.9746537873288617e-05,2.7549720282848966e-09
1993,2.0493405827437527e-05,1.1078414852150331e-09
1994,2.0406581825227477e-05,2.1099706426497278e-09
1995,2.0239298464730382e-05,0.0
1996,2.0586352547979914e-05,1.067618438099771e-09
1997,2.0445429981919006e-05,0.0
1998,2.0963556380593218e-05,3.814503379828693e-09
1999,2.029854840657208e-05,2.7421207526856506e-09
2000,1.9715465896297246e-05,8.836062992401139e-10
2001,1.9777666238951497e-05,8.762423564512289e-10
2002,2.0048908481840044e-05,1.3143663935011318e-09
2003,2.080669582937844e-05,0.0
2004,2.0349694750620984e-05,0.0
2005,1.985883318411652e-05,0.0
2006,2.0740164472954348e-05,2.0589450144825605e-09
2007,2.228320408903528e-05,1.1983438685803094e-09
2008,2.2800717488280497e-05,8.514879357157668e-10
2009,2.369410140090622e-05,4.76819250749827e-10
2010,2.7026710085920058e-05,9.447586046817946e-10
2011,2.6375082597951405e-05,7.64794394481072e-10
2012,3.016780647158157e-05,1.7021263287730903e-09
2013,3.1728530302643776e-05,2.2313000336282585e-09
2014,3.4291340853087604e-05,2.165445156521173e-09
2015,3.265813575126231e-05,1.7732603163622684e-09
2016,3.281499812146649e-05,6.214020409345267e-10
2017,3.3377633371856064e-05,2.0124890642847504e-09
2018,3.522798579069786e-05,1.5488800242380307e-09
2019,3.4485528885852545e-05,1.53059265262101e-09
