year,mes_DET aises_NOUN,mes_DET chaises_NOUN
1800,3.144164395507687e-08,2.829747991484055e-08
1801,2.6193008650921e-08,1.1905912700171939e-08
1802,2.9091921760482364e-08,0.0
1803,4.4857802805609026e-08,1.950339223455444e-09
1804,9.887403784603066e-09,4.943701892301533e-09
1805,1.9900143755080535e-08,0.0
1806,6.051504897186533e-08,0.0
1807,1.4234775136401367e-08,0.0
1808,2.039466551195801e-08,0.0
1809,2.9367397402779716e-08,0.0
1810,4.680253518074551e-09,2.3401267590372754e-09
1811,5.0141535368197765e-09,0.0
1812,1.600324850414836e-08,0.0
1813,1.7254450312975678e-08,1.150296680130225e-08
1814,9.440030979135372e-09,0.0
1815,1.0788894222457657e-08,0.0
1816,9.270415546325239e-09,0.0
1817,4.670620157298799e-08,0.0
1818,4.053200441944682e-08,0.0
1819,2.898294049202832e-08,5.175524897538253e-09
1820,4.746592452420373e-08,7.119888678630559e-09
1821,2.3667571014129862e-08,1.676452932031225e-08
1822,3.5089655625597516e-08,4.010246357211145e-09
1823,4.348382276475604e-08,3.95307486744656e-09
1824,5.3053010873327366e-08,1.6842225392110777e-09
1825,3.258013947515792e-08,8.805443041381977e-10
1826,2.9947145208097936e-08,7.92718590769681e-09
1827,1.3825909306319772e-08,4.6086365279585095e-09
1828,1.7427371545863934e-08,8.255071293206129e-09
1829,1.800366966620004e-08,7.715858174606183e-09
1830,1.982998831806526e-08,2.6092088933893365e-08
1831,5.9246584527272717e-08,1.2472964883158966e-08
1832,3.788391467196561e-08,8.117981842303834e-09
1833,1.50587169400751e-08,3.01174338801502e-08
1834,3.640467127752345e-08,1.213489042584115e-08
1835,4.0084366048631637e-08,2.7227116561334697e-08
1836,2.755507466645213e-08,1.4113575197427508e-08
1837,3.339787468803479e-08,3.478945576063097e-09
1838,2.0830134062066463e-08,1.4517972601879592e-08
1839,2.0974425751774106e-08,9.088918062616358e-09
1840,1.1465439264668476e-08,4.458782232319436e-09
1841,2.3113974734201292e-08,9.630822361827995e-09
1842,2.6162233268678392e-08,2.0124795163667386e-09
1843,3.1306630177141415e-08,1.063243981747064e-08
1844,2.4698525891153622e-08,8.78169825746511e-09
1845,3.2923345827384765e-08,5.022205318283568e-09
1846,2.5759806732139623e-08,2.3418005312692003e-09
1847,1.9954928376364478e-08,9.707802561820245e-09
1848,1.206783295515379e-08,7.24069959545659e-09
1849,1.1731181359664333e-08,3.3517659758786067e-09
1850,2.1045888587423178e-08,1.2220192857625989e-08
1851,1.805842941848823e-08,1.9348316282474798e-09
1852,2.799534470909748e-08,6.510545436100301e-09
1853,2.448492075757258e-08,2.388772735173461e-09
1854,1.8184826089395756e-08,4.1565315633818045e-09
1855,2.653468555990912e-08,9.021793090369101e-09
1856,2.4332790005132665e-08,7.248064815001953e-09
1857,2.147863931156735e-08,1.562082929673636e-08
1858,2.838332058274773e-08,4.893676019968041e-09
1859,3.4626779665813956e-08,9.165912029374113e-09
1860,2.9293977021893625e-08,9.612086321331148e-09
1861,2.6880993431177558e-08,9.431927239234028e-09
1862,2.84633134839396e-08,7.228778020618165e-09
1863,2.8469338886338846e-08,1.9978483312144135e-09
1864,1.821996598039277e-08,1.0068928579798353e-08
1865,3.0594488720225854e-08,2.8241067262513297e-09
1866,2.0435575009969398e-08,1.9462451650298362e-09
1867,2.523461972714358e-08,4.85281148598915e-09
1868,2.321740844024589e-08,2.4699371437009177e-09
1869,3.41846337903462e-08,8.30198221279943e-09
1870,1.8922360567330543e-08,4.587239033071455e-09
1871,5.3105884134652115e-09,0.0
1872,2.0560953828407946e-08,7.256807155187062e-09
1873,1.6760813181804224e-08,3.591602570907071e-09
1874,1.3144139998644278e-08,9.559374625212058e-09
1875,2.8607635371713513e-08,2.0597497651930752e-08
1876,4.5949711591219966e-08,6.04601479992084e-09
1877,2.535774612510977e-08,4.329371083855449e-09
1878,1.69094480639842e-08,1.268208649207736e-08
1879,2.077170613290491e-08,6.10932526790009e-09
1880,1.6044616302224313e-08,7.059630879879819e-09
1881,2.719277958362909e-08,9.064259565150223e-09
1882,1.9966154951589488e-08,3.3276925659464496e-09
1883,1.1374810426900694e-08,1.8958017378167824e-09
1884,2.442627788923346e-08,1.386356363042296e-08
1885,1.8047780159236027e-08,6.445635691854079e-10
1886,1.1616235084943582e-08,3.872078213618124e-09
1887,1.5016526688782506e-08,8.48760173255414e-09
1888,2.3460273723685532e-08,1.5851536971922542e-08
1889,2.255449160770695e-08,1.1903759755682586e-08
1890,1.1797895993481688e-08,8.520702365899524e-09
1891,2.358461337337303e-08,5.099376032546843e-09
1892,1.817868522380195e-08,3.1342561879199593e-09
1893,2.8328715373504565e-08,1.1700991287000306e-08
1894,3.150769600779313e-08,1.0082462864602348e-08
1895,2.1065151400989635e-08,1.2037228991346183e-08
1896,1.2383760683576384e-08,2.948514543632541e-09
1897,1.9228155068162778e-08,6.992056267307589e-09
1898,1.7540900287826844e-08,1.0185038590293516e-08
1899,1.6029977345510815e-08,3.3165470370022376e-09
1900,2.699347589896206e-08,6.22926377147337e-09
1901,1.2854099118442264e-08,5.58873880507349e-09
1902,1.6203935970793282e-08,4.910283846193408e-10
1903,1.7280704867062013e-08,3.2401321625741275e-09
1904,2.1498500757388683e-08,5.374625189347171e-09
1905,2.0126959654476195e-08,3.096455536422127e-09
1906,2.006231980544726e-08,4.115347618238729e-09
1907,1.697138252154673e-08,3.0857059130084963e-09
1908,9.331639461152008e-09,5.40252820258047e-09
1909,1.8153246017504898e-08,3.850688656825696e-09
1910,1.7101282168141552e-08,1.6032452032632705e-09
1911,1.755723388896513e-08,9.576673676292558e-09
1912,2.031674206648404e-08,1.0939784189645252e-08
1913,2.0681659052002033e-08,3.181793939432964e-09
1914,1.339348720819089e-08,6.696743604095445e-09
1915,4.712304768617059e-09,2.3561523843085297e-09
1916,7.69122365795738e-09,1.0987462051303964e-09
1917,7.676496771580332e-09,0.0
1918,1.4932290071101306e-08,1.1486376294556067e-09
1919,1.1970202606903513e-08,4.603924241841639e-09
1920,1.4387239843927091e-08,6.057785384427916e-09
1921,3.4077363153528495e-08,3.0290989716519334e-09
1922,2.2133805899215986e-08,7.377935595798135e-09
1923,2.653987074552333e-08,2.1231896241147297e-09
1924,2.707241186783449e-08,2.578324886925998e-09
1925,1.5397448649423495e-08,1.4297631523163545e-08
1926,2.0063049888108253e-08,7.802296586589819e-09
1927,2.2298449309232637e-08,1.2264147031260109e-08
1928,3.427812345080383e-08,6.8556245125250825e-09
1929,2.2280811862174232e-08,5.570202965543558e-09
1930,2.520864939015155e-08,6.30216201447098e-09
1931,2.737285598186645e-08,7.983749661377715e-09
1932,1.8631212128639163e-08,1.3151443600811774e-08
1933,1.8353059516584835e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,5.990790086229936e-09
1935,2.154291145473053e-08,1.196828414151696e-08
1936,7.274828739411987e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,2.852347158466273e-08,3.8895642262559704e-09
1939,1.988226472349197e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,3.5418032950929046e-08,1.1806010391524069e-08
1942,5.158160121254696e-08,6.068423541449874e-09
1943,4.3548528338988035e-08,1.1612940831184915e-08
1944,3.534504600111177e-08,3.2131861615880553e-09
1945,1.742803235060819e-08,2.178504132643866e-08
1946,2.0881657292193267e-08,2.7842208538686464e-09
1947,2.8610090296865565e-08,1.4305045370477387e-08
1948,4.67491183542279e-08,7.610321262063735e-09
1949,2.1597418964347526e-08,6.8719057111366055e-09
1950,1.808011518278363e-08,7.444753258312176e-09
1951,3.731490494374157e-08,2.1322803078760444e-08
1952,2.741649041126948e-08,1.0544804140977249e-08
1953,2.1547654327491728e-08,7.54167928107563e-09
1954,3.224936762080688e-08,3.9090144454689835e-09
1955,2.7218263198847126e-08,6.569925492527773e-09
1956,2.3547082506070183e-08,6.976913269340912e-09
1957,2.297109880089465e-08,0.0
1958,1.4890038535497752e-08,1.6544486669545222e-08
1959,1.9376869886400527e-08,7.750748043378053e-09
1960,3.114374891310945e-08,7.61291657491725e-09
1961,3.057190056665604e-08,4.16889545107324e-09
1962,1.77574772664002e-08,7.610347907416326e-09
1963,3.103705381590771e-08,7.1126584622049904e-09
1964,2.3727476872181796e-08,1.0951143103454797e-08
1965,1.91521518644322e-08,6.0192477668863376e-09
1966,1.8832853498906843e-08,8.308612464702492e-09
1967,2.1200442290592036e-08,8.381570326676524e-09
1968,2.2906220920049236e-08,5.838840494432063e-09
1969,1.4987801222332564e-08,7.266812429573832e-09
1970,1.839489982558007e-08,8.277704965919952e-09
1971,1.3873672877195986e-08,9.249115584530898e-09
1972,1.2312352026810913e-08,6.669190755204113e-09
1973,1.7090931336838366e-08,8.821126051827832e-09
1974,2.025205780853412e-08,9.563471847773286e-09
1975,2.056132863970106e-08,1.1422960355389478e-09
1976,2.285410793945175e-08,6.8562320265641574e-09
1977,1.880570188461661e-08,4.11374712072643e-09
1978,1.3069301196821925e-08,6.534650265344055e-09
1979,1.521513048885481e-08,1.404473559674102e-08
1980,1.989802811408481e-08,5.116635670709968e-09
1981,1.644642821929665e-08,6.958104314946922e-09
1982,1.6760255405756652e-08,2.483000915987077e-09
1983,1.9577479193344516e-08,3.789189739755727e-09
1984,1.797692661398287e-08,1.7397025486864948e-09
1985,1.2632671797518924e-08,6.617113745832626e-09
1986,1.7983456501724504e-08,4.7955883708539204e-09
1987,1.4054879038383206e-08,4.277571907795874e-09
1988,1.3192418713003917e-08,8.395175166153734e-09
1989,1.8110803523541108e-08,8.780995486290522e-09
1990,1.0897301727652575e-08,5.993515905799995e-09
1991,1.1136783939491579e-08,8.792197747631292e-09
1992,1.1019888113139586e-08,4.4079553340736766e-09
1993,2.1048988330107932e-08,7.200969598386564e-09
1994,1.2659823411809157e-08,5.802419433820205e-09
1995,2.4943274112843028e-08,1.0844901310314015e-08
1996,1.2811421257197253e-08,1.1209993822092201e-08
1997,1.7261619689179497e-08,4.794894259418925e-09
1998,1.5734826774860267e-08,8.582632937681467e-09
1999,1.5081663917726473e-08,2.7421207526856506e-09
2000,2.164835422036049e-08,5.3016377954406835e-09
2001,1.7524847351069184e-08,4.381211837767296e-09
2002,1.8839251936242363e-08,3.066854992184176e-09
2003,1.3750845795357236e-08,6.667076501987168e-09
2004,1.6738207264666016e-08,4.845270407116686e-09
2005,1.0808999029165989e-08,7.205999463799628e-09
2006,1.6471560115860484e-08,1.770692659164297e-08
2007,1.5977917655618512e-08,8.78785511027047e-09
2008,1.702975893635994e-08,4.257439734089985e-09
2009,2.2410505451375684e-08,8.582746957586096e-09
2010,2.7870378005445673e-08,8.0304479732618e-09
2011,3.21213633469597e-08,1.3001504761689375e-08
2012,4.8340389469103684e-08,1.634041379983131e-08
2013,5.4387939485422976e-08,2.1197350263957304e-08
2014,5.370304023699646e-08,2.100481905076279e-08
2015,4.8543000730205677e-08,1.9949179030920305e-08
2016,5.178350193091319e-08,2.1541937345048723e-08
2017,5.106690892375809e-08,2.087957420848774e-08
2018,6.892516069001431e-08,1.7553973663542166e-08
2019,6.122370876937566e-08,2.0407902090457952e-08
