year,anciens_ADJ ans_NOUN,anciens_ADJ champs_NOUN
1863,0.0,2.6471489888990618e-08
1864,0.0,4.8426752385921645e-08
1865,0.0,1.6003271208209213e-08
1866,0.0,2.9680239266305364e-08
1867,4.85281148598915e-10,2.135237053835226e-08
1868,4.93987406535723e-10,2.667531973088444e-08
1869,4.883519144627257e-10,1.5138909126299893e-08
1870,0.0,1.204150290590178e-08
1871,0.0,2.5490826116580934e-08
1872,0.0,2.8422495468305442e-08
1873,0.0,1.2570609775330865e-08
1874,5.974609140757536e-10,2.628828066342237e-08
1875,5.721527140956084e-10,2.1741803024610817e-08
1876,0.0,1.51150369998021e-08
1877,1.8554447978047506e-09,2.6594708657512456e-08
1878,0.0,4.589707280899802e-08
1879,0.0,3.054662689461196e-08
1880,0.0,2.4387815988902162e-08
1881,6.972507571312292e-10,1.8128519629900808e-08
1882,0.0,1.3976308999019693e-08
1883,6.319338941018771e-10,1.64302811356265e-08
1884,0.0,1.0562715146988921e-08
1885,0.0,2.0626034213933053e-08
1886,6.453463874400711e-10,1.161623497392128e-08
1887,6.528924623161458e-10,1.5016527132871715e-08
1888,6.340614699951175e-10,2.2192152115962926e-08
1889,0.0,3.007265592103181e-08
1890,0.0,9.176140736144589e-09
1891,0.0,1.5935549768641977e-08
1892,0.0,2.4447197599641868e-08
1893,6.158416554491453e-10,1.4164357908796887e-08
1894,0.0,2.0164926173293907e-08
1895,0.0,2.6481902892783182e-08
1896,0.0,1.6511681300013237e-08
1897,0.0,2.7385553380554484e-08
1898,0.0,2.8857610079313645e-08
1899,0.0,1.1055156790007459e-08
1900,0.0,3.166542383858939e-08
1901,0.0,2.2354955497849716e-08
1902,0.0,1.3257766440233354e-08
1903,0.0,2.430099144135056e-08
1904,0.0,3.547252536151291e-08
1905,0.0,2.0126961097766127e-08
1906,0.0,3.292277978017566e-08
1907,5.142843373384665e-10,1.2342823652033985e-08
1908,9.822778146428846e-10,2.5048085161571976e-08
1909,0.0,1.2102163715610459e-08
1910,0.0,1.2825961626106164e-08
1911,5.320374141248863e-10,2.766594575653869e-08
1912,0.0,1.614920641657136e-08
1913,1.060597942803554e-09,2.9166443482608884e-08
1914,6.696743715117748e-10,1.2054139020278853e-08
1915,0.0,4.476689596799588e-08
1916,1.0987462051303964e-09,5.273981784625903e-08
1917,0.0,4.0575770299255964e-08
1918,1.1486376294556067e-09,6.432370902587081e-08
1919,9.207848372660976e-10,6.261336615853708e-08
1920,0.0,3.180337238006814e-08
1921,0.0,5.14946840723951e-08
1922,0.0,3.098733003525922e-08
1923,4.246379248229459e-09,8.068120704862736e-08
1924,0.0,3.9964035636330664e-08
1925,0.0,2.4195992320841242e-08
1926,1.1146138456652466e-09,3.232380019202452e-08
1927,0.0,2.4528294950698637e-08
1928,0.0,3.085031252680892e-08
1929,0.0,3.78773812315103e-08
1930,0.0,4.411513643276521e-08
1931,0.0,5.018357018826691e-08
1932,0.0,5.2605777511871565e-08
1933,0.0,3.4411986149507356e-08
1934,0.0,5.751158305145054e-08
1935,0.0,5.38572777486479e-08
1936,0.0,2.5461901032031165e-08
1937,0.0,5.666003111137741e-08
1938,0.0,2.8523472250796544e-08
1939,0.0,3.8235125288110794e-08
1940,0.0,5.832300842278926e-08
1941,2.9515025978810172e-09,4.427253985639368e-08
1942,0.0,5.76500234217292e-08
1943,0.0,5.516146828199453e-08
1944,0.0,5.462416652335378e-08
1945,4.357008087652048e-09,9.585417748425584e-08
1946,1.3921104269343232e-09,4.872386583087973e-08
1947,0.0,4.053096236411591e-08
1948,0.0,6.740570213104036e-08
1949,0.0,9.718838489547466e-08
1950,0.0,4.8922664364070556e-08
1951,0.0,7.99605130996639e-08
1952,2.1089607837865287e-09,6.221434634134937e-08
1953,0.0,4.5250076685654506e-08
1954,0.0,6.743050162683062e-08
1955,0.0,3.848099083825218e-08
1956,0.0,5.407107650512444e-08
1957,8.835037701437898e-10,7.59813233441875e-08
1958,0.0,4.6324561964183886e-08
1959,0.0,3.177806517928872e-08
1960,0.0,3.668041514970355e-08
1961,0.0,5.975417138870398e-08
1962,0.0,5.136984526643573e-08
1963,0.0,4.6555584276575246e-08
1964,0.0,3.954579413933956e-08
1965,1.6416130677043839e-09,3.611548510251694e-08
1966,5.539074754423723e-10,5.2621211499293e-08
1967,0.0,5.3247622977536935e-08
1968,4.4914158503495116e-10,4.536330167059788e-08
1969,4.5417578031781147e-10,4.541757903098187e-08
1970,4.5987250119061684e-10,5.3805082667057746e-08
1971,0.0,2.4150468291850302e-08
1972,2.0520587451500205e-09,4.206720516375384e-08
1973,1.102640756478479e-09,3.528450381873327e-08
1974,0.0,4.556712884795644e-08
1975,0.0,2.969969781219106e-08
1976,0.0,2.6282224174778435e-08
1977,0.0,3.937443981971711e-08
1978,0.0,3.207919463399378e-08
1979,0.0,3.628223377294404e-08
1980,0.0,5.1166356485055076e-08
1981,0.0,3.162774853127104e-08
1982,6.207502289967692e-10,6.021277210166431e-08
1983,0.0,4.6101805928344675e-08
1984,0.0,4.63920681870178e-08
1985,0.0,4.03042389462982e-08
1986,0.0,5.454981805153025e-08
1987,0.0,4.460896435576345e-08
1988,5.996553809062277e-10,3.478001170398315e-08
1989,5.488122178931576e-10,2.6342986458871565e-08
1990,0.0,4.3044343811526886e-08
1991,0.0,3.868567033382675e-08
1992,5.509944167592096e-10,4.242657170028252e-08
1993,0.0,2.8803877782923593e-08
1994,0.0,3.164955936219016e-08
1995,5.422450821690461e-10,3.904164608270477e-08
1996,5.338092190498855e-10,3.0427125041754266e-08
1997,0.0,3.308477247720987e-08
1998,0.0,3.9575474009012623e-08
1999,0.0,3.5647568286112374e-08
2000,4.4180314962005696e-10,3.490244915305141e-08
2001,0.0,4.863145086630993e-08
2002,0.0,2.7163573945720998e-08
2003,0.0,2.6668306674082487e-08
2004,0.0,2.863114390017074e-08
2005,0.0,3.062549780441515e-08
2006,0.0,3.9531743545317966e-08
2007,0.0,2.4366324069546863e-08
2008,0.0,3.3208028660247635e-08
2009,0.0,3.051643115981051e-08
2010,0.0,3.542844906334608e-08
2011,0.0,3.2886160433731604e-08
2012,2.0425516833455504e-09,2.7914871802980912e-08
2013,0.0,2.7333425023368108e-08
2014,0.0,3.118241115318554e-08
2015,2.2165753954528356e-10,3.50218917061218e-08
2016,6.214020409345267e-10,4.681228601977061e-08
2017,0.0,2.6162358196524238e-08
2018,0.0,4.259420133267966e-08
2019,5.1019755087367e-10,2.8826161013739693e-08
