year,petites_ADJ aises_NOUN,petites_ADJ chaises_NOUN
1876,0.0,3.4462285469771814e-08
1877,2.4739263970730008e-09,1.608052180301911e-08
1878,1.2078177347163432e-09,2.113680963589104e-08
1879,6.10932526790009e-10,3.360128886242819e-08
1880,6.417846254436199e-10,1.9895322722618403e-08
1881,1.3945015142624584e-09,6.972507549107831e-08
1882,1.3310770263785798e-09,2.1297232422057277e-08
1883,1.2638677882037541e-09,3.728409936343269e-08
1884,6.601696966868076e-09,3.9610181801208455e-08
1885,0.0,1.8047780159236027e-08
1886,1.2906927748801422e-09,2.3877817056927597e-08
1887,2.6115698492645834e-09,2.415702127223085e-08
1888,1.1413106904001324e-08,3.804368731152863e-08
1889,6.265136742733546e-10,2.380751951136517e-08
1890,6.554386478008212e-10,3.342736931699619e-08
1891,3.824531802365527e-09,1.784781566982474e-08
1892,1.2537024751679837e-09,2.570090096298827e-08
1893,4.926733243593162e-09,2.7097032173628577e-08
1894,6.301539290376468e-10,5.419323656496999e-08
1895,0.0,2.7083764564395096e-08
1896,3.5382172747233653e-09,2.889544248318998e-08
1897,8.157399200570126e-09,1.7480140002135158e-08
1898,2.26334195829736e-09,1.7540900287826844e-08
1899,1.6582735185011188e-09,3.2612710754165164e-08
1900,2.595526460424935e-09,1.453494924419374e-08
1901,2.794369402536745e-09,2.235495522029396e-08
1902,0.0,3.191684427861219e-08
1903,5.400220270956879e-10,1.674068350610014e-08
1904,5.374625189347171e-10,2.1498500757388683e-08
1905,1.0321518084666081e-09,1.909480928929952e-08
1906,4.629765903985117e-09,1.7490227932626112e-08
1907,1.028568674676933e-09,2.3657079850636364e-08
1908,3.437972351250096e-09,2.504808449543816e-08
1909,5.500983557560346e-10,1.870334465081669e-08
1910,1.068830135508847e-09,2.0307773240801907e-08
1911,2.6601871816467337e-09,2.553779587799454e-08
1912,3.125652625612929e-09,3.6986889995205274e-08
1913,1.590896969716482e-09,3.234823608977422e-08
1914,0.0,2.343860217024485e-08
1915,1.1780761921542648e-09,2.591767689352764e-08
1916,7.69122365795738e-09,3.2962386153911893e-09
1917,2.0836205649743533e-08,1.864292187292449e-08
1918,1.2635013924011673e-08,6.432370724951397e-08
1919,4.603924352863942e-09,3.867296172188617e-08
1920,1.514446346106979e-09,3.104614876292544e-08
1921,7.572747429129834e-10,2.7261890522822796e-08
1922,7.377935484775833e-10,3.9840852394945614e-08
1923,2.1231896241147297e-09,4.2463792482294593e-08
1924,1.289162443462999e-09,5.801231139912488e-08
1925,4.399271169575059e-09,2.0896537833436923e-08
1926,1.1146138456652466e-09,2.5636119005412183e-08
1927,4.4596899506643695e-09,4.6826745148109694e-08
1928,4.570416489713125e-09,2.5137291359556002e-08
1929,1.1140406375176326e-09,3.342121956961819e-08
1930,2.100720708497761e-09,2.4158287814657342e-08
1931,3.4216069977333063e-09,2.9653927313688655e-08
1932,7.6716757391182e-09,1.6439305028370654e-08
1933,0.0,2.1794258842078307e-08
1934,5.990790086229936e-09,1.7972370258689807e-08
1935,0.0,3.231436807027421e-08
1936,2.424942913137329e-09,2.0612015205756506e-08
1937,2.5182236296217297e-09,3.1477796369472344e-08
1938,3.8895642262559704e-09,1.6854778905894818e-08
1939,4.588215141154706e-09,2.9058696782158222e-08
1940,5.0715658339584024e-09,3.550096039361961e-08
1941,2.9515025978810172e-09,5.60785480274717e-08
1942,3.034211770724937e-09,1.8205270180260413e-08
1943,2.9032352077962287e-09,2.322588166236983e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,6.535512131478072e-09,1.5249527862692958e-08
1946,8.352662561605939e-09,1.5313215584455975e-08
1947,3.5762612871081956e-09,3.099426493236024e-08
1948,2.174377566888097e-09,1.848220954059343e-08
1949,3.9268033269479474e-09,1.7670615193310368e-08
1950,2.1270722960764488e-09,2.6588404367089424e-08
1951,3.1984206394497505e-09,3.6248767543156646e-08
1952,0.0,1.687168627029223e-08
1953,0.0,3.5553629373907825e-08
1954,8.795282724349818e-09,4.29991580119804e-08
1955,3.754243138587299e-09,2.440258128899586e-08
1956,0.0,3.1396108823855684e-08
1957,0.0,2.47381048978923e-08
1958,5.790570245522986e-09,2.8952852559882558e-08
1959,0.0,3.100299039715537e-08
1960,6.2287499602575735e-09,2.6991250123842292e-08
1961,6.948159270159238e-10,3.057190056665604e-08
1962,3.170978146727066e-09,2.5367825173816527e-08
1963,1.2932106496776896e-09,2.8450633848819962e-08
1964,6.083968440151466e-09,1.8860301764789256e-08
1965,0.0,2.188817305182056e-08
1966,0.0,2.76953731059848e-08
1967,4.930335584241163e-10,3.69775179365206e-08
1968,1.3474247273492779e-09,3.09907690621003e-08
1969,2.7250546263957176e-09,1.6804504454626112e-08
1970,0.0,2.6672605457633836e-08
1971,1.0276794970565106e-09,2.363662865434435e-08
1972,5.130146862875051e-10,2.61637485010624e-08
1973,2.7566018356850464e-09,2.0398854161385316e-08
1974,2.2502286700643026e-09,2.4752514704573514e-08
1975,5.711480177694739e-10,3.0270843609514486e-08
1976,2.285410749536254e-09,2.4568166168137395e-08
1977,1.1753563677885381e-09,2.291944944943225e-08
1978,5.940591352171509e-10,3.2079192635592335e-08
1979,4.681578680276743e-09,1.6970723493159312e-08
1980,1.1370301367108482e-09,3.2973872521324665e-08
1981,1.8976649140967083e-09,3.226030287351023e-08
1982,0.0,1.2415004135846175e-08
1983,0.0,2.462973291983417e-08
1984,0.0,2.7255339318799088e-08
1985,0.0,2.6468455871508922e-08
1986,5.994485463567401e-10,2.8174081734277934e-08
1987,6.110816852533674e-10,2.0776777631681398e-08
1988,0.0,2.1587593934668803e-08
1989,5.488122178931576e-10,2.1952487827547884e-08
1990,1.6345953479657283e-09,3.214704236143007e-08
1991,0.0,1.934283488935762e-08
1992,1.1019888335184191e-09,2.3692759754112558e-08
1993,2.2156829704300662e-09,2.4926434250005514e-08
1994,1.0549853213248639e-09,2.5319646823618314e-08
1995,1.0844901643380922e-09,2.2232049090575856e-08
1996,3.736664311304594e-09,2.5089033073300016e-08
1997,9.58978896292706e-10,2.3974472185273044e-08
1998,4.768129224785866e-10,2.3363833534517653e-08
1999,0.0,4.8901153348879234e-08
2000,4.4180314962005696e-10,2.6949992459890382e-08
2001,8.762423564512289e-10,2.8039755406439326e-08
2002,0.0,2.9792305511477934e-08
2003,1.6667691671301554e-09,2.2918076325595393e-08
2004,1.3214374039449694e-09,2.2023955992267474e-08
2005,1.8014998381943315e-09,2.2518747755384538e-08
2006,8.235779835885637e-10,2.9648807853277503e-08
2007,3.1955835755326234e-09,3.1156940138998834e-08
2008,0.0,3.320802832718073e-08
2009,0.0,3.337734710839868e-08
2010,9.447586046817946e-10,4.771030859274106e-08
2011,1.1471915639660324e-09,4.894684124678861e-08
2012,1.3617010852229328e-09,7.421270709073724e-08
2013,1.3945624655065103e-09,6.610226677139508e-08
2014,2.1654451842767486e-10,7.037697002942878e-08
2015,2.881548111233201e-09,5.873924635579897e-08
2016,3.1070099826280284e-09,7.353256847864031e-08
2017,2.515611330355938e-10,5.509188838459522e-08
2018,3.0977600484760615e-09,7.847658878290531e-08
2019,1.02039510174734e-09,7.857042305658979e-08
