year,tes_DET airs_NOUN,tes_DET chairs_NOUN
1800,6.288328968651058e-09,2.2009151834367913e-08
1801,7.143547975374531e-09,2.3811825844433088e-09
1802,2.0140561218795483e-08,4.475680270843441e-09
1803,7.801356893821776e-09,5.851017448321727e-09
1804,2.4718509461507665e-09,0.0
1805,1.1371510622026904e-08,0.0
1806,8.645007376628655e-09,2.881669214360727e-08
1807,1.9928686256776018e-08,0.0
1808,2.2660739507074368e-08,0.0
1809,6.7770917766551975e-09,0.0
1810,7.020380365929668e-08,0.0
1811,2.2563690471599784e-08,2.5070767684098882e-09
1812,1.0668832928217853e-08,2.6672082320544632e-09
1813,5.751483289628823e-09,2.8757416448144113e-09
1814,6.293354282149721e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.71256075987003e-08,1.556873407970727e-09
1818,1.5497530370112145e-08,3.5763532135746345e-09
1819,1.1386155129855524e-08,2.070210003424222e-09
1820,1.3053129244156025e-08,4.746592452420373e-09
1821,1.577838126820552e-08,1.97229765852569e-09
1822,6.015369535816717e-09,9.023054303725075e-09
1823,2.569498536164616e-08,8.894418535021487e-09
1824,2.86317822784099e-08,0.0
1825,8.805443485471187e-09,7.044354433105582e-09
1826,1.2331177745572575e-08,0.0
1827,8.295545583791863e-09,5.530363722527909e-09
1828,2.0179061976932644e-08,1.8344602503717056e-09
1829,6.001223074036943e-09,3.429270423183084e-09
1830,1.2524203008013046e-08,2.0873671680021744e-09
1831,1.5591206103948707e-09,1.2472964883158966e-08
1832,1.7588959622116818e-08,4.058990921151917e-09
1833,1.737544208513242e-08,1.2741991461950875e-08
1834,8.401078055442213e-09,3.733812370398937e-09
1835,1.5126175867408165e-08,5.294161553592858e-09
1836,5.376600054063374e-09,2.016224964762614e-09
1837,1.0436836728189292e-08,3.478945576063097e-09
1838,1.1361891871786156e-08,8.2058102535143e-09
1839,1.11863602825224e-08,2.09744255297295e-09
1840,1.1465439264668476e-08,5.732719632334238e-09
1841,1.4767262079828924e-08,1.926164561183441e-09
1842,1.6770663080478698e-08,7.379091560011375e-09
1843,9.451057714215949e-09,1.063243981747064e-08
1844,1.2623690537338916e-08,1.097712254427563e-09
1845,1.0602432709561072e-08,4.464182190577759e-09
1846,1.4636253320432502e-08,5.854501328173001e-09
1847,8.089835468183537e-09,8.629157832729106e-09
1848,3.218088684420195e-09,8.04522137798358e-09
1849,1.759677159540729e-08,1.1731181359664333e-08
1850,1.9009189777818847e-08,5.431196825611551e-09
1851,1.2253933867611977e-08,3.8696632564949596e-09
1852,2.0833745395520964e-08,4.557382027314816e-09
1853,1.911018188138769e-08,3.5831591027601917e-09
1854,5.195664343204953e-09,1.0391328519876453e-08
1855,1.8043586180738203e-08,3.1841622671890946e-09
1856,8.28350277259915e-09,6.73034605824796e-09
1857,1.2203773158692144e-08,1.0251168802710708e-08
1858,1.0276719919488642e-08,1.1744822447923298e-08
1859,1.833182472488204e-08,1.018434669930457e-08
1860,3.066713105681629e-08,6.865775947773045e-09
1861,2.2165029811560544e-08,4.2443675241088386e-09
1862,2.5300723294208183e-08,5.421583626485926e-09
1863,1.3984937929922836e-08,1.4983863039219614e-08
1864,1.9658385475018747e-08,1.4863656416785886e-08
1865,1.1767110619231858e-08,5.6482134525026595e-09
1866,8.75810357570117e-09,1.1677471434268227e-08
1867,9.220341823379385e-09,9.7056229719783e-09
1868,1.0867722721741302e-08,6.421836395986702e-09
1869,1.3673853160867111e-08,6.8369265804335555e-09
1870,1.9495765002375265e-08,9.747882501187632e-09
1871,3.292564798584863e-08,0.0
1872,1.5118348239973045e-08,1.0885210954825197e-08
1873,1.616221290134945e-08,4.788803575905831e-09
1874,5.377148060148329e-09,2.9873046258899194e-09
1875,1.6020276105699338e-08,6.293679799540541e-09
1876,6.04601479992084e-09,1.0278225159865428e-08
1877,2.040989244278535e-08,1.4843558826527214e-08
1878,1.5701630218245555e-08,1.268208649207736e-08
1879,7.331190210457805e-09,3.0546627449723474e-09
1880,1.5402831010646878e-08,9.626769825743509e-09
1881,1.1156012114099667e-08,9.761510710859511e-09
1882,1.7969540300200038e-08,1.7969540078155433e-08
1883,1.2006744321002571e-08,1.4534479397809719e-08
1884,1.9144920315739e-08,2.1125430293977843e-08
1885,1.9336907408629145e-08,5.80107206715752e-09
1886,1.0325542199041138e-08,7.098810428374236e-09
1887,1.3057849523878673e-08,1.1752064210668323e-08
1888,1.268122939990235e-08,1.902184343371971e-08
1889,2.5060547415023393e-08,1.628935564212952e-08
1890,1.0487018642368895e-08,7.209825181320184e-09
1891,1.0198752065093686e-08,1.5935549768641977e-08
1892,8.775917548220491e-09,6.8953633913793055e-09
1893,1.0469308087124318e-08,1.046930814263547e-08
1894,5.041231432301174e-09,9.452308935564702e-09
1895,1.3842813118003505e-08,7.22233739480771e-09
1896,1.592197795829975e-08,1.2383760572554081e-08
1897,8.740070001067579e-09,1.2818770045441852e-08
1898,1.1882545059016536e-08,7.921697076085366e-09
1899,1.713549302451156e-08,6.080336234504102e-09
1900,2.0245107479333058e-08,1.142031713641245e-08
1901,1.2854099118442264e-08,1.0059729993461275e-08
1902,1.276673788908056e-08,9.820567470342212e-09
1903,1.836074847716418e-08,2.1600881083827517e-09
1904,1.4511488011237361e-08,1.1286712897629059e-08
1905,1.6514428768932277e-08,1.186974607492175e-08
1906,1.8519063615940468e-08,1.5432553013283723e-09
1907,1.1314255643490867e-08,1.902852053703441e-08
1908,1.964555629285769e-08,1.6698722848929037e-08
1909,8.801573692096554e-09,1.3752458727367411e-08
1910,2.4048677604859847e-08,1.7101282168141552e-08
1911,6.916486494645824e-09,9.576673676292558e-09
1912,1.250261111307438e-08,4.688479104952847e-09
1913,1.5378670781274195e-08,6.893886794756554e-09
1914,2.142958016593255e-08,1.2054139020278853e-08
1915,5.890381071793627e-09,3.0629980107832466e-08
1916,1.8678685265172135e-08,1.0987462051303964e-09
1917,1.3159709100207806e-08,1.3159709433274713e-08
1918,3.790504266021344e-08,5.743188147278033e-09
1919,2.4861190051073123e-08,9.207848705727883e-09
1920,1.514446346106979e-08,1.2872794385998532e-08
1921,2.1960968377143786e-08,1.5145495524393482e-08
1922,2.360939327372691e-08,1.9920426197472807e-08
1923,1.5923921736771263e-08,8.492758496458919e-09
1924,7.734974660777993e-09,1.5469948877466777e-08
1925,3.7393804941388e-08,1.8696902470694e-08
1926,3.4553027994377317e-08,8.916910765321973e-09
1927,4.2367055641534535e-08,7.804457302640344e-09
1928,2.742249805010033e-08,6.8556245125250825e-09
1929,2.33948540540041e-08,5.570202965543558e-09
1930,1.2604324695075775e-08,9.453243521306831e-09
1931,1.1405356659111021e-08,6.843213995466613e-09
1932,1.753525868952721e-08,2.1919073223131136e-09
1933,1.7205992852709073e-08,2.2941324395731044e-09
1934,1.9170528275935794e-08,3.5944740517379614e-09
1935,2.5133396697185617e-08,5.98414207075848e-09
1936,1.33371855781661e-08,9.699771652549316e-09
1937,2.1404900962807005e-08,1.1332006444320086e-08
1938,1.2965214124527336e-08,7.779128452511941e-09
1939,2.141167065872196e-08,0.0
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,2.6563523380929155e-08,1.7709016475464523e-08
1942,6.068423519245414e-08,6.068423541449874e-09
1943,2.9032351633873077e-08,2.0322646232528996e-08
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,4.1391576388605245e-08,1.742803235060819e-08
1946,3.480275978517966e-08,1.2528993842408909e-08
1947,4.053096236411591e-08,5.960435700558264e-09
1948,2.3918154123947488e-08,1.848220954059343e-08
1949,2.0615717910565934e-08,5.890204768377316e-09
1950,2.9779013033248702e-08,4.2541445921528975e-09
1951,2.452122438434401e-08,8.529121409139861e-09
1952,3.0579932142060784e-08,8.435843135146115e-09
1953,3.5553629373907825e-08,7.54167928107563e-09
1954,2.443134050622575e-08,8.795282724349818e-09
1955,1.3139851429144755e-08,1.0324168631115072e-08
1956,2.3547082950159393e-08,1.744228317335228e-09
1957,2.3854601516326568e-08,7.068030161150318e-09
1958,3.391619785020339e-08,1.1581141046157484e-08
1959,2.4802393583378546e-08,4.650448914844674e-09
1960,2.9759583741739704e-08,6.2287499602575735e-09
1961,2.0844478476611528e-08,1.528595028332802e-08
1962,2.1562651220108364e-08,8.244543714397423e-09
1963,2.9097239950814924e-08,7.112658795271898e-09
1964,2.2510682873289056e-08,1.520992043424485e-08
1965,1.9699356812452606e-08,1.3132904541635071e-08
1966,2.4371929474575893e-08,7.200797291773142e-09
1967,2.120044340081506e-08,1.8735275053582967e-08
1968,2.5601070541281246e-08,8.982831367632116e-09
1969,2.452549263676218e-08,7.2668124850849836e-09
1970,1.7475155905666284e-08,7.3579600190498695e-09
1971,1.8498230724972586e-08,2.003974941544584e-08
1972,2.000757282072385e-08,1.6416469961200164e-08
1973,1.2129048099218664e-08,9.92376719688437e-09
1974,1.9689500752040345e-08,9.000914791279513e-09
1975,5.711480177694739e-09,7.4249242310031605e-09
1976,1.7711933197883667e-08,5.713526984862938e-09
1977,1.5279632892273298e-08,7.639816612670103e-09
1978,2.495048279094192e-08,1.128712323605896e-08
1979,1.872631405497316e-08,1.2289144146748754e-08
1980,2.1035058139773355e-08,4.548120546843393e-09
1981,1.3916208629893845e-08,3.1627747087981106e-09
1982,1.489800538490016e-08,1.6139505731871395e-08
1983,1.894594880980094e-08,1.136756910824488e-08
1984,1.9136728035551442e-08,1.2757819078945687e-08
1985,1.804667348892508e-08,7.2186697730458604e-09
1986,1.798345583559069e-08,1.0790073723399018e-08
1987,1.5277042575423394e-08,7.944062296871834e-09
1988,1.9188972133488136e-08,6.596209356501959e-09
1989,1.5915554207879268e-08,5.4881220679092735e-09
1990,9.262707045820662e-09,9.262707045820662e-09
1991,2.1101273894874595e-08,7.033758464558559e-09
1992,1.3774860363469088e-08,1.2672871252394913e-08
1993,1.8279383895425383e-08,8.308810806045841e-09
1994,1.318731612798274e-08,1.002236071911966e-08
1995,1.4640617329586547e-08,1.0302656505700725e-08
1996,1.7615704006601618e-08,1.601427634945196e-08
1997,1.6302641236976e-08,2.3494982959171296e-08
1998,1.764207879784152e-08,1.0966696883940585e-08
1999,1.8280805230697084e-08,1.2339543442596579e-08
2000,2.474097726690161e-08,5.7434409450607404e-09
2001,1.708672597855454e-08,2.015357480900093e-08
2002,1.0953053575235572e-08,6.571832134039113e-09
2003,2.083461492219385e-08,6.667076668520622e-09
2004,1.8059643919210444e-08,1.0131019939629837e-08
2005,1.6213498099659773e-08,7.205999352777326e-09
2006,2.388376207917986e-08,9.882935358973555e-09
2007,2.995859560428471e-08,1.0385647009059085e-08
2008,3.916844448781376e-08,1.0217855006544596e-08
2009,3.862235842255757e-08,1.2397300963584712e-08
2010,3.967986084152386e-08,1.6060896612657416e-08
2011,4.091650127047153e-08,1.8355065689590333e-08
2012,5.991484919309897e-08,1.497871149336305e-08
2013,6.833356436253268e-08,1.6176924910737966e-08
2014,8.055455813504864e-08,2.2087540199611233e-08
2015,8.13483167494411e-08,1.1304534378031583e-08
2016,7.808952240395683e-08,2.1541936678914908e-08
2017,7.446209449035734e-08,1.7106157657043042e-08
2018,8.286508235144652e-08,2.5298373174109656e-08
2019,8.520298888647915e-08,1.530592608212089e-08
