year,trois_DET armes_NOUN,trois_DET charmes_NOUN
1800,9.432493897065797e-09,0.0
1801,4.7623651688866175e-09,0.0
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,7.020380277111826e-09,0.0
1811,2.5070767684098882e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,2.697223555614414e-09,0.0
1816,2.3176038865813098e-09,0.0
1817,1.556873407970727e-09,0.0
1818,1.7881766289917778e-08,0.0
1819,1.1386155129855524e-08,3.1053151161586356e-09
1820,1.1866481131050932e-09,0.0
1821,4.9307441463142254e-09,9.86148829262845e-10
1822,1.0025615893027862e-08,0.0
1823,2.8659791873053564e-08,0.0
1824,7.57900142644985e-09,0.0
1825,7.044354433105582e-09,0.0
1826,2.642395191543301e-09,0.0
1827,3.6869092223668076e-09,0.0
1828,1.7427371545863934e-08,0.0
1829,1.5431716349212365e-08,0.0
1830,7.305785310052215e-09,2.0873671680021744e-09
1831,2.8064171431196883e-08,1.5591206103948707e-09
1832,3.111892965534935e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,2.8003592777992026e-09,0.0
1835,1.285724948729694e-08,0.0
1836,5.376600054063374e-09,0.0
1837,2.0177884252348122e-08,0.0
1838,2.0830134062066463e-08,5.680945491803868e-09
1839,4.894032845648155e-09,0.0
1840,1.1465439264668476e-08,0.0
1841,1.926164472365599e-08,6.420548537278137e-10
1842,1.2745703159566801e-08,6.708265054555795e-10
1843,2.3627644285539873e-09,0.0
1844,1.4819115712327857e-08,5.488561272137815e-10
1845,3.9061593959388574e-09,1.1160455892778032e-09
1846,1.3465353276842507e-08,1.7563503984519002e-09
1847,1.3483059113639229e-08,0.0
1848,8.84974404868899e-09,0.0
1849,2.3462362719328667e-08,0.0
1850,1.425689166723032e-08,6.788996032014438e-10
1851,9.674158363282004e-09,0.0
1852,1.2370036550635177e-08,0.0
1853,1.0152284346531815e-08,0.0
1854,2.0782657816909023e-09,2.5978321716024766e-09
1855,6.368324534378189e-09,5.306937111981824e-10
1856,7.248064815001953e-09,5.177189232874468e-10
1857,1.513267733344037e-08,9.763018171682347e-10
1858,9.297984604472731e-09,0.0
1859,4.582956236731661e-09,5.092173349652285e-10
1860,7.323494255473406e-09,0.0
1861,8.488735048217677e-09,0.0
1862,1.0843167363994155e-08,4.517986262886353e-10
1863,2.9967726078439227e-09,0.0
1864,1.1027874724511832e-08,4.794727948009836e-10
1865,1.2708479601997169e-08,9.41368871743009e-10
1866,9.731225603104576e-09,1.9462451650298362e-09
1867,3.88224918879132e-09,0.0
1868,6.915823469455518e-09,0.0
1869,2.0510780629479086e-08,2.441759683335931e-09
1870,6.307453670473251e-09,0.0
1871,3.929835545868343e-08,0.0
1872,5.442605477412599e-09,6.047339295989218e-10
1873,1.5563611011071288e-08,5.986004469882289e-10
1874,1.0156835372754358e-08,0.0
1875,1.94531928343622e-08,0.0
1876,1.3301232115736639e-08,3.02300739996042e-09
1877,1.1132669008873108e-08,6.184815992682502e-10
1878,7.850815109122777e-09,1.8117265465633636e-09
1879,1.5273313280772527e-08,0.0
1880,1.9253539651487017e-08,0.0
1881,1.3945014920579979e-08,6.972507571312292e-10
1882,2.2628309892525067e-08,3.9932310791357395e-09
1883,9.479008689083912e-09,6.319338941018771e-10
1884,2.6406787867472303e-08,1.3203393933736152e-09
1885,1.8047780159236027e-08,6.445635691854079e-10
1886,2.5168509054651622e-08,6.453463874400711e-10
1887,1.3710741875172516e-08,0.0
1888,1.014498351992188e-08,0.0
1889,1.7542383101698533e-08,2.5060546970934183e-09
1890,1.7696844212267138e-08,2.6217545912032847e-09
1891,1.4023284311548423e-08,0.0
1892,7.522214851007902e-09,0.0
1893,1.0469308309168923e-08,1.847525021858587e-09
1894,1.3233232509790582e-08,0.0
1895,1.2639090662958097e-08,0.0
1896,1.1794058174530164e-08,1.7691086373616827e-09
1897,9.905413045352418e-09,3.4960281336537946e-09
1898,7.355861253444118e-09,1.6975064687230201e-09
1899,1.4371703827009696e-08,4.9748205555033564e-09
1900,1.661137005726232e-08,1.038210628578895e-09
1901,1.0059729937950124e-08,2.235495566438317e-09
1902,8.838511256215043e-09,1.9641135384773634e-09
1903,5.400220270956879e-09,5.400220270956879e-10
1904,7.524475265086039e-09,5.374625189347171e-10
1905,9.805442346966231e-09,0.0
1906,1.0802787442365513e-08,5.144184522798412e-10
1907,1.0799971139618947e-08,5.142843373384665e-10
1908,6.875944702500192e-09,0.0
1909,2.750491723269022e-09,5.500983557560346e-10
1910,1.0153886620400954e-08,0.0
1911,1.3832972989291648e-08,5.320374141248863e-10
1912,1.7191090662116437e-08,0.0
1913,2.280285626987677e-08,0.0
1914,2.009023047921943e-08,0.0
1915,1.295883844676382e-08,3.534228465440492e-09
1916,1.648119329900055e-08,1.0987462051303964e-09
1917,7.676496771580332e-09,0.0
1918,1.378365155346728e-08,1.1486376294556067e-09
1919,1.3811772170413406e-08,0.0
1920,1.4387239843927091e-08,0.0
1921,1.2873671018098776e-08,3.7863738810983705e-09
1922,1.0329110011753073e-08,5.164555005876537e-09
1923,4.246379248229459e-09,0.0
1924,1.5469948877466777e-08,0.0
1925,1.8696903136827814e-08,0.0
1926,1.7833821530643945e-08,0.0
1927,1.1149225098705529e-08,0.0
1928,2.2852082892654835e-08,0.0
1929,1.7824650422326727e-08,0.0
1930,1.1553964007759987e-08,1.0503603542488804e-09
1931,2.5091785538222666e-08,0.0
1932,2.301502677326539e-08,0.0
1933,8.029463538505865e-09,0.0
1934,1.3179738189705859e-08,0.0
1935,4.787313656606784e-09,0.0
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.3850230295986421e-08,1.2591118148108649e-09
1938,2.5930429359277696e-08,2.5930428915188486e-09
1939,2.5999884911698246e-08,0.0
1940,5.0715658339584024e-09,0.0
1941,1.4757512545315876e-08,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,3.213186161588055e-08,0.0
1945,3.267756198965799e-08,4.357008087652048e-09
1946,1.5313214696277555e-08,0.0
1947,1.7881305991451768e-08,0.0
1948,1.0871887834440486e-08,0.0
1949,3.141442617149437e-08,0.0
1950,3.6160229699433444e-08,0.0
1951,9.595261474260042e-09,0.0
1952,2.0035128001083535e-08,0.0
1953,1.508335811806205e-08,0.0
1954,1.2704296947774196e-08,0.0
1955,1.0324168187025862e-08,9.385607846468247e-10
1956,1.6570168570595456e-08,0.0
1957,1.1485548956358116e-08,0.0
1958,1.8198935691771112e-08,0.0
1959,1.6276570535822543e-08,7.750747821333448e-10
1960,1.4533750203327145e-08,6.920833350854139e-10
1961,2.848745239703021e-08,0.0
1962,1.7123282347597524e-08,0.0
1963,1.422531736849919e-08,0.0
1964,1.6426714100070683e-08,0.0
1965,1.91521518644322e-08,1.6416130677043839e-09
1966,1.4401594583546284e-08,5.539074754423723e-10
1967,1.627010742799584e-08,0.0
1968,2.4702787149166738e-08,4.4914158503495116e-10
1969,2.270878840526791e-08,0.0
1970,2.1614007028603055e-08,9.197450023812337e-10
1971,1.9012070473500842e-08,1.0276794970565106e-09
1972,2.052058678536639e-08,0.0
1973,1.2129048487796723e-08,2.7566018356850464e-09
1974,1.5751600912494723e-08,5.625571675160757e-10
1975,1.7134440977173426e-08,1.1422960355389478e-09
1976,1.599787569084299e-08,1.142705374768127e-09
1977,1.1753563289307323e-08,0.0
1978,2.019801059738313e-08,4.158414057542359e-09
1979,1.6970722604980892e-08,1.1703946700691858e-09
1980,2.1035056807505725e-08,5.685150683554241e-10
1981,2.024175826953467e-08,6.325549528618524e-10
1982,3.972801421170402e-08,1.8622506869903077e-09
1983,2.7787390166622572e-08,0.0
1984,2.0876430362193332e-08,2.3196033982486597e-09
1985,2.045289770880032e-08,6.015558051686298e-10
1986,2.2179595993154777e-08,0.0
1987,2.627651163322753e-08,6.110816852533674e-10
1988,2.0987938054162214e-08,0.0
1989,2.0854864168917686e-08,0.0
1990,1.798054782842229e-08,0.0
1991,2.5204299980430278e-08,5.861465202094962e-10
1992,1.65298330578878e-08,0.0
1993,1.8279384506048046e-08,5.539207426075166e-10
1994,1.2659824244476425e-08,0.0
1995,1.9520823513197172e-08,0.0
1996,1.6014275683318147e-08,2.135236876199542e-09
1997,2.301549295591343e-08,9.58978896292706e-10
1998,1.954932926651054e-08,4.768129224785866e-10
1999,1.4624643551730543e-08,9.140402323914998e-10
2000,1.7230322169048407e-08,1.7672125984802278e-09
2001,2.322042325086926e-08,0.0
2002,2.1467984723244626e-08,0.0
2003,1.3750845351268026e-08,4.1669229178253886e-10
2004,2.0262038935570104e-08,0.0
2005,2.432024714948966e-08,4.5037495954858286e-10
2006,1.68833483860098e-08,8.235779835885637e-10
2007,2.99585952712178e-08,3.994479469415779e-10
2008,2.0009966211764763e-08,0.0
2009,2.2887323147813277e-08,0.0
2010,2.2201827598600232e-08,4.723793023408973e-10
2011,2.8679789876306927e-08,0.0
2012,2.519147068724692e-08,0.0
2013,2.4265387144062345e-08,2.789125042035323e-10
2014,2.988314290464089e-08,8.661780737106994e-10
2015,2.3717356745223128e-08,1.329945265027277e-09
2016,2.4027544398563805e-08,8.285360175719347e-10
2017,2.8929530104804257e-08,2.515611330355938e-10
2018,2.7879841102418368e-08,0.0
2019,2.3213988398218532e-08,0.0
