year,leurs_DET ans_NOUN,leurs_DET champs_NOUN
1800,3.458580977167003e-08,1.930517008474908e-06
1801,2.6193008650921e-08,1.8644659114386286e-06
1802,2.2378401354217203e-08,1.2957094668308855e-06
1803,4.290746247193056e-08,1.0590341936733694e-06
1804,2.2246657849223084e-08,1.527603862072624e-06
1805,3.980028751016107e-08,1.1485225872576166e-06
1806,4.610670600868616e-08,1.1123242984467652e-06
1807,5.693910054560547e-08,1.2640480235859286e-06
1808,6.798221763304468e-08,1.0514583408394174e-06
1809,3.162642681076022e-08,1.863700170190441e-06
1810,1.6380887757350138e-08,1.507041648807217e-06
1811,3.5099073869560016e-08,1.1758190203714491e-06
1812,2.6672083208723052e-08,1.0508800940556284e-06
1813,2.300593315851529e-08,1.1042848271358707e-06
1814,3.776012391654149e-08,8.653362288946198e-07
1815,3.506390555685357e-08,9.305421375671585e-07
1816,9.502176112619054e-08,8.876422903369985e-07
1817,1.71256075987003e-08,1.0213090071431452e-06
1818,3.695565098382758e-08,1.163506951229465e-06
1819,4.968504185853817e-08,9.336647046609414e-07
1820,4.746592452420373e-08,1.1997012663300666e-06
1821,4.043210211079895e-08,8.796447446002276e-07
1822,3.208197085768916e-08,9.17343868422904e-07
1823,6.621399961659336e-08,1.0287877199033346e-06
1824,7.494790565942822e-08,9.339013740117252e-07
1825,1.6730341556581152e-08,1.0372811960479567e-06
1826,2.290075862276808e-08,1.3282440036732623e-06
1827,3.3182182335167454e-08,1.11989870532625e-06
1828,6.604057034564903e-08,8.484378399842285e-07
1829,2.2290258194779256e-08,7.990200288077176e-07
1830,2.1917355041978226e-08,1.2879055599768208e-06
1831,3.1182413096075834e-08,1.1974046181251197e-06
1832,1.2176972319366541e-08,8.645650679817152e-07
1833,3.4750886612755494e-08,1.2128058575200384e-06
1834,4.293884248163238e-08,1.195753379867881e-06
1835,1.3613558280667348e-08,1.1601776392922147e-06
1836,3.6964125260663394e-08,8.656326118128277e-07
1837,2.6439985201243132e-08,1.1292656907357923e-06
1838,2.335499815764308e-08,9.739666166908023e-07
1839,1.747868827450816e-08,1.1724703607995934e-06
1840,1.9746034474188434e-08,1.3045122706500933e-06
1841,3.146068650039524e-08,1.0953455333861939e-06
1842,2.951636579595629e-08,1.0753349117820221e-06
1843,1.0041748876865597e-08,9.067108699412074e-07
1844,2.0856533611279815e-08,1.0839908757276362e-06
1845,1.1718478298838875e-08,9.916065550896747e-07
1846,2.5759806732139623e-08,8.910551017038415e-07
1847,8.089835468183537e-09,9.643083815902287e-07
1848,2.494018680465615e-08,1.0507059136077856e-06
1849,3.603148401865042e-08,9.208976812224989e-07
1850,1.2220192857625989e-08,9.91193431332249e-07
1851,1.1608989769484879e-08,1.0222359905220912e-06
1852,3.7761164861649377e-08,7.369937176093799e-07
1853,1.7318602996141408e-08,9.166915111435969e-07
1854,2.701745477340367e-08,8.629998387021942e-07
1855,2.4411910715116392e-08,7.121909639806745e-07
1856,1.9673318418789165e-08,8.666614776942083e-07
1857,4.3445430475408386e-08,8.615863666960877e-07
1858,3.523446845399292e-08,9.704159573686866e-07
1859,2.698851964133553e-08,9.889000640583845e-07
1860,2.1055045262841077e-08,9.474770878981076e-07
1861,2.5937799741360124e-08,9.729033472183346e-07
1862,2.078273733663316e-08,8.534476103605471e-07
1863,2.0477945228414285e-08,9.15014553903859e-07
1864,2.8288894005079612e-08,9.210672597959046e-07
1865,1.5532586550293104e-08,8.943004168315838e-07
1866,3.795178094012641e-08,6.855648733150588e-07
1867,2.232293283555009e-08,7.866407454315549e-07
1868,2.5193357400254968e-08,7.854399939333234e-07
1869,1.4162205408396744e-08,7.720844044101227e-07
1870,2.5229814681893004e-08,7.884316985951045e-07
1871,1.805600113868877e-08,8.762471459533572e-07
1872,1.7537283514279522e-08,7.83735190523771e-07
1873,1.7359413795325906e-08,7.590253865430441e-07
1874,1.911874852877915e-08,7.772966545971371e-07
1875,1.0870901512305409e-08,7.489479028066626e-07
1876,2.5997864083748823e-08,8.567203160225745e-07
1877,1.9172929910382663e-08,7.860901272138676e-07
1878,4.589707236490881e-08,7.657564191632105e-07
1879,2.260450293611882e-08,9.854341636028607e-07
1880,3.2731015897624616e-08,7.964547252825582e-07
1881,2.161477419271307e-08,7.955631122769091e-07
1882,1.6638463051776853e-08,7.700280750810862e-07
1883,1.7694149478941767e-08,7.387307370265717e-07
1884,2.442627877741188e-08,7.86922274897961e-07
1885,1.5469525438405185e-08,8.798292556733145e-07
1886,2.5168509276696227e-08,7.931307248743025e-07
1887,2.4157020495074732e-08,8.657354000352058e-07
1888,7.60873763994141e-09,7.317069599110937e-07
1889,1.9421923069806724e-08,8.633358348220099e-07
1890,2.4906667839275087e-08,8.147102548150542e-07
1891,1.7847816891070067e-08,7.904032717220844e-07
1892,1.2537024973724442e-08,8.694426760769147e-07
1893,1.4164357742263434e-08,7.266931456584302e-07
1894,1.7014155417882648e-08,8.834757831976958e-07
1895,1.444467478961542e-08,8.239483522132218e-07
1896,3.125425407368709e-08,7.465638960368892e-07
1897,1.5149455467877715e-08,8.722590139065289e-07
1898,1.0750874412934763e-08,8.085789282574751e-07
1899,8.844125432005967e-09,7.384845002178508e-07
1900,1.2458527431924438e-08,8.269347695488705e-07
1901,1.0059729993461275e-08,7.321248078895337e-07
1902,8.838510812125833e-09,6.186957675069493e-07
1903,1.8900770726304472e-08,6.977084501258446e-07
1904,1.5048950530172078e-08,7.325614213016252e-07
1905,2.0126960542654615e-08,6.822523257454804e-07
1906,9.773950260250075e-09,7.484788193679037e-07
1907,1.645709940545359e-08,6.77312467001201e-07
1908,2.7503779254089977e-08,7.376906490108581e-07
1909,1.4852655993990993e-08,7.585856351965958e-07
1910,9.085056040802897e-09,7.294765627108291e-07
1911,6.916486383623521e-09,7.549610883117452e-07
1912,1.9274858487072777e-08,7.668268322547078e-07
1913,1.6969566696278804e-08,6.485556296453865e-07
1914,2.6117300322425763e-08,7.426688780620694e-07
1915,2.1205371458776767e-08,8.918036957794584e-07
1916,5.493731025651982e-09,9.526129458592436e-07
1917,6.57985488317081e-09,1.0659364706455676e-06
1918,1.2635013924011673e-08,8.476945527746693e-07
1919,1.4732557174212957e-08,9.861605683170183e-07
1920,2.8017257402979112e-08,7.31477589610563e-07
1921,9.0872969149558e-09,7.09566414514029e-07
1922,8.853522359686394e-09,7.783721933662946e-07
1923,2.229349105320466e-08,7.749642016996461e-07
1924,1.5469948877466777e-08,7.541600473004451e-07
1925,7.698724768800957e-09,7.61073897237452e-07
1926,1.0031524610987219e-08,7.278428304502427e-07
1927,1.1149224876660924e-08,7.581472809548018e-07
1928,4.570416489713125e-09,6.889902879336773e-07
1929,1.1140406153131721e-08,7.408370175099321e-07
1930,5.2518016602221e-09,7.215975728058766e-07
1931,1.596749932275543e-08,7.242401620644046e-07
1932,9.863582950409011e-09,6.78395343900462e-07
1933,0.0,7.455930255417798e-07
1934,1.1981580172459871e-09,8.099548303164283e-07
1935,1.9149255514605557e-08,7.180970538200881e-07
1936,1.2124714565686645e-08,6.995960095679266e-07
1937,6.295558963032022e-09,7.768719938461288e-07
1938,2.2040864577910213e-08,7.325346320641302e-07
1939,1.988226472349197e-08,7.325850308603776e-07
1940,1.2678914584896006e-08,9.889553191921863e-07
1941,1.4757512545315876e-08,9.356263124260522e-07
1942,2.1239483061208375e-08,8.920582579285963e-07
1943,1.7419411024732767e-08,1.1090358364995723e-06
1944,2.2492303131116387e-08,9.896613679671873e-07
1945,2.178504043826024e-09,8.626876244477444e-07
1946,1.3921104269343232e-08,8.728532439050696e-07
1947,2.1457568166738383e-08,8.21347996726729e-07
1948,2.5005341797168512e-08,7.229805518704779e-07
1949,1.178041031391075e-08,8.57024851974586e-07
1950,2.8715476219076663e-08,6.881078871145974e-07
1951,6.396841056854896e-09,6.13030599616593e-07
1952,9.49032352703938e-09,7.834789066407666e-07
1953,7.541679392097933e-09,8.899181249688581e-07
1954,1.0749790169128914e-08,6.879865361852922e-07
1955,7.508486277174597e-09,7.733740607918094e-07
1956,1.0465369681966763e-08,6.985634470879631e-07
1957,3.5340151360863103e-09,6.370061997884591e-07
1958,1.4062813691317899e-08,6.096643447861538e-07
1959,1.1626122287111684e-08,6.774153717969966e-07
1960,1.2457499698470542e-08,6.699366750240188e-07
1961,8.33779090214648e-09,7.274722770844733e-07
1962,7.610347574349419e-09,7.280566025613666e-07
1963,1.3578711488548834e-08,7.33897072002776e-07
1964,1.4601524378488051e-08,6.156975707050094e-07
1965,1.9699356812452606e-08,6.528147835638265e-07
1966,1.2185964237687585e-08,6.397631597820919e-07
1967,2.4158644196248247e-08,7.405363966483947e-07
1968,1.4372531054185345e-08,6.755089181353924e-07
1969,1.0446042669753908e-08,7.153268395398982e-07
1970,1.5175792733579385e-08,6.783119643749558e-07
1971,2.0553589163974095e-08,6.618256143120504e-07
1972,1.1286323153836264e-08,6.453724523680648e-07
1973,1.1577728109557484e-08,6.588278784747104e-07
1974,6.750686232237513e-09,6.638174543383002e-07
1975,1.3707552426467373e-08,6.345454650613647e-07
1976,7.4275851025262796e-09,6.439144826231313e-07
1977,5.289103821581875e-09,6.770052936033721e-07
1978,8.910887139279566e-09,6.84950179241639e-07
1979,5.851973239323627e-09,6.823400786615252e-07
1980,5.116635615198817e-09,7.674953286240793e-07
1981,1.3283654176632353e-08,6.939128107674719e-07
1982,6.828252629986764e-09,6.815837760854038e-07
1983,8.841442245000053e-09,6.631081701513608e-07
1984,6.958810416790584e-09,7.364740515214407e-07
1985,6.015557940663996e-09,6.58703581457587e-07
1986,9.591176797218992e-09,7.037525708852854e-07
1987,7.33298027855156e-09,7.265761130526016e-07
1988,3.597932174415064e-09,5.80466433142135e-07
1989,1.0427432250992297e-08,6.898569502311602e-07
1990,9.807571754727462e-09,6.51658667472077e-07
1991,1.2895223555631219e-08,6.424165679419502e-07
1992,9.91789939064347e-09,6.567853549910296e-07
