year,deux_DET arts_NOUN,deux_DET chars_NOUN
1800,1.3834323731032327e-07,6.602745550310374e-08
1801,3.333655484993869e-08,4.286128607589035e-08
1802,1.096541666356643e-07,3.1329761895904085e-08
1803,1.3847407842604298e-07,6.241085515057421e-08
1804,1.3347995775347954e-07,7.662737999680758e-08
1805,7.675770063997334e-08,4.8328921309348516e-08
1806,9.797675204481493e-08,3.7461698632057505e-08
1807,2.1921555060089304e-07,8.540865792383556e-09
1808,1.0423940155490641e-07,2.945896149242344e-08
1809,6.551188591608081e-08,3.614448673694426e-08
1810,1.2168659324629516e-07,3.978215445954447e-08
1811,1.2535384108502967e-07,3.5099073869560016e-08
1812,1.0135391326215881e-07,4.5342538612658245e-08
1813,7.189353823378042e-08,2.300593315851529e-08
1814,2.8320094713762956e-08,1.3530711839848664e-07
1815,1.8880564667256294e-08,3.776112933451259e-08
1816,4.4034472068688046e-08,1.1588019432906549e-08
1817,7.161617721074265e-08,3.7364960903119027e-08
1818,1.2517236314124602e-07,3.2187177367859476e-08
1819,7.866798057420965e-08,4.0369093845527004e-08
1820,1.1273156985680544e-07,4.9839220750413915e-08
1821,1.065040748926549e-07,8.185035227370463e-08
1822,9.323822780515911e-08,5.012807946513931e-08
1823,1.1365089847004128e-07,4.150728338814247e-08
1824,1.271587990459011e-07,8.926379546636554e-08
1825,6.42797326477762e-08,2.993850500843109e-08
1826,6.253669226907732e-08,4.668231823323765e-08
1827,6.54426368096317e-08,4.792982072343577e-08
1828,5.503380623439469e-08,2.384798314380987e-08
1829,8.401712392469562e-08,3.257806824308318e-08
1830,4.383470941782264e-08,6.992680212647429e-08
1831,5.3010101197514814e-08,7.951515357262906e-08
1832,8.38858085216998e-08,3.111892887819323e-08
1833,6.370995575544214e-08,7.52935847003755e-08
1834,7.187588568768888e-08,4.3872296684455137e-08
1835,8.470658485748572e-08,5.142899794918776e-08
1836,6.183090306421946e-08,8.132107431890745e-08
1837,8.34946876082654e-08,3.75726116885744e-08
1838,6.185918977053007e-08,4.48163506305832e-08
1839,6.292327392465324e-08,2.516931019158619e-08
1840,5.4142353878017246e-08,2.6752692505738196e-08
1841,5.3290552415319326e-08,8.21830190567141e-08
1842,1.0599058697380315e-07,4.7628683219613777e-08
1843,8.033399012674636e-08,8.565021403228457e-08
1844,8.342613450063041e-08,3.293136879856107e-08
1845,9.98860830714321e-08,5.747634812536262e-08
1846,7.610852037487348e-08,5.3861413551459236e-08
1847,5.3932236454556914e-08,4.6381722462740527e-08
1848,6.194820856286753e-08,5.148941845112276e-08
1849,3.351765842651844e-08,1.6758828991214614e-08
1850,6.85688590351674e-08,5.2275268558332755e-08
1851,5.224045551699419e-08,5.868989139123926e-08
1852,1.3346618432663604e-07,4.882908943848463e-08
1853,6.987159983928848e-08,5.3747387873670505e-08
1854,6.910233790735631e-08,5.871100761112302e-08
1855,7.164365101175463e-08,4.2986190607052777e-08
1856,1.1545132083679022e-07,5.7984518964104836e-08
1857,7.712784366731285e-08,4.051652546799289e-08
1858,9.493731573106956e-08,3.229826228690058e-08
1859,9.827894476011068e-08,5.092173305243364e-08
1860,7.872756668803049e-08,5.309533213093687e-08
1861,1.0563758534587464e-07,3.4898130885085976e-08
1862,7.861296347222435e-08,1.8523744538256892e-08
1863,1.243660608385433e-07,5.793760227135181e-08
1864,1.0404559547261272e-07,4.746780601916356e-08
1865,7.719224726088214e-08,1.9298061426642477e-08
1866,8.174229337853944e-08,5.254862084358436e-08
1867,7.667442503134225e-08,4.1248899407264616e-08
1868,7.26161495379074e-08,5.680855075240743e-08
1869,7.47178409143956e-08,4.1998265642995136e-08
1870,6.422134646300037e-08,6.078091674410757e-08
1871,3.186353225714811e-08,1.6993883633631413e-08
1872,7.982487915114689e-08,4.5959778094406545e-08
1873,7.721946104766175e-08,8.320546046602928e-08
1874,5.01867165603187e-08,3.823749938902665e-08
1875,7.380770256082414e-08,6.865832613556222e-08
1876,7.980739469282128e-08,5.139112646546096e-08
1877,6.494056881134469e-08,5.009700920766136e-08
1878,9.239805764948983e-08,3.744235099745197e-08
1879,7.270097057698877e-08,4.520900709348297e-08
1880,7.508880250917116e-08,6.417846165618357e-08
1881,7.809208313336313e-08,3.277078608476813e-08
1882,8.785108107645101e-08,6.122954410159309e-08
1883,8.847074745021999e-08,5.0554710195882535e-08
1884,8.978307697304899e-08,5.215340692643622e-08
1885,6.767917792860345e-08,3.222817768211428e-08
1886,7.163344711846875e-08,3.4203358367790315e-08
1887,4.635536360320103e-08,4.7008255732450266e-08
1888,8.115986549483978e-08,3.1703073499755874e-08
1889,8.95914575860246e-08,4.573549938768906e-08
1890,7.078737507271171e-08,4.3258950199742685e-08
1891,4.716922674674606e-08,3.0596255640169545e-08
1892,7.208788876944539e-08,2.8208304803101214e-08
1893,6.8358424809567e-08,5.04990151917184e-08
1894,7.68787788985037e-08,4.789169794072734e-08
1895,5.9584283951252814e-08,4.634333095054899e-08
1896,7.607167379353186e-08,4.5407121396223715e-08
1897,5.7684462984042284e-08,5.302309435961661e-08
1898,9.166534642446322e-08,4.300349609742682e-08
1899,7.517506261933704e-08,3.0954437235664045e-08
1900,9.603448158923555e-08,3.3741845317791785e-08
1901,1.0003842754180425e-07,4.191554131560693e-08
1902,6.039649003142245e-08,3.92822721018149e-08
1903,5.238213662828173e-08,3.942160864411903e-08
1904,6.449550404852289e-08,3.815983884436491e-08
1905,9.392581223899299e-08,3.9221769387864924e-08
1906,6.173021177557914e-08,3.498045531014071e-08
1907,5.451413809254291e-08,3.3428482648645286e-08
1908,6.090122517399266e-08,3.192402764362612e-08
1909,8.086445618671334e-08,3.4106097501762633e-08
1910,6.306098043751263e-08,3.366814882443947e-08
1911,6.863282675517723e-08,2.766594575653869e-08
1912,6.147117193044949e-08,3.594500819215085e-08
1913,6.469647362283837e-08,7.583275607458972e-08
1914,4.352883264946428e-08,4.0850137772441286e-08
1915,2.94519039156782e-08,4.35888192207301e-08
1916,4.944358011904626e-08,2.9666147538520704e-08
1917,6.68951898319392e-08,6.47019033905849e-08
1918,9.533692502117219e-08,3.445912799548978e-08
1919,4.6960025201769895e-08,7.918749744817433e-08
1920,7.49650914677602e-08,4.770506034645905e-08
1921,9.996026761882604e-08,3.0290989272430124e-08
1922,7.451715111628232e-08,3.2462916577102874e-08
1923,8.917396732144311e-08,6.157249998750558e-08
1924,7.73497492723152e-08,6.187979861849158e-08
1925,8.908524029571652e-08,4.179307633300766e-08
1926,8.693988340358061e-08,2.8979960653430226e-08
1927,1.0703256081434631e-07,6.02058150001028e-08
1928,7.08414584771333e-08,5.141718650847338e-08
1929,8.35530460374656e-08,4.4561624168437675e-08
1930,1.1764036322858828e-07,3.676261295382233e-08
1931,9.808606460381952e-08,4.6761963190533606e-08
1932,5.698959038014095e-08,5.150982218538047e-08
1933,6.997103763062285e-08,4.9323849227178584e-08
1934,7.069132657022692e-08,2.875579241390369e-08
1935,7.77938495843955e-08,4.787313834242468e-08
1936,4.364897199238271e-08,1.9399543305098632e-08
1937,5.414180659357726e-08,6.295559007440943e-08
1938,7.779128452511941e-08,1.8151300906765755e-08
1939,5.352917753498332e-08,5.352917753498332e-08
1940,2.7893612752905028e-08,1.7496902726676922e-07
1941,5.607854980382854e-08,1.3576912216706205e-07
1942,1.456421614420833e-07,8.192372069615317e-08
1943,9.00002918857723e-08,8.709705845433291e-08
1944,1.1888788975511488e-07,3.598768376633643e-07
1945,4.1391576388605245e-08,3.0716905996541755e-07
1946,6.403708052715729e-08,1.2250571934657728e-07
1947,1.060957499632309e-07,1.3709002288919692e-07
1948,8.371353343861188e-08,6.196976176653379e-08
1949,6.970075983048218e-08,9.129818057118655e-08
1950,7.232045673433163e-08,4.679558940345885e-08
1951,8.315893085253379e-08,9.488647378930182e-08
1952,5.1669539202769954e-08,6.53777849635162e-08
1953,5.1714371673838855e-08,4.740484049747806e-08
1954,6.547599351591771e-08,6.254422868501308e-08
1955,7.977766358635563e-08,3.6603872377583e-08
1956,5.1454734917300016e-08,6.279222075633584e-08
1957,5.124322016714089e-08,5.6544242177380966e-08
1958,6.948684561081109e-08,5.211513531833134e-08
1959,6.433120458559927e-08,3.79786646576008e-08
1960,7.405291518880475e-08,6.021125109612058e-08
1961,7.017641134865471e-08,4.446821932901912e-08
1962,4.566208677836414e-08,7.737186624723336e-08
1963,6.789356221670317e-08,4.4615767968991804e-08
1964,7.969998305767945e-08,9.49099039360135e-08
1965,4.9248392031131516e-08,5.7456454705118176e-08
1966,4.1543059436932595e-08,5.4836839513683344e-08
1967,6.458739720827111e-08,7.39550314321491e-08
1968,9.387059130006037e-08,6.512552896964507e-08
1969,6.585548750770442e-08,8.129746742469024e-08
1970,6.66815119232389e-08,8.369679616038184e-08
1971,8.581123500661647e-08,4.932861674689093e-08
1972,6.104874594736742e-08,6.361382220987366e-08
1973,4.796487346192535e-08,5.954260196006089e-08
1974,4.050411750444738e-08,6.075617431378078e-08
1975,5.140332204334186e-08,4.7976433048546596e-08
1976,5.1421741309454205e-08,5.085038856655899e-08
1977,3.9962116504810297e-08,4.2900507590815096e-08
1978,6.831679932872703e-08,4.871284842167256e-08
1979,5.442335238026175e-08,4.506019601890898e-08
1980,4.7186750062877536e-08,8.243468396784692e-08
1981,3.985096119762943e-08,5.250206269735713e-08
1982,5.0901519110801985e-08,9.062953498784054e-08
1983,7.515226374543715e-08,8.020451325307931e-08
1984,6.552879394661204e-08,1.026424483185906e-07
1985,4.9929133605353115e-08,8.361625880581869e-08
1986,5.454981755192989e-08,5.994485530180782e-08
1987,5.5608433080500674e-08,5.1330861339238254e-08
1988,7.975416566052829e-08,8.335209678023148e-08
1989,6.256459261777536e-08,5.6527659886285164e-08
1990,6.15697552941441e-08,5.884543075040938e-08
1991,6.682070324837142e-08,5.8028507332608115e-08
1992,5.179347439820958e-08,6.226236948236874e-08
1993,8.91812389491875e-08,7.090185238922686e-08
1994,6.857404555304925e-08,9.178372373241928e-08
1995,7.211859909261875e-08,6.50694085280179e-08
1996,5.4448540787177535e-08,4.911044859667868e-08
1997,7.671831503408555e-08,7.432086235326096e-08
1998,6.627699500327822e-08,4.148272481074855e-08
1999,9.414614271507915e-08,5.072923281446151e-08
2000,7.73155524047553e-08,6.450326139884055e-08
2001,5.4765148943536346e-08,5.432702598895389e-08
2002,7.053766437614684e-08,6.790893358754602e-08
2003,7.375453814351118e-08,6.583738088039581e-08
2004,6.871474655945065e-08,7.047666095161276e-08
2005,5.854874407518196e-08,7.0708868094016e-08
2006,7.082770936417404e-08,4.28260547025161e-08
2007,7.190063233686317e-08,2.7162461169183416e-08
2008,6.726754731012363e-08,4.044567880612249e-08
2009,5.292693860958764e-08,6.532423668659249e-08
2010,5.6685517002552643e-08,6.140931052556198e-08
2011,3.7092529686644227e-08,4.206369075276939e-08
2012,3.574465295974605e-08,5.82127235304597e-08
2013,3.5421887201181335e-08,5.466685237820457e-08
2014,3.529675557389922e-08,5.5435398049752393e-08
2015,4.654808366533203e-08,5.0759577874259776e-08
2016,4.2876737493813266e-08,4.391240837620103e-08
2017,2.842640789424422e-08,5.8362183086302366e-08
2018,3.149389249390566e-08,5.0854894517726734e-08
2019,4.08158039588713e-08,4.1581101228871375e-08
