year,mêmes_ADJ ans_NOUN,mêmes_ADJ chants_NOUN
1800,0.0,6.288328968651058e-09
1801,1.4287095950749062e-08,1.6668277424969347e-08
1802,0.0,1.5664880947952042e-08
1803,0.0,1.950339223455444e-09
1804,2.4718509461507665e-09,4.943701892301533e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,4.610670600868616e-08
1807,5.693910232196231e-09,5.124519120158766e-08
1808,0.0,6.798221985349073e-09
1809,4.518061036407062e-09,4.518061036407062e-08
1810,2.3401267590372754e-09,0.0
1811,2.5070767684098882e-09,2.757784400841956e-08
1812,0.0,1.0668832928217853e-08
1813,2.8757416448144113e-09,7.764502640839055e-08
1814,0.0,9.440030979135372e-09
1815,0.0,0.0
1816,2.3176038865813098e-09,0.0
1817,0.0,1.0898113522728181e-08
1818,5.960588467246453e-09,2.384235475716423e-09
1819,1.035105001712111e-09,1.1386155129855524e-08
1820,1.0679833017945839e-08,9.493184904840746e-09
1821,4.930744257336528e-09,3.254291058851777e-08
1822,1.0025615893027862e-09,3.5089655625597516e-08
1823,1.9765373782121287e-09,4.941343334508019e-08
1824,8.421112696055388e-10,3.2842340402794434e-08
1825,1.7610886082763955e-09,4.138558296062911e-08
1826,2.642395191543301e-09,2.9947145208097936e-08
1827,1.8434546111834038e-09,1.566936447261469e-08
1828,1.8344602503717056e-09,1.1923991571904935e-08
1829,8.57317605795771e-10,1.8860987438529264e-08
1830,2.0873671680021744e-09,2.1917355041978226e-08
1831,1.5591206103948707e-09,3.4300654760954785e-08
1832,1.3529969367098715e-09,5.0060886991332154e-08
1833,1.1583628500844156e-09,4.2859426230279496e-08
1834,9.334530925997342e-10,1.6802156110884425e-08
1835,1.5126175867408165e-09,3.327758690829796e-08
1836,1.3441500135158435e-09,4.301280043250699e-08
1837,2.7831562610103333e-09,1.948209416013924e-08
1838,3.1560809521380406e-09,8.2058102535143e-09
1839,6.9914751765765e-10,2.7266752411492234e-08
1840,1.2739377330817092e-09,1.9109066329292546e-08
1841,1.2841097074556274e-09,4.9438221960684814e-08
1842,2.0124795163667386e-09,2.5491406319133603e-08
1843,3.544146642830981e-09,2.4218335781256428e-08
1844,1.6465683816413446e-09,2.360081374774836e-08
1845,1.674068439427856e-09,3.459741293454499e-08
1846,5.854501328173001e-10,9.015931823341816e-08
1847,2.1572894581822766e-09,4.422443566909351e-08
1848,0.0,2.815827571112095e-08
1849,0.0,3.100383594301093e-08
1850,6.788996032014438e-10,2.1724787302446202e-08
1851,1.9348316282474798e-09,2.96674187438839e-08
1852,4.557381805270211e-09,3.450589147746541e-08
1853,3.5831591027601917e-09,4.001194398028929e-08
1854,6.754363734984281e-09,2.7537021551893304e-08
1855,2.653468555990912e-09,3.8209947206269135e-08
1856,2.5885946164372342e-09,4.245295315286057e-08
1857,1.9526036343364694e-09,3.856392183365642e-08
1858,2.446837954472869e-09,2.6915218498402282e-08
1859,1.5276520048956854e-09,2.9025388315062628e-08
1860,3.661747072225552e-09,3.9363783344015246e-08
1861,2.3579819208308095e-09,3.7256114637784776e-08
1862,1.8071945051545413e-09,1.626475132354699e-08
1863,3.4962345241140724e-09,3.096664968893492e-08
1864,2.8768367688059016e-09,2.589153069720851e-08
1865,3.765475597994339e-09,1.4591217123438582e-08
1866,9.731225825149181e-10,3.16264845423575e-08
1867,9.7056229719783e-10,3.736664666575962e-08
1868,2.9639244392143382e-09,2.865126980111654e-08
1869,4.8835191446272574e-09,5.1276952461876135e-08
1870,4.587239033071455e-09,2.752343419842873e-08
1871,4.248470908407853e-09,6.585130085667856e-08
1872,1.2094678591978436e-09,3.4469834986339265e-08
1873,5.986004469882289e-10,3.1725821969530443e-08
1874,0.0,3.525019315331335e-08
1875,1.716458086775674e-09,1.716458086775674e-08
1876,6.04601479992084e-10,3.688068872520489e-08
1877,1.2369631985365004e-09,1.6699003069220453e-08
1878,6.039088673581716e-10,3.01954443671093e-08
1879,5.498392741110081e-09,2.6270098985037293e-08
1880,6.417846254436199e-10,4.685027832351807e-08
1881,0.0,2.3009274985330563e-08
1882,0.0,3.128031167420886e-08
1883,1.8958017378167824e-09,2.274962085380139e-08
1884,1.3203393933736152e-09,1.9805090900604227e-08
1885,1.9336907075562237e-09,2.4493415295978593e-08
1886,1.2906927748801422e-09,2.1296431285122708e-08
1887,0.0,1.7628096316002484e-08
1888,0.0,2.1558090423923204e-08
1889,2.5060546970934183e-09,2.6940087494153886e-08
1890,6.554386478008212e-10,3.211649257650606e-08
1891,5.0993759215245404e-09,2.358461337337303e-08
1892,1.8805537127519756e-09,1.4417578242387208e-08
1893,4.310891532632866e-09,2.155445777418663e-08
1894,6.301539290376468e-10,1.827446460822557e-08
1895,3.611168697403855e-09,4.754705429377282e-08
1896,2.94851448812139e-09,4.540712339462516e-08
1897,4.07869948926276e-09,3.029891004757701e-08
1898,4.52668391659472e-09,2.7160103499568322e-08
1899,2.7637891975018647e-09,1.7688250864011934e-08
1900,3.114631885736685e-09,1.8168686111152965e-08
1901,1.1177477832191585e-09,2.9620316865930363e-08
1902,1.4730852093691738e-09,1.3257766440233354e-08
1903,2.1600881083827517e-09,2.2680925582108102e-08
1904,5.374625189347171e-10,2.364835083312755e-08
1905,6.708986699521802e-09,2.9932401446330914e-08
1906,1.5432553568395235e-09,1.800464666246171e-08
1907,1.5428530120153994e-09,2.7771354993433306e-08
1908,1.4734167219643268e-09,2.2101250607420297e-08
1909,1.1001967115120692e-09,9.901770070541716e-09
1910,2.137660271017694e-09,2.404867771588215e-08
1911,2.128149656499545e-09,1.702519725199636e-08
1912,1.5628263683176158e-09,1.9795800554334164e-08
1913,0.0,3.3939134169713725e-08
1914,3.348371913070025e-09,1.875088173619588e-08
1915,0.0,8.246533234057551e-09
1916,7.69122321386817e-09,3.5159878564172686e-08
1917,4.3865698851064394e-09,2.9609346086090227e-08
1918,0.0,2.2972752589112133e-08
1919,2.762354567309444e-09,2.762354434082681e-08
1920,5.300562211374427e-09,2.4231141537711665e-08
1921,5.300923255902035e-09,1.5902768879527684e-08
1922,3.688967686876765e-09,3.24629176873259e-08
1923,5.307974060286824e-09,2.0170300985000722e-08
1924,1.289162443462999e-09,1.804827398643738e-08
1925,2.1996355847875293e-09,4.399271169575059e-09
1926,0.0,2.0063049888108253e-08
1927,3.3447675740205796e-09,1.0034302500017134e-08
1928,3.4278122562625413e-09,2.8565102283550914e-08
1929,1.1140406375176326e-09,2.0052731697361992e-08
1930,1.0503603542488804e-09,2.6259009189288918e-08
1931,3.4216069977333063e-09,2.5091784650044247e-08
1932,0.0,6.575722188983946e-09
1933,5.735331320977366e-09,1.3764794637438627e-08
1934,1.1981580172459871e-09,2.7557634396657704e-08
1935,3.590485242455088e-09,2.992070946561398e-08
1936,0.0,2.7886843056990074e-08
1937,1.2591118148108649e-09,1.6368453259474336e-08
1938,2.5930428915188486e-09,1.1668692678767911e-08
1939,4.588215141154706e-09,1.3764645423464117e-08
1940,0.0,2.2822046474857416e-08
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,2.730790527039062e-08
1943,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,0.0,1.9606536838523425e-08
1946,1.3921104269343232e-09,1.9489545088902105e-08
1947,0.0,2.9802176726434482e-08
1948,4.348755133776194e-09,2.2830963786191205e-08
1949,1.9634016634739737e-09,3.8286334103077024e-08
1950,2.1270722960764488e-09,2.7651939404904624e-08
1951,1.0661401761424827e-09,1.2793682557799002e-08
1952,1.0544803918932644e-09,1.370824520563474e-08
1953,2.1547654771580937e-09,2.693456835345387e-08
1954,2.9317608341017376e-09,9.772536557761669e-09
1955,2.815682353940474e-09,7.508486277174597e-09
1956,1.744228317335228e-09,1.0465370126055973e-08
1957,2.6505113659425206e-09,1.236905244894615e-08
1958,4.136121778408608e-09,6.617794756635931e-09
