year,tels_ADJ champs_NOUN
1800,0.0
1801,1.904946067554647e-08
1802,5.147032311469957e-08
1803,0.0
1804,0.0
1805,8.528632911009026e-09
1806,0.0
1807,0.0
1808,0.0
1809,4.51806094758922e-08
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,9.440030979135372e-09
1815,0.0
1816,9.270415546325239e-09
1817,2.6466848268569265e-08
1818,0.0
1819,0.0
1820,0.0
1821,1.97229765852569e-09
1822,2.0051231786055723e-09
1823,4.941343334508019e-09
1824,0.0
1825,0.0
1826,2.642395191543301e-09
1827,9.217273055917019e-10
1828,0.0
1829,4.286587973467704e-09
1830,5.218417697960831e-09
1831,7.795603274018958e-09
1832,0.0
1833,0.0
1834,9.334530925997342e-10
1835,0.0
1836,0.0
1837,4.174734336004349e-09
1838,4.418513555037862e-09
1839,4.194885327990505e-09
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,5.488561272137815e-10
1845,1.674068439427856e-09
1846,5.269050973311096e-09
1847,1.0786447290911383e-09
1848,0.0
1849,8.379414939696517e-10
1850,0.0
1851,1.2898877521649865e-09
1852,0.0
1853,0.0
1854,0.0
1855,2.1227748447927297e-09
1856,0.0
1857,4.881509085841174e-10
1858,2.4468380654951716e-09
1859,1.018434669930457e-09
1860,0.0
1861,0.0
1862,9.035972525772706e-10
1863,9.989241656072068e-10
1864,4.794727948009836e-10
1865,4.706844358715045e-10
1866,0.0
1867,1.94112459439566e-09
1868,9.87974813071446e-10
1869,8.30198221279943e-09
1870,1.7202146374017957e-09
1871,0.0
1872,0.0
1873,0.0
1874,1.1949218281515073e-09
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,2.5671385017744797e-09
1881,0.0
1882,3.3276925659464496e-09
1883,0.0
1884,6.601696966868076e-10
1885,5.80107206715752e-09
1886,0.0
1887,1.9586774424595887e-09
1888,2.53624587998047e-09
1889,6.265136742733546e-10
1890,6.554386478008212e-10
1891,0.0
1892,0.0
1893,2.463366621796581e-09
1894,5.671385139294216e-09
1895,6.018614495673091e-10
1896,1.7691086373616827e-09
1897,1.1653427112179315e-09
1898,2.8291773368493978e-09
1899,1.1607914629507832e-08
1900,2.07642125715779e-09
1901,0.0
1902,5.4013122863239005e-09
1903,3.2401321625741275e-09
1904,2.6873125946735854e-09
1905,2.580379465655369e-09
1906,1.0288369045596824e-09
1907,2.5714217422034835e-09
1908,1.964555629285769e-09
1909,2.2003934230241384e-09
1910,6.412980813053082e-09
1911,6.384448969498635e-09
1912,6.772247651554153e-09
1913,2.0681659052002033e-08
1914,1.7411533548283842e-08
1915,3.534228465440492e-09
1916,2.197492410260793e-09
1917,6.57985488317081e-09
1918,1.1486376294556067e-09
1919,1.3811772170413406e-08
1920,1.590168707821249e-08
1921,8.330022005509363e-09
1922,1.475587119159627e-08
1923,1.3800733000834953e-08
1924,1.804827398643738e-08
1925,4.399271169575059e-09
1926,8.916910765321973e-09
1927,5.574612327308159e-09
1928,1.3711249025050165e-08
1929,1.0026365515614089e-08
1930,9.453243521306831e-09
1931,1.9389105432310316e-08
1932,1.2055489939655217e-08
1933,3.555905436769535e-08
1934,1.4377896206951846e-08
1935,7.180970484910176e-09
1936,1.4549657478823974e-08
1937,1.3850230295986421e-08
1938,7.779128452511941e-09
1939,1.8352860564618823e-08
1940,1.0143131667916805e-08
1941,5.9030051957620344e-09
1942,1.2136847082899749e-08
1943,1.1612940831184915e-08
1944,1.6065930807940276e-08
1945,1.5249527862692958e-08
1946,1.2528993842408909e-08
1947,1.6689218895749036e-08
1948,2.0656587551570738e-08
1949,3.5341230386620737e-08
1950,1.2762433776458693e-08
1951,2.1322803078760444e-08
1952,1.687168627029223e-08
1953,2.5857186614075545e-08
1954,2.443134050622575e-08
1955,2.440258128899586e-08
1956,3.0523995775411095e-08
1957,3.268964121616591e-08
1958,2.5643954515430778e-08
1959,2.325224279786653e-08
1960,2.2838749558218296e-08
1961,4.168895628708924e-08
1962,2.6002021868976044e-08
1963,2.8450633848819962e-08
1964,1.3384730657151067e-08
1965,2.9001830270658502e-08
1966,1.7171132071780448e-08
1967,2.9582013283402375e-08
1968,1.8863946849023705e-08
1969,2.043791091921321e-08
1970,1.5635665207014426e-08
1971,2.209510974182649e-08
1972,2.565073486948677e-08
1973,1.6539610570021068e-08
1974,2.0814615808717463e-08
1975,2.5701661243715535e-08
1976,3.25671045686704e-08
1977,2.8796231177352638e-08
1978,2.1386128423728223e-08
1979,1.462993370893173e-08
1980,1.4212877097463661e-08
1981,2.213942273954217e-08
1982,1.5518756057986138e-08
1983,1.2630632539867293e-08
1984,1.2177918229383522e-08
1985,1.5038894574104233e-08
1986,1.6784559520033326e-08
1987,1.2832715334809564e-08
1988,2.5785181989590455e-08
1989,1.3171493229435782e-08
1990,2.3429199913493903e-08
1991,8.7921980806982e-09
1992,1.2121876835635703e-08
1993,1.4955860550003308e-08
1994,9.494868002946077e-09
1995,9.760411145975922e-09
1996,1.5480466686312866e-08
1997,1.3905194329311144e-08
1998,1.1920323395031573e-08
1999,1.0511462811280126e-08
2000,8.83606254831193e-09
2001,1.445799924226776e-08
2002,1.0514931148009055e-08
2003,1.2500768420409258e-08
2004,6.166707589017051e-09
2005,6.305249655724765e-09
2006,1.523619275189958e-08
2007,1.3181781888249589e-08
2008,5.108927503272298e-09
2009,1.1443662017995848e-08
2010,8.502827775203059e-09
2011,8.030340836739924e-09
2012,1.599998711299122e-08
2013,8.925200134513034e-09
2014,4.330890313042346e-09
2015,6.428068743957738e-09
2016,4.971216327476213e-09
2017,8.804639684001359e-09
2018,8.26069346260283e-09
2019,4.08158040698936e-09
