year,aux_ADP eaux_NOUN,aux_ADP chauds_ADJ
1854,3.664502229661082e-06,8.313062960230155e-09
1855,3.744044054343476e-06,5.306937111981824e-09
1856,3.5986641719887302e-06,3.6240324075009767e-09
1857,4.2073725019520225e-06,6.834112886711097e-09
1858,3.873833929191051e-06,9.297984604472731e-09
1859,4.611981612612226e-06,1.1202780925145817e-08
1860,4.119007746439252e-06,4.577183909670879e-09
1861,3.6874119793139926e-06,1.2261505810684525e-08
1862,3.82718618041622e-06,9.035972525772706e-09
1863,3.674542448095508e-06,9.989241434027463e-09
1864,3.6171427453268734e-06,7.1920918109924514e-09
1865,3.7061691671169683e-06,1.2708479601997169e-08
1866,3.5197844674428325e-06,6.811858022093276e-09
1867,3.5323615446003487e-06,7.279217228983725e-09
1868,3.5329979581888438e-06,1.6301584082611953e-08
1869,3.425300214132676e-06,2.49059470824875e-08
1870,3.923236146619047e-06,2.695003020747322e-08
1871,3.2256515467565805e-06,9.559059321873065e-09
1872,3.2159749991933495e-06,2.23751550620932e-08
1873,4.123159801139309e-06,1.97538145840781e-08
1874,3.550112662509264e-06,2.5690820137924675e-08
1875,3.733296491503779e-06,1.1443054226401017e-08
1876,4.018786015080877e-06,3.023007266733657e-08
1877,3.7486169475187125e-06,2.7831672189115864e-08
1878,3.6820324211817024e-06,1.1474268590827563e-08
1879,3.814662775880606e-06,1.4051448005147904e-08
1880,3.3039072224738675e-06,1.2835692508872398e-08
1881,3.977118396392143e-06,2.3009274485730202e-08
1882,3.624522761924709e-06,2.2628309892525067e-08
1883,3.839630316804232e-06,2.211768546089843e-08
1884,3.39525268344687e-06,2.2445768799173038e-08
1885,3.6933492033597304e-06,2.7071669572720225e-08
1886,3.4371147457079587e-06,1.2906927304712212e-08
1887,3.7286687710746946e-06,1.3057849135300614e-08
1888,3.3586235552718335e-06,1.0779044989916997e-08
1889,3.472138734750274e-06,1.5036328071538207e-08
1890,3.6737336674974586e-06,3.2116493131617574e-08
1891,3.140578314742015e-06,1.9122660788184476e-08
1892,3.5279188104198056e-06,1.1283322498556458e-08
1893,3.449329160076786e-06,8.005941354305435e-09
1894,3.5118477423878858e-06,1.3233232287745977e-08
1895,3.2873672566324785e-06,1.3842813562092715e-08
1896,3.3837152635385337e-06,2.0639602027472392e-08
1897,3.165653367886989e-06,1.5149455023788505e-08
1898,3.2614757063953448e-06,1.0185038701315818e-08
1899,3.372928309985923e-06,1.9346524382513053e-08
1900,3.1634277384284815e-06,1.1939421895590385e-08
1901,3.0631878296105697e-06,8.941982265753268e-09
1902,2.8243951923911936e-06,1.3257766440233354e-08
1903,3.4285998609107082e-06,2.430099144135056e-08
1904,3.286045743067234e-06,1.1824175416563776e-08
1905,3.0236887518242384e-06,1.2385821979155054e-08
1906,3.360181295875009e-06,2.006231980544726e-08
1907,2.879992280213628e-06,2.3142794347563722e-08
1908,3.0941751774093973e-06,1.5716445034286153e-08
1909,3.0101382684222244e-06,1.5402754627302784e-08
1910,3.3903293044090788e-06,1.6032451699565797e-08
1911,2.9544037545292667e-06,2.2877609140437016e-08
1912,3.0068778951175545e-06,1.0939784189645252e-08
1913,2.7899029930722463e-06,1.8030165027660416e-08
1914,2.698787728405705e-06,6.027069343605973e-09
1915,2.220673532615791e-06,4.712304768617059e-09
1916,2.2172698876943286e-06,7.69122365795738e-09
1917,2.071557680949354e-06,2.0836205649743533e-08
1918,2.064101794374551e-06,1.2635013924011673e-08
1919,2.204358924728922e-06,1.3811772670013767e-08
1920,2.267883445483676e-06,8.329454459499175e-09
1921,2.3990464246281817e-06,1.3630945761011759e-08
1922,2.7563966220611746e-06,1.9182632371439468e-08
1923,2.380095640575064e-06,2.0170301429089932e-08
1924,2.5615658660882445e-06,1.675911143195208e-08
1925,2.5691744021116847e-06,1.6497267107951075e-08
1926,2.1980185849201916e-06,1.3375366592072169e-08
1927,2.65909023866584e-06,1.3379069629948503e-08
1928,2.3274845055709648e-06,1.0283437212876834e-08
1929,2.3829329673930033e-06,2.4508894469477127e-08
1930,2.5124620428584876e-06,9.453243188239924e-09
1931,2.185266243515116e-06,1.2545892325022123e-08
1932,2.266432183262168e-06,5.4797681947604815e-09
1933,2.4696335252372137e-06,1.8353059516584835e-08
1934,2.4358552295211666e-06,1.0783422155213884e-08
1935,2.161472160366884e-06,7.180970484910176e-09
1936,2.2600467524114265e-06,1.4549657478823974e-08
1937,2.116566883980653e-06,7.554670999887492e-09
1938,2.1651907946562687e-06,9.075650453382877e-09
1939,2.2145785747440527e-06,7.647025235257843e-09
1940,2.426744296180061e-06,2.5357829169792012e-09
1941,2.2815115485741444e-06,2.9515025978810172e-09
1942,2.4273693295384646e-06,9.102635090130207e-09
1943,2.4416208086464053e-06,1.1612940831184915e-08
1944,1.7351205627846866e-06,1.6065930807940276e-08
1945,1.8582639409459034e-06,1.9606536838523425e-08
1946,1.8501147280858277e-06,9.744772988540262e-09
1947,1.80243573399963e-06,1.311295849681926e-08
1948,1.9960786410422315e-06,1.7395020535104777e-08
1949,1.848542678928311e-06,1.2762110479513922e-08
1950,2.0292270388466704e-06,1.2762433776458693e-08
1951,2.0757748222521855e-06,7.462981344019681e-09
1952,2.1015794349210637e-06,6.326882129314981e-09
1953,1.87787811967155e-06,7.54167928107563e-09
1954,2.0688458768347573e-06,1.07497895029951e-08
1955,1.8911999255522005e-06,4.6928039232341234e-09
1956,1.823590656258034e-06,5.232684952005684e-09
1957,2.0585638385028915e-06,1.501956425897788e-08
1958,2.0589614422306113e-06,4.1361216673863055e-09
1959,1.926835943244498e-06,1.0851047171911432e-08
1960,1.8630882969716822e-06,9.689166802218097e-09
1961,1.9711927397025875e-06,6.25334317660986e-09
1962,1.7319882541499965e-06,1.0147130247162295e-08
1963,1.8292464885050208e-06,6.466053470433053e-09
1964,1.8750789969601556e-06,1.1559539936367713e-08
1965,1.7395626281668797e-06,9.302473458205895e-09
1966,1.699942078658978e-06,1.0524241922382771e-08
1967,1.5688328369733995e-06,7.395503320850594e-09
1968,1.7224580073360585e-06,1.3474247911871018e-08
1969,1.5637272010593506e-06,5.904285060864822e-09
1970,1.7167040438081926e-06,1.2876429700270364e-08
1971,1.678200632682092e-06,1.1304474689666222e-08
1972,1.6442120243098657e-06,5.643161660184859e-09
1973,1.5420430745649583e-06,5.513203893414698e-09
1974,1.4710869749023914e-06,7.313243344242437e-09
1975,1.5980722078978715e-06,5.140332159925265e-09
1976,1.4443795803842363e-06,6.8562320265641574e-09
1977,1.3710532495991856e-06,4.701425582176455e-09
1978,1.448316185648224e-06,4.752473081737207e-09
1979,1.7269173215872513e-06,5.266775904289034e-09
1980,1.5548887062344363e-06,7.390696055153967e-09
1981,1.3789697419497315e-06,1.012087885721158e-08
1982,1.544426535993182e-06,6.2075020679230875e-09
1983,1.343899265648929e-06,6.315316158911344e-09
1984,1.3813238100013336e-06,4.639206796497319e-09
1985,1.6097633457334837e-06,4.812446552371341e-09
1986,1.5879391597195536e-06,7.193382389747427e-09
1987,1.4452081895655056e-06,4.888653593049241e-09
1988,1.2604755763589992e-06,4.197587610832443e-09
1989,1.3753234755498056e-06,3.841685636274406e-09
1990,1.4270017452133743e-06,5.993515905799995e-09
1991,1.3768581208495334e-06,4.10302547493302e-09
1992,1.428728560348702e-06,5.509944056569793e-09
1993,1.2668167705953692e-06,4.4313659408601325e-09
1994,1.433197537537012e-06,4.2199412852994556e-09
1995,1.2363187735786596e-06,9.760411145975922e-09
1996,1.254451706955706e-06,3.2028553142993132e-09
1997,1.1771465757703936e-06,6.712852163026639e-09
1998,1.1305234552949628e-06,9.536258449571733e-10
1999,1.268687850775052e-06,6.8553016596695215e-09
2000,1.173870980863967e-06,3.5344251969604557e-09
2001,1.1649642326361231e-06,5.695575122643959e-09
2002,1.1776723436440761e-06,6.133709873346049e-09
2003,1.1921566098749281e-06,2.500153695184082e-09
2004,1.191495990759961e-06,3.9643119897903034e-09
2005,1.1597155742393284e-06,9.007498746882447e-09
2006,1.1707160831875285e-06,7.823990677557902e-09
2007,1.119253095094308e-06,8.38840730210677e-09
2008,1.3449252431740888e-06,9.79211112195344e-09
2009,1.325557462017457e-06,8.105927484791664e-09
2010,1.300460217734667e-06,1.0864724231396394e-08
2011,1.3873370336980884e-06,1.6825476123472072e-08
2012,1.4781264763286117e-06,1.05531832161887e-08
2013,1.2366980790545767e-06,1.2272150518022329e-08
2014,1.382203651090208e-06,9.96104743133941e-09
2015,1.5352001083712707e-06,1.3742767285274127e-08
2016,1.8057942234861457e-06,1.574218472244482e-08
2017,1.313400698421674e-06,1.106868996458843e-08
2018,1.3883128469061035e-06,1.0584013054870667e-08
2019,1.5050827668616762e-06,1.632632162795744e-08
