year,grands_ADJ ans_NOUN,grands_ADJ champs_NOUN
1800,0.0,3.144164484325529e-09
1801,9.524730337773235e-09,2.6193008650921e-08
1802,0.0,1.3427040812530322e-08
1803,0.0,1.5602713787643552e-08
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,2.0171682990621775e-08
1807,0.0,2.8469551160981155e-09
1808,0.0,1.5862518409903714e-08
1809,0.0,6.7770917766551975e-09
1810,2.3401267590372754e-09,0.0
1811,0.0,2.2563691359778204e-08
1812,2.6672082320544632e-09,0.0
1813,0.0,3.163315653864629e-08
1814,0.0,4.405347908686963e-08
1815,0.0,0.0
1816,0.0,1.622322720606917e-08
1817,1.556873407970727e-09,3.269434145636296e-08
1818,2.384235475716423e-09,3.099506074022429e-08
1819,0.0,1.3456364911235141e-08
1820,0.0,1.1866481131050932e-09
1821,0.0,3.944595206029078e-09
1822,0.0,6.015369535816717e-09
1823,0.0,4.941343334508019e-09
1824,0.0,6.736890156844311e-09
1825,8.805443041381977e-10,1.584979791857677e-08
1826,0.0,1.4092774947016551e-08
1827,9.217273055917019e-10,3.041700225026034e-08
1828,9.172301251858528e-10,1.1923991571904935e-08
1829,0.0,1.543171707085733e-08
1830,0.0,2.6092090266160994e-08
1831,0.0,9.354723218280014e-09
1832,0.0,2.3000948701223933e-08
1833,1.1583628500844156e-09,4.517614948795767e-08
1834,0.0,1.213489042584115e-08
1835,0.0,2.0420337421001022e-08
1836,0.0,1.68018754465038e-08
1837,0.0,2.0873672568200163e-08
1838,0.0,3.66105403770689e-08
1839,0.0,5.453350482298447e-08
1840,0.0,3.630722389402763e-08
1841,6.420548537278137e-10,2.118781061710706e-08
1842,0.0,6.171603672555648e-08
1843,0.0,2.7171790151214736e-08
1844,1.097712254427563e-09,6.641159444598088e-08
1845,0.0,3.57134588568897e-08
1846,0.0,1.9319854382970902e-08
1847,1.0786447290911383e-09,3.182001862001016e-08
1848,1.6090443422100975e-09,4.98803736093123e-08
1849,8.379414939696517e-10,4.524884023027198e-08
1850,0.0,4.480737203493845e-08
1851,3.2247193804124663e-09,2.5152811389261842e-08
1852,1.3021090872200602e-09,2.148479971708639e-08
1853,0.0,4.478948767427937e-08
1854,1.558699391779328e-09,2.6497888327980945e-08
1855,0.0,3.3964397516683675e-08
1856,0.0,2.174419400091665e-08
1857,4.881509085841174e-10,6.980557998303993e-08
1858,0.0,3.670256987220455e-08
1859,0.0,4.8884864156661934e-08
1860,1.373155145145688e-09,4.485640303641958e-08
1861,9.431927461278633e-10,4.008569121083383e-08
1862,0.0,4.472806480748659e-08
1863,0.0,6.093437576737415e-08
1864,0.0,5.993410068239058e-08
1865,0.0,9.41368843432322e-08
1866,0.0,5.449486489839117e-08
1867,9.7056229719783e-10,4.416058452250127e-08
1868,4.93987406535723e-10,5.236266531483125e-08
1869,1.953407657850903e-09,3.662639258550371e-08
1870,5.734048791339319e-10,5.2753250656678574e-08
1871,0.0,7.541035529357032e-08
1872,0.0,3.809823923006661e-08
1873,5.986004469882289e-10,5.088103804951061e-08
1874,5.974609140757536e-10,5.735624597491551e-08
1875,1.1443054281912168e-09,6.179249351090377e-08
1876,6.04601479992084e-10,4.474050996350343e-08
1877,6.184815992682502e-10,4.7004601100297805e-08
1878,2.4156354694326865e-09,5.978697747988093e-08
1879,6.10932526790009e-10,6.964630472339195e-08
1880,6.417846254436199e-10,4.043243251317108e-08
1881,0.0,5.787181223126936e-08
1882,0.0,6.522277273823818e-08
1883,0.0,5.561018312505439e-08
1884,6.601696966868076e-10,7.195849960339729e-08
1885,0.0,4.254119545521462e-08
1886,0.0,7.163345017158207e-08
1887,0.0,9.075205459341262e-08
1888,6.340614699951175e-10,7.989174655165243e-08
1889,6.265136742733546e-10,6.139833885754342e-08
1890,0.0,6.292211196523567e-08
1891,6.374220040683554e-10,6.565446974970968e-08
1892,0.0,8.775917459402649e-08
1893,0.0,1.3179011659758544e-07
1894,2.520615716150587e-09,8.633109049860366e-08
1895,0.0,1.0592761334748957e-07
1896,0.0,5.543207076685874e-08
1897,5.826713556089658e-10,1.118728989446538e-07
1898,0.0,5.6017714911149596e-08
1899,0.0,8.457194766720022e-08
1900,5.191053142894475e-10,1.0382106374606792e-07
1901,0.0,8.830207320897898e-08
1902,0.0,6.874397373568542e-08
1903,5.400220270956879e-10,8.31633950593158e-08
1904,5.374625189347171e-10,5.482117870769798e-08
1905,0.0,7.173455218723035e-08
1906,5.144184522798412e-10,1.2397484672188597e-07
1907,0.0,1.0748542383920423e-07
1908,4.911389073214423e-10,5.5498697637546e-08
1909,5.500983557560346e-10,5.996071905656208e-08
1910,5.344150677544235e-10,1.1115833586927693e-07
1911,0.0,1.0906766922946787e-07
1912,0.0,8.28298005184358e-08
1913,0.0,1.272717528588707e-07
1914,0.0,1.2255041187403393e-07
1915,1.1780761921542648e-09,1.1073916539316997e-07
1916,0.0,1.6700941696257132e-07
1917,0.0,1.480467283210274e-07
1918,2.2972752589112133e-09,1.573633596763102e-07
1919,9.207848372660976e-10,1.3075145122165566e-07
1920,0.0,9.313845339420368e-08
1921,0.0,1.0071754008578182e-07
1922,0.0,1.350162195379312e-07
1923,1.0615948120573648e-09,1.2845297359120877e-07
1924,0.0,8.895220904303613e-08
1925,0.0,1.1878032202261579e-07
1926,0.0,1.3375365881529433e-07
1927,0.0,1.1818178635714105e-07
1928,1.1426041224282812e-09,7.883968489164062e-08
1929,0.0,9.803557787790851e-08
1930,0.0,1.407482841386809e-07
1931,0.0,1.0492928215199981e-07
1932,0.0,1.1617108530703746e-07
1933,2.2941324395731044e-09,1.3994207392897806e-07
1934,0.0,1.0184343324226575e-07
1935,1.196828414151696e-09,1.3165112910940024e-07
1936,0.0,1.1397231913790051e-07
1937,2.5182236296217297e-09,1.2339295263341654e-07
1938,0.0,1.5298952860121062e-07
1939,0.0,1.6058752727587944e-07
1940,0.0,1.2425336226584704e-07
1941,0.0,2.0365367747743335e-07
1942,0.0,1.8508691823626577e-07
1943,0.0,2.2354910811372974e-07
1944,0.0,1.6065931163211644e-07
1945,0.0,1.32888743564763e-07
1946,0.0,9.466350814335556e-08
1947,0.0,1.2397706461442226e-07
1948,0.0,1.0110855752643033e-07
1949,0.0,1.6590743945332775e-07
1950,0.0,1.1379837028258066e-07
1951,1.0661401761424827e-09,1.1407700162280321e-07
1952,0.0,1.4340933007783718e-07
1953,0.0,1.2174425123578914e-07
1954,0.0,1.4951979832034112e-07
1955,0.0,1.0699593033791643e-07
