year,grands_ADJ ans_NOUN,grands_ADJ champs_NOUN
1956,0.0,1.2035175100955087e-07
1957,0.0,1.3340906268588526e-07
1958,0.0,1.6709931877079143e-07
1959,0.0,1.1161077007049158e-07
1960,6.920833350854139e-10,1.460295797617306e-07
1961,0.0,1.6328174889945757e-07
1962,6.341956404476434e-10,1.122526314123462e-07
1963,0.0,9.699079583924686e-08
1964,0.0,1.2776333052633149e-07
1965,1.0944086747954884e-09,6.883830761528209e-07
1966,3.3234448526542337e-09,1.5841753642220624e-07
1967,0.0,1.0107188053165572e-07
1968,8.982831700699023e-10,1.477675760641617e-07
1969,4.5417578031781147e-10,9.855614208076346e-08
1970,2.2993624781975086e-09,1.0347131224053285e-07
1971,0.0,1.1304474201168091e-07
1972,5.130146862875051e-10,1.1388926268729449e-07
1973,1.102640756478479e-09,1.3617612953931157e-07
1974,0.0,9.338449052931352e-08
1975,0.0,9.595286920571766e-08
1976,0.0,1.1084241946512918e-07
1977,1.1753563677885381e-09,1.4574418705226577e-07
1978,0.0,9.148510815570887e-08
1979,1.7555920051037788e-09,1.0416512741251438e-07
1980,5.685150683554241e-10,1.6543788428080575e-07
1981,2.5302198114474095e-09,1.5687362497907031e-07
1982,0.0,1.1297654123332279e-07
1983,0.0,1.3199011217324141e-07
1984,0.0,1.34536996265755e-07
1985,0.0,1.2392050163789747e-07
1986,0.0,1.2468530152798252e-07
1987,0.0,1.1916092651498289e-07
1988,0.0,1.091372816564018e-07
1989,0.0,1.1525056720085303e-07
1990,5.44865097484859e-10,1.1932545429527153e-07
1991,1.1722930404189924e-09,1.0492022800567824e-07
1992,5.509944167592096e-10,1.2287175060743394e-07
1993,0.0,1.213086441298472e-07
1994,5.274926606624319e-10,1.593027855184559e-07
1995,0.0,1.5237086503638864e-07
1996,0.0,1.521356332023771e-07
1997,0.0,1.51518672386608e-07
1998,4.768129224785866e-10,1.4304387974117816e-07
1999,4.570201161957499e-10,1.595000143073122e-07
2000,4.4180314962005696e-10,1.502130770880683e-07
2001,0.0,1.493993277423833e-07
2002,4.38122149670761e-10,1.345035051114607e-07
2003,4.1669229178253886e-10,1.4125868441627887e-07
2004,0.0,1.5108433457089454e-07
2005,0.0,1.5222673466208647e-07
2006,8.235779835885637e-10,1.5483265536353485e-07
2007,3.994479469415779e-10,1.5378746109906416e-07
2008,0.0,1.4092125122378008e-07
2009,0.0,1.6164172955690503e-07
2010,0.0,1.8092127246349676e-07
2011,0.0,1.7934429225041626e-07
2012,0.0,1.7225519266528266e-07
2013,0.0,1.7376248551137508e-07
2014,0.0,1.4919917662448157e-07
2015,6.649726325136385e-10,1.3099960338713856e-07
2016,0.0,1.3422283812181135e-07
2017,5.031222660711876e-10,1.645209769529643e-07
2018,0.0,1.5540429793015065e-07
2019,0.0,1.6632439697739088e-07
