year,ces_DET eaux_NOUN,ces_DET chauds_ADJ
1884,3.479094345948397e-06,7.922036360241691e-09
1885,4.2618543147909804e-06,1.4824961702686323e-08
1886,3.419045071950677e-06,7.098810428374236e-09
1887,3.862511846364214e-06,4.570247347235323e-09
1888,3.7301836641745467e-06,3.1703073499755874e-09
1889,3.4614880064509634e-06,1.2530273485467092e-09
1890,3.2221363426288008e-06,5.898947996740844e-09
1891,2.9417025189104606e-06,4.461953917456185e-09
1892,3.253357959920322e-06,8.775916882086676e-09
1893,3.053343021974797e-06,1.9091091485456957e-08
1894,3.5269714544483577e-06,5.041231432301174e-09
1895,2.967176840229513e-06,1.1435367319734269e-08
1896,2.8229078736785596e-06,4.1279202278587945e-09
1897,2.7915785665300064e-06,6.992056267307589e-09
1898,2.7675014280248433e-06,7.921697076085366e-09
1899,2.9848924043562874e-06,4.4220627160029835e-09
1900,2.9080280512516765e-06,1.557315876254961e-08
1901,2.5568481589743897e-06,1.2854099118442264e-08
1902,2.4934422242495202e-06,9.329539640834383e-09
1903,3.43129988777946e-06,5.940242076007962e-09
1904,2.6733385709576396e-06,2.6873125946735854e-09
1905,2.7976474541446805e-06,3.096455369888673e-09
1906,3.0885684054737794e-06,6.173021205313489e-09
1907,2.3749649642468285e-06,3.08570607954195e-09
1908,2.5421349789667147e-06,4.911389073214423e-09
1909,2.4836941747707897e-06,2.1453835763463047e-08
1910,3.2572597774560563e-06,1.0153886620400954e-08
1911,2.4878068813904974e-06,2.6601871816467337e-09
1912,2.426548405765061e-06,9.897900277167082e-09
1913,2.496117161854272e-06,9.545381485231985e-09
1914,2.4161852252291283e-06,2.678697486047099e-09
1915,2.4197685775106947e-06,1.6493066468115103e-08
1916,1.8436961539691765e-06,0.0
1917,1.8083634216736755e-06,2.1932848870420685e-09
1918,1.6138358915895878e-06,1.033773866510046e-08
1919,1.8047382468466822e-06,1.1970202606903513e-08
1920,1.7431277967716596e-06,1.2115570768855832e-08
1921,1.7886829937197035e-06,7.572747762196741e-09
1922,1.8894892406251529e-06,5.164555005876537e-09
1923,2.1380519683589227e-06,3.1847844361720945e-09
1924,2.1993111829488043e-06,5.156649662829693e-09
1925,2.2469277496384166e-06,7.698724324711748e-09
1926,1.992929526295484e-06,6.687683296036084e-09
1927,2.012435089682185e-06,3.3447675740205796e-09
1928,1.9767051071539754e-06,2.2852082448565625e-09
1929,1.8615619410411455e-06,2.2280812750352652e-09
1930,1.9463176670342364e-06,8.402882833991043e-09
1931,1.933207926185787e-06,4.5621426636444085e-09
1932,2.095463457862934e-06,9.863583061431314e-09
1933,2.1289549181346956e-06,1.032359597807897e-08
1934,1.7157622664853989e-06,8.38710612072191e-09
1935,1.6827407449682141e-06,7.180970484910176e-09
1936,1.7495963220426347e-06,7.274828739411987e-09
1937,1.7186875993502326e-06,6.295559074054324e-09
1938,1.7127047868825684e-06,7.779128452511941e-09
1939,1.9224621610192116e-06,4.588215141154706e-09
1940,1.856193136973161e-06,2.5357829169792012e-09
1941,1.6705504322089837e-06,0.0
1942,1.7325349119801103e-06,0.0
1943,1.6083923242149467e-06,5.806470415592457e-09
1944,1.542329385983976e-06,0.0
1945,1.1959987205045763e-06,6.535512131478072e-09
1946,1.364268172210359e-06,4.1763312808029696e-09
1947,1.2528835497960245e-06,1.1920870957027319e-09
1948,1.5111924085431383e-06,4.348755133776194e-09
1949,1.4607708038738565e-06,2.945102384188658e-09
1950,1.54531807083913e-06,8.508289184305795e-09
1951,1.6077394207059115e-06,7.462981455041984e-09
1952,1.7936711174115771e-06,1.2653764702719172e-08
1953,1.7475147728873708e-06,2.1547654771580937e-09
1954,1.6183320070695117e-06,2.9317608341017376e-09
1955,1.7269518082230206e-06,1.8771215692936494e-09
1956,1.370091368357862e-06,5.232684952005684e-09
1957,1.803231185704135e-06,3.534015080575159e-09
1958,1.6221869429955404e-06,5.790570523078742e-09
1959,1.6276570136142254e-06,6.200598479111363e-09
1960,1.5073575383439675e-06,4.152499955001332e-09
1961,1.483432058080325e-06,4.16889545107324e-09
1962,1.490993952302233e-06,1.9025869768540815e-09
1963,1.3889081884599364e-06,1.2932106496776896e-09
1964,1.3494241386524664e-06,6.083968329129164e-10
1965,1.313837643124316e-06,1.6416130677043839e-09
1966,1.270663730679189e-06,2.215629901769489e-09
1967,1.4095829925508951e-06,6.409436092980059e-09
1968,1.3034089221264367e-06,4.491415656060482e-09
1969,1.3575314454783438e-06,1.3625273131978588e-09
1970,1.6265690021555201e-06,5.058597540852361e-09
1971,1.172582244635123e-06,2.5691987426412766e-09
1972,1.2240530224971735e-06,5.130146973897354e-09
1973,1.139579254072487e-06,4.9618833486420044e-09
1974,1.3748897487175782e-06,4.500457340128605e-09
1975,1.2885099351933604e-06,4.569184142155791e-09
1976,1.20098334832619e-06,4.570821499072508e-09
1977,1.1935744339552912e-06,2.938390863960194e-09
1978,1.1625737812437364e-06,4.158414057542359e-09
1979,1.0919782198470784e-06,2.925986564150662e-09
1980,1.2041149375363602e-06,0.0
1981,1.1234175900654009e-06,3.1627747087981106e-09
1982,1.1937027153408053e-06,1.8622506869903077e-09
1983,9.997145085094417e-07,6.94684787472255e-09
1984,1.1151493026773096e-06,4.059305780401701e-09
1985,1.13333112494729e-06,4.210890747202711e-09
1986,9.878911768623766e-07,1.7983456945813714e-09
1987,9.820082667033603e-07,7.944062296871834e-09
1988,8.239265198994872e-07,2.9982769045311386e-09
1989,1.0564635175569492e-06,2.744061089465788e-09
1990,1.007455573187599e-06,3.2691906959314565e-09
1991,8.674968583477494e-07,4.68917216167597e-09
1992,9.080387783910737e-07,2.2039776670368383e-09
1993,8.818418422151808e-07,4.4313659408601325e-09
1994,9.632016144678346e-07,7.384897027229442e-09
1995,8.50782512884507e-07,6.506940930517402e-09
1996,8.220661911195748e-07,3.2028553142993132e-09
1997,7.216316006974921e-07,4.79489448146353e-10
1998,7.776818620186532e-07,3.337690568372409e-09
1999,8.628539731603269e-07,5.0272213059088244e-09
2000,9.255775808014732e-07,4.859834756842929e-09
2001,7.272811615166574e-07,1.3143635069212678e-09
2002,7.29911484143031e-07,3.943099347036849e-09
2003,7.550464431460568e-07,4.1669229178253886e-10
2004,6.87587913716925e-07,1.7619165015858584e-09
2005,7.305082050379497e-07,1.3511248786457486e-09
2006,7.655157219232933e-07,4.117890028965121e-09
2007,7.014305865027382e-07,2.396687653893892e-09
2008,7.518638440728864e-07,4.257439817356712e-09
2009,7.762617286743989e-07,2.860915504498962e-09
2010,9.041339552595673e-07,1.8895172093635892e-09
2011,8.932798465366432e-07,5.735957903096889e-09
2012,9.821269344456596e-07,4.085103255668798e-09
2013,8.863839155992537e-07,5.299337524355963e-09
2014,1.0214405179453934e-06,6.279790826235754e-09
2015,9.730766024063087e-07,6.64972610309178e-09
2016,1.2668315463315594e-06,7.249690014976551e-09
2017,9.199590635944332e-07,6.5405894034142875e-09
2018,9.626289099173846e-07,3.3559067191824e-09
2019,9.295799188180354e-07,5.867272001580659e-09
