year,deux_DET oies_NOUN,deux_DET choix_NOUN
1842,2.4149754196400863e-08,1.609983613093391e-08
1843,6.497602011990011e-09,1.535796845253401e-08
1844,3.293136902060567e-08,1.3172547497219966e-08
1845,2.678509469777879e-08,7.812319235966925e-09
1846,8.781752214304106e-09,3.5127007969038004e-09
1847,2.8044763844548015e-08,1.1865092020002521e-08
1848,8.84974404868899e-09,4.82713291560799e-09
1849,1.5920887941334172e-08,2.6814126918850434e-08
1850,5.431196825611551e-09,8.82569484161877e-09
1851,1.3543821175687754e-08,3.1602251482354404e-08
1852,1.5625309490729933e-08,7.812654523320361e-09
1853,9.555090940693844e-09,4.180352286553557e-09
1854,2.4419623212423858e-08,4.676098175337984e-09
1855,2.1227748447927297e-08,1.8043586180738203e-08
1856,8.28350277259915e-09,2.433278972757691e-08
1857,1.757343248698362e-08,3.90520732418409e-09
1858,1.4681027893370668e-08,5.872411001917044e-09
1859,2.7497735644033128e-08,1.884104072757964e-08
1860,3.4328881071132855e-08,3.661747127736703e-09
1861,1.6034276573151374e-08,1.4619487842537637e-08
1862,3.388489855371546e-08,2.1234535962921797e-08
1863,2.7969877358646755e-08,9.489779628779615e-09
1864,2.1096803748399395e-08,4.794727948009836e-10
1865,3.9066808454890634e-08,5.1775286835642476e-09
1866,2.6274310116480848e-08,1.0217787504984699e-08
1867,2.2808213984149006e-08,6.308654931785895e-09
1868,2.321740799615668e-08,2.4699371437009177e-09
1869,1.0743742229202269e-08,4.395167341186834e-09
1870,4.013834153937523e-09,1.7202146374017957e-09
1871,2.6552942955504477e-08,1.805600113868877e-08
1872,1.2699412743621963e-08,4.8378714367913744e-09
1873,2.514121905106137e-08,7.1832053083475955e-09
1874,1.732636678575261e-08,3.5847653734322193e-09
1875,1.2015207495608138e-08,9.154443758596642e-09
1876,3.023007311142578e-08,3.02300739996042e-09
1877,1.0514187187560253e-08,6.184816214727107e-09
1878,2.1136809524868738e-08,4.831270938865373e-09
1879,3.299035578052667e-08,6.109325489944695e-09
1880,1.7969970178555172e-08,8.984985200299889e-09
1881,2.6495528548942104e-08,4.8807553554297556e-09
1882,2.5956002014382307e-08,1.5972924094498353e-08
1883,5.2450515042323786e-08,5.0554711528150165e-09
1884,1.3203393933736152e-08,7.922036360241691e-09
1885,2.2559724921489277e-08,3.2228177904158883e-09
1886,1.097088819790315e-08,1.355227396970804e-08
1887,1.566941915109865e-08,7.834709769838355e-09
1888,2.4094334971636044e-08,7.60873763994141e-09
1889,2.380751940034287e-08,9.397704836544563e-09
1890,6.554386366985909e-09,1.4419650640196124e-08
1891,2.7409145841872373e-08,1.9760081571007504e-08
1892,2.4447198931909497e-08,1.8805537127519756e-09
1893,1.8475249941030114e-08,6.774258043407144e-09
1894,2.3315695596437536e-08,2.520615716150587e-09
1895,4.032471756509892e-08,1.2037228769301578e-08
1896,2.5357223876198987e-08,7.076434549446731e-09
1897,4.4283022804236793e-08,4.07869948926276e-09
1898,1.867257115595322e-08,6.224190496340043e-09
1899,8.291367592505594e-09,3.3165470370022376e-09
1900,2.3359739032002835e-08,6.22926377147337e-09
1901,2.0678334156087885e-08,3.912117352289357e-09
1902,1.8659078282468045e-08,5.892340837476695e-09
1903,1.8360748255119574e-08,2.7001101354784396e-09
1904,3.815983884436491e-08,3.2247751136083025e-09
1905,7.741138396966107e-09,3.0964554253998244e-09
1906,3.3951617239846854e-08,2.0576738091193647e-09
1907,2.1085658274966335e-08,1.7485668024619372e-08
1908,2.4065805792616857e-08,3.437972351250096e-09
1909,3.960708327976903e-08,1.1552065082298668e-08
1910,1.2825962070195374e-08,1.1222716533865196e-08
1911,2.128149700908466e-08,2.2345570727111408e-08
1912,2.9693701220079305e-08,9.897900277167082e-09
1913,1.8560464554173706e-08,1.6439268613055447e-08
1914,3.683208982252495e-08,8.705766774141921e-09
1915,2.4739600035239562e-08,1.1780762143587253e-08
1916,1.8678685265172135e-08,6.592477008737774e-09
1917,3.728584163642523e-08,5.483212106582869e-09
1918,1.722956533001252e-08,9.189101035644853e-09
1919,1.0128633542993981e-08,9.207848372660976e-10
1920,8.329454903588385e-09,9.086678076641874e-09
1921,8.330022005509363e-09,9.844571380313027e-09
1922,1.7707045385506603e-08,6.6401419362982494e-09
1923,1.0615948120573648e-08,0.0
1924,2.1915761205804074e-08,1.0313299547703991e-08
1925,2.3096173862313663e-08,2.1996355847875293e-09
1926,3.343841470382358e-08,6.687683296036084e-09
1927,2.2298449531277242e-08,6.689535148041159e-09
1928,2.5137290915466792e-08,1.2568645679778001e-08
1929,1.1140406153131721e-08,7.798284684668033e-09
1930,1.575540586884472e-08,4.201441528017824e-09
1931,9.124285327288817e-09,4.5621426636444085e-09
1932,1.5343351700281005e-08,6.575721966939341e-09
1933,1.7205993074753678e-08,1.261772863969668e-08
1934,2.3963160344919743e-08,1.5576054224197833e-08
1935,2.752705441366743e-08,1.555876849579363e-08
1936,1.333718646634452e-08,8.487300195980652e-09
1937,2.0145789370040745e-08,1.6368453259474336e-08
1938,6.4826072287971215e-09,1.5558256905023882e-08
1939,1.5294050470515685e-08,9.176430282309411e-09
1940,2.0286263113789005e-08,2.2822046474857416e-08
1941,2.6563524713196784e-08,1.1806010391524069e-08
1942,2.1239482617119165e-08,9.102635090130207e-09
1943,2.0322646676618206e-08,1.161294105322952e-08
1944,1.927911696952833e-08,1.6065930807940276e-08
1945,1.089252066321933e-08,1.9606536838523425e-08
1946,1.1136883415474585e-08,2.645009811175214e-08
1947,3.5762612871081956e-09,5.960435700558264e-09
1948,5.435944139264848e-09,2.174377655705939e-08
1949,1.079870937115146e-08,2.4542521348536184e-08
1950,1.4889506294579746e-08,1.4889505850490536e-08
1951,1.4925962910083967e-08,2.9851925376078725e-08
1952,8.43584291310151e-09,3.5852331770058754e-08
1953,1.4005975490505307e-08,3.3398865451061965e-08
1954,1.9545072449389522e-08,2.73631017844167e-08
1955,2.9095383879962355e-08,3.4726748587843304e-08
1956,1.2209597999301991e-08,1.3953826538681824e-08
1957,1.7670074847764283e-08,3.3573142488307894e-08
1958,1.9026159758794847e-08,5.707848044211872e-08
1959,1.860179499324488e-08,3.332821663093455e-08
1960,2.2838750723952472e-08,4.290916510996112e-08
1961,1.5980766210343944e-08,2.709782043197606e-08
1962,1.3318108227355907e-08,2.7270412816804424e-08
1963,1.9398159301076134e-08,5.302163641474067e-08
1964,1.64267148772268e-08,4.015419241554241e-08
1965,1.8604947471523303e-08,4.6512369067386317e-08
1966,1.9386760863326913e-08,3.212663290952378e-08
1967,1.0353704338328384e-08,4.7824253446293596e-08
1968,1.706738025908372e-08,5.838840455574257e-08
1969,3.451735930415367e-08,6.040537803286838e-08
1970,1.1036939917552502e-08,6.39222768050729e-08
1971,1.592903242642052e-08,8.478355617569378e-08
1972,1.6929484925043425e-08,7.079602681869801e-08
1973,1.6539610570021068e-08,6.119656337233437e-08
1974,2.137717214356627e-08,7.200731610979005e-08
1975,1.599214494163448e-08,7.996072604044002e-08
1976,2.1140049488721502e-08,1.2455488906937262e-07
1977,2.4094805706198485e-08,9.344083196083375e-08
1978,2.198018778098998e-08,9.029698855300694e-08
1979,1.755592016206009e-08,8.368321857687988e-08
1980,1.5349906457018392e-08,1.1597707594290796e-07
1981,1.644642921849737e-08,1.0626923518941567e-07
1982,1.738100685599875e-08,1.0428603580692197e-07
1983,8.841442022955448e-09,1.1114956244284713e-07
1984,1.1018116474748041e-08,1.2989779030192494e-07
1985,1.0828004493035337e-08,1.0767849012438546e-07
1986,1.9781802029772422e-08,1.0430404628891665e-07
1987,1.1610552075325131e-08,1.0938362215995312e-07
1988,1.2592763276586538e-08,1.0793797100561164e-07
1989,5.488122178931576e-09,1.1799462651396198e-07
1990,2.0160008995517842e-08,1.0679355888498776e-07
1991,1.6412102732399347e-08,1.3012452715344125e-07
1992,1.4325855057784054e-08,1.4215656474192429e-07
1993,2.437251223064152e-08,1.235243232144967e-07
1994,1.582477948680605e-08,1.2132331583813993e-07
1995,1.3013882305124014e-08,1.3122330955184225e-07
1996,1.3345230476247139e-08,1.334523052065606e-07
1997,8.630809844589749e-09,1.2466725429760572e-07
1998,1.4304387785379902e-08,1.2492498768779114e-07
1999,1.7823783837744855e-08,1.2430947116115476e-07
2000,8.836062770356534e-09,1.4314422180916608e-07
2001,1.0076786682855499e-08,1.323125946584014e-07
2002,1.3143664601145133e-08,1.4545655169229121e-07
2003,2.0001230061073016e-08,1.4209206611326408e-07
2004,1.673820693159911e-08,1.6606063191204612e-07
2005,1.666387328125296e-08,1.5853198576110117e-07
2006,1.0706514064207084e-08,1.416554145095006e-07
2007,1.5179021789490932e-08,1.5937973429913654e-07
2008,1.362380658287421e-08,2.0861455141130136e-07
2009,1.668867311011013e-08,1.7594630641326603e-07
2010,1.7478034408657805e-08,2.0831927116660154e-07
2011,2.5620612964516454e-08,2.4282221389171355e-07
2012,2.7574446503919603e-08,2.3625513279057486e-07
2013,2.5102124379117186e-08,2.0360613106618075e-07
2014,2.252062950014455e-08,1.9575624321532814e-07
2015,1.662431570181866e-08,2.110179799785783e-07
2016,2.1334802369210593e-08,2.1479796785683902e-07
2017,2.037645163710522e-08,2.4753615335271206e-07
2018,2.297505452553139e-08,2.7286102977086557e-07
2019,2.1683395745597522e-08,2.7423118709180017e-07
