year,nos_DET ans_NOUN,nos_DET champs_NOUN
1800,1.226224086714467e-07,1.2828190962821395e-06
1801,7.857902772911984e-08,1.2334525636426008e-06
1802,1.2755688771903806e-07,1.1659147673981352e-06
1803,1.5212645965156923e-07,1.0687858433833242e-06
1804,1.5819846055364906e-07,1.3891802055354674e-06
1805,8.812921237222326e-08,1.2451804023427826e-06
1806,1.3543845511776453e-07,1.1613126389420358e-06
1807,1.5088862381773538e-07,8.341578636716918e-07
1808,1.450287405724282e-07,1.5205356684866445e-06
1809,8.810219243038375e-08,1.4932192007321987e-06
1810,1.2168659679900884e-07,1.6474492383622419e-06
1811,1.4039629903095374e-07,1.3162152470158617e-06
1812,5.3344166417446104e-08,1.0908881931115388e-06
1813,1.3803560250380542e-07,9.403675087504837e-07
1814,6.293354459785405e-08,1.1328037454738649e-06
1815,5.124724800076308e-08,1.006064340947077e-06
1816,1.2978581764855335e-07,7.717620675862236e-07
1817,1.2143612515558289e-07,9.792733193236813e-07
1818,1.1801965627000754e-07,1.0860192380945932e-06
1819,7.452755745873674e-08,1.062017681463523e-06
1820,7.831877635311457e-08,1.1083293847136133e-06
1821,1.0058718102889941e-07,1.048276169424156e-06
1822,7.719724237631453e-08,9.383976475874078e-07
1823,1.0475648082319822e-07,9.586206513034767e-07
1824,1.802118072546932e-07,1.1579029415287323e-06
1825,1.3296219081304628e-07,9.67718186473121e-07
1826,7.839105875540042e-08,1.0516733301990655e-06
1827,9.032927539287527e-08,7.558163666043782e-07
1828,7.613009955775851e-08,7.117705820292031e-07
1829,5.572564276690173e-08,7.964480555067155e-07
1830,5.7402597564149005e-08,9.591452094781516e-07
1831,4.365537709105638e-08,9.448270663625635e-07
1832,1.0282777063164161e-07,9.159789113866168e-07
1833,1.0888610546544442e-07,1.1120283502918937e-06
1834,6.720862222309165e-08,9.007822090456585e-07
1835,6.201732105637348e-08,7.313506174000395e-07
1836,1.1290860263413194e-07,8.185873431321156e-07
1837,4.592208013853849e-08,7.667595629534674e-07
1838,7.322107919982557e-08,7.423102474923837e-07
1839,3.495737432857027e-08,6.292327390244878e-07
1840,4.9046602779156956e-08,7.43342695397331e-07
1841,8.73194618833395e-08,9.29053399989499e-07
1842,5.702025340781347e-08,7.345549999371315e-07
1843,4.489252369843655e-08,6.662995790662762e-07
1844,3.841992773923053e-08,7.107687016727482e-07
1845,5.636030275812942e-08,6.434002797206517e-07
1846,5.0348710534109387e-08,6.95514736692715e-07
1847,2.534815113364175e-08,7.421075993718773e-07
1848,4.907585093860689e-08,8.117628764736651e-07
1849,1.0306680486849018e-07,9.074906381911774e-07
1850,6.245876349453283e-08,6.904408831331921e-07
1851,5.868989294555149e-08,6.823506319975081e-07
1852,4.6224873262445954e-08,6.185018124327257e-07
1853,3.3442819624696085e-08,5.458345571085488e-07
1854,6.442623751157228e-08,5.886687937106672e-07
1855,5.094659627502551e-08,7.615454578058234e-07
1856,6.678573938323495e-08,6.222981503434255e-07
1857,6.980557848423885e-08,7.190462700812361e-07
1858,5.18729667553508e-08,6.205181115603864e-07
1859,5.194016750031949e-08,7.495679383850984e-07
1860,6.224970103274607e-08,7.300608495519612e-07
1861,4.6216444282709546e-08,7.710600771204668e-07
1862,8.629353992484212e-08,8.150447259325233e-07
1863,8.34101649416219e-08,7.422006342849841e-07
1864,6.04135705906117e-08,7.369496888287586e-07
1865,5.365802618895188e-08,6.37777435308351e-07
1866,5.3521741094630926e-08,6.928633009550822e-07
1867,7.327745521479301e-08,6.861875334607248e-07
1868,4.2482918516384416e-08,7.340652814491477e-07
1869,5.46954153080037e-08,6.143466810826226e-07
1870,7.454263339923273e-08,7.907253332106734e-07
1871,6.691341436493303e-08,1.0568070840655253e-06
1872,4.233137351761229e-08,7.407990794128239e-07
1873,4.369783174196229e-08,5.650787961997139e-07
1874,3.8237498112270174e-08,5.753548881770598e-07
1875,7.437985516389745e-08,7.643960318048926e-07
1876,4.9577319805038655e-08,5.544195378348604e-07
1877,6.246663986075873e-08,7.66298716925462e-07
1878,5.918306911212312e-08,5.459335961077727e-07
1879,4.3376210623335965e-08,6.475885037104945e-07
1880,4.235778638950194e-08,6.559038867592903e-07
1881,6.972507465841105e-08,5.424610822757359e-07
1882,5.457415808152177e-08,5.464071328731279e-07
1883,4.7395042834796897e-08,5.15026133296459e-07
1884,4.819238963449379e-08,5.466204964221788e-07
1885,4.9631395993010585e-08,4.711759632458623e-07
1886,5.937186853266496e-08,5.246666181513149e-07
1887,2.7421483750345033e-08,4.772643871220339e-07
1888,3.6775564593583e-08,4.292596091914902e-07
1889,4.51089832154139e-08,5.156207305567762e-07
1890,2.5562107652810084e-08,4.4307651347885724e-07
1891,2.549687994068961e-08,4.6531807385008506e-07
1892,3.886477561998447e-08,4.983467611907599e-07
1893,3.325545000487651e-08,4.3540004224240647e-07
1894,2.8987081401865566e-08,4.852185364612183e-07
1895,1.9259566386153892e-08,4.4116444097852536e-07
1896,2.063960063969361e-08,4.823769579331838e-07
1897,2.3889524691789177e-08,3.973818526459283e-07
1898,2.5462597474934512e-08,4.6285344412755336e-07
1899,1.6582735185011188e-08,4.510504041377317e-07
1900,2.6474371694895638e-08,4.220326195181201e-07
1901,2.123720777014171e-08,4.202731720415187e-07
1902,1.9641135329262482e-08,3.334082743222666e-07
1903,2.5381034607363517e-08,4.0771663289973503e-07
1904,1.666133808697623e-08,4.1492107616392104e-07
1905,2.3223416079076742e-08,3.6641388501124084e-07
1906,2.1605574218597212e-08,3.8478501274141763e-07
1907,4.834272726572664e-08,4.1297031039277954e-07
1908,2.5539223402759603e-08,3.8996427842441506e-07
1909,3.190570296851547e-08,4.49430346272095e-07
1910,3.259932035426516e-08,4.0188013583630777e-07
1911,3.564650674636738e-08,4.357386458320178e-07
1912,4.9489502940147645e-08,4.4540552024407987e-07
1913,4.030272293675807e-08,3.796940637457169e-07
1914,3.884111277052682e-08,5.839560235365582e-07
1915,1.767114277129167e-08,9.024063389873049e-07
1916,1.7579939282086343e-08,9.042681101689709e-07
1917,2.19328495365545e-08,9.507890255111562e-07
1918,3.675640503075783e-08,8.9593735275173e-07
1919,3.6831394434333475e-08,8.701416893686087e-07
1920,2.8017257402979112e-08,6.375818957238266e-07
1921,2.120369302360814e-08,4.558793962328167e-07
1922,4.205423248526685e-08,4.5448083341170786e-07
1923,7.006525448716161e-08,4.968263742632928e-07
1924,8.121723371612433e-08,4.911709030608336e-07
1925,3.4094350676028284e-08,4.2233001984470775e-07
1926,4.346993842663238e-08,3.845417726466849e-07
1927,2.5643217327342427e-08,4.1698100572418184e-07
1928,2.5137291137511397e-08,3.336403975318092e-07
1929,4.0105462062456354e-08,3.197296645218728e-07
1930,4.9366935983563565e-08,3.287627841075391e-07
1931,3.193499864551086e-08,4.060307086106718e-07
1932,1.6439305028370654e-08,3.682404261518002e-07
1933,2.982372171445036e-08,3.337962741767342e-07
1934,2.156684431042777e-08,3.4986213748311457e-07
1935,1.555876849579363e-08,2.8843565758052137e-07
1936,3.8799087942464894e-08,3.4555437711247805e-07
1937,1.6368453259474336e-08,2.883366119199593e-07
1938,4.148868626430158e-08,3.617294755953182e-07
1939,2.4470481641003516e-08,3.4564553441640555e-07
1940,3.0429394115571995e-08,3.9558212794332803e-07
1941,5.607854847156091e-08,4.633859074232305e-07
1942,4.2478965012193726e-08,4.6423439448162185e-07
1943,4.3548528783077245e-08,4.993564477473456e-07
1944,2.5705489292704442e-08,4.209273765098942e-07
1945,3.267756198965799e-08,4.6184286084383075e-07
1946,5.986074924635432e-08,3.995356943065076e-07
1947,2.8610089852776355e-08,3.61202383114545e-07
1948,3.0441285714388755e-08,3.413772766691636e-07
1949,2.1597417965146803e-08,3.2886979006718775e-07
1950,8.295581821471387e-08,2.903453566460712e-07
1951,4.371174844308712e-08,2.452122390694811e-07
1952,2.1089607171731473e-08,2.014057509658329e-07
1953,1.939288907237824e-08,2.3271467863850148e-07
1954,4.104465145537972e-08,2.4724517011520675e-07
1955,1.8771216581114913e-08,2.3370164026204066e-07
1956,1.4825940475304833e-08,2.415756181761708e-07
1957,1.6786571077620493e-08,2.588665983793703e-07
1958,3.3916197239580725e-08,2.349317118621741e-07
1959,2.40273188012452e-08,1.7439182764533712e-07
1960,5.1906251297140216e-08,2.3392416892420442e-07
1961,4.5163034867456986e-08,2.675041308464188e-07
1962,4.819886784135363e-08,2.638253877584873e-07
1963,4.0736133799512686e-08,2.528226801246092e-07
1964,4.9888540409881443e-08,2.52484689600152e-07
1965,4.3776346048129966e-08,2.4514754404236783e-07
1966,3.6003986569888013e-08,2.3596458209595994e-07
1967,3.993571850990918e-08,2.859594605553184e-07
1968,5.569355751577909e-08,2.955351723343824e-07
1969,3.406318194176805e-08,2.938517358330728e-07
1970,3.2650948611490094e-08,2.6626617111169537e-07
1971,2.774734608745888e-08,3.083038584428266e-07
1972,2.2059630899740057e-08,2.590724155204782e-07
1973,2.5360736732871203e-08,1.8634628418112698e-07
1974,1.8001828638869455e-08,1.828310738360983e-07
1975,1.5420996479775795e-08,2.0846902248905508e-07
1976,2.4568166112626244e-08,1.8568962945053613e-07
1977,1.3516598063034735e-08,1.8570631277192717e-07
1978,1.7227714810275074e-08,1.7168308841242208e-07
1979,1.345953837272873e-08,2.375901124729296e-07
1980,1.4212876431329846e-08,2.2399493859737163e-07
1981,2.024175771442316e-08,1.6319917484075575e-07
1982,1.8622506203769262e-08,2.476793397043764e-07
1983,2.9681985536100797e-08,1.7303965593740145e-07
1984,2.4355835570588624e-08,1.84988364182459e-07
1985,1.924978509926234e-08,1.9550563479242555e-07
1986,2.6975184141964093e-08,1.8822683700570053e-07
1987,1.833245094617908e-08,2.034902020220386e-07
1988,1.6190695006912392e-08,1.5111315487814636e-07
1989,2.030605161795762e-08,2.1293913610165305e-07
1990,1.1987032311200352e-08,1.7381196371069052e-07
1991,2.9307326621097474e-08,2.0339284745318764e-07
1992,2.093778761480536e-08,1.5813539633313667e-07
1993,2.437251228615267e-08,1.833477594193056e-07
1994,1.4769794220992338e-08,2.0044721593670545e-07
1995,1.9520823790752928e-08,2.1527129345777496e-07
1996,2.56228422923499e-08,1.9163751519002403e-07
1997,1.870008814464086e-08,1.7597263113344752e-07
1998,3.0516027038629545e-08,1.7546715236349542e-07
1999,3.473352708227573e-08,1.8509315147241523e-07
2000,2.032294532661183e-08,2.2620320772048785e-07
2001,1.6648604800328926e-08,1.7086725667692093e-07
2002,1.9277373808357368e-08,2.9135121670798014e-07
2003,2.4584844826591734e-08,2.0834614211651115e-07
2004,1.4535811138083332e-08,2.0438231418395958e-07
2005,2.0717248361279417e-08,2.1933260097029006e-07
2006,1.2765458912156191e-08,2.3430793838485897e-07
2007,1.797515847279385e-08,1.9892508040797452e-07
2008,1.3198063086861112e-08,2.1372347003278946e-07
2009,1.1920481268745675e-08,2.4270099352463603e-07
2010,1.511613750837526e-08,2.428029604040205e-07
2011,1.1471915861704929e-08,1.9272818407856107e-07
2012,1.361701096325163e-08,2.406806647314852e-07
2013,1.3108887808588321e-08,2.4153823119377194e-07
2014,1.7973194821330196e-08,2.4447876079136677e-07
2015,1.4851054830344879e-08,2.967994432445664e-07
2016,2.1749071099641526e-08,3.332786180365588e-07
2017,7.295272969054523e-09,2.89295293498526e-07
2018,1.2907333535316923e-08,2.2174798708363141e-07
2019,1.5561025135113482e-08,2.6555783172454994e-07
