year,anciens_ADJ ans_NOUN,anciens_ADJ chants_NOUN
1997,0.0,1.6782131240233866e-08
1998,0.0,2.0502955777601528e-08
1999,0.0,2.605014595702393e-08
2000,4.4180314962005696e-10,1.723032228007071e-08
2001,0.0,1.6648605327684862e-08
2002,0.0,9.63868718173444e-09
2003,0.0,1.4167537920606321e-08
2004,0.0,2.5107310008820605e-08
2005,0.0,1.4862373554080932e-08
2006,0.0,1.3177247903950473e-08
2007,0.0,1.1983438602536367e-08
2008,0.0,1.2346575317678798e-08
2009,0.0,1.764231316592202e-08
2010,0.0,1.5588517143783065e-08
2011,0.0,1.3383901986685487e-08
2012,2.0425516833455504e-09,1.3617010435895693e-08
2013,0.0,1.0877587719448911e-08
2014,0.0,9.527958866328845e-09
2015,2.2165753954528356e-10,1.3742767812630063e-08
2016,6.214020409345267e-10,1.5535050718051835e-08
2017,0.0,1.3835862233690932e-08
2018,0.0,8.776987137082415e-09
2019,5.1019755087367e-10,1.1989642778598153e-08
