year,anciens_ADJ ans_NOUN,anciens_ADJ chants_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,7.143547975374531e-09
1802,4.475680270843441e-09,8.951360541686881e-09
1803,0.0,1.950339223455444e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,4.034336598124355e-08
1807,0.0,2.562259560079383e-08
1808,0.0,2.2660739951163578e-09
1809,2.259030518203531e-09,2.259030518203531e-09
1810,0.0,1.1700633351097167e-08
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,8.627225156487839e-09
1814,0.0,5.97868634599763e-08
1815,0.0,1.3486118000116676e-08
1816,2.3176038865813098e-09,1.3905623319487859e-08
1817,0.0,5.916118794857539e-08
1818,0.0,1.668964877410417e-08
1819,1.035105001712111e-09,2.3807414706311647e-08
1820,3.5599443393152796e-09,8.306536791735653e-09
1821,0.0,2.9584464655840748e-08
1822,0.0,2.8071724500478012e-08
1823,4.941343334508019e-09,8.894418535021487e-09
1824,0.0,4.126345132249298e-08
1825,0.0,2.7296874094417944e-08
1826,0.0,6.60598833412962e-08
1827,0.0,1.6591091167583727e-08
1828,0.0,5.319934714975716e-08
1829,0.0,8.48744415304914e-08
1830,0.0,1.0123730476152559e-07
1831,0.0,5.3010101197514814e-08
1832,0.0,8.38858085216998e-08
1833,0.0,8.91939393454777e-08
1834,0.0,4.667265596225434e-08
1835,0.0,4.0840674842002045e-08
1836,6.720750067579218e-10,6.85516496901073e-08
1837,6.957890930081589e-10,1.0158521090986028e-07
1838,6.312161904276081e-10,7.385229539025318e-08
1839,0.0,8.669429263363782e-08
1840,0.0,7.261444778805526e-08
1841,0.0,9.566617364953345e-08
1842,0.0,5.769107858100142e-08
1843,0.0,9.273850309909903e-08
1844,0.0,1.3117661978867545e-07
1845,0.0,7.700714377278928e-08
1846,0.0,1.094791741707013e-07
1847,0.0,8.683090158001505e-08
1848,0.0,6.838438793010937e-08
1849,0.0,7.457679629396807e-08
1850,0.0,9.368814346544241e-08
1851,0.0,8.577753307648095e-08
1852,0.0,1.3476828542025032e-07
1853,5.971931837933653e-10,1.1346670447665019e-07
1854,1.0391328908454511e-09,8.884586510937709e-08
1855,5.306937111981824e-10,6.633671034705912e-08
1856,0.0,6.264399132760445e-08
1857,0.0,8.200935042168567e-08
1858,0.0,1.1157581336629363e-07
1859,0.0,6.263373086845547e-08
1860,0.0,1.0298663449814782e-07
1861,4.715963730639317e-10,8.488734898337569e-08
1862,0.0,7.951656044724587e-08
1863,0.0,7.192254258825415e-08
1864,0.0,4.698833322436258e-08
1865,0.0,9.366620190576214e-08
1866,0.0,7.930948991985431e-08
1867,4.85281148598915e-10,9.705622794342617e-08
1868,4.93987406535723e-10,8.743577439851435e-08
1869,4.883519144627257e-10,1.2794820758443848e-07
1870,0.0,7.282242053818777e-08
1871,0.0,5.523012092112367e-08
1872,0.0,6.228759685811269e-08
1873,0.0,4.6690836252860635e-08
1874,5.974609140757536e-10,1.2367440627159e-07
1875,5.721527140956084e-10,7.666846357778923e-08
1876,0.0,1.0338685285660176e-07
1877,1.8554447978047506e-09,1.0204946288006056e-07
1878,0.0,9.722933080880125e-08
1879,0.0,4.826366861720999e-08
1880,0.0,5.455169471701993e-08
1881,6.972507571312292e-10,3.13762856807287e-08
1882,0.0,4.9249848643739824e-08
1883,6.319338941018771e-10,6.508919003778146e-08
1884,0.0,8.978307608487057e-08
1885,0.0,5.414333914544045e-08
1886,6.453463874400711e-10,6.195325141788999e-08
1887,6.528924623161458e-10,6.920660133857837e-08
1888,6.340614699951175e-10,6.086990111953128e-08
1889,0.0,5.262715008225172e-08
1890,0.0,3.9326319978272295e-08
1891,0.0,2.7409146952095398e-08
1892,0.0,3.13425623232888e-08
1893,6.158416554491453e-10,7.020594972040328e-08
1894,0.0,7.12073944253433e-08
1895,0.0,4.875077741495204e-08
1896,0.0,4.068950054669784e-08
1897,0.0,3.9038979382510774e-08
1898,0.0,5.26226995312129e-08
1899,0.0,3.592926134388108e-08
1900,0.0,3.529916270395006e-08
1901,0.0,4.750427962108006e-08
1902,0.0,3.093478684323969e-08
1903,0.0,3.4021387929072944e-08
1904,0.0,4.2997001514777367e-08
1905,0.0,2.8900250637065028e-08
1906,0.0,3.343719878756701e-08
1907,5.142843373384665e-10,3.034277540336916e-08
1908,9.822778146428846e-10,2.553922229253658e-08
1909,0.0,3.025540973311536e-08
1910,0.0,3.5271394693836555e-08
1911,5.320374141248863e-10,4.415910481725405e-08
1912,0.0,3.542406545875565e-08
1913,1.060597942803554e-09,3.818152510826067e-08
1914,6.696743715117748e-10,2.4108277152379287e-08
1915,0.0,1.1780762032564951e-08
1916,1.0987462051303964e-09,1.098746227334857e-08
1917,0.0,3.28992719733634e-08
1918,1.1486376294556067e-09,3.331049214239101e-08
1919,9.207848372660976e-10,3.6831394822911534e-08
1920,0.0,2.7260034229925623e-08
1921,0.0,2.3475517640925148e-08
1922,0.0,1.475587119159627e-08
1923,4.246379248229459e-09,2.441668023323018e-08
1924,0.0,2.836157442231979e-08
1925,0.0,3.739380360912037e-08
1926,1.1146138456652466e-09,6.018914433525424e-08
1927,0.0,2.3413372574054847e-08
1928,0.0,4.6846768242403414e-08
1929,0.0,5.570203143179242e-08
1930,0.0,2.7309369543537798e-08
1931,0.0,3.193499864551086e-08
1932,0.0,3.616647248350091e-08
1933,0.0,4.01473165823063e-08
1934,0.0,4.193552882725271e-08
1935,0.0,1.196828414151696e-08
1936,0.0,2.5461901032031165e-08
1937,0.0,2.392312481447334e-08
1938,0.0,2.3337385357535823e-08
1939,0.0,1.6823456405745674e-08
1940,0.0,2.2822046474857416e-08
1941,2.9515025978810172e-09,2.3612021227137348e-08
1942,0.0,3.9444752131245764e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,3.534504600111177e-08
1945,4.357008087652048e-09,3.485606470121638e-08
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,0.0,4.053096236411591e-08
1948,0.0,2.2830963786191205e-08
1949,0.0,3.435953033203987e-08
1950,0.0,2.339779547888554e-08
1951,0.0,4.157946720262373e-08
1952,2.1089607837865287e-09,9.490323193972472e-09
1953,0.0,2.477980309834038e-08
1954,0.0,2.052232517257835e-08
1955,0.0,2.815682265122632e-08
1956,0.0,1.744228228517386e-08
1957,8.835037701437898e-10,2.0320587545974433e-08
1958,0.0,1.8198935691771112e-08
1959,0.0,2.247716912595621e-08
1960,0.0,1.245750003153745e-08
1961,0.0,1.7370398786020758e-08
1962,0.0,1.4586500007851555e-08
1963,0.0,2.133797494252576e-08
1964,0.0,1.520992043424485e-08
1965,1.6416130677043839e-09,3.392666886314899e-08
1966,5.539074754423723e-10,2.215629990587331e-08
1967,0.0,3.106111279294055e-08
1968,4.4914158503495116e-10,3.907531720415136e-08
1969,4.5417578031781147e-10,2.180043784383301e-08
1970,4.5987250119061684e-10,3.127133041402885e-08
1971,0.0,2.7747345754391972e-08
1972,2.0520587451500205e-09,2.9754851360586088e-08
1973,1.102640756478479e-09,2.591205827684462e-08
1974,0.0,2.812785832029263e-08
1975,0.0,2.9128548462153958e-08
1976,0.0,1.0284348483935446e-08
1977,0.0,2.585783964725863e-08
1978,0.0,1.4257419245211622e-08
1979,0.0,1.5215131043966323e-08
1980,0.0,2.6151693310882962e-08
1981,0.0,1.5181319312773667e-08
1982,6.207502289967692e-10,1.4277254933858785e-08
1983,0.0,4.799640274111283e-08
1984,0.0,1.159801704675445e-08
1985,0.0,8.421781494405423e-09
1986,0.0,1.019062523255343e-08
1987,0.0,2.13878585952898e-08
1988,5.996553809062277e-10,1.4991384134077634e-08
1989,5.488122178931576e-10,6.585746614717891e-09
1990,0.0,1.198703181159999e-08
1991,0.0,1.5825955934634095e-08
1992,5.509944167592096e-10,1.983579878128694e-08
1993,0.0,1.3848018731721368e-08
1994,0.0,1.160483886764041e-08
1995,5.422450821690461e-10,1.6809597269684673e-08
1996,5.338092190498855e-10,2.8291889497822353e-08
