year,divers_DET arts_NOUN,divers_DET chars_NOUN
1956,1.6570168570595456e-08,3.488456634670456e-09
1957,1.9437083054185678e-08,0.0
1958,1.8198935525237658e-08,8.272243445794913e-10
1959,1.3176271629333769e-08,0.0
1960,1.591791637389761e-08,0.0
1961,1.6675582859004834e-08,0.0
1962,1.585489073363533e-08,0.0
1963,2.0044764958981887e-08,0.0
1964,1.216793676928063e-08,0.0
1965,2.407699106754535e-08,0.0
1966,1.4955502058988657e-08,1.1078149508847446e-09
1967,2.5144711202074177e-08,0.0
1968,2.2457078807658348e-08,0.0
1969,1.3171097434927503e-08,0.0
1970,1.2876430061092847e-08,0.0
1971,1.8498231169061796e-08,0.0
1972,8.721249500354133e-09,0.0
1973,9.923766697284009e-09,0.0
1974,9.000914735768362e-09,1.6876715580593782e-09
1975,1.6563292515314743e-08,2.8557400888473694e-09
1976,1.8854638683674096e-08,0.0
1977,2.8208552327324554e-08,0.0
1978,1.128712323605896e-08,2.3762365408686037e-09
1979,1.0533551697555765e-08,0.0
1980,2.5583177576393723e-08,0.0
1981,1.518131903521791e-08,6.325549528618524e-10
1982,1.4277255488970297e-08,0.0
1983,1.705135410645653e-08,0.0
1984,1.3917620778070017e-08,0.0
1985,1.5038894574104233e-08,1.2031116103372597e-09
1986,1.9182353094837623e-08,0.0
1987,1.8332451112712533e-08,0.0
1988,1.3792074093910145e-08,0.0
1989,1.92084268491044e-08,0.0
1990,1.3621627492632626e-08,0.0
1991,1.8170542681605895e-08,0.0
1992,1.542784416885823e-08,5.509944167592096e-10
1993,1.883330513763326e-08,0.0
1994,1.687976503017552e-08,0.0
1995,1.2471636778865758e-08,0.0
1996,2.0284750990029465e-08,1.067618438099771e-09
1997,1.917957848096563e-08,0.0
1998,2.1933393545836566e-08,0.0
1999,1.2339543165040823e-08,0.0
2000,2.076474858725419e-08,0.0
2001,2.628727030495881e-08,0.0
2002,1.4019908511908596e-08,0.0
2003,2.6668307118171697e-08,4.1669229178253886e-10
2004,2.0262039879259675e-08,4.404791253964646e-10
2005,1.3060874270998113e-08,0.0
2006,1.6883349107654766e-08,8.235779835885637e-10
2007,1.5578469902965963e-08,0.0
2008,1.8732734780035898e-08,0.0
2009,1.525821580194986e-08,0.0
2010,7.085689368580006e-09,0.0
2011,1.3383901986685487e-08,7.64794394481072e-10
2012,9.872333173177594e-09,0.0
2013,8.925200134513034e-09,0.0
2014,8.87832563023494e-09,2.1654451842767486e-10
2015,1.5516027601636395e-08,0.0
2016,1.8020658743012063e-08,0.0
2017,1.1571811953103861e-08,5.031222660711876e-10
2018,1.6779534206534663e-08,0.0
2019,1.4540630033366142e-08,0.0
