year,nouveaux_ADJ ans_NOUN,nouveaux_ADJ chants_NOUN
1860,0.0,4.485640170415195e-08
1861,0.0,4.33868656557479e-08
1862,0.0,4.924605126466197e-08
1863,9.989241656072068e-10,8.141231910840929e-08
1864,0.0,2.5891531363342324e-08
1865,4.706844358715045e-10,3.812543930559187e-08
1866,0.0,2.6274309394835882e-08
1867,4.85281148598915e-10,3.9307774812868956e-08
1868,4.93987406535723e-10,3.112120694481746e-08
1869,4.883519144627257e-10,4.590507962642931e-08
1870,0.0,6.479474823350984e-08
1871,0.0,4.3546826811180495e-08
1872,0.0,2.8422494580127022e-08
1873,5.986004469882289e-10,2.095101514498765e-08
1874,0.0,2.628828021933316e-08
1875,5.721527140956084e-10,5.77874241791676e-08
1876,6.04601479992084e-10,6.89245651663839e-08
1877,0.0,5.071549136204112e-08
1878,1.2078177347163432e-09,4.891661675721082e-08
1879,0.0,2.6270097763791966e-08
1880,0.0,6.225310977825416e-08
1881,6.972507571312292e-10,3.834879169772876e-08
1882,6.655385131892899e-10,2.994923198329502e-08
1883,6.319338941018771e-10,3.7916033701623775e-08
1884,6.601696966868076e-10,2.1125430293977843e-08
1885,1.2891271383708158e-09,3.674012294396789e-08
1886,0.0,3.678474258528297e-08
1887,0.0,2.2851236736176617e-08
1888,0.0,2.4728396219586557e-08
1889,6.265136742733546e-10,4.1349903057152915e-08
1890,0.0,2.6872985281478634e-08
1891,0.0,3.8882741248968955e-08
1892,1.8805537127519756e-09,1.1283322720601063e-08
1893,6.158416554491453e-10,1.3548516752948103e-08
1894,6.301539290376468e-10,3.7179082923444184e-08
1895,6.018614495673091e-10,2.5880042553438898e-08
1896,0.0,2.3588115183326153e-08
1897,2.330685422435863e-09,3.962165073811974e-08
1898,5.092519295146758e-09,2.6028431632241222e-08
1899,5.527578395003729e-10,2.9296165493519766e-08
1900,1.5573159428683425e-09,3.9971108201086736e-08
1901,0.0,2.4590451064288033e-08
1902,0.0,2.4060391123903457e-08
1903,0.0,2.808114585306498e-08
1904,5.374625189347171e-10,3.171028684079147e-08
1905,0.0,2.2707339675243077e-08
1906,1.0288369045596824e-09,2.3148830130548248e-08
1907,5.142843373384665e-10,2.108565722025446e-08
1908,9.822778146428846e-10,2.8486055958509837e-08
1909,1.1001967115120692e-09,2.0903737185662408e-08
1910,5.344150677544235e-10,2.4583093671814993e-08
1911,1.5961122423746588e-09,3.032613316023003e-08
1912,0.0,3.1777468656457586e-08
1913,5.30298971401777e-10,1.9621062719021864e-08
1914,0.0,4.553785704075608e-08
1915,0.0,2.9451905358968133e-08
1916,0.0,1.7579939504130948e-08
1917,0.0,7.676497326691845e-09
1918,0.0,2.6418665477478953e-08
1919,1.8415696745321952e-09,3.9593747447330685e-08
1920,7.572231730534895e-10,2.8017256958889902e-08
1921,0.0,3.634918704920054e-08
1922,0.0,3.8365265131456994e-08
1923,0.0,2.7601465113491486e-08
1924,0.0,2.8361573756185976e-08
1925,1.0998177923937646e-09,2.5295809225056587e-08
1926,3.343841648018042e-09,1.5604594061358057e-08
1927,0.0,2.5643217549387032e-08
1928,2.2852082448565625e-09,2.627989525993968e-08
1929,3.342121912552898e-09,4.67897081080082e-08
1930,2.100720708497761e-09,2.9410089474879442e-08
1931,0.0,2.3951248095954725e-08
1932,2.1919073223131136e-09,3.9454333577992884e-08
1933,3.4411986593596566e-09,3.5559053035427723e-08
1934,0.0,2.156684431042777e-08
1935,1.196828414151696e-09,4.30858246858179e-08
1936,0.0,5.2136271744274154e-08
1937,0.0,1.6368453814585848e-08
1938,0.0,2.0744342577039276e-08
1939,0.0,1.8352860564618823e-08
1940,0.0,5.3251442144741645e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,6.068423452632032e-08
1943,0.0,3.774205836748479e-08
1944,0.0,3.534504600111177e-08
1945,2.178504043826024e-09,2.3963544037997053e-08
1946,0.0,2.9234318965620787e-08
1947,0.0,1.6689219339838246e-08
1948,0.0,3.0441286158477965e-08
1949,4.908504269707237e-09,3.239612722527596e-08
1950,0.0,1.595304155443955e-08
1951,1.0661401761424827e-09,3.4116486080648656e-08
1952,0.0,2.636200890915319e-08
1953,0.0,1.9392889294422844e-08
1954,0.0,2.9317607896928166e-08
1955,0.0,2.0648336818140933e-08
1956,8.72114158667614e-10,2.0058626093444332e-08
1957,1.7670075402875796e-09,1.9437083054185678e-08
1958,2.4816730892496253e-09,1.4062813691317899e-08
1959,0.0,3.1778066400534044e-08
1960,0.0,2.214666694477785e-08
1961,0.0,2.987708569435199e-08
1962,6.341956404476434e-10,3.614915211613834e-08
1963,1.2932106496776896e-09,4.0089529473874563e-08
1964,6.083968329129164e-10,2.8594651757529732e-08
1965,5.472043373977442e-10,3.1190646954115664e-08
1966,0.0,4.043524570729318e-08
1967,0.0,2.9088979558444805e-08
1968,8.982831700699023e-10,5.973583200313826e-08
1969,4.5417578031781147e-10,2.2254612791483552e-08
1970,0.0,3.5410182092077136e-08
1971,0.0,3.5454943425605734e-08
1972,0.0,4.822338134369275e-08
1973,5.513203782392395e-10,2.811734001184618e-08
1974,0.0,2.8690415376786405e-08
1975,1.1422960355389478e-09,2.798625242661501e-08
1976,5.713526873840635e-10,3.313845525765302e-08
1977,0.0,1.8218023034588526e-08
1978,5.940591352171509e-10,2.7326720886122757e-08
1979,0.0,1.8726314388040066e-08
1980,1.7055452605774235e-09,2.160357237546151e-08
1981,0.0,2.5302198169985246e-08
1982,6.207502289967692e-10,2.110550800793476e-08
1983,0.0,1.8314416649900522e-08
1984,5.799008495621649e-10,3.189454655938562e-08
1985,6.015558051686298e-10,1.9249785876418457e-08
1986,0.0,4.9754228514942156e-08
1987,6.110816852533674e-10,2.1387858317734043e-08
1988,1.1993107618124554e-09,4.557380761660568e-08
1989,0.0,2.3598924481227357e-08
1990,2.179460389939436e-09,2.288433331720796e-08
1991,1.1722930404189924e-09,3.165191131415668e-08
1992,0.0,2.5896736810526733e-08
1993,0.0,2.714211722043558e-08
1994,0.0,1.898973533975834e-08
1995,0.0,3.578817525662359e-08
1996,5.338092190498855e-10,3.149474347985404e-08
1997,4.79489448146353e-10,3.212579302580565e-08
1998,1.9072516899143466e-09,2.3363833312473048e-08
1999,1.3710603763428253e-09,2.9249287436527993e-08
2000,0.0,3.09262211395378e-08
2001,1.3143635069212678e-09,3.680217885992931e-08
2002,1.752488598683044e-09,2.8916061323158715e-08
2003,4.1669229178253886e-10,3.958576932916458e-08
2004,4.404791253964646e-10,5.5940847731861254e-08
2005,4.5037495954858286e-10,3.738112031026475e-08
2006,0.0,4.9002891189253717e-08
2007,1.1983438685803094e-09,3.9145900521120325e-08
2008,0.0,2.5118893798303787e-08
2009,0.0,3.051643204798893e-08
2010,4.723793023408973e-10,1.983992997667272e-08
2011,0.0,3.0974172421371904e-08
2012,3.404252713057332e-10,2.4510618867878975e-08
2013,2.789125042035323e-10,1.8687137393058606e-08
2014,4.330890368553497e-10,2.1004817440939405e-08
2015,8.866301581811342e-10,2.2165754842706775e-08
2016,4.1426800878596737e-10,2.340614171925104e-08
2017,5.031222660711876e-10,2.4149868382838946e-08
2018,5.162933414126769e-10,2.2458759740828782e-08
2019,5.1019755087367e-10,2.6785371698423432e-08
