year,toutes_DET eaux_NOUN
2008,3.8316958494988285e-09
2009,7.1522885392028e-09
2010,3.3066551718974324e-09
2011,1.5295887223487625e-08
2012,7.148930780687124e-09
2013,3.6258624991347688e-09
2014,7.36251359878537e-09
2015,4.2114931125825095e-09
2016,4.971216327476213e-09
2017,4.276539400382973e-09
2018,2.8396134332808742e-09
2019,5.867271779536054e-09
