year,nos_DET airs_NOUN,nos_DET chairs_NOUN
1937,1.6368453259474336e-08,2.895957251780601e-08
1938,1.2965214124527336e-08,1.0372171566075394e-08
1939,2.2941076593951948e-08,1.6823456405745674e-08
1940,1.0143131667916805e-08,2.028626333583361e-08
1941,1.0920559567750843e-07,2.6563522936839945e-08
1942,4.5513175450651033e-08,5.461581054078124e-08
1943,2.6129116648121453e-08,4.064529335323641e-08
1944,3.213186161588055e-08,2.8918675454292497e-08
1945,2.6142049414090707e-08,3.267756198965799e-08
1946,2.227376683094917e-08,4.037120326927379e-08
1947,1.668921911779364e-08,2.622591699363852e-08
1948,1.8482209318548826e-08,2.717971980814582e-08
1949,1.0798709482173763e-08,2.846932467548413e-08
1950,1.8080114516649815e-08,2.6588403478911005e-08
1951,2.1322804077961166e-08,2.4521224162299404e-08
1952,2.319856839960721e-08,1.4762725597528004e-08
1953,1.4005975934594517e-08,1.6160740301529586e-08
1954,2.6385848173049453e-08,3.420387795216584e-08
1955,7.508486277174597e-09,1.5016972554349195e-08
1956,2.3547081839936368e-08,1.4825940919394043e-08
1957,2.6505112771246786e-08,2.9155624581278516e-08
1958,1.4062814024384807e-08,2.9780076737928596e-08
1959,2.402731746897757e-08,2.1702094343822864e-08
1960,1.6610000486139143e-08,2.9067499629498172e-08
1961,1.0422239238305764e-08,3.613042842687264e-08
1962,1.6489086374082973e-08,4.122271590745186e-08
1963,1.939815952312074e-08,3.620989685870768e-08
1964,6.692365273064382e-09,3.102823770140262e-08
1965,2.1340969214023175e-08,3.337946563597427e-08
1966,2.1602391320207914e-08,4.15430596589772e-08
1967,3.1061113570096666e-08,4.437302081328198e-08
1968,3.278733495815089e-08,5.928668955768046e-08
1969,1.907538335621517e-08,5.086768628537186e-08
1970,2.4373242757391722e-08,3.9549035379948805e-08
1971,3.185806363159571e-08,5.703621130948022e-08
1972,3.026786604687359e-08,4.104117490300041e-08
1973,3.69384653975402e-08,2.977130075798584e-08
1974,1.518904385600095e-08,3.150320099232218e-08
1975,1.1994108817248161e-08,5.3687915002598174e-08
1976,1.656922776760439e-08,5.199309582870626e-08
1977,1.8218024422367307e-08,3.46730115730054e-08
1978,2.8514838157356337e-08,3.5643549445296685e-08
1979,2.1067103284089228e-08,4.8571379807071935e-08
1980,2.0466542682839872e-08,3.581644764105718e-08
1981,1.4548763749289151e-08,3.6055632757214795e-08
1982,1.9864007771985825e-08,4.283176469055405e-08
1983,2.2103606056589342e-08,4.1049555532524096e-08
1984,2.145633182237816e-08,3.13146456543123e-08
1985,1.6843562988810845e-08,3.669490444835333e-08
1986,1.7983456501724504e-08,4.975422929209827e-08
1987,1.588812459374367e-08,2.749867533680117e-08
1988,1.739000587974715e-08,4.6773120265797274e-08
1989,1.3720305114262032e-08,4.116091645300912e-08
1990,2.2339469218923824e-08,4.576866974304039e-08
1991,1.9928982464278988e-08,4.5133283332887686e-08
1992,1.2672871640972971e-08,2.8100715143697386e-08
1993,1.4955860494492157e-08,4.3759738943549564e-08
1994,1.1077346151466827e-08,5.538672787075427e-08
1995,2.006306776269895e-08,3.5788176422357765e-08
1996,1.921713232988509e-08,4.750902204975205e-08
1997,1.1507746533467866e-08,4.5072007015534155e-08
1998,2.193339376788117e-08,3.290009298329011e-08
1999,1.736676483177213e-08,3.4276508575903364e-08
2000,1.9439339027371716e-08,6.141063901843324e-08
2001,1.095302959441824e-08,4.644084636296064e-08
2002,1.3143664545633982e-08,3.9430994469569214e-08
2003,9.167230530238157e-09,6.375392236357413e-08
2004,4.625030919358508e-08,4.0083598662477016e-08
2005,1.7564622978305522e-08,4.728936930931127e-08
2006,1.6059770735488144e-08,4.117889884636128e-08
2007,2.1570189912001325e-08,4.114313725822605e-08
2008,2.6396125840655316e-08,5.364373867333683e-08
2009,2.574823909640145e-08,5.1973297443552724e-08
2010,2.3618965894200983e-08,5.99921707866713e-08
2011,2.3708625951357476e-08,1.1395436283478944e-07
2012,2.6212745751763578e-08,8.817014496287356e-08
2013,2.6217775839221247e-08,7.921115030562476e-08
2014,2.8583876265919628e-08,9.22479643783447e-08
2015,3.125371372814101e-08,8.001837370485987e-08
2016,3.0655832650161585e-08,8.533921214137763e-08
2017,2.213738048428837e-08,9.735415762435196e-08
2018,3.536609383125722e-08,9.88701716053697e-08
2019,3.775461876465158e-08,9.540694456688925e-08
