year,quelques_DET aises_NOUN,quelques_DET chaises_NOUN
1998,1.9072516899143466e-09,1.053756584212806e-07
1999,1.3710603763428253e-09,1.1151290735256225e-07
2000,4.4180314962005696e-10,1.1486882023348244e-07
2001,1.7524847129024579e-09,9.025296443532227e-08
2002,3.9430991805033955e-09,1.2486481448803488e-07
2003,2.083461403401543e-09,1.0917338322258274e-07
2004,8.809582507929292e-10,9.558397007225494e-08
2005,9.007499190971657e-10,1.0808998984757068e-07
2006,8.235779835885637e-10,1.1406554722981355e-07
2007,3.994479469415779e-10,1.258260975411929e-07
2008,2.554463751636149e-09,1.2814893235457703e-07
2009,4.76819250749827e-10,1.602112646992282e-07
2010,3.3066551718974324e-09,1.8989648520317814e-07
2011,1.1471915639660324e-09,2.3593906384178354e-07
2012,0.0,2.67914693097282e-07
2013,8.367375126105969e-10,2.9732073869581654e-07
2014,2.5985342766432495e-09,2.8064168411390256e-07
2015,1.10828768384863e-09,2.9746441043698724e-07
2016,2.0713400439298368e-10,3.318286694309336e-07
2017,2.515611330355938e-10,2.7218914588900134e-07
2018,1.0325866828253538e-09,2.932546152578652e-07
2019,1.2754939326953263e-09,2.8928202588929253e-07
