year,quelques_DET aises_NOUN,quelques_DET chaises_NOUN
1800,0.0,7.231578402766559e-08
1801,0.0,2.8574191901498125e-08
1802,0.0,7.384872446891677e-08
1803,0.0,4.6808140918841445e-08
1804,0.0,5.438072170349528e-08
1805,0.0,3.980028751016107e-08
1806,0.0,5.187004514795035e-08
1807,0.0,6.547996633798903e-08
1808,0.0,4.985362878073829e-08
1809,0.0,2.9367397402779716e-08
1810,0.0,5.148278958699848e-08
1811,0.0,1.0028306629550343e-08
1812,0.0,5.601137464950057e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,9.754699448194515e-08
1815,0.0,4.8550024445148665e-08
1816,0.0,1.1124498655590287e-07
1817,0.0,1.1520863418823524e-07
1818,0.0,1.227881272214404e-07
1819,0.0,1.5526575580793178e-08
1820,0.0,5.6959109429044474e-08
1821,0.0,4.832129085752257e-08
1822,0.0,8.120748873352568e-08
1823,0.0,6.028439125671525e-08
1824,0.0,9.179013193971741e-08
1825,0.0,1.2679838334861415e-07
1826,0.0,7.134467239211517e-08
1827,0.0,1.0784209436565106e-07
1828,0.0,9.539193490670783e-08
1829,0.0,6.258418583371395e-08
1830,1.0436835840010872e-09,8.766941750337764e-08
1831,1.5591206103948707e-09,1.4343909526814969e-07
1832,2.705993873419743e-09,6.088486359523415e-08
1833,1.1583628500844156e-09,1.2973664453852507e-07
1834,4.667265685043276e-09,1.0454674459481339e-07
1835,0.0,8.395027606411531e-08
1836,0.0,1.0618785095672933e-07
1837,0.0,1.0506415204503128e-07
1838,0.0,6.880256453456468e-08
1839,0.0,1.3004143895045672e-07
1840,0.0,1.1210652228754725e-07
1841,0.0,9.630822539463679e-08
1842,0.0,1.7038992572437905e-07
1843,1.1813822142769936e-09,1.707097325720497e-07
1844,3.2931368743049916e-09,1.1251550580126946e-07
1845,2.2320911785556063e-09,1.4620196964187926e-07
1846,0.0,1.2587178321865622e-07
1847,0.0,1.4831364669731784e-07
1848,0.0,1.0780596987336466e-07
1849,0.0,1.8267124035631355e-07
1850,6.1100964288129944e-09,1.0047714127381369e-07
1851,0.0,1.2576405783448763e-07
1852,6.510545436100301e-10,1.1067926930508065e-07
1853,0.0,1.283965334053505e-07
1854,0.0,1.0339372202849972e-07
1855,1.0613874223963649e-09,1.3744967120032925e-07
1856,3.6240324075009767e-09,1.1182728432146405e-07
1857,3.4170564155999728e-09,1.5083862625608901e-07
1858,0.0,1.1744822803194666e-07
1859,0.0,1.476730293603623e-07
1860,0.0,1.3685779653993535e-07
1861,4.715963730639317e-10,1.1412631995000311e-07
1862,4.517986262886353e-10,1.617439125967124e-07
1863,0.0,1.3984938274091974e-07
1864,0.0,1.4767762390732742e-07
1865,4.706844358715045e-10,1.35557121083707e-07
1866,0.0,1.6543083702913464e-07
1867,0.0,1.2714365738020206e-07
1868,0.0,1.170750127954534e-07
1869,3.906815315701806e-09,1.3820358635285857e-07
1870,5.734048791339319e-10,9.862563876694708e-08
1871,0.0,1.5931765551258081e-07
1872,0.0,1.5662608676692003e-07
1873,0.0,1.0774808334446107e-07
1874,0.0,1.3442869883917297e-07
1875,5.721527140956084e-10,8.925582539731636e-08
1876,0.0,1.0036384567868595e-07
1877,0.0,1.274072118917502e-07
1878,0.0,1.3889903893726796e-07
1879,1.221865053580018e-09,1.2768489732195576e-07
1880,0.0,1.3284941768887393e-07
1881,0.0,1.582759274754153e-07
1882,0.0,1.377664675672463e-07
1883,0.0,1.2891451239838148e-07
1884,1.9805090900604227e-09,1.5183903645521468e-07
1885,0.0,1.3342465643439994e-07
1886,1.2906927748801422e-09,1.7101678739805948e-07
1887,1.3057849246322917e-09,9.858675931173622e-08
1888,1.268122939990235e-09,1.6739222497008654e-07
1889,5.6386229019267375e-09,1.3219438166345299e-07
1890,1.9663159989136147e-09,1.3108773000425344e-07
1891,1.2748440081367107e-09,1.3959541922403673e-07
1892,0.0,1.2975820684602013e-07
1893,0.0,1.4657031588427571e-07
1894,4.411077725308132e-09,1.6825109838691787e-07
1895,2.4074457982692365e-09,1.143536740855211e-07
1896,0.0,1.244273157841036e-07
1897,0.0,1.3984112268161653e-07
1898,0.0,1.437222152400608e-07
1899,2.2110313580014918e-09,1.2215948252958242e-07
1900,1.038210628578895e-09,1.4327306085970548e-07
1901,0.0,1.084215317526116e-07
1902,4.910283846193408e-10,7.218117525908951e-08
1903,2.1600881083827517e-09,1.2798522686097158e-07
1904,1.6123875568041512e-09,1.0910489045556915e-07
1905,0.0,1.2334214094522622e-07
1906,5.144184522798412e-10,1.2551809769334454e-07
1907,0.0,1.306282220170374e-07
1908,1.964555629285769e-09,1.3260749831545127e-07
1909,5.500983557560346e-10,1.9913560578288525e-07
1910,0.0,1.303972707589196e-07
1911,0.0,1.2502879676024037e-07
1912,1.0418842455450772e-09,1.3492401507164686e-07
1913,2.6514948014977335e-09,1.2143846461754038e-07
1914,2.0090231700464756e-09,1.0312985310179101e-07
1915,0.0,1.0602685929228528e-07
1916,3.2962386153911893e-09,1.2415831918133335e-07
1917,0.0,1.1843738700889617e-07
1918,1.1486376294556067e-09,1.2175558694593747e-07
1919,5.524709134618888e-09,1.3535536780295843e-07
1920,7.572231730534895e-10,1.1434069957516613e-07
1921,1.5145494858259667e-09,1.287367030755604e-07
1922,0.0,1.6010120607035105e-07
1923,1.0615948120573648e-09,1.1889861717406802e-07
1924,2.578324886925998e-09,1.2118126768712045e-07
1925,2.1996355847875293e-09,1.3197812887000282e-07
1926,3.343841648018042e-09,1.0811754425077424e-07
1927,5.574612327308159e-09,1.349056217847533e-07
1928,0.0,1.4054030383903182e-07
1929,0.0,1.2477255140197485e-07
1930,0.0,7.982738381429044e-08
1931,1.1405356659111021e-09,1.1519410225702131e-07
1932,0.0,1.1617108786055041e-07
1933,1.1470662197865522e-09,1.2961847684067607e-07
1934,0.0,1.2221212131180437e-07
1935,1.196828414151696e-09,1.1250186915390259e-07
1936,2.424942913137329e-09,9.578524462483529e-08
1937,0.0,1.0450628007419027e-07
1938,1.2965214457594243e-09,8.557041419887668e-08
1939,0.0,1.0552894558202297e-07
1940,2.5357829169792012e-09,9.635974951294202e-08
1941,2.9515025978810172e-09,1.0330259136992481e-07
1942,3.034211770724937e-09,1.1226583751522412e-07
1943,2.9032352077962287e-09,9.870999662098257e-08
1944,0.0,9.960877456194339e-08
1945,4.357008087652048e-09,1.219962246779005e-07
1946,4.1763312808029696e-09,1.4199526265912255e-07
1947,0.0,1.1801662047616901e-07
1948,0.0,1.1306763281204724e-07
1949,0.0,9.718838511751926e-08
1950,0.0,1.2124312309680363e-07
1951,0.0,9.915103849067464e-08
1952,4.2179215675730575e-09,1.0861147670127025e-07
1953,0.0,1.529883508766261e-07
1954,9.772536113672459e-10,1.3877000704098919e-07
1955,0.0,1.1825865797732149e-07
1956,3.488456634670456e-09,1.3692192091241395e-07
1957,0.0,8.569986853501632e-08
1958,8.272243445794913e-10,9.678524559575408e-08
1959,0.0,8.138285334524653e-08
1960,6.920833350854139e-10,1.3149583111271568e-07
1961,4.16889545107324e-09,9.380014720505869e-08
1962,2.5367825617905737e-09,1.0464228106243922e-07
1963,2.5864212993553792e-09,1.0733648636573889e-07
1964,2.4335873316516654e-09,1.0221067103799442e-07
1965,2.188817349590977e-09,8.864710299150147e-08
1966,2.215629901769489e-09,1.1133540178676071e-07
1967,2.9582012395223956e-09,9.515547771954402e-08
1968,8.982831700699023e-10,1.055482705680788e-07
1969,9.083515606356229e-10,8.220581326767729e-08
1970,0.0,8.553628516594358e-08
1971,0.0,9.968490921608009e-08
1972,5.130146862875051e-10,7.2335072154317e-08
1973,2.205281512956958e-09,8.710861643113077e-08
1974,0.0,5.906850342185521e-08
1975,5.711480177694739e-10,8.567220222133187e-08
1976,0.0,7.998937956443797e-08
1977,0.0,8.16872698372606e-08
1978,5.940591352171509e-10,8.91088682841712e-08
1979,1.7555920051037788e-09,8.543881202527359e-08
1980,5.685150683554241e-10,9.49420173590454e-08
1981,1.2651099057237047e-09,9.867857553302883e-08
1982,1.8622506869903077e-09,8.752577995707611e-08
1983,6.315316047889041e-10,8.904595372172253e-08
1984,1.1598016991243298e-09,1.0612185352698589e-07
1985,1.2031116103372597e-09,9.444426307680942e-08
1986,0.0,7.852775629757502e-08
1987,0.0,7.088547349098917e-08
1988,0.0,1.3971970203030537e-07
1989,1.6464366536794728e-09,9.439570280989074e-08
1990,5.44865097484859e-10,1.008000447555446e-07
1991,0.0,8.616353497359341e-08
1992,5.509944167592096e-10,8.320015609797338e-08
1993,5.539207426075166e-10,1.0856846710538548e-07
1994,5.274926606624319e-10,1.0391605709259011e-07
1995,1.0844901643380922e-09,1.0356880952855363e-07
1996,5.338092190498855e-10,9.28828050028585e-08
1997,9.58978896292706e-10,9.925431498913895e-08
