year,anciens_ADJ arts_NOUN,anciens_ADJ chars_NOUN
1871,0.0,0.0
1872,7.861541084785983e-09,0.0
1873,1.4366410283628284e-08,4.788803575905831e-09
1874,2.9873046258899194e-09,5.974609140757536e-10
1875,4.577221601742565e-09,0.0
1876,1.6324240181830874e-08,6.04601479992084e-10
1877,2.4739263970730008e-09,1.1751150275074451e-08
1878,5.435179750712393e-09,4.22736201599605e-09
1879,1.221865053580018e-09,0.0
1880,3.2089231272180996e-09,1.0268554007097919e-08
1881,1.1156012114099667e-08,0.0
1882,1.3310770263785798e-09,0.0
1883,1.2638677882037541e-09,0.0
1884,1.9805090900604227e-09,0.0
1885,5.156508553483263e-09,6.445635691854079e-10
1886,8.38950331427668e-09,4.5174246565693466e-09
1887,3.9173548849191775e-09,1.3057849246322917e-09
1888,2.53624587998047e-09,1.268122939990235e-09
1889,8.14467782106476e-09,1.8795409673089125e-09
1890,2.6217545912032847e-09,6.554386478008212e-10
1891,4.461953917456185e-09,3.824531802365527e-09
1892,3.761107425503951e-09,0.0
1893,7.390100087434348e-09,1.847525021858587e-09
1894,6.301539290376468e-09,1.8904617871129403e-09
1895,1.3240951446391591e-08,0.0
1896,4.1279202278587945e-09,1.179405795248556e-09
1897,5.826713556089658e-10,0.0
1898,0.0,3.3950129374460403e-09
1899,3.3165470370022376e-09,2.7637891975018647e-09
1900,7.786579381274805e-09,9.863001082521805e-09
1901,4.470991132876634e-09,0.0
1902,1.1293652679711386e-08,4.910283846193408e-10
1903,1.6200660812870638e-09,3.2401321625741275e-09
1904,5.374625189347171e-09,0.0
1905,5.676835002077496e-09,0.0
1906,1.1317205839134203e-08,4.629765903985117e-09
1907,1.6971383132169393e-08,2.057137349353866e-09
1908,5.40252820258047e-09,1.4734167219643268e-09
1909,1.5952851484257735e-08,1.1001967115120692e-09
1910,7.481810726517324e-09,1.068830179917768e-08
1911,3.7242617878519013e-09,5.320374141248863e-10
1912,7.814131564032323e-09,2.0837684910901544e-09
1913,1.4848371032716301e-08,0.0
1914,6.027069288094822e-09,3.3483718020477227e-09
1915,4.712304768617059e-09,1.1780761921542648e-09
1916,0.0,2.197492410260793e-09
1917,9.869782324756216e-09,0.0
1918,9.189101035644853e-09,0.0
1919,9.207848372660976e-10,2.762354567309444e-09
1920,9.086677632552664e-09,2.2716695191604686e-09
1921,4.543648568500203e-09,3.0290989716519334e-09
1922,1.1804696775641332e-08,2.2133805899215986e-09
1923,4.246379248229459e-09,0.0
1924,1.289162443462999e-09,0.0
1925,8.798542339150117e-09,1.3197813508725176e-08
1926,8.916910765321973e-09,3.343841648018042e-09
1927,8.919379901328739e-09,1.1149224876660924e-09
1928,1.713906150335731e-08,0.0
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,1.995684684175103e-08,3.1510811737689437e-09
1931,1.7108034988666532e-08,2.2810713318222042e-09
1932,6.575722188983946e-09,1.4247397928102146e-08
1933,2.2941324395731044e-09,5.735331320977366e-09
1934,9.585264137967897e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,0.0
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.1332006444320086e-08,6.295559185076627e-09
1938,1.2965214679638848e-08,1.2965214457594243e-09
1939,4.588215141154706e-09,0.0
1940,3.0429394115571995e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,0.0
1942,3.3376331032286544e-08,0.0
1943,5.806470415592457e-09,5.806470415592457e-09
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,1.5249528306782167e-08,0.0
1946,6.960552134671616e-09,9.744772988540262e-09
1947,7.152522574216391e-09,1.0728784083369192e-08
1948,1.0871888278529696e-08,8.697510267552389e-09
1949,8.835307596655184e-09,3.9268033269479474e-09
1950,3.190608444114673e-09,6.381216888229346e-09
1951,5.330700769690111e-09,5.330700769690111e-09
1952,6.326882129314981e-09,2.1089607837865287e-09
1953,6.464296320451979e-09,1.0773827385790469e-09
1954,4.886268056836229e-09,9.772536113672459e-10
1955,9.385607846468247e-09,2.815682353940474e-09
1956,6.976913491385517e-09,5.232684952005684e-09
1957,9.718541527092839e-09,0.0
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,6.200598368089061e-09,3.100299128533379e-09
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,8.33779090214648e-09,0.0
1962,2.5367825617905737e-09,1.2683912808952869e-09
1963,9.699079539515765e-09,3.2330267352165265e-09
1964,2.4335873316516654e-09,4.258777774879263e-09
1965,3.283225968875314e-09,5.472043373977442e-10
1966,5.539074754423723e-09,1.6617224263271169e-09
1967,2.4651677921205817e-09,1.4791006197611978e-09
1968,2.245707841908029e-09,1.7965663401398047e-09
1969,5.904285060864822e-09,4.5417578031781147e-10
1970,9.657322941336588e-09,0.0
1971,4.624557736754298e-09,2.569198631618974e-09
1972,4.104117490300041e-09,3.5911027485013847e-09
1973,3.3079223804577396e-09,2.7566018356850464e-09
1974,6.750686232237513e-09,1.1251143350321513e-09
1975,1.7134440533084216e-09,1.1422960355389478e-09
1976,1.142705374768127e-08,5.713526873840635e-10
1977,4.7014254711541525e-09,2.3507127355770763e-09
1978,5.346532327976661e-09,5.940591352171509e-10
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,3.97960553399912e-09,1.7055452605774235e-09
1981,6.958104314946922e-09,1.2651099057237047e-09
1982,3.724501262958313e-09,8.069752865935698e-09
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,1.3234227824732159e-08,1.8046674155058895e-09
1986,2.997242676272549e-09,2.997242676272549e-09
1987,3.055408426266837e-09,3.6664902225425067e-09
1988,1.0793796967334401e-08,4.197587610832443e-09
1989,7.683371272548811e-09,1.6464366536794728e-09
1990,2.724325431913144e-09,2.724325431913144e-09
1991,7.033758464558559e-09,3.5168792322792797e-09
1992,3.3059665005552574e-09,0.0
1993,8.308811416668505e-09,1.661762283333701e-09
1994,3.692448513614721e-09,2.1099706426497278e-09
1995,5.4224509327127635e-09,1.626735190995987e-09
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,7.192341833217597e-09,0.0
1998,6.198567881199324e-09,1.43043876743576e-09
1999,7.312321692598545e-09,3.656160929565999e-09
2000,5.301637906462986e-09,1.3254094488601709e-09
2001,7.0099388516098315e-09,1.7524847129024579e-09
2002,5.695587890208742e-09,4.38122149670761e-10
2003,4.166923084358842e-09,0.0
2004,7.488145048473172e-09,1.7619165015858584e-09
2005,5.404499514582994e-09,4.5037495954858286e-10
2006,8.23577994690794e-09,1.2353669198716943e-09
2007,5.592271090648637e-09,1.1983438685803094e-09
2008,8.089135139499604e-09,1.7029758714315335e-09
2009,3.814554005998616e-09,1.430457752249481e-09
2010,6.140930874920514e-09,4.723793023408973e-10
2011,3.059177577924288e-09,1.911985902935953e-09
2012,2.7234021704458655e-09,2.7234021704458655e-09
2013,3.62586255464592e-09,5.578250084070646e-10
2014,5.4136130300808105e-09,2.815078836704288e-09
2015,2.659890530054554e-09,1.994917786518613e-09
2016,5.59261836841074e-09,2.278474076078396e-09
2017,2.7671724911471074e-09,5.031222660711876e-10
2018,3.0977600484760615e-09,2.323319980845895e-09
2019,3.316284080678855e-09,2.04079020349468e-09
