year,autres_ADJ aises_NOUN,autres_ADJ chaises_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,4.7623651688866175e-09
1802,0.0,6.713520406265161e-09
1803,0.0,3.900678446910888e-09
1804,0.0,4.943701892301533e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,2.881669125542885e-08
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,0.0,1.8540831092650478e-08
1817,0.0,1.0898113522728181e-08
1818,1.1921177378582115e-09,1.1921177378582115e-09
1819,0.0,7.24573512300708e-09
1820,0.0,1.898636980968149e-08
1821,0.0,2.9584463767662328e-09
1822,0.0,3.0076847679083585e-09
1823,0.0,9.882686891060644e-10
1824,0.0,5.894778887238772e-09
1825,0.0,2.641632912414593e-09
1826,0.0,1.7615968683770689e-09
1827,0.0,4.608636583469661e-09
1828,0.0,7.337841001486822e-09
1829,1.714635211591542e-09,3.429270423183084e-09
1830,0.0,0.0
1831,0.0,2.182768810143898e-08
1832,1.3529969367098715e-09,1.0823975493678972e-08
1833,0.0,2.3167257001688313e-09
1834,0.0,1.120143711119681e-08
1835,7.563087933704082e-10,6.050470346963266e-09
1836,0.0,2.016224964762614e-09
1837,1.3915781860163179e-09,4.174734336004349e-09
1838,6.312161904276081e-10,1.009945904684173e-08
1839,0.0,6.292327547896548e-09
1840,0.0,4.458782232319436e-09
1841,0.0,1.6051371787284552e-08
1842,0.0,2.683306021822318e-09
1843,0.0,4.134837805480629e-09
1844,3.841992946007622e-09,4.9397050894128824e-09
1845,0.0,3.348136878855712e-09
1846,0.0,1.0538101946622191e-08
1847,5.393223645455691e-10,9.707802561820245e-09
1848,0.0,4.02261068899179e-09
1849,0.0,1.256912263158938e-08
1850,0.0,6.1100964288129944e-09
1851,0.0,9.674158363282004e-09
1852,0.0,4.557382027314816e-09
1853,0.0,1.2541057081705276e-08
1854,0.0,5.7152309551611324e-09
1855,0.0,4.2455496895854594e-09
1856,0.0,6.212626857404757e-09
1857,0.0,1.2203773103180993e-08
1858,0.0,5.872411001917044e-09
1859,0.0,8.147477359443656e-09
1860,0.0,8.238931314963338e-09
1861,0.0,6.6023493339173456e-09
1862,0.0,1.3553959066214816e-09
1863,4.994620828036034e-10,1.748117206545885e-08
1864,9.589455896019672e-10,7.671564716815737e-09
1865,0.0,2.3534221238463715e-09
1866,0.0,7.784980660119345e-09
1867,0.0,2.038180824115443e-08
1868,0.0,1.0373735648272486e-08
1869,0.0,4.395167341186834e-09
1870,0.0,3.4404292748035914e-09
1871,0.0,6.37270636261178e-09
1872,0.0,1.0280476914203973e-08
1873,5.9860045809045914e-09,4.190203295451056e-09
1874,0.0,4.182226565063729e-09
1875,0.0,1.716458086775674e-09
1876,0.0,4.836811839936672e-09
1877,0.0,1.8554447978047506e-09
1878,0.0,1.2078177569208037e-08
1879,0.0,9.774920428640144e-09
1880,6.417846254436199e-10,2.5671385017744797e-09
1881,6.972507571312292e-10,6.9725074602899895e-09
1882,1.3310770263785798e-09,1.5307385581309063e-08
1883,0.0,5.687405213450347e-09
1884,0.0,6.601696966868076e-09
1885,0.0,1.4180398189012067e-08
1886,0.0,1.7424351739236954e-08
1887,0.0,8.48760173255414e-09
1888,0.0,5.706553452000662e-09
1889,0.0,3.132568426877924e-09
1890,0.0,1.3764211992395303e-08
1891,0.0,1.529812720946211e-08
1892,0.0,1.8805536683430546e-08
1893,0.0,4.310891643655168e-09
1894,0.0,5.041231432301174e-09
1895,0.0,1.0833506536300774e-08
1896,0.0,5.897029087265082e-09
1897,0.0,5.826713334045053e-09
1898,0.0,7.355861253444118e-09
1899,0.0,3.8693048765026106e-09
1900,0.0,5.19105292084987e-09
1901,0.0,1.2295225282343836e-08
1902,0.0,5.4013122863239005e-09
1903,0.0,9.1803746826713e-09
1904,0.0,6.987012746151322e-09
1905,5.160759042333041e-10,3.251278357652154e-08
1906,4.629765903985117e-09,1.18316245689698e-08
1907,0.0,7.71426478252124e-09
1908,0.0,8.349361202419914e-09
1909,5.500983557560346e-10,1.265226234892225e-08
1910,0.0,5.878565634276356e-09
1911,0.0,7.980561100850991e-09
1912,5.209421227725386e-10,1.1460726589973547e-08
1913,5.30298971401777e-10,1.484837142129436e-08
1914,0.0,5.357394972094198e-09
1915,0.0,1.5314990164938536e-08
1916,0.0,5.493730803607377e-09
1917,0.0,9.869782324756216e-09
1918,0.0,2.2972752589112133e-08
1919,0.0,9.207848372660976e-10
1920,0.0,1.1358347151713133e-08
1921,0.0,1.3630945261411398e-08
1922,0.0,1.8444838545406128e-08
1923,2.1231896241147297e-09,1.1677542488541803e-08
1924,1.289162443462999e-09,7.734974438733389e-09
1925,0.0,5.499089184013428e-09
1926,1.1146138456652466e-09,2.229227691330493e-09
1927,0.0,1.2264147031260109e-08
1928,0.0,6.8556245125250825e-09
1929,2.2280812750352652e-09,4.4561625500705304e-09
1930,0.0,4.201441416995522e-09
1931,0.0,0.0
1932,0.0,5.4797681947604815e-09
1933,0.0,1.0323596200123575e-08
1934,0.0,1.4377896206951846e-08
1935,0.0,8.377798899061872e-09
1936,0.0,6.0623572828433225e-09
1937,1.2591118148108649e-09,8.813782592653752e-09
1938,0.0,1.0372171566075394e-08
1939,0.0,9.176430282309411e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211815133858e-08
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,1.3071024262956144e-08
1946,0.0,6.960552134671616e-09
1947,0.0,8.344609447874518e-09
1948,0.0,1.522064252412747e-08
1949,0.0,4.908504269707237e-09
1950,1.0635361480382244e-09,5.317680518146517e-09
1951,0.0,1.4925962688039363e-08
1952,0.0,2.1089608281954497e-08
1953,0.0,1.1851209791302608e-08
1954,9.772536113672459e-10,6.840775057526116e-09
1955,0.0,1.0324168187025862e-08
1956,0.0,5.232684952005684e-09
1957,8.835037701437898e-10,7.068030161150318e-09
1958,0.0,7.445019267748876e-09
1959,0.0,1.1626121398933265e-08
1960,0.0,1.1073333361366622e-08
1961,0.0,4.16889545107324e-09
1962,0.0,1.2049716779927166e-08
