year,mieux_ADV armé_VERB,mieux_ADV charmé_VERB
1800,8.803660467293639e-08,0.0
1801,4.7623650800687756e-08,0.0
1802,4.699464284385613e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,4.449331569844617e-08,0.0
1805,5.685755510853596e-08,0.0
1806,5.76333825108577e-09,0.0
1807,6.263301344233696e-08,0.0
1808,2.2660739062985158e-08,0.0
1809,9.036122072814123e-09,0.0
1810,3.7442028144596406e-08,0.0
1811,5.0141537144554604e-08,0.0
1812,6.13457871168066e-08,0.0
1813,4.888760685162197e-08,0.0
1814,3.776012391654149e-08,0.0
1815,3.776112933451259e-08,0.0
1816,4.8669683394564345e-08,0.0
1817,2.9580593974287694e-08,0.0
1818,3.099506074022429e-08,0.0
1819,1.7596784473994376e-08,0.0
1820,6.40789963313182e-08,0.0
1821,3.155676253641104e-08,0.0
1822,3.8097340393505874e-08,0.0
1823,2.7671523739059012e-08,0.0
1824,2.2737005167527968e-08,0.0
1825,2.905796137042671e-08,0.0
1826,2.4662355713189754e-08,0.0
1827,2.6730091917670507e-08,0.0
1828,2.0179061976932644e-08,0.0
1829,7.372931065674493e-08,0.0
1830,5.427154770032416e-08,0.0
1831,3.897801548191637e-08,0.0
1832,2.4353944638733083e-08,0.0
1833,1.7375442640243932e-08,0.0
1834,4.200539116538948e-08,0.0
1835,4.0084366048631637e-08,0.0
1836,5.309392392405243e-08,0.0
1837,4.174734513640033e-08,0.0
1838,3.66105403770689e-08,0.0
1839,2.307186797168015e-08,0.0
1840,4.458782143501594e-08,0.0
1841,3.852329255593645e-08,0.0
1842,2.750388627958955e-08,0.0
1843,3.839492279666956e-08,0.0
1844,4.116421026267858e-08,0.0
1845,3.906159662392383e-08,0.0
1846,3.0443406462410394e-08,0.0
1847,3.5055954583640414e-08,0.0
1848,4.022610866627474e-08,0.0
1849,2.765206952304311e-08,0.0
1850,2.7834884619437616e-08,0.0
1851,4.1921353499674296e-08,0.0
1852,4.492276417522589e-08,0.0
1853,4.837264810930719e-08,0.0
1854,2.2341357042154897e-08,0.0
1855,4.404757802944914e-08,0.0
1856,2.3815070804289462e-08,0.0
1857,4.930324237761852e-08,0.0
1858,5.872411312779491e-08,0.0
1859,3.564521477983362e-08,5.092173349652285e-10
1860,5.2637613379147297e-08,0.0
1861,4.95176202264247e-08,0.0
1862,9.71367057900352e-08,0.0
1863,3.995696573610985e-08,0.0
1864,8.007195617665275e-08,0.0
1865,8.001635581900146e-08,0.0
1866,7.784980482483661e-08,0.0
1867,9.414453927547584e-08,9.220341823379385e-09
1868,6.520633633044781e-08,0.0
1869,6.250904804883106e-08,0.0
1870,9.633202102676819e-08,0.0
1871,7.116188927014377e-08,0.0
1872,8.52674854057156e-08,0.0
1873,6.824045328812645e-08,0.0
1874,6.631815807622843e-08,0.0
1875,5.721527074342703e-08,5.721527140956084e-10
1876,1.1306048008918879e-07,0.0
1877,7.483627295634676e-08,0.0
1878,6.461824852976861e-08,0.0
1879,5.742765785132775e-08,0.0
1880,8.664092110421961e-08,0.0
1881,7.39085805889772e-08,0.0
1882,9.716862336972554e-08,0.0
1883,1.0553296042603577e-07,0.0
1884,9.242375753615306e-08,0.0
1885,1.0957580981463266e-07,0.0
1886,1.393948263483935e-07,0.0
1887,1.0250411563994533e-07,0.0
1888,1.1096075591687793e-07,0.0
1889,1.2404970561874507e-07,0.0
1890,9.962667191221186e-08,0.0
1891,9.43384570462058e-08,1.2748440081367107e-09
1892,1.1408692301984047e-07,1.8805537127519756e-09
1893,1.256317005982055e-07,3.695050043717174e-09
1894,1.2098955215478213e-07,0.0
1895,1.865770433706615e-07,0.0
1896,1.444772124159499e-07,1.179405795248556e-09
1897,1.62565301442541e-07,0.0
1898,1.2165463658675435e-07,5.6583548957434e-10
1899,1.5477219328374758e-07,0.0
1900,1.3341005977718368e-07,0.0
1901,1.4418945704086639e-07,0.0
1902,1.536918787792274e-07,0.0
1903,1.1340462435782683e-07,0.0
1904,1.3544056010061922e-07,0.0
1905,1.5482277571088332e-07,0.0
1906,1.4146507909540418e-07,5.144184522798412e-10
1907,1.748566709203203e-07,1.028568674676933e-09
1908,1.660049471219338e-07,0.0
1909,1.3312379765206828e-07,0.0
1910,1.4322323238502577e-07,0.0
1911,1.5482288517887355e-07,0.0
1912,1.7607843066924644e-07,0.0
1913,1.4371101997312508e-07,0.0
1914,1.466586821985416e-07,0.0
1915,1.649306682338647e-07,0.0
1916,1.9008309948276292e-07,0.0
1917,1.754627924066554e-07,0.0
1918,1.3094468975793916e-07,0.0
1919,1.3535537690678723e-07,0.0
1920,1.2267015625511135e-07,0.0
1921,1.2570760676844372e-07,0.0
1922,1.4755870836324902e-07,0.0
1923,1.4225370215115163e-07,0.0
1924,1.5469949188329224e-07,3.867487219366694e-09
1925,1.2867867549282153e-07,1.0998177923937646e-09
1926,1.1926367982084685e-07,0.0
1927,1.1037732683405466e-07,1.1149224876660924e-09
1928,1.633923836230622e-07,0.0
1929,1.3145679589321446e-07,0.0
1930,1.5650369589170765e-07,0.0
1931,1.722208802235059e-07,0.0
1932,1.2165085916393537e-07,0.0
1933,1.3076554594704248e-07,0.0
1934,1.1622132944921759e-07,0.0
1935,1.2207650446072194e-07,0.0
1936,1.3822175048971985e-07,0.0
1937,1.170974018860349e-07,0.0
1938,1.2316953623692228e-07,0.0
1939,1.4223466315854694e-07,0.0
1940,1.2932493120842992e-07,0.0
1941,1.2101160962174617e-07,0.0
1942,1.608132247366001e-07,0.0
1943,1.9741999346400974e-07,0.0
1944,1.895779853100521e-07,0.0
1945,1.8952985092468566e-07,0.0
1946,1.712295896183491e-07,0.0
1947,1.5377924023063372e-07,0.0
1948,1.8590927508554955e-07,0.0
1949,1.904499549176819e-07,0.0
