year,mieux_ADV armé_VERB,mieux_ADV charmé_VERB
1950,1.6803871716319918e-07,0.0
1951,1.833761138492207e-07,0.0
1952,1.5922654483802035e-07,2.1089607837865287e-09
1953,1.8961936154582304e-07,0.0
1954,1.3681550270483456e-07,0.0
1955,1.2295146278873403e-07,0.0
1956,1.282007837666299e-07,0.0
1957,1.5461316360543265e-07,0.0
1958,1.8529824719060173e-07,0.0
1959,1.7361675741511817e-07,0.0
1960,1.709445898168127e-07,0.0
1961,1.5285950349941402e-07,0.0
1962,1.6552506854061733e-07,0.0
1963,1.8234269472117148e-07,0.0
1964,1.7521828921118754e-07,1.2167936658258327e-09
1965,1.384426913109138e-07,0.0
1966,1.628487948934776e-07,0.0
1967,1.6467321328761386e-07,0.0
1968,1.5944525821876e-07,0.0
1969,1.4079448529269456e-07,0.0
1970,1.6647385114865187e-07,0.0
1971,1.3565369050283493e-07,0.0
1972,1.775030852857462e-07,0.0
1973,1.4444593920970306e-07,0.0
1974,1.5526578533986424e-07,0.0
1975,1.49640782431959e-07,0.0
1976,1.725485121450987e-07,0.0
1977,1.5926078378303288e-07,0.0
1978,1.8831674664099296e-07,0.0
1979,1.416177554114384e-07,0.0
1980,1.6373233902022832e-07,0.0
1981,1.8344094021571777e-07,0.0
1982,1.601535566386758e-07,0.0
1983,1.8693335057662352e-07,0.0
1984,1.931069801841545e-07,0.0
1985,1.804667393301429e-07,0.0
1986,1.7204172775286963e-07,0.0
1987,1.5582583401396732e-07,1.2221633705067347e-09
1988,1.6790350793050024e-07,0.0
1989,1.1579938008488e-07,5.488122178931576e-10
1990,1.5910061423873856e-07,0.0
1991,1.3422755379410845e-07,0.0
1992,1.5097246719442126e-07,5.509944167592096e-10
1993,1.4235763085013176e-07,0.0
1994,1.403130481802961e-07,0.0
1995,1.4857514574195818e-07,0.0
1996,1.3078325444837446e-07,0.0
1997,1.2226981205287757e-07,0.0
1998,1.3541487664525675e-07,0.0
1999,1.2385245798385291e-07,0.0
2000,1.4049340202326732e-07,0.0
2001,1.1960708401481668e-07,0.0
2002,1.4282782290209184e-07,0.0
2003,1.3084138128505174e-07,0.0
2004,1.5945344689072272e-07,0.0
2005,1.225019956585527e-07,0.0
2006,1.4083183819124656e-07,0.0
2007,1.3461395487190941e-07,0.0
2008,1.3794105035991322e-07,0.0
2009,1.3732394243959334e-07,0.0
2010,1.360452406840018e-07,0.0
2011,1.6787236467585842e-07,0.0
2012,1.535318003842434e-07,0.0
2013,1.6121142309977188e-07,0.0
2014,1.5980985335062314e-07,0.0
2015,1.6025840654521062e-07,0.0
2016,1.6135738278855172e-07,2.0713400439298368e-10
2017,1.5697414434967527e-07,0.0
2018,1.31138512049489e-07,2.5814667070633845e-10
2019,1.1734543337027503e-07,0.0
