year,mêmes_ADJ airs_NOUN,mêmes_ADJ chairs_NOUN
1919,3.222746869369075e-08,0.0
1920,2.1959472462640406e-08,3.028892692213958e-09
1921,2.0446417892117097e-08,0.0
1922,4.131644004701229e-08,7.377935484775833e-10
1923,2.441668023323018e-08,0.0
1924,1.4180787211159895e-08,1.289162443462999e-09
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,2.8979959765251806e-08,0.0
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,2.170947865920425e-08,4.570416489713125e-09
1929,1.2254447234738564e-08,0.0
1930,3.2561171536826805e-08,1.0503603542488804e-09
1931,2.737285598186645e-08,0.0
1932,3.1782654730250215e-08,0.0
1933,2.523545639121494e-08,0.0
1934,3.2350264689284813e-08,4.7926320689839486e-09
1935,3.111753699158726e-08,3.590485242455088e-09
1936,2.182448710641438e-08,0.0
1937,1.3850230295986421e-08,0.0
1938,2.9819993585533666e-08,2.5930428915188486e-09
1939,1.070583532936098e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,2.1239483061208375e-08,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,1.927911696952833e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.5313215584455975e-08,4.1763312808029696e-09
1947,1.3112957830685446e-08,2.3841741914054637e-09
1948,1.6307831529616124e-08,0.0
1949,2.5524220959027843e-08,1.9634016634739737e-09
1950,1.701657836861159e-08,1.0635361480382244e-09
1951,3.4116485636559446e-08,0.0
1952,1.0544804140977249e-08,0.0
1953,2.3702419582605216e-08,2.1547654771580937e-09
1954,1.7590565448699635e-08,2.9317608341017376e-09
1955,4.129667274810345e-08,1.8771215692936494e-09
1956,2.3547082506070183e-08,0.0
1957,1.0602045463770082e-08,1.7670075402875796e-09
1958,2.9780077070995503e-08,0.0
1959,1.6276571201956358e-08,0.0
1960,1.591791587429725e-08,0.0
1961,1.876002997391879e-08,2.779263708063695e-09
1962,1.77574772664002e-08,0.0
1963,2.133797494252576e-08,3.879631726988464e-09
1964,2.981144575642247e-08,0.0
1965,2.5718604135249734e-08,0.0
1966,1.5509408868297214e-08,2.215629901769489e-09
1967,2.3172576746333107e-08,1.9721342336964653e-09
1968,2.380450325745187e-08,1.3474247273492779e-09
1969,2.4071315607443466e-08,9.083515606356229e-10
1970,1.4256047897731605e-08,1.3796175313274261e-09
1971,2.8775026805760717e-08,5.138397485282553e-10
1972,1.846852804021637e-08,0.0
1973,2.0950174928202614e-08,5.513203782392395e-10
1974,5.06301445213353e-09,5.625571675160757e-10
1975,1.770558810676448e-08,5.711480177694739e-10
1976,1.2569759455516305e-08,0.0
1977,1.3516598507123945e-08,4.7014254711541525e-09
1978,1.9603952239322098e-08,4.158414057542359e-09
1979,1.404473604083023e-08,0.0
1980,1.6486936260662333e-08,2.2740602734216964e-09
1981,1.9609203150139365e-08,1.2651099057237047e-09
1982,1.4277254933858785e-08,1.8622506869903077e-09
1983,9.47297440490047e-09,1.89459470334441e-09
1984,1.275781880138993e-08,5.799008495621649e-10
1985,1.2632671797518924e-08,0.0
1986,2.038125046510686e-08,1.1988970927134801e-09
1987,2.199894133525504e-08,4.888653482026939e-09
1988,5.396898483667201e-09,0.0
1989,1.4269117443177493e-08,1.0976244357863152e-09
1990,1.4166492867673242e-08,1.089730194969718e-09
1991,1.4067516929117119e-08,1.1722930404189924e-09
1992,1.4876849085965205e-08,2.7549720282848966e-09
1993,2.1048988330107932e-08,0.0
1994,1.635227242502424e-08,5.274926606624319e-10
1995,1.843633334885908e-08,2.1689803286761844e-09
1996,1.2277611816102763e-08,1.6014276571496566e-09
1997,1.8700088588730068e-08,1.917957792585412e-09
1998,1.144351013948608e-08,0.0
1999,1.3253583119876566e-08,0.0
2000,1.7230322058026104e-08,1.3254094488601709e-09
2001,1.9277331730904734e-08,0.0
2002,1.1829298429688606e-08,2.1906108038649563e-09
2003,1.583430631058036e-08,4.1669229178253886e-10
2004,1.3214373595360485e-08,4.404791253964646e-10
2005,1.6663873836364473e-08,1.3511248786457486e-09
2006,1.4412615101377924e-08,4.1178899179428186e-10
2007,1.5179022483380322e-08,7.988958938831558e-10
2008,1.4901038625225738e-08,8.514879357157668e-10
2009,1.8119131084404216e-08,2.860915504498962e-09
2010,1.369900015646408e-08,4.723793023408973e-10
2011,1.3766299211681599e-08,0.0
2012,1.3617010630184723e-08,3.063827413996023e-09
2013,1.7292574483462886e-08,1.3945624655065103e-09
2014,2.7284610126798725e-08,2.3819897165822113e-09
2015,1.9727520950141297e-08,2.659890530054554e-09
2016,2.6720286427917017e-08,2.278474076078396e-09
2017,1.282961736848165e-08,1.0062445321423752e-09
2018,1.884470712809616e-08,1.5488800242380307e-09
2019,1.811201322254874e-08,7.65296326310505e-10
