year,vos_DET airs_NOUN,vos_DET chairs_NOUN
1948,2.9354097819123126e-08,7.610321262063735e-09
1949,2.552422073698324e-08,6.8719057111366055e-09
1950,3.19060831088791e-08,1.3825969702452312e-08
1951,1.7058242818279723e-08,1.7058242818279723e-08
1952,2.741649041126948e-08,3.1634410646574906e-09
1953,2.693456835345387e-08,3.232148326759443e-09
1954,2.8340354951694735e-08,1.2704297169818801e-08
1955,3.378819002364253e-08,5.631364707880948e-09
1956,2.8779766569897447e-08,1.0465369904011368e-08
1957,2.6505112771246786e-08,1.501956425897788e-08
1958,3.7225095728121715e-08,9.926692356998501e-09
1959,3.7978666100890734e-08,6.200598257066758e-09
1960,4.0832916214927906e-08,5.536666736194462e-09
1961,2.640300600376122e-08,1.320150300188061e-08
1962,3.107558699255719e-08,1.395230386780355e-08
1963,3.879631949033069e-08,1.0345684753332307e-08
1964,2.9203048756976102e-08,1.3384730657151067e-08
1965,3.994591679656878e-08,9.302473458205895e-09
1966,4.7636043332133227e-08,9.970334780007306e-09
1967,4.9303355398322424e-08,1.429797347185513e-08
1968,4.2668450106475575e-08,1.8414804736632817e-08
1969,3.860494268703718e-08,1.544197658631674e-08
1970,2.3453497643988186e-08,1.4715919705032832e-08
1971,2.620582706391872e-08,1.3359833239690033e-08
1972,2.4111690422046195e-08,1.5390440200047095e-08
1973,7.718485461882807e-09,2.3706776985932265e-08
1974,1.9689501584707614e-08,9.00091468025721e-09
1975,1.313640396460869e-08,7.4249242310031605e-09
1976,2.1140049488721502e-08,1.085570117131951e-08
1977,1.763034590540613e-08,1.2928920156696222e-08
1978,2.316830594040198e-08,2.1386128423728223e-08
1979,2.867466974976196e-08,9.948355028654987e-09
1980,1.5349907178663358e-08,1.0801786243241907e-08
1981,3.099519241267501e-08,7.590659656386833e-09
1982,9.9320033308814e-09,1.427725515590339e-08
1983,3.410270732473464e-08,1.3262164144656197e-08
1984,2.899504214504134e-08,1.5657322549600394e-08
1985,2.225756545737312e-08,8.421781161338515e-09
1986,2.2779044428489215e-08,1.3187867797803676e-08
1987,1.8332450224534114e-08,9.777306964053878e-09
1988,1.1993107784658008e-08,7.795519785247507e-09
1989,1.2622680567453415e-08,9.878620255143744e-09
1990,1.47113579651581e-08,8.172976073694826e-09
1991,2.0515127652220855e-08,1.2895223555631219e-08
1992,2.1488782808720686e-08,1.2672871640972971e-08
1993,1.717154241021035e-08,9.970573700002205e-09
1994,1.7407257746349103e-08,1.3714809510290138e-08
1995,1.626735279813829e-08,5.964695848348356e-09
1996,1.7615704006601618e-08,1.0676184380997711e-08
1997,1.8220598585472203e-08,7.1923419442398995e-09
1998,1.2873949017944142e-08,1.0966696883940585e-08
1999,9.597422329088445e-09,7.312321859131998e-09
2000,1.5021306976059634e-08,8.394259509714175e-09
2001,1.533424159871899e-08,1.1391150772643854e-08
2002,2.2782351449812666e-08,5.6955880012310445e-09
2003,1.4584229823810801e-08,1.0000615446870142e-08
2004,2.2904915297772277e-08,1.365485272075695e-08
2005,1.711424801875694e-08,1.3060874270998113e-08
2006,2.017765970974139e-08,1.1118302722934459e-08
2007,2.5165220352008077e-08,1.0385646842525631e-08
2008,2.639612536881053e-08,1.2772319285536682e-08
2009,2.288732470212551e-08,1.3827758271744983e-08
2010,4.2986517012622016e-08,1.1337103533737292e-08
2011,3.823972066774317e-08,1.911985941793759e-08
2012,5.7531869934734914e-08,2.5531896208352833e-08
2013,6.387096518345459e-08,2.0639524478394122e-08
2014,7.665676071688665e-08,2.2737175031650736e-08
2015,7.403361701463496e-08,2.3939014326401775e-08
2016,7.726098316673813e-08,2.754882233446665e-08
2017,4.779661522125167e-08,2.3143623906207722e-08
2018,6.815071795784888e-08,2.2975054136953332e-08
2019,5.892781684835313e-08,3.2397543092699266e-08
