year,plusieurs_DET armes_NOUN,plusieurs_DET charmes_NOUN
1937,2.6441348666139675e-08,2.5182236296217297e-09
1938,1.1668692678767911e-08,0.0
1939,1.0705835506996664e-07,0.0
1940,3.803674530900025e-08,0.0
1941,4.427253941230447e-08,0.0
1942,0.0,0.0
1943,2.0322646676618206e-08,0.0
1944,1.606593098557596e-07,0.0
1945,9.367567344042982e-08,0.0
1946,1.9489545977080525e-08,0.0
1947,1.7881306657585583e-08,0.0
1948,2.8266908813634473e-08,0.0
1949,2.6505922789965553e-08,0.0
1950,2.2334258886758107e-08,0.0
1951,1.8124383327489113e-08,0.0
1952,1.8980646387944944e-08,0.0
1953,2.0470272810158008e-08,0.0
1954,2.247683283940205e-08,0.0
1955,1.2201289756319511e-08,0.0
1956,2.0058624761176702e-08,0.0
1957,2.0320587545974433e-08,0.0
1958,2.9780077070995503e-08,0.0
1959,6.200598368089061e-09,0.0
1960,2.07624992754063e-08,0.0
1961,3.4045979535601845e-08,0.0
1962,1.966006452081004e-08,0.0
1963,1.8104949428554562e-08,0.0
1964,2.068549243006146e-08,0.0
1965,1.1491291473930687e-08,3.2832261354087677e-09
1966,3.268054182825608e-08,0.0
1967,2.415864486238206e-08,4.930335584241163e-10
1968,1.8414804320299183e-08,0.0
1969,2.4525491804094912e-08,1.8167031212712459e-09
1970,2.1614008360870685e-08,0.0
1971,2.1581268550008303e-08,0.0
1972,2.5650734147841803e-08,1.0260293725750103e-09
1973,2.095017381797959e-08,1.102640756478479e-09
1974,3.0940642992138834e-08,0.0
1975,3.655347269315712e-08,1.1422960355389478e-09
1976,2.513951891103261e-08,0.0
1977,2.1156414231615628e-08,2.3507127355770763e-09
1978,3.1485133944464394e-08,5.940591352171509e-10
1979,2.223749828722532e-08,0.0
1980,2.6720207435548815e-08,5.685150683554241e-10
1981,1.8976649196478235e-08,0.0
1982,2.7313009187679427e-08,0.0
1983,2.6524328289312393e-08,6.315316047889041e-10
1984,3.1314647153113384e-08,2.3196033982486597e-09
1985,4.571824030463745e-08,1.2031116103372597e-09
1986,4.495864136533356e-08,0.0
1987,2.3832186446526293e-08,0.0
1988,2.8783458949632745e-08,5.996553809062277e-10
1989,3.6221605270725377e-08,5.488122178931576e-10
1990,3.160217648678909e-08,0.0
1991,3.634108436401107e-08,1.1722930404189924e-09
1992,4.463054881220785e-08,1.1019888335184191e-09
1993,4.6529342156986786e-08,1.1078414852150331e-09
1994,3.692448635739254e-08,1.0549853213248639e-09
1995,4.663307695551566e-08,1.626735190995987e-09
1996,3.4163789131014255e-08,0.0
1997,5.657975621353728e-08,0.0
1998,3.480734278582531e-08,0.0
1999,2.8792267958710482e-08,0.0
2000,5.213277343152356e-08,4.4180314962005696e-10
2001,2.8039755739506234e-08,0.0
2002,3.4173528451475477e-08,1.3143663935011318e-09
2003,5.416999737661854e-08,8.333845835650777e-10
2004,3.832168504747102e-08,1.7619165015858584e-09
2005,3.0175122400777354e-08,0.0
2006,2.6766284744184077e-08,1.6471559671771274e-09
2007,4.353982641092102e-08,4.7933754743212376e-09
2008,4.4277371435974544e-08,4.257439678578834e-10
2009,3.8145540282030765e-08,9.53638501499654e-10
2010,3.4011310212633816e-08,4.723793023408973e-10
2011,3.7857323276213606e-08,3.82397197240536e-10
2012,3.88084795410748e-08,1.0212758416727752e-09
2013,5.6619239519051234e-08,1.6734750252211938e-09
2014,6.777843641891934e-08,1.2992671383216248e-09
2015,7.625019393664445e-08,1.5516027351836215e-09
2016,6.504007821206415e-08,2.0713399884186856e-09
2017,7.144336144904173e-08,7.54683426862357e-10
2018,9.215836316300852e-08,2.323319980845895e-09
2019,7.525413803222136e-08,7.65296326310505e-10
