year,moindres_ADJ armes_NOUN,moindres_ADJ charmes_NOUN
1857,1.4644527812635033e-09,3.417056504417815e-08
1858,0.0,4.404308473482388e-09
1859,0.0,1.5276519604867644e-08
1860,0.0,1.1900677776566226e-08
1861,5.659156698811785e-09,1.3204698667834691e-08
1862,0.0,4.517986429419807e-09
1863,0.0,1.748117206545885e-08
1864,9.589455896019672e-10,1.4384183621984903e-08
1865,0.0,1.2708479601997169e-08
1866,0.0,2.432806400776144e-09
1867,0.0,1.164674756637396e-08
1868,0.0,1.6301584082611953e-08
1869,1.4650557433881772e-09,9.767038733343725e-09
1870,5.734048791339319e-10,1.0894693147633916e-08
1871,2.1242354542039266e-09,1.0621177271019633e-09
1872,3.628403577593531e-09,1.7537283625301825e-08
1873,0.0,2.9331422624068182e-08
1874,0.0,1.1949218503559678e-08
1875,0.0,3.318485752856759e-08
1876,0.0,9.069021977836655e-09
1877,0.0,2.4739264858908427e-08
1878,0.0,1.2078177569208037e-08
1879,0.0,1.710611030603104e-08
1880,0.0,7.059631101924424e-09
1881,8.367009307619355e-09,6.2752567586699115e-09
1882,0.0,1.1979693681496428e-08
1883,0.0,1.64302811356265e-08
1884,1.9805090900604227e-09,5.281357573494461e-09
1885,1.933690763067375e-09,1.8047780159236027e-08
1886,5.808117542471791e-09,1.2906927970846027e-08
1887,0.0,1.8933882017790893e-08
1888,0.0,2.028996703984376e-08
1889,0.0,1.8168895721260014e-08
1890,1.9663159989136147e-09,9.831579994568074e-09
1891,0.0,1.2748440525456317e-08
1892,0.0,2.6954603882245465e-08
1893,6.158416554491453e-10,2.278614097406262e-08
1894,0.0,1.1972924873759894e-08
1895,6.018614495673091e-10,3.009307292245467e-08
1896,1.179405795248556e-09,1.9460195233023114e-08
1897,0.0,2.9133568446582103e-08
1898,0.0,8.487532454637403e-09
1899,1.1055156790007459e-09,2.3768587098516036e-08
1900,1.038210628578895e-09,1.245852754294674e-08
1901,5.588738916095792e-10,2.51493244007861e-08
1902,0.0,7.856454153909453e-09
1903,0.0,1.1340462791054051e-08
1904,5.374625189347171e-10,2.5260739278110123e-08
1905,0.0,1.651442893546573e-08
1906,0.0,1.9547901075611662e-08
1907,5.142843373384665e-10,1.337139288182243e-08
1908,9.822778146428846e-10,2.2592390180875555e-08
1909,1.1001967115120692e-09,1.5952851484257735e-08
1910,0.0,1.5498036631811374e-08
1911,0.0,2.3409645777405785e-08
1912,0.0,1.2502610502451716e-08
1913,0.0,2.1742257771961704e-08
1914,0.0,3.750176347239176e-08
1915,0.0,1.295883844676382e-08
1916,0.0,3.2962386153911893e-09
1917,0.0,1.973956464951243e-08
1918,2.2972752589112133e-09,1.033773866510046e-08
1919,0.0,2.1178051312631396e-08
1920,7.572231730534895e-10,1.9687803387569147e-08
1921,0.0,1.817459427400081e-08
1922,2.951174193910333e-09,3.024953443286904e-08
1923,0.0,2.7601466001669905e-08
1924,0.0,3.351822286390416e-08
1925,4.399271169575059e-09,3.079489729884699e-08
1926,2.229227691330493e-09,2.229227646921572e-08
1927,0.0,1.6723836537835268e-08
1928,2.2852082448565625e-09,2.6279895593006586e-08
1929,0.0,8.912325100141061e-09
1930,0.0,1.2604324695075775e-08
1931,0.0,1.9389105432310316e-08
1932,0.0,2.301502632917618e-08
1933,0.0,1.1470662641954732e-08
1934,0.0,1.1981580172459871e-08
1935,0.0,5.98414207075848e-09
1936,0.0,2.3036957230715416e-08
1937,0.0,2.0145789036973838e-08
1938,1.2965214457594243e-09,1.6854778905894818e-08
1939,0.0,2.5999884911698246e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,8.854508237732261e-09
1942,0.0,9.102635090130207e-09
1943,0.0,2.322588166236983e-08
1944,0.0,1.927911696952833e-08
1945,0.0,3.267756198965799e-08
1946,0.0,2.3665876369705074e-08
1947,0.0,1.3112957830685446e-08
1948,1.0871887834440486e-09,3.261566305923225e-08
1949,1.9634016634739737e-09,1.2762110479513922e-08
1950,2.1270722960764488e-09,1.4889506516624351e-08
1951,1.0661401761424827e-09,1.5992101864981123e-08
1952,1.0544803918932644e-09,8.435843135146115e-09
1953,0.0,1.8315507332999914e-08
1954,0.0,1.7590565448699635e-08
1955,0.0,1.595553378308523e-08
1956,0.0,1.657016923672927e-08
1957,1.7670075402875796e-09,1.5903067307476704e-08
1958,0.0,7.445019267748876e-09
1959,0.0,1.1626121398933265e-08
1960,6.920833350854139e-10,9.689166802218097e-09
1961,0.0,2.223410966450956e-08
1962,0.0,1.77574772664002e-08
1963,6.466053248388448e-10,1.5518526907953856e-08
1964,0.0,1.764350798794112e-08
1965,0.0,2.0793764932136583e-08
1966,1.6617224263271169e-09,8.862519607077957e-09
1967,1.4791006197611978e-09,1.3311906243984595e-08
1968,4.4914158503495116e-10,1.0330256650092906e-08
1969,1.8167031212712459e-09,9.991866889436096e-09
1970,1.3796175313274261e-09,1.241655755990223e-08
1971,5.138397485282553e-10,1.0276794526475896e-08
1972,2.0520587451500205e-09,1.128632298730281e-08
1973,0.0,1.0475087464101307e-08
1974,0.0,1.1251143128276908e-08
1975,0.0,1.9419033492340532e-08
1976,0.0,1.2569759455516305e-08
1977,5.876781838942691e-10,1.1753563455840776e-08
1978,1.1881182704343018e-09,1.2475242172627077e-08
1979,0.0,8.192762912528906e-09
1980,0.0,5.6851505725319385e-09
1981,0.0,6.325549417596221e-09
1982,6.207502289967692e-10,1.0552754226011984e-08
1983,0.0,7.57837881337764e-09
1984,0.0,8.118611560803402e-09
1985,0.0,1.142956040922627e-08
1986,1.7983456945813714e-09,5.395036861699509e-09
1987,0.0,9.166225112267057e-09
1988,0.0,5.396898483667201e-09
1989,0.0,6.585746614717891e-09
1990,0.0,4.358920779878872e-09
1991,1.1722930404189924e-09,1.4653663171770859e-08
1992,0.0,9.366905473484621e-09
1993,0.0,6.647049133334804e-09
1994,0.0,4.2199412852994556e-09
1995,0.0,5.964695848348356e-09
1996,0.0,4.270473752399084e-09
1997,0.0,7.192341833217597e-09
1998,0.0,8.582632382569955e-09
1999,4.570201161957499e-10,5.0272213059088244e-09
2000,0.0,2.2090156370779823e-09
2001,0.0,4.8193329327261836e-09
2002,8.76244299341522e-10,3.504977197366088e-09
2003,2.083461403401543e-09,5.000307723435071e-09
2004,4.404791253964646e-10,1.1452457648886138e-08
2005,1.8014998381943315e-09,4.053374524914943e-09
2006,0.0,5.7650457740976435e-09
2007,0.0,7.988958827809256e-09
2008,0.0,5.960415716543821e-09
2009,0.0,5.721831008997924e-09
2010,4.723793023408973e-10,3.3066551718974324e-09
2011,0.0,1.911985902935953e-09
2012,0.0,3.744677901096338e-09
2013,0.0,2.2313000336282585e-09
2014,2.1654451842767486e-10,2.165445156521173e-09
2015,0.0,5.763096222466402e-09
2016,2.0713400439298368e-10,9.528164035543796e-09
2017,0.0,7.54683426862357e-10
2018,0.0,8.002547069452248e-09
2019,0.0,2.04079020349468e-09
