year,ces_DET aises_NOUN,ces_DET chaises_NOUN
1800,0.0,3.772997558826319e-08
1801,0.0,3.095537337571841e-08
1802,1.3427040812530322e-08,4.699464284385613e-08
1803,0.0,1.950339267864365e-08
1804,0.0,2.9662211797898408e-08
1805,0.0,3.1271654599152043e-08
1806,0.0,6.627838811112952e-08
1807,0.0,1.9928686256776018e-08
1808,1.5862518409903714e-08,2.7192887941396293e-08
1809,0.0,3.6144488735345703e-08
1810,0.0,2.3401267146283544e-08
1811,2.0056614147279106e-08,0.0
1812,0.0,5.067695596494559e-08
1813,0.0,6.326631663000626e-08
1814,0.0,5.349351184236184e-08
1815,0.0,3.506390644503199e-08
1816,0.0,1.1588019432906549e-08
1817,0.0,2.335310045342709e-08
1818,0.0,4.530047559292427e-08
1819,0.0,2.8982939270782992e-08
1820,0.0,3.322614627876419e-08
1821,0.0,1.9722976585256902e-08
1822,6.015369535816717e-09,4.3110148340019805e-08
1823,0.0,3.3601135762673096e-08
1824,8.421112696055388e-10,4.126345309884982e-08
1825,0.0,4.6668848341369085e-08
1826,8.807984341885344e-10,3.082794464148719e-08
1827,1.474763688946723e-08,3.594736658341091e-08
1828,0.0,1.8344602836783963e-08
1829,0.0,3.686465821495233e-08
1830,0.0,5.5315230618191435e-08
1831,0.0,3.897801548191637e-08
1832,0.0,7.712082483735117e-08
1833,0.0,4.865123948150085e-08
1834,1.8669061851994684e-09,6.160790277931483e-08
1835,4.5378527602224494e-09,4.689114518896531e-08
1836,6.720750067579218e-10,3.360375133709681e-08
1837,1.3915781860163179e-09,5.218418053232199e-08
1838,0.0,2.3354998379687686e-08
1839,6.9914751765765e-10,4.614373505518188e-08
1840,0.0,4.522478924684492e-08
1841,6.420548537278137e-10,2.5682193705023337e-08
1842,6.708265054555795e-09,7.580339733692654e-08
1843,1.7720733769266417e-09,4.961805455394597e-08
1844,1.097712254427563e-09,3.951764165899263e-08
1845,8.928364714222425e-09,4.0177639881733285e-08
1846,0.0,3.5127006636770375e-08
1847,2.6966118227278457e-09,3.613459931273155e-08
1848,8.045221711050488e-10,4.103062956062331e-08
1849,0.0,2.9327953399160833e-08
1850,5.431196825611551e-09,2.4440386603430397e-08
1851,0.0,5.095056709869539e-08
1852,1.3021090872200602e-09,4.6224872818356744e-08
1853,5.971931837933653e-10,6.210808933815315e-08
1854,5.7152309551611324e-09,4.364357986119671e-08
1855,3.1841622671890946e-09,3.8209947206269135e-08
1856,8.28350277259915e-09,4.7630139832222085e-08
1857,2.9289055625270066e-09,4.00283735046969e-08
1858,2.4468380654951716e-09,4.942612696900994e-08
1859,1.018434669930457e-09,5.8050776630125256e-08
1860,4.577183909670879e-10,5.080674192470269e-08
1861,0.0,4.6688041877018804e-08
1862,1.536115412648087e-08,6.912519356916391e-08
1863,0.0,5.244351886091181e-08
1864,0.0,4.315254997777629e-08
1865,0.0,5.601144970057703e-08
1866,0.0,6.08201600194036e-08
1867,1.0190904120577216e-08,6.696879850665027e-08
1868,0.0,2.9639244836232592e-08
1869,4.883519366671862e-09,7.325278517100742e-08
1870,0.0,4.243196150000017e-08
1871,7.434824311758348e-09,4.248470908407853e-08
1872,1.2094678591978436e-09,6.712546785081486e-08
1873,5.986004469882289e-10,5.926144197587746e-08
1874,5.974609140757536e-10,5.616132625618775e-08
1875,0.0,5.0921591387975695e-08
1876,1.813804439976252e-09,5.8646342893098335e-08
1877,0.0,6.679601272097102e-08
1878,6.039088784604019e-09,4.2877530415097453e-08
1879,3.0546627449723474e-09,3.237942447498199e-08
1880,0.0,4.7492061838738664e-08
1881,3.4862537301449947e-09,5.299105909628565e-08
1882,0.0,4.9249850420096664e-08
1883,6.319338941018771e-10,4.802697484151963e-08
1884,6.601696966868076e-10,4.291103117282091e-08
1885,0.0,4.125206753968769e-08
1886,1.2906927748801422e-09,6.195325141788999e-08
1887,0.0,4.0479332774623344e-08
1888,0.0,4.565242628373767e-08
1889,0.0,6.766347571129927e-08
1890,6.554386478008212e-10,3.8670880941893415e-08
1891,0.0,3.378336632664514e-08
1892,6.268512375839919e-10,3.949162952210372e-08
1893,1.847525021858587e-09,3.879802523698572e-08
1894,0.0,5.1672621736997826e-08
1895,0.0,4.8750777636996645e-08
1896,0.0,6.132910002065728e-08
1897,0.0,7.341658747606061e-08
1898,0.0,5.2056865040839284e-08
1899,0.0,6.025060272918381e-08
1900,0.0,6.177353339964498e-08
1901,1.676621730339889e-09,5.81228829510394e-08
1902,0.0,6.825294729395637e-08
1903,0.0,3.888158683906795e-08
1904,5.374625189347171e-10,4.1384614846151635e-08
1905,1.5482277682110634e-09,6.141303610096571e-08
1906,0.0,5.555719395644587e-08
1907,0.0,4.9885580999387e-08
1908,1.964555629285769e-09,5.991894802548359e-08
1909,1.1001967115120692e-09,4.015717802730023e-08
1910,5.344150677544235e-10,4.4890864359103944e-08
1911,2.6601871816467337e-09,5.001151803796233e-08
1912,5.209421227725386e-10,5.782457490610682e-08
1913,5.30298971401777e-10,7.742364704910187e-08
1914,0.0,3.750176569283781e-08
1915,0.0,5.772573175022444e-08
1916,1.0987462051303964e-09,4.065361070004769e-08
1917,2.1932848870420685e-09,2.7416061643137368e-08
1918,9.189101035644853e-09,4.824277954895706e-08
1919,3.6831393490643904e-09,5.1563951330990676e-08
1920,7.572231730534895e-10,6.209230107856456e-08
1921,3.0290989716519334e-09,4.543648346455598e-08
1922,0.0,7.082818187509332e-08
1923,0.0,5.6264526371307966e-08
1924,1.289162443462999e-09,3.738571008327085e-08
1925,0.0,8.468596757182922e-08
1926,0.0,5.461607788248557e-08
1927,0.0,5.017151061270653e-08
1928,5.713020723163709e-09,5.8272810354864646e-08
1929,0.0,5.23599084090165e-08
1930,2.100720708497761e-09,5.7769819150621515e-08
1931,1.1405356659111021e-09,3.9918750083245413e-08
1932,0.0,3.7262422925010696e-08
1933,0.0,4.014731769252933e-08
1934,0.0,4.4331844861744685e-08
1935,2.393656828303392e-09,3.351119648442591e-08
1936,0.0,4.364897110420429e-08
1937,0.0,5.28826951118333e-08
1938,0.0,3.500607925754906e-08
1939,0.0,3.517631519400766e-08
1940,0.0,6.085879133976846e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,3.034211815133858e-08
1943,0.0,4.354852856103264e-08
1944,0.0,3.213186161588055e-08
1945,0.0,2.832055301382752e-08
1946,0.0,2.9234318077442367e-08
1947,2.3841741914054637e-09,5.4836005070058036e-08
1948,0.0,4.240036144409487e-08
1949,4.908504269707237e-09,5.104844191805569e-08
1950,1.0635361480382244e-09,3.6160229699433444e-08
1951,7.462981344019681e-09,4.584402857332748e-08
1952,0.0,9.173979265142407e-08
1953,0.0,5.386913715099695e-08
1954,0.0,7.036225690981723e-08
1955,0.0,5.349796516895822e-08
1956,0.0,5.407107828148128e-08
1957,0.0,4.505869188875522e-08
1958,0.0,5.376958345237881e-08
1959,0.0,6.045583234026708e-08
1960,2.076250060767393e-09,7.61291705231315e-08
1961,1.3896318540318475e-09,4.238377204757171e-08
1962,6.341956404476434e-10,4.883306559122502e-08
1963,4.526237162849611e-09,5.4314846842373754e-08
1964,1.8251904432275978e-09,5.658090618254619e-08
1965,5.472043373977442e-10,5.08900050988359e-08
1966,0.0,5.095948729660904e-08
1967,4.930335584241163e-10,3.7963584720301924e-08
1968,1.3474247273492779e-09,6.512552896964507e-08
1969,0.0,3.951329108353718e-08
1970,2.2993624781975086e-09,3.357069333631557e-08
1971,0.0,4.419021726320693e-08
1972,5.130146862875051e-10,6.002271812910465e-08
1973,0.0,3.3079223804577396e-08
1974,1.1251143350321513e-09,3.600365872102884e-08
1975,0.0,3.5982324231298435e-08
1976,1.142705374768127e-09,3.7137924513430676e-08
1977,1.1753563677885381e-09,2.9971586990029664e-08
1978,0.0,3.504948953292342e-08
1979,5.851973350345929e-10,4.3304604124827506e-08
1980,5.685150683554241e-10,3.809051074554759e-08
1981,0.0,2.8464972823272205e-08
1982,0.0,4.966001965200917e-08
1983,0.0,4.10495557545687e-08
1984,0.0,4.69719685369796e-08
1985,0.0,4.5718242969172707e-08
1986,0.0,5.035367900418919e-08
1987,6.110816852533674e-10,4.0942474299754394e-08
1988,0.0,4.797243113863203e-08
1989,1.0976244357863152e-09,5.2137159034515435e-08
1990,5.44865097484859e-10,7.083246345018779e-08
1991,0.0,5.4511628100328835e-08
1992,0.0,5.0691487452070305e-08
1993,5.539207426075166e-10,4.3759738943549564e-08
1994,0.0,3.745197885152152e-08
1995,1.0844901643380922e-09,3.416144056522796e-08
1996,5.338092190498855e-10,3.629902556312459e-08
1997,1.917957792585412e-09,3.5961708277909565e-08
1998,9.536258449571733e-10,3.909866030937792e-08
1999,4.570201161957499e-10,4.1588831045658026e-08
2000,1.3254094488601709e-09,4.550572363370975e-08
2001,0.0,3.68021781937955e-08
2002,0.0,4.775531348144568e-08
2003,4.1669229178253886e-10,5.8336920183421626e-08
2004,4.404791253964646e-10,3.876216192466586e-08
2005,4.5037495954858286e-10,3.783149615799175e-08
2006,4.1178899179428186e-10,4.364963146485934e-08
2007,7.988958938831558e-10,5.3526024501593383e-08
2008,0.0,5.9178411060401004e-08
2009,2.384096253749135e-09,6.484741899015489e-08
2010,0.0,6.329882529243491e-08
2011,0.0,7.342025920564765e-08
2012,1.3617010852229328e-09,1.1302119329315019e-07
2013,2.789125042035323e-10,1.0403436068173733e-07
2014,8.661780737106994e-10,9.722848659521333e-08
2015,2.2165753954528356e-10,1.0617396473122653e-07
2016,1.0356699942093428e-09,9.92171900193739e-08
2017,5.031222660711876e-10,9.056200411805548e-08
2018,1.8070267504555204e-09,1.0661457672256347e-07
2019,5.1019755087367e-10,9.999872130350695e-08
