year,nombreux_ADJ ans_NOUN,nombreux_ADJ champs_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,1.730295728918918e-08
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,2.8469551160981155e-09,1.7081731584767113e-08
1808,0.0,0.0
1809,0.0,1.8072244145628247e-08
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,1.3486118000116676e-08
1816,0.0,0.0
1817,0.0,1.8682481339737933e-08
1818,0.0,3.5763532135746345e-09
1819,0.0,1.0351049795076506e-08
1820,0.0,1.1866481131050932e-09
1821,0.0,9.86148829262845e-10
1822,0.0,1.0025615893027862e-08
1823,1.9765373782121287e-09,2.3718449426723964e-08
1824,0.0,7.57900142644985e-09
1825,0.0,7.044354433105582e-09
1826,0.0,3.5231937367541377e-09
1827,0.0,2.7651818612639545e-09
1828,0.0,2.7516904310687096e-09
1829,0.0,1.2002446148073886e-08
1830,0.0,8.349468672008697e-09
1831,0.0,0.0
1832,0.0,1.6235963684607668e-08
1833,0.0,2.0850531967653296e-08
1834,0.0,3.733812370398937e-09
1835,1.5126175867408165e-09,1.8907719834260206e-08
1836,0.0,1.8146025126952736e-08
1837,0.0,1.0436836284100082e-08
1838,0.0,1.3886756633496589e-08
1839,0.0,1.6080392128969834e-08
1840,0.0,7.64362617644565e-09
1841,6.420548537278137e-10,1.0272877659645019e-08
1842,0.0,8.720745015011744e-09
1843,5.906911071384968e-10,1.2995204023980023e-08
1844,0.0,2.140538946093784e-08
1845,0.0,1.9530798311961917e-08
1846,0.0,7.610851504580296e-09
1847,5.393223645455691e-10,5.9325460100012606e-09
1848,0.0,2.654923214606697e-08
1849,0.0,1.1731181359664333e-08
1850,0.0,1.5614691761811628e-08
1851,0.0,9.029214709244116e-09
1852,6.510545436100301e-10,3.906327261660181e-09
1853,0.0,1.851298847554972e-08
1854,1.0391328908454511e-09,4.676098175337984e-09
1855,0.0,1.6451505047143655e-08
1856,0.0,3.2616291889553395e-08
1857,0.0,1.4156376515472857e-08
1858,4.893676019968041e-10,8.808616946964776e-09
1859,0.0,2.2914779407301467e-08
1860,9.154367819341758e-10,2.8836257826014844e-08
1861,4.715963730639317e-10,1.6977470096435354e-08
1862,2.2589932147099034e-09,1.0843167252971853e-08
1863,9.989241656072068e-10,5.494082966350788e-09
1864,9.589455896019672e-10,1.7740493518658695e-08
1865,1.882737743486018e-09,1.4591217123438582e-08
1866,0.0,9.244664589402873e-09
1867,9.7056229719783e-10,1.067618526917613e-08
1868,0.0,1.8277534152844055e-08
1869,0.0,2.3440891894210836e-08
1870,0.0,2.981705193860762e-08
1871,0.0,1.5931766128574054e-08
1872,6.047339295989218e-10,2.4794090336399677e-08
1873,0.0,1.496501056408306e-08
1874,5.974609140757536e-10,9.559374625212058e-09
1875,0.0,9.154443425529735e-09
1876,3.02300739996042e-09,1.0882827083946722e-08
1877,2.4739263970730008e-09,1.608052180301911e-08
1878,7.2469061862534545e-09,2.6571990829893366e-08
1879,6.10932526790009e-10,1.9549840857280287e-08
1880,0.0,1.0268554007097919e-08
1881,0.0,1.8128519130300447e-08
1882,0.0,1.6638463051776853e-08
1883,1.8958017378167824e-09,3.349249766415596e-08
1884,0.0,1.9805090900604227e-08
1885,1.2891271383708158e-09,1.8692343672910283e-08
1886,0.0,2.452316216761119e-08
1887,6.528924512139156e-09,4.374379614091595e-08
1888,1.268122939990235e-09,2.4728397107764977e-08
1889,0.0,4.0723389105323804e-08
1890,0.0,3.6704562944578356e-08
1891,1.2748440081367107e-09,3.378336543846672e-08
1892,0.0,3.761107336686109e-08
1893,0.0,3.7566341148931315e-08
1894,1.2603078580752936e-09,5.4823392048319874e-08
1895,0.0,4.4537745935713247e-08
1896,2.358811590497112e-09,3.2433661090180976e-08
1897,4.078699600285063e-09,4.3700350005337896e-08
1898,1.13167097914868e-09,5.149102833001962e-08
1899,0.0,6.909473171390346e-08
1900,1.038210628578895e-09,8.098042769688618e-08
1901,3.353243460679778e-09,5.4210769206974874e-08
1902,2.455141867585553e-09,4.615666782115113e-08
1903,1.6200660812870638e-09,3.2401320737562855e-08
1904,0.0,4.78341632970114e-08
1905,0.0,6.347733716438597e-08
1906,5.144184522798412e-10,4.78409170057148e-08
1907,1.028568674676933e-09,4.8342727154704335e-08
1908,5.40252820258047e-09,3.045061092166179e-08
1909,1.6502950117569526e-09,3.740668930163338e-08
1910,4.809735720812114e-09,4.649411167179096e-08
1911,2.6601871816467337e-09,5.479985532019782e-08
1912,1.5628263128064646e-09,5.4177981212433224e-08
1913,0.0,3.4999732889673396e-08
1914,6.696743715117748e-10,5.424362470307642e-08
1915,2.3561523843085297e-09,5.183535378705528e-08
1916,1.0987462051303964e-09,2.8567400889301098e-08
1917,0.0,4.1672411299487067e-08
1918,0.0,6.776961924970237e-08
1919,9.207848372660976e-10,6.629650783906982e-08
1920,0.0,3.710393414735336e-08
1921,7.572747429129834e-10,6.588290091258386e-08
1922,3.6889677978990676e-09,6.271245212019494e-08
1923,5.307974060286824e-09,5.307974149104666e-08
1924,2.578324886925998e-09,6.316896161706609e-08
1925,1.0998177923937646e-09,5.719052609265418e-08
1926,1.1146138456652466e-09,6.13037585139864e-08
1927,1.1149224876660924e-09,3.5677519605314956e-08
1928,1.1426041224282812e-09,4.798937425221084e-08
1929,0.0,5.570203143179242e-08
1930,1.0503603542488804e-09,5.461873797685257e-08
1931,2.2810713318222042e-09,4.5621426636444085e-08
1932,1.0959536611565568e-09,4.4934100884574946e-08
1933,0.0,6.652984296806608e-08
1934,0.0,3.9539216345474415e-08
1935,0.0,5.505410882733486e-08
1936,0.0,5.577368611398015e-08
1937,2.5182236296217297e-09,7.554670844456268e-08
1938,1.2965214457594243e-09,5.963998717106733e-08
1939,0.0,6.117620188206274e-08
1940,5.0715658339584024e-09,6.593035806190528e-08
1941,0.0,7.37875680556499e-08
1942,6.068423541449874e-09,4.5513175450651033e-08
1943,0.0,3.193558839598154e-08
1944,6.4263723231761105e-09,7.390327994016843e-08
1945,2.178504043826024e-09,8.714016530575464e-08
1946,0.0,4.5939643200654245e-08
1947,1.1920870957027319e-09,4.887557025767819e-08
1948,2.174377566888097e-09,6.52313261184645e-08
1949,2.945102384188658e-09,4.810334175431308e-08
1950,0.0,8.401935502888591e-08
1951,1.0661401761424827e-09,4.157946520422229e-08
1952,1.0544803918932644e-09,7.803154744578933e-08
1953,1.0773827385790469e-09,7.110725874781565e-08
1954,9.772536113672459e-10,7.427127712844594e-08
1955,1.8771215692936494e-09,5.7252208307545516e-08
1956,8.72114158667614e-10,6.01758785023776e-08
1957,5.301022731885041e-09,5.47772351922049e-08
1958,1.6544486891589827e-09,6.038737865310395e-08
1959,2.325224457422337e-09,6.433120347537624e-08
1960,2.076250060767393e-09,5.3982500247684584e-08
1961,6.948159270159238e-10,5.280601200752244e-08
1962,5.7077609305622445e-09,4.1856910826254534e-08
1963,0.0,6.013429754148092e-08
1964,0.0,6.023128662491217e-08
1965,1.0944086747954884e-09,5.307882133820385e-08
1966,1.1078149508847446e-09,4.154306054715562e-08
1967,9.860671168482327e-10,5.324762497593838e-08
1968,4.4914158503495116e-10,4.1321026600371624e-08
1969,2.2708788183223305e-09,4.67801051229344e-08
1970,4.598724956395017e-09,5.196559271780643e-08
1971,5.138397485282553e-10,5.446701223377204e-08
1972,1.0260293725750103e-09,4.771036543615992e-08
1973,1.6539611902288698e-09,4.796487118596815e-08
1974,1.6876715580593782e-09,3.712877472139553e-08
1975,1.1422960355389478e-09,4.854758017813765e-08
1976,0.0,3.5423866506789636e-08
1977,0.0,4.2900506258547466e-08
1978,5.940591352171509e-10,5.22772047872877e-08
1979,1.7555920051037788e-09,4.096381189810927e-08
1980,5.685150683554241e-10,5.002932468300969e-08
1981,0.0,4.491140259688109e-08
1982,6.207502289967692e-10,3.600351305976801e-08
1983,1.2630632095778083e-09,5.431171956615799e-08
1984,0.0,4.465236713713239e-08
1985,1.2031116103372597e-09,4.992913105184016e-08
1986,1.7983456945813714e-09,4.855533219938479e-08
1987,1.8332451112712533e-09,5.927492452428851e-08
1988,0.0,5.4568641161267806e-08
1989,5.488122178931576e-10,5.7625282323670035e-08
1990,1.6345953479657283e-09,5.612110598463005e-08
1991,1.7584396161396398e-09,7.326831763521113e-08
1992,0.0,5.56504353710352e-08
1993,0.0,6.370088811991081e-08
1994,1.0549853213248639e-09,5.433174266045171e-08
1995,5.422450821690461e-10,7.157635195653711e-08
1996,0.0,7.419948389042474e-08
1997,1.917957792585412e-09,6.952596720566362e-08
1998,0.0,7.342919161601458e-08
1999,0.0,6.946705610744175e-08
2000,8.836062992401139e-10,8.482620472705094e-08
2001,0.0,9.331981232207909e-08
2002,4.38122149670761e-10,7.667137680300584e-08
2003,4.1669229178253886e-10,8.667199580258966e-08
2004,4.404791253964646e-10,8.633390535806029e-08
2005,0.0,9.773136611102018e-08
2006,0.0,9.47114671134841e-08
2007,0.0,8.867744583085369e-08
2008,4.257439678578834e-10,8.387156213984781e-08
2009,4.76819250749827e-10,7.199970752935769e-08
2010,0.0,7.652544553593543e-08
2011,0.0,8.412738594643088e-08
2012,6.808505426114664e-10,7.114888234127648e-08
2013,2.789125042035323e-10,6.944921437934681e-08
2014,0.0,6.604607705185117e-08
2015,2.2165753954528356e-10,7.336864626950046e-08
2016,8.285360175719347e-10,6.151879716753683e-08
2017,2.515611330355938e-10,8.477610435875249e-08
2018,1.0325866828253538e-09,8.157434905342598e-08
2019,2.55098775436835e-10,7.346844910216532e-08
