year,six_DET ans_NOUN,six_DET champs_NOUN
1947,7.5077644510201935e-06,1.3112957830685446e-08
1948,7.035198734683945e-06,3.2615663503321457e-09
1949,7.725003882796955e-06,9.817008317369869e-10
1950,7.0055124865575635e-06,5.317680740191122e-09
1951,7.440592469265539e-06,5.330700991734716e-09
1952,7.144104500866888e-06,5.272402070488624e-09
1953,7.245399046951206e-06,6.464296653518886e-09
1954,6.996158447236667e-06,7.818028890937967e-09
1955,6.984769157725168e-06,8.447047061821422e-09
1956,7.222849291110833e-06,4.360570571293465e-09
1957,6.597122762741492e-06,4.417518795207798e-09
1958,7.1645901016381686e-06,4.1361216673863055e-09
1959,7.522875876020407e-06,7.750747599288843e-09
1960,7.4025233516294975e-06,7.612916630428401e-09
1961,7.574883341021632e-06,1.181187103682646e-08
1962,7.210804341184485e-06,1.3318107949800151e-08
1963,7.304053582402048e-06,8.405869333927285e-09
1964,7.651806782860149e-06,1.277633332463779e-08
1965,7.128431093406107e-06,4.924839203113152e-09
1966,7.239016696303224e-06,7.754704878237817e-09
1967,7.428536520137641e-06,8.381570326676524e-09
1968,7.658313080582957e-06,8.982831367632116e-09
1969,7.3544682663850836e-06,1.725867887492072e-08
1970,7.620087359327954e-06,6.898087351325799e-09
1971,7.716331481333327e-06,8.735275613958038e-09
1972,7.689064261739986e-06,8.208234758555477e-09
1973,7.4979571991207195e-06,7.1671648615989625e-09
1974,7.482572868866555e-06,1.012602895977821e-08
1975,7.6202567811378685e-06,9.709516746170266e-09
1976,7.636699990598572e-06,3.999468700666142e-09
1977,7.18083981610107e-06,2.938390863960194e-09
1978,7.406729224612718e-06,1.1881182482298414e-08
1979,7.044020520652339e-06,4.681578680276743e-09
1980,7.2963225079547556e-06,1.0801786132219604e-08
1981,7.269321571357068e-06,1.012087885721158e-08
1982,7.458934646820126e-06,4.345251713999687e-09
1983,7.215879918476276e-06,6.946847541655643e-09
1984,7.240641991757002e-06,2.3196033982486597e-09
1985,7.67284419112002e-06,9.02333674446254e-09
1986,7.674140249491757e-06,1.258841941798039e-08
1987,7.637909988034153e-06,6.721898426764739e-09
1988,7.595834659923639e-06,5.396898261622596e-09
1989,8.255782063315564e-06,6.585746614717891e-09
1990,8.078714387238506e-06,9.807571754727462e-09
1991,7.856121783333947e-06,1.641210189973208e-08
1992,7.919993919358603e-06,9.91789939064347e-09
1993,7.532214397087955e-06,1.3294097656046944e-08
1994,7.59694933094579e-06,8.967375286772494e-09
1995,7.62396564368828e-06,1.1929391696696712e-08
1996,8.184897012597503e-06,1.3879039917341629e-08
1997,7.957606953823415e-06,1.1507747088579379e-08
1998,8.393814994178683e-06,7.629006759657386e-09
1999,7.698960786228781e-06,7.312321692598545e-09
2000,7.680305770918494e-06,1.1928684817696933e-08
2001,7.92561212392684e-06,6.571817479095188e-09
2002,7.602295653441615e-06,8.762442937904069e-09
2003,7.675888923586172e-06,1.6667692559479974e-08
2004,7.529990540433573e-06,1.1892936774282603e-08
2005,7.52756716337899e-06,1.1709748837240852e-08
2006,8.04553349098569e-06,7.41220168576362e-09
2007,8.097608827029035e-06,5.592271368204393e-09
2008,8.237293855017924e-06,1.4901038958292645e-08
2009,8.09448346217323e-06,8.582746735541491e-09
2010,8.470233694879425e-06,5.668551683601919e-09
2011,7.940860314192832e-06,1.1854312975678738e-08
2012,8.63386549099232e-06,9.53190804064974e-09
2013,8.719083496089297e-06,5.020424964641279e-09
2014,9.545498869556468e-06,7.795602788296385e-09
2015,9.12608402359183e-06,3.989835573037226e-09
2016,8.932861476296239e-06,4.5569479856233386e-09
2017,8.926898260597227e-06,8.553078828521521e-09
2018,8.934197921917075e-06,3.0977601039872127e-09
2019,9.003711227251188e-06,6.377469274898573e-09
