year,vieux_ADJ ans_NOUN,vieux_ADJ champs_NOUN
1898,6.846609323929442e-08,1.6975064687230201e-09
1899,4.366786754417262e-08,2.7637891975018647e-09
1900,7.527027179321522e-08,1.1939421895590385e-08
1901,5.86817598957623e-08,1.676621730339889e-09
1902,4.959386856739911e-08,4.910283735171106e-09
1903,5.022204874194358e-08,1.944079364157858e-08
1904,5.0521478556220245e-08,1.1286712897629059e-08
1905,5.934872859825191e-08,1.2901897772366056e-08
1906,4.2696733260072506e-08,8.745113966313056e-09
1907,8.279977947722728e-08,4.6285588695127444e-09
1908,5.746325371092098e-08,1.4734167219643268e-09
1909,6.161101850921114e-08,4.400786846048277e-09
1910,6.733630186772643e-08,7.481811059584231e-09
1911,5.001151848205154e-08,1.1172785363555704e-08
1912,6.042928646365908e-08,8.335073853338315e-09
1913,5.3560196278112926e-08,1.0605979205990934e-08
1914,6.562808607668558e-08,1.540251093334888e-08
1915,4.947920118070215e-08,1.5314990164938536e-08
1916,2.966614687238689e-08,2.7468654906215306e-08
1917,5.483212106582869e-08,1.6449636319748606e-08
1918,5.513460621386912e-08,9.189101035644853e-09
1919,8.379142002468143e-08,2.3940406546074655e-08
1920,3.9375606775138294e-08,4.543339038320937e-09
1921,7.118382683302116e-08,3.786373714564917e-09
1922,4.0578644444622114e-08,1.2542490601674672e-08
1923,9.129715294875496e-08,8.492758496458919e-09
1924,7.34822620529485e-08,9.02413699321869e-09
1925,8.248633776020142e-08,4.399271169575059e-09
1926,5.127223801082437e-08,1.2260752413340015e-08
1927,6.243566019747959e-08,6.689534814974252e-09
1928,5.255979118601317e-08,1.1426041446327417e-08
1929,5.904415445456834e-08,1.5596568481157647e-08
1930,3.676261073337628e-08,8.402882833991043e-09
1931,3.9918749195066994e-08,2.2810713318222042e-08
1932,4.055028668403793e-08,9.863582839386709e-09
1933,3.9000251916831985e-08,8.02946331646126e-09
1934,5.6313425034204556e-08,7.188948103475923e-09
1935,3.351119559624749e-08,1.6755597798123745e-08
1936,5.33487423126644e-08,1.8187070960351548e-08
1937,3.1477796369472344e-08,1.3850230184964119e-08
1938,3.5006078036303734e-08,9.075650453382877e-09
1939,2.7529290846928234e-08,9.176430282309411e-09
1940,3.296517903095264e-08,2.5357829613881222e-08
1941,3.836953510472085e-08,2.3612020783048138e-08
1942,2.730790527039062e-08,9.102635312174812e-09
1943,5.516146828199453e-08,1.4516175816936538e-08
1944,4.819779064746399e-08,2.2492303131116387e-08
1945,3.921307367704685e-08,3.267755976921194e-08
1946,4.733175273941015e-08,1.2528993842408909e-08
1947,3.814678706248742e-08,1.3112957830685446e-08
1948,4.566192757238241e-08,2.0656587107481528e-08
1949,3.337782672474532e-08,2.945102384188658e-09
1950,4.679559140186029e-08,1.595304155443955e-08
1951,3.731490494374157e-08,1.3859822622919182e-08
1952,2.5307528517259925e-08,3.58523338794825e-08
1953,2.5857186614075545e-08,5.386913581872932e-09
1954,4.397641362174909e-08,2.5408594339637602e-08
1955,2.7218263198847126e-08,1.6894095011821264e-08
1956,3.9245136917998025e-08,1.3081712602058815e-08
1957,2.47381048978923e-08,7.0680299946168645e-09
1958,4.715178647529683e-08,1.3235589513271862e-08
1959,3.5653439312000046e-08,4.650448914844674e-09
1960,2.6991250123842292e-08,1.038124963770315e-08
1961,4.168895628708924e-08,3.474079635079619e-09
1962,3.9320131151043825e-08,8.244543381330516e-09
1963,4.978861056770256e-08,7.1126584622049904e-09
1964,5.2322128851756133e-08,8.517555771803131e-09
1965,5.1984411442163037e-08,5.472043540510896e-09
1966,2.99110034518435e-08,1.163205709531212e-08
1967,7.346199737412462e-08,6.4094360374689074e-09
1968,8.66843237190551e-08,1.5270813835677188e-08
1969,5.313856732414024e-08,8.629339798282842e-09
1970,4.828661204214768e-08,1.3336302728816918e-08
1971,6.217460679636133e-08,5.652237344833111e-09
1972,4.3093233870195036e-08,9.747278983951446e-09
1973,2.0398854161385316e-08,4.410563081425067e-09
1974,2.025205780853412e-08,2.812785782069227e-09
1975,2.627280792921738e-08,5.140332159925265e-09
1976,1.9425991482080462e-08,5.7135269293517865e-09
1977,3.290997696581144e-08,8.815173146992095e-09
1978,3.089107636355948e-08,9.504946163474415e-09
1979,2.808947208166046e-08,1.0533552030622673e-08
1980,3.467942022439274e-08,7.95921106799824e-09
1981,3.226030287351023e-08,4.427884614521815e-09
1982,2.855450986771757e-08,8.069753087980303e-09
1983,2.0209011353244932e-08,5.052252838311233e-09
1984,2.2616132966390978e-08,6.378909400694965e-09
1985,2.5265343595037848e-08,7.218669662023558e-09
1986,2.997242631863628e-08,2.3977941854269602e-09
1987,1.8943532964499354e-08,1.8332450557601021e-09
1988,3.358070088665954e-08,4.797242936227519e-09
1989,2.6342986458871565e-08,2.7440609784434855e-09
1990,1.5801088437683575e-08,5.448650863826288e-09
1991,2.8721180100887977e-08,1.1722930182145319e-08
1992,2.589673719910479e-08,2.2039777225479895e-09
1993,1.661762283333701e-08,4.985286850001103e-09
1994,1.793475057354499e-08,5.802419433820205e-09
1995,1.8978578708583882e-08,3.253470381991974e-09
1996,1.7615704450690828e-08,3.2028553142993132e-09
1997,1.5823152565985765e-08,7.192341833217597e-09
1998,3.2900093316357015e-08,5.72175506974304e-09
1999,1.690974471557638e-08,3.1991408688814005e-09
2000,2.9159007652879154e-08,4.418031274155965e-09
2001,2.2782300490575835e-08,4.381211837767296e-09
2002,1.927737436346888e-08,2.6287327870022636e-09
2003,1.5417615628621206e-08,3.7502307925763034e-09
2004,1.5416770082765652e-08,7.488145215006625e-09
2005,2.2068373795036678e-08,4.954124332989807e-09
2006,1.2765458912156191e-08,6.58862386870851e-09
2007,2.2768533725070483e-08,9.187302835167444e-09
2008,1.7881246705542253e-08,2.1287198670449925e-09
2009,2.813233557219519e-08,4.76819250749827e-09
2010,1.7005655550406118e-08,8.97520635589899e-09
2011,7.647943611743813e-09,5.735957903096889e-09
2012,2.0765941854961056e-08,6.468080293586809e-09
2013,2.5938863501551168e-08,8.367375237128272e-09
2014,3.572984397237633e-08,6.71288014064686e-09
2015,5.14245499516619e-08,5.54143841924315e-09
2016,6.338300551078646e-08,7.45682404712511e-09
2017,1.1320251402935355e-08,8.553078245654433e-09
2018,2.090988004965766e-08,9.809573597863164e-09
2019,5.30605461790401e-08,1.02039510174734e-08
