year,vos_DET ans_NOUN,vos_DET champs_NOUN
1911,1.4365010514438836e-08,8.033765119819236e-08
1912,1.66701485393439e-08,8.335074203058568e-08
1913,9.545381374209683e-09,6.999946422503456e-08
1914,4.68772043404897e-09,7.634287979563226e-08
1915,1.1780762143587253e-08,6.950649467096781e-08
1916,3.2962386153911893e-09,1.1536835309300386e-07
1917,1.7546279096336548e-08,1.3598365955491687e-07
1918,9.189101035644853e-09,1.2175559049865115e-07
1919,1.5653341733923298e-08,8.194984918441506e-08
1920,4.543339038320937e-09,9.919623567000713e-08
1921,2.2718242842501013e-09,1.0071754197316096e-07
1922,2.0658220023506146e-08,1.0329109745299547e-07
1923,1.2739137744688378e-08,8.06812092690734e-08
1924,1.804827398643738e-08,7.60605871619191e-08
1925,5.499089184013428e-09,6.598906732158127e-08
1926,1.114613823460786e-08,9.362756081543466e-08
1927,5.574612438330462e-09,9.811317536190245e-08
1928,5.713020723163709e-09,6.627104198742018e-08
1929,1.3368487650211591e-08,7.018455705498639e-08
1930,2.100720708497761e-09,4.411513399027456e-08
1931,1.0264820993199919e-08,6.957267828511249e-08
1932,1.0959536389520963e-08,4.822196164600001e-08
1933,3.4411986593596566e-09,4.473558234963093e-08
1934,2.3963160344919743e-09,5.511526879331541e-08
1935,1.0771455727365264e-08,4.6676307263737726e-08
1936,1.2124714565686645e-09,4.243650186808168e-08
1937,1.510934133364117e-08,6.043736699989921e-08
1938,3.8895642262559704e-09,9.983214965814113e-08
1939,1.6823455517567254e-08,7.799965562327316e-08
1940,0.0,6.846613587185857e-08
1941,2.9515025978810172e-09,9.739958573007357e-08
1942,6.068423541449874e-09,5.765002253355078e-08
1943,1.7419411690866582e-08,1.1032293745216748e-07
1944,1.6065930807940276e-08,6.42637232317611e-08
1945,4.357008087652048e-09,5.8819608739213436e-08
1946,5.568441707737293e-09,7.795818568467894e-08
1947,1.0728784083369192e-08,5.245183398727704e-08
1948,2.174377566888097e-09,4.566193068100688e-08
1949,6.8719057111366055e-09,3.926803493481401e-08
1950,4.2541445921528975e-09,6.38121662177582e-08
1951,1.0661401539380222e-08,5.117472945403989e-08
1952,4.2179215675730575e-09,3.4797853487589236e-08
1953,7.54167928107563e-09,7.002988100524021e-08
1954,3.224936762080688e-08,4.5930919290171346e-08
1955,2.815682353940474e-09,5.819076909219234e-08
1956,6.976913269340912e-09,4.534993647276053e-08
1957,7.068030161150318e-09,4.1524678806581505e-08
1958,1.5717262158432277e-08,5.7078480275585264e-08
1959,3.8753737996444215e-09,4.4954337141689393e-08
1960,1.5225833038812198e-08,5.3982500747284945e-08
1961,6.948159103625784e-09,3.682524329917669e-08
1962,3.170978146727066e-09,5.5175021884679154e-08
1963,1.1638896069143811e-08,5.237503097887952e-08
1964,6.6923653285755336e-09,4.6846555079582686e-08
1965,1.2038495533772675e-08,5.2531616834272654e-08
1966,7.200797291773142e-09,5.7052468638296716e-08
1967,1.7256175155466735e-08,6.557346171609524e-08
1968,2.3804503673785504e-08,6.153239862083382e-08
1969,8.629339909305145e-09,9.083515339902704e-08
1970,1.3796174869185052e-08,6.300252985980137e-08
1971,1.2845993713206383e-08,5.857772977790887e-08
1972,1.3338381954497436e-08,5.540558589700595e-08
1973,8.821126051827832e-09,5.6234678746935884e-08
1974,5.625571564138454e-09,4.444201739950415e-08
1975,5.711480177694739e-09,3.541117621352896e-08
1976,2.285410749536254e-09,6.284879261464482e-08
1977,1.23412418062685e-08,4.818961230057539e-08
1978,5.346532105932056e-09,4.8712848088605654e-08
1979,8.777960247563499e-09,6.554210052467369e-08
1980,3.97960553399912e-09,4.3207144528878416e-08
1981,5.69299452024552e-09,4.1116071936020404e-08
1982,9.311253101884631e-09,5.338451802838762e-08
1983,3.157658134966823e-09,4.610180803776842e-08
1984,6.958810416790584e-09,4.5232265932781957e-08
1985,3.609334831011779e-09,6.556958176417993e-08
1986,7.1933827783254856e-09,4.6756987615026446e-08
1987,7.332980445085013e-09,4.460896435576345e-08
1988,2.398621523624911e-09,3.717863328311921e-08
1989,2.7440609784434855e-09,4.335616465844794e-08
1990,6.538381391862913e-09,4.6858399826987807e-08
1991,5.2753188484189195e-09,4.337484382777035e-08
1992,2.2039776670368383e-09,2.8651710337612712e-08
1993,2.7696036575264316e-09,4.9852867889388364e-08
1994,6.329911705904578e-09,4.167192096948824e-08
1995,3.795715741716776e-09,4.1752871104971945e-08
1996,3.736664311304594e-09,3.790045499663108e-08
1997,2.3974471297094624e-09,5.7059243996349096e-08
1998,8.582632382569955e-09,3.5284156041370807e-08
1999,9.140402212892695e-09,4.707307157958418e-08
2000,2.6508188977203417e-09,6.627047266505315e-08
2001,5.695575122643959e-09,4.468836123372455e-08
2002,5.6955880012310445e-09,6.265146668127386e-08
2003,1.6667691671301554e-09,4.750292181832094e-08
2004,7.047666006343434e-09,6.298851218389245e-08
2005,7.656374201303606e-09,6.395324447794337e-08
2006,2.4707338397433887e-09,5.1061835204535555e-08
2007,4.393927444112933e-09,6.151498582740444e-08
2008,2.9802078582719105e-09,5.0663532036310244e-08
2009,6.198650481792356e-09,6.532423957317235e-08
2010,1.8895172093635892e-09,5.5268379206552254e-08
2011,1.911985902935953e-09,6.003636160434311e-08
2012,2.0425516833455504e-09,7.251058489754492e-08
2013,2.2313000336282585e-09,7.670093782330412e-08
2014,3.4647124058651002e-09,8.16372840439783e-08
2015,5.319781060109108e-09,7.137373059240559e-08
2016,9.942432044329763e-09,1.0004572259525446e-07
2017,5.031222660711876e-10,1.295539888701569e-07
2018,5.937373259712331e-09,8.234879134150219e-08
2019,3.3162841361900064e-09,7.42337462611431e-08
