year,vos_DET oies_NOUN,vos_DET choix_NOUN
1872,1.8142017887967654e-09,2.2979889990892843e-08
1873,5.986004469882289e-10,1.0774807879254666e-08
1874,2.9873046258899194e-09,2.0911132381229436e-08
1875,1.1443054281912168e-09,3.204055243344328e-08
1876,6.04601479992084e-10,3.264847991957254e-08
1877,1.1132669008873108e-08,4.0201303619369355e-08
1878,6.039088673581716e-10,2.717589886458427e-08
1879,4.887460214320072e-09,3.6655949942066e-08
1880,1.2835692508872398e-09,3.786529312321818e-08
1881,1.3945015142624584e-09,3.9046041566681566e-08
1882,7.986462158271479e-09,4.6587697255517924e-08
1883,3.159669414998234e-09,3.602023268545196e-08
1884,0.0,3.234831424947515e-08
1885,3.86738152613475e-09,2.2559724977000428e-08
1886,6.4534639854230136e-09,2.0651084398082276e-08
1887,1.3057849246322917e-09,2.8727267897821207e-08
1888,0.0,2.7898705345918984e-08
1889,1.2530273485467092e-09,2.380751895625366e-08
1890,3.2771931834929546e-09,4.52252661986563e-08
1891,4.461953917456185e-09,6.374220040683554e-09
1892,1.2537024751679837e-09,1.567128071755519e-08
1893,1.847525021858587e-09,2.4017824618027817e-08
1894,3.780923574225881e-09,1.1342770722677642e-08
1895,0.0,2.888935002332005e-08
1896,0.0,2.2998412285701875e-08
1897,3.4960281336537946e-09,3.7873638114582775e-08
1898,5.6583548957434e-10,2.6028431854285827e-08
1899,9.39688327150634e-09,1.9346524382513053e-08
1900,1.5573159428683425e-09,1.557315876254961e-08
1901,2.794369402536745e-09,8.941982265753268e-09
1902,4.910283735171106e-09,9.329539640834383e-09
1903,5.400220270956879e-10,1.0800440541913758e-08
1904,0.0,1.7198800605910947e-08
1905,1.0321518084666081e-09,2.0643037057510583e-08
1906,5.144184633820714e-09,2.2119994169678137e-08
1907,1.5428529565042481e-09,2.0571372771893692e-08
1908,9.822778146428846e-10,2.3083527977973972e-08
1909,0.0,1.1001967337165297e-08
1910,0.0,1.068830179917768e-08
1911,3.7242617878519013e-09,1.8621308939259507e-08
1912,1.0418842455450772e-09,2.2400511667797218e-08
1913,6.363587878865928e-09,7.954484182448596e-09
1914,4.68772043404897e-09,1.2054139020278853e-08
1915,3.534228465440492e-09,1.8849219074468238e-08
1916,0.0,1.4283700444650549e-08
1917,1.0966424435210342e-09,1.4256351654751143e-08
1918,0.0,9.189101035644853e-09
1919,5.524709134618888e-09,1.9336480860943084e-08
1920,3.786115865267448e-09,9.086678076641874e-09
1921,2.2718242842501013e-09,3.0290989716519334e-09
1922,0.0,6.640141769764796e-09
1923,0.0,1.4862327368803108e-08
1924,3.867487219366694e-09,9.02413699321869e-09
1925,0.0,1.0998177923937646e-08
1926,1.1146138456652466e-09,2.229227735739414e-08
1927,6.689535148041159e-09,4.4596899506643695e-09
1928,0.0,1.82816659588525e-08
1929,1.1140406375176326e-09,1.893869061575515e-08
1930,1.0503603542488804e-09,6.30216201447098e-09
1931,1.1405356659111021e-09,1.4826963656844327e-08
1932,1.4247397928102146e-08,7.6716757391182e-09
1933,0.0,1.261772819560747e-08
1934,0.0,1.1981580172459871e-08
1935,1.196828414151696e-09,1.196828414151696e-08
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,1.2591118148108649e-09,7.554670666820584e-09
1938,1.2965214457594243e-09,7.779128452511941e-09
1939,3.058810094103137e-09,3.058810094103137e-09
1940,0.0,2.5357829613881222e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,2.7842208538686464e-09
1947,2.3841741914054637e-09,8.344609669919123e-09
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,0.0,5.890204768377316e-09
1950,0.0,5.317680740191122e-09
1951,1.0661401761424827e-09,6.396841278899501e-09
1952,0.0,7.381362521208246e-09
1953,1.0773827385790469e-09,7.54167928107563e-09
1954,0.0,8.795282280260608e-09
1955,2.815682353940474e-09,1.1262729415761896e-08
1956,3.488456634670456e-09,2.093073958597813e-08
1957,0.0,9.718541527092839e-09
1958,2.4816730892496253e-09,4.1361216673863055e-09
1959,0.0,1.007597205671118e-08
1960,6.2287499602575735e-09,9.689166913240399e-09
1961,6.948159270159238e-10,1.111705438816557e-08
1962,2.5367825617905737e-09,2.5367825617905737e-09
1963,0.0,6.466053248388448e-09
1964,3.041984220075733e-09,1.3384730435106462e-08
1965,2.188817349590977e-09,1.3132904097545861e-08
1966,5.539074754423723e-10,9.416426860475724e-09
1967,2.465167847631733e-09,8.381570493209978e-09
1968,2.245707841908029e-09,1.751652134451831e-08
1969,3.6334062425424918e-09,2.4979668333813265e-08
1970,2.2993624781975086e-09,1.7935028046034418e-08
1971,5.138397485282553e-10,2.928886511099904e-08
1972,0.0,1.2825366990654175e-08
1973,2.205281512956958e-09,1.543697081274331e-08
1974,2.812785782069227e-09,3.319087449327185e-08
1975,1.7134440533084216e-09,3.0270845829960535e-08
1976,1.7140580066410394e-09,3.5423868227635325e-08
1977,1.1753563677885381e-09,2.9971587878208084e-08
1978,1.7821774056514528e-09,5.049502704856934e-08
1979,2.3407893401383717e-09,2.8089472858816578e-08
1980,1.7055452605774235e-09,2.9562783554482053e-08
1981,1.2018544381930951e-08,4.364629035968903e-08
1982,3.1037510339615437e-09,4.5314765828585735e-08
1983,4.4207211225000265e-09,5.4943251281969196e-08
1984,1.739702604197646e-09,6.146948816621034e-08
1985,1.8046674155058895e-09,5.2335354605581585e-08
1986,1.7983456945813714e-09,6.05443031265196e-08
1987,6.110816852533674e-10,7.821845660060944e-08
1988,0.0,8.994830813513488e-08
1989,1.0976244357863152e-09,7.299202564592377e-08
1990,5.44865097484859e-10,8.172976451170655e-08
1991,1.1722930404189924e-09,8.03020721029668e-08
1992,5.509944167592096e-10,5.730341762211211e-08
1993,1.1078414852150331e-09,6.757833281856307e-08
1994,1.0549853213248639e-09,6.540908947805235e-08
1995,1.0844901643380922e-09,9.706186654412363e-08
1996,1.6014276571496566e-09,8.487566471870878e-08
1997,9.58978896292706e-10,7.432086179814945e-08
1998,1.43043876743576e-09,7.629006848475228e-08
1999,1.8280804647829996e-09,1.0420058793592091e-07
2000,1.7672125984802278e-09,1.0028931196615076e-07
2001,8.762423564512289e-10,1.1829271695518173e-07
2002,2.1906108038649563e-09,1.0865428978767966e-07
2003,2.083461403401543e-09,8.833876607994284e-08
2004,8.809582507929292e-10,1.1936984067872913e-07
2005,1.3511248786457486e-09,1.7699735410658946e-07
2006,1.2353669198716943e-09,1.62244855772542e-07
2007,3.994479469415779e-10,2.452610390335508e-07
2008,3.405951742863067e-09,2.741791114146963e-07
2009,4.76819250749827e-10,3.533230774621643e-07
2010,2.8342759250676863e-09,3.476711754046846e-07
2011,1.1471915639660324e-09,6.538991836890773e-07
2012,2.382976926895708e-09,5.351485317106608e-07
2013,4.741512515948898e-09,4.278517700129214e-07
2014,3.4647122948427977e-09,4.339552024390514e-07
2015,4.211493376260478e-09,4.654808414272793e-07
2016,5.799752234025846e-09,4.6480870974363597e-07
2017,2.264050280587071e-09,5.051347411466622e-07
2018,4.904786798931582e-09,5.423661821879477e-07
2019,1.2499840273960672e-08,5.34176818334231e-07
